Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.1753032523542537,0.09385337435141554,0.9270263157894739,0.019588387539237563,0.0015642229058569256,0.015450438596491232,0.018313094991593948,0.0,0.12953599069599292,1.0274541666666668,0.9270263157894739,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,On,15676.352482948541,20.000000000000057,0.7599999999999999,5999.133745940349,27.16846323976609,1.0274541666666668,1,20648.032062222224,20648.032062222224,Off,0.0,0.0,32.505756658125414,51.666666666666686,46.10666666666668,0.0,50.173714309690894,0.0,0.0,0.0,32.505756658125414,47.50351477106534,50.173714309690894,46.168415001752564,12.43753247303448,19.66430195555686,0.0,9.198399281529259,-0.6075934339682225,2.8,9.236100170605994,14698.880444633944,1576.7359079575517,769.522374640247,-1043.0616221670523,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04745958594300702,0.0,0,0.4441747686352839,131.99922844444444,-207.8308879138662,0.19749200773890638,9.07692020192809,0.002751689161578019,44.61235999246364,1.2198569116676643,0.5389169369690013,-4493.7698144323585,71.37197644956049,0.2442058050909427,1084.4796528554134,-314.9572782151664
2025-01-01 00:01:00,1.1753032523542537,0.09385337435141554,0.9270263157894739,0.019588387539237563,0.0015642229058569256,0.015450438596491232,0.018313094991593948,0.0,0.12953599069599292,1.0274541666666668,0.9270263157894739,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,On,15676.352482948541,20.000000000000057,0.7599999999999999,5999.133745940349,27.16846323976609,1.0274541666666668,1,20648.032062222224,20648.032062222224,Off,0.0,0.0,32.31189385866927,51.666666666666686,46.10666666666668,0.0,50.17035628589322,0.0,0.0,0.0,32.31189385866927,47.50077762469516,50.17035628589322,46.16598829409614,12.43753247303448,19.828160719089947,0.0,9.325917729996975,-0.5586572245996189,2.8,9.236100170605994,14670.24075188346,1479.564871716576,751.5952340463357,-1058.77188141332,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04771083379938481,0.0,0,0.44652619999017884,131.99922844444444,-220.7603214180816,0.19607574275529746,9.17579088409303,0.0027518441356979718,44.272416742487685,1.2227359147384136,0.5395031719390192,-4588.315243940538,68.74636971676426,0.24375485422864523,1066.931674144134,-315.3364400977982
2025-01-01 00:02:00,1.1753032523542537,0.09385337435141554,0.9270263157894739,0.019588387539237563,0.0015642229058569256,0.015450438596491232,0.018313094991593948,0.0,0.12953599069599292,1.0274541666666668,0.9270263157894739,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,On,15676.352482948541,20.000000000000057,0.7599999999999999,5999.133745940349,27.16846323976609,1.0274541666666668,1,20648.032062222224,20648.032062222224,Off,0.0,0.0,32.12339595267293,51.666666666666686,46.10666666666668,0.0,50.16701588727907,0.0,0.0,0.0,32.12339595267293,47.49805680253684,50.16701588727907,46.16357726016572,12.43753247303448,19.98742490265556,0.0,9.445469494666726,-0.5111575313267401,2.8,9.236100170605994,14642.270744733503,1388.2924650149653,734.7949206757514,-1074.1316771612896,-0.0,-0.0,273.4204717663207,0.0,2.0,0.0479544659734355,0.0,0,0.44880635609333214,131.99922844444444,-233.37053282006923,0.19416028085899603,9.249186002903649,0.0027519975668101903,43.94206034261605,1.222071478222631,0.5400522040496932,-4677.125932563882,66.28465163849765,0.2433163416419618,1049.9503754070822,-315.15545473133074
2025-01-01 00:03:00,1.1753032523542537,0.09385337435141554,0.9270263157894739,0.019588387539237563,0.0015642229058569256,0.015450438596491232,0.018313094991593948,0.0,0.12953599069599292,1.0274541666666668,0.9270263157894739,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,On,15676.352482948541,20.000000000000057,0.7599999999999999,5999.133745940349,27.16846323976609,1.0274541666666668,1,20648.032062222224,20648.032062222224,Off,0.0,0.0,31.940009217892385,51.666666666666686,46.10666666666668,0.0,50.163692628587555,0.0,0.0,0.0,31.940009217892385,47.49535185283963,50.163692628587555,46.16118146496568,12.43753247303448,20.14231211932279,0.0,9.557654926925522,-0.4648693854679335,2.8,9.236100170605994,14614.976636863585,1302.4999481809518,719.0803212680875,-1089.1542457447924,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04819086687987753,0.0,0,0.4510188346861744,131.99922844444444,-245.64207210648573,0.1923178681737096,9.320015939265515,0.002752149935832161,43.620747126294674,1.2214259918445833,0.5405668997064403,-4760.615566100416,63.9817683410187,0.24288825228327413,1033.4511987889812,-314.3708775208937
2025-01-01 00:04:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,31.761506583344453,51.666666666666686,46.10666666666668,0.0,50.16038604750284,0.0,0.0,0.0,31.761506583344453,47.49266234521754,50.16038604750284,46.15880049407489,12.43753247303448,20.29301709760901,0.0,9.663007105447466,-0.419598761283411,2.8,9.236100170605994,-1086.3422626716733,-4777.318953323496,704.2116733660067,-1103.8513071989557,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04842038114912459,0.0,0,0.45316686116840565,131.99922844444444,-255.91142723903843,0.19054429481372046,9.38912225243732,0.002752301270634667,43.308050985817125,1.2207985865711066,0.5410497992731098,-4839.152857844376,61.83390452087944,0.2424688422593286,1017.3616024669238,-313.1499291009171
2025-01-01 00:05:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,31.91881450450783,51.666666666666686,46.10666666666668,0.0,50.157095702244305,0.0,0.0,0.0,31.91881450450783,47.48998786840501,50.157095702244305,46.15643395148536,12.43753247303448,20.15511885438013,0.0,9.545474621149465,-0.37518542399618326,2.8,9.236100170605994,-1065.5310231701865,-4686.962982946479,690.0411456711646,-1090.4001154440934,-0.0,-0.0,273.4204717663207,0.0,2.0,0.048210389990571166,0.0,0,0.4512015516863985,131.99922844444444,-248.55137949241367,0.19218650766032933,9.32611834604501,0.002752451597808806,43.54989650913188,1.2213724377201605,0.5405110413871774,-4751.543773938908,64.58079099242855,0.24205666838017575,1001.6218630646036,-311.58071739343904
2025-01-01 00:06:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,32.07123582557847,51.666666666666686,46.10666666666668,0.0,50.15379123094492,0.0,0.0,0.0,32.07123582557847,47.48730014548318,50.15379123094492,46.15405460275232,12.43753247303448,20.021407207049155,0.0,9.43599198382717,-0.33149589833882204,2.8,9.236100170605994,-1045.7237248091678,-4603.317268633024,676.4600092163616,-1077.420473201115,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04800637750326543,0.0,0,0.4492921966520636,131.99922844444444,-241.72372337437355,0.19379443149794595,9.265258100469033,0.002752602693431956,43.784278192615915,1.221929378300203,0.5400086996958191,-4670.079364537689,66.76209590466559,0.24165052583284477,986.1823909932378,-309.7223817768762
2025-01-01 00:07:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,32.21913076811226,51.666666666666686,46.10666666666668,0.0,50.1504730755555,0.0,0.0,0.0,32.21913076811226,47.484599587928095,50.1504730755555,46.15166284411439,12.43753247303448,19.891572969607275,0.0,9.333809566780225,-0.2884191900669975,2.8,9.236100170605994,-1026.2603563994414,-4525.322691734115,663.3710484080475,-1064.8768801786828,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04780790498149017,0.0,0,0.44743469021393645,131.99922844444444,-234.8039479870794,0.19537056112186724,9.206379250281682,0.0027527545330001697,44.011746660311694,1.2224706511289543,0.539539431803889,-4594.172677207214,68.84998547309878,0.24124941068204253,971.0020691346266,-307.6310207265791
2025-01-01 00:08:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,32.36277134595082,51.666666666666686,46.10666666666668,0.0,50.14714164545337,0.0,0.0,0.0,32.36277134595082,47.481886576883326,50.14714164545337,46.1492590425983,12.43753247303448,19.765382737013717,0.0,9.238312886758564,-0.24586387595688972,2.8,9.236100170605994,-1007.4310125845948,-4452.543853443985,650.6925622395515,-1052.7418084154615,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04761464570378003,0.0,0,0.4456259745823544,131.99922844444444,-228.10967593545405,0.19691661550360862,9.147936262106082,0.002752907093827428,44.23271149092964,1.2229971884195066,0.5391004985760823,-4523.342405163776,70.79855171979011,0.24085249463435218,956.0471055502484,-305.35454331069684
2025-01-01 00:09:00,0.14784908568758687,0.09385337435141554,0.0,0.002464151428126448,0.0015642229058569256,0.0,0.018313094991593948,0.0,0.12953599069599292,0.0,0.0,0.0,0.0,0.09385337435141554,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.004021034356725146,0.0,On,0.014292060634868802,0,On,0.004398158227438844,0,On,0.09182631951015137,0.0688697396326135,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20648.032062222224,Off,0.0,0.0,32.50238745826979,51.666666666666686,46.10666666666668,0.0,50.14379732541774,0.0,0.0,0.0,32.50238745826979,47.479161470587535,50.14379732541774,46.14684354317244,12.43753247303448,19.642639277668405,0.0,9.148971544787424,-0.20375532527684753,2.8,9.236100170605994,-989.2556759539616,-4384.5610235252,638.3557957459825,-1040.9917204646026,-0.0,-0.0,273.4204717663207,0.0,2.0,0.04742632532611619,0.0,0,0.44386348216873334,131.99922844444444,-221.68442725567968,0.198433980891745,9.09197409306123,0.0027530603545878737,44.44751636633435,1.223509775658444,0.5386895334330876,-4457.173810019619,72.61278649441935,0.2404591006858367,941.2899551595904,-302.93415941360786
