occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.592,0.0518,0.337,0.0825,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0318,0.337,0.0641,0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.582,0.0275,0.359,0.0602,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.569,0.016,0.399,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0163,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0,0,0,0
1.0,0.589,0.0163,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0,0,0,0
1.0,0.589,0.0163,0.337,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0169,0.337,0.0496,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0,0,0,0
1.0,0.589,0.0193,0.337,0.0555,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0,0,0,0
1.0,0.589,0.022,0.337,0.0696,0.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.947,0.597,0.0236,0.314,0.075,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0,0,0,0
0.8,0.617,0.0281,0.253,0.0898,0.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0,0,0,0
0.8,0.631,0.0342,0.23,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.668,0.0512,0.168,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0,0,0,0
0.853,0.678,0.0543,0.146,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.947,0.695,0.0598,0.107,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.693,0.665,0.0511,0.191,0.226,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0,0,0,0
0.453,0.669,0.0554,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0,0,0,0
0.6,0.704,0.0682,0.168,0.288,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0,0,0,0
0.493,0.678,0.0589,0.213,0.246,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0,0,0,0
0.2,0.61,0.0345,0.337,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.038,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.038,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0,0,0,0
0.2,0.613,0.038,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.613,0.0392,0.337,0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.253,0.613,0.0426,0.337,0.137,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.613,0.0426,0.337,0.137,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
