Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4805748642914711,0.22215576925131406,0.0721886241026531,0.48057486429147117,0.22215576925131406,0.0721886241026531,0.07635486482258438,0.31720076869965597,0.03701923076923077,0.05,0.0,0.0721886241026531,0.0,0.20757243591798072,0.0,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.017112774122807015,0.0,0.05924209069977736,0.0,0.040437520809014964,0.0,0.23513873403455257,0.17635405052591435,0.0,0.0,1730.6332212136751,15.5555555555556,0.2801823036720913,0.0,2.115640027534688,0.03701923076923077,0.35,1693.6139904444447,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,89.05548636012193,51.66666666666668,46.10666666666668,0.0,49.07547253622817,0.0,0.0,0.0,139.1491974376905,48.412126443148146,49.07547253622817,48.080453396608135,12.43753247303448,15.241608578130364,-0.052425057362621916,2.8,1801.7848163557658,-359.8632372823535,0.0,0.0,509.0951505842661,0.0,2.0,0.022190249923964567,0.0,0.0,0.5660330276711169,131.99922844444444,-78.08031815982176,0.2821489129897849,7.252382332168784,0.0029646999926377206,64.4205063576886,1.2419637776592176
2025-01-01 01:00:00,0.4441237155242195,0.2213753096165124,0.0721886241026531,0.4441237155242195,0.2213753096165124,0.0721886241026531,0.05857585456253764,0.298528630192451,0.03701923076923077,0.05,0.0,0.0721886241026531,0.0,0.20679197628317905,0.0,0.01458333333333334,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.01582931606359649,0.0,0.042746538498941146,0.0,0.02280599514821223,0.0,0.23513873403455257,0.17635405052591435,0.0,0.0,1730.6332212136751,15.5555555555556,0.2801823036720913,0.0,2.115640027534688,0.03701923076923077,0.35,1693.6139904444447,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,86.14745219538757,51.66666666666668,46.10666666666668,0.0,47.8941002618895,0.0,0.0,0.0,134.60539405529306,47.32014980946214,47.8941002618895,47.03317458324846,12.43753247303448,15.230739803385308,-0.06066205774242383,2.5,1803.4531573330014,-326.1635027662859,0.0,0.0,472.64400181701444,0.0,2.0,0.019697709021575426,0.0,0.0,0.5024528301335601,131.99922844444444,-73.66056293140242,0.2857844172232118,7.290828441461674,0.0030007585169735907,67.90063170743035,1.2420439713683646
2025-01-01 02:00:00,0.42414974534357663,0.21835898246315713,0.10316014751471479,0.42414974534357663,0.21835898246315713,0.10316014751471479,0.0508069815905309,0.28632353298381497,0.03701923076923077,0.05,0.030971523412061684,0.0721886241026531,0.0,0.2037756491298238,0.0,0.01458333333333334,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.01582931606359649,0.0,0.03497766552693441,0.0,0.014622667477383137,0.0,0.23215757734314776,0.17411818300736076,0.0,0.0,1730.6332212136751,15.5555555555556,0.2801823036720913,0.0,2.115640027534688,0.03701923076923077,0.35,1693.6139904444447,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,703.3706666666666,0.0,90.41018651870239,51.66666666666668,46.10666666666668,0.0,49.43086272889131,0.048806644648162305,133.35413941502446,703.3706666666666,141.26591643547246,48.88865755461453,49.43089319732294,48.61752449904453,12.43753247303448,15.246296250045418,-0.06012251612172464,1.6500000000000001,1807.254369273023,-309.2650884154679,0.0,0.0,452.87871260477,0.0,2.0,0.017370152938496773,0.0,0.0,0.4430810960929931,131.99922844444444,-66.99247612995406,0.28929402411933763,7.346570814964224,0.003040788030660715,73.90533427939557,1.241947079749099
2025-01-01 03:00:00,0.36006902612057884,0.20053003299938438,0.0,0.36006902612057884,0.20053003299938438,0.0,0.04995134288439055,0.2601176832361883,0.0,0.05,0.0,0.0,0.0,0.18594669966605107,0.0,0.01458333333333334,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.01497367735745614,0.0,0.03497766552693441,0.0,0.012188750348120152,0.0,0.2094262575711863,0.15706969317838967,0.0,0.0,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,97.38303511441927,51.66666666666668,46.10666666666668,0.0,50.40796569850701,0.0,0.0,0.0,152.16099236628008,49.60438030948457,50.40796569850701,49.20258761497335,12.43753247303448,13.334463495217546,-0.004673439246468695,1.6500000000000001,122.16945187089965,-264.0890679129051,0.0,0.0,427.4084165350402,0.0,2.0,0.0173390182511225,0.0,0.0,0.4422869066890684,131.99922844444444,-41.149896751235474,0.3321145267601858,6.4511437205562805,0.0030811796159572755,64.7881520245828,1.2502106274729767
2025-01-01 04:00:00,0.3678425158382792,0.19974957336458274,0.017187767643488835,0.36784251583827915,0.19974957336458274,0.017187767643488835,0.04995134288439055,0.25907707038978606,0.008814102564102564,0.05,0.0,0.017187767643488835,0.0,0.1851662400312494,0.0,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.01497367735745614,0.0,0.03497766552693441,0.0,0.012188750348120152,0.0,0.2094262575711863,0.15706969317838967,0.0,0.0,412.05552886039885,12.222222222222285,0.06671007230287887,0.0,0.5037238160796876,0.008814102564102564,0.08333333333333333,403.2414262962963,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,97.90826322762584,51.66666666666668,46.10666666666668,0.0,49.082038213232174,0.0,0.0,0.0,152.9816612931654,48.3808611128992,49.082038213232174,48.03027256273272,12.43753247303448,11.912097306863627,-0.042065999761208124,0.55,548.6144628281425,-248.52349656569461,0.0,0.0,426.36780368863805,0.0,2.0,0.016767364520391185,0.0,0.0,0.4277050568633985,131.99922844444444,-41.285373155199736,0.36798263444232526,5.772722247231997,0.0031149570563997475,71.7007356898869,1.255827068879601
2025-01-01 05:00:00,0.38189353684030347,0.19974957336458274,0.041250642344373194,0.38189353684030347,0.19974957336458274,0.0412506423443732,0.05166262029667125,0.25907707038978606,0.02115384615384615,0.05,0.0,0.041250642344373194,0.0,0.1851662400312494,0.0,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.016684954769736842,0.0,0.03497766552693441,0.0,0.012188750348120152,0.0,0.2094262575711863,0.15706969317838967,0.0,0.0,988.9332692649572,12.222222222222285,0.1601041735269093,0.0,1.2089371585912503,0.02115384615384615,0.2,967.7794231111111,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,94.65821842145303,51.66666666666668,46.10666666666668,0.0,47.78320742887571,0.0,0.0,0.0,147.90346628352034,47.179330381899646,47.78320742887571,46.87739185841163,12.43753247303448,11.918901225355414,-0.06088210533605419,-0.25000000000000006,1053.0466201242186,-260.8533879336952,0.0,0.0,379.7013638760298,0.0,1.267,0.016302586908471667,0.0,0.0,0.41584942298049926,83.62151121955556,-54.734625083073176,0.37221277326658886,5.82111408309565,0.003153655943933537,36.4853773136982,1.2551383267854648
2025-01-01 06:00:00,0.39492796186256135,0.20131049263418604,0.08940993339992372,0.39492796186256135,0.20131049263418604,0.08940993339992372,0.05380171706202213,0.2611582960825905,0.02996794871794872,0.05,0.030971523412061684,0.05843840998786203,0.0,0.1867271593008527,0.0,0.01458333333333334,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.01882405153508772,0.0,0.03497766552693441,0.0,0.012188750348120152,0.0,0.2094262575711863,0.15706969317838967,0.0,0.0,1400.988798125356,12.222222222222285,0.22681424582978818,0.0,1.7126609746709378,0.02996794871794872,0.2833333333333333,1371.0208494074075,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,703.3706666666666,0.0,103.2812784746402,51.66666666666668,46.10666666666668,0.0,50.39940282160469,0.0,0.0,703.3706666666666,161.37699761662532,50.31162784844573,50.43219664040719,50.23494654306375,12.43753247303448,11.867164620566736,-0.06833260939418526,0.3,1388.1922111221927,-250.55873446432489,0.0,0.0,300.3001751146296,0.0,0.0,0.01648300998348519,0.0,0.0,0.42045168837911223,0.0,-62.53802765346798,0.37264958679852295,5.785971286648379,0.003146638256356539,-38.81947885680983,1.255371226753216
2025-01-01 07:00:00,0.41678022490400496,0.20699379264112255,0.04468819587307096,0.41678022490400496,0.20699379264112255,0.04468819587307097,0.07020220044822419,0.27366135778911416,0.022916666666666665,0.05,0.0,0.04468819587307096,0.0,0.19241045930778922,0.0,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.01754059347587719,0.0,0.052661606972346994,0.0,0.017114078712061786,0.0,0.21492276522096387,0.16119207391572285,0.0,0.0,1071.3443750370368,12.222222222222285,0.17344618798748507,0.0,1.3096819218071876,0.022916666666666665,0.21666666666666667,1048.4277083703703,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,102.87758024469414,51.66666666666668,46.10666666666668,0.0,50.238074259660074,0.0,0.0,0.0,160.7462191323346,50.273826240551855,50.29170223099774,50.238074259660074,12.43753247303448,11.93073554992162,-0.04867088528064934,-0.55,1060.817816503969,-282.5070045919398,0.0,0.0,336.5079197287597,2.2586732106702896,0.1165,0.017143267829606127,0.0,0.0,0.43729366848136575,7.688955056888889,-64.52747366988794,0.36886218924771286,5.7945262264865445,0.003127708922968936,-23.36572191561682,1.2551055303297751
2025-01-01 08:00:00,0.6349770228531597,0.23942575183544845,0.08940993339992372,0.6349770228531597,0.23942575183544845,0.08940993339992372,0.19967987696752873,0.3553291971676822,0.02996794871794872,0.05,0.030971523412061684,0.05843840998786203,0.0,0.22484241850211512,0.0,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.013262399945175439,0.0,0.18641747702235328,0.0,0.055539305831528614,0.0,0.25712476463366285,0.19284357347524708,0.0,0.0,1400.988798125356,12.222222222222285,0.22681424582978818,0.0,1.7126609746709378,0.02996794871794872,0.2833333333333333,1371.0208494074075,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,703.3706666666666,0.0,98.96701875122184,51.66666666666668,46.10666666666668,0.0,49.02688730214831,0.10539148722072499,266.7082788300489,703.3706666666666,154.63596679878412,48.73372590102202,49.04248439909467,48.57154810351253,12.43753247303448,11.88610276110742,-0.06937772589579018,-1.4,1643.4266077755917,-317.66211388883545,0.0,0.0,603.0099548330767,123.64007364235606,1.0,0.01807652514792481,0.0,0.0,0.46109936996261225,65.99961422222222,-42.91003129400568,0.37067404197898185,5.780807558067958,0.003132247847405249,37.536319770701226,1.2558883812899124
2025-01-01 09:00:00,0.6078123173987666,0.2352335002381605,0.04468819587307096,0.6078123173987667,0.23523350023816048,0.04468819587307097,0.18327798158389022,0.3516176691482098,0.022916666666666665,0.05,0.0,0.04468819587307096,0.0,0.22065016690482714,0.0,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.010695483826754386,0.0,0.17258249775713583,0.0,0.057417446608440205,0.0,0.2515350958372789,0.1886513218779591,0.0,0.0,1071.3443750370368,12.222222222222285,0.17344618798748507,0.0,1.3096819218071876,0.022916666666666665,0.21666666666666667,1048.4277083703703,4838.897115555555,0.0,26.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4468.748302222221,0.0,0.0,100.87068372673843,51.66666666666668,46.10666666666668,0.0,50.99131635811367,0.14833025929025453,399.4869958527755,0.0,157.6104433230288,49.5433283099086,50.99131635811367,48.81933428580607,12.43753247303448,11.967190812566235,-0.049993540040961106,-0.85,1333.7531088518695,-300.8230737835231,0.0,0.0,575.5988531888238,296.8025196465735,0.8835,0.017740374122701654,0.0,0.0,0.45252476700799094,58.31065916533333,-12.3670455904683,0.3718125565748844,5.857092369799043,0.003157199024547221,48.78185291809405,1.2561426250436905
