Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,32.43778074116181,51.666666666666686,46.10666666666668,0.0,49.9723311929686,0.0,0.0,0.0,32.43778074116181,48.04992489674703,49.9723311929686,47.08872174863624,12.43753247303448,20.24156908062913,0.0,-1.390182714371503,-2.2893198026848283,2.8,9.236100170605994,-3791.7224725897922,4964.955164188025,3854.7140197052813,-4050.7421259028047,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17820972175992889,0.0,0.0,0.8556004890382164,131.99922844444444,-175.05606047447796,0.18507470426883296,9.251813957708666,0.0026722495174848174,-72.07359978439555,1.217515139747321,0.9061390909439998,4948.179881562481,16.77528262554424,0.6527500294653817,4329.3659181508265,-474.65189844554493
2025-01-01 00:01:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,32.557630991319904,51.666666666666686,46.10666666666668,0.0,49.96909667824124,0.0,0.0,0.0,32.557630991319904,48.04719347428712,49.96909667824124,47.08624187231006,12.43753247303448,20.135811704075238,0.0,-1.0343389718780287,-2.2467313058920477,2.8,9.236100170605994,-3749.2806503393367,4543.437962838942,3806.292315066022,-4015.2402195383647,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17772548162313817,0.0,0.0,0.8532756097120021,131.99922844444444,-168.1161445884631,0.18682455911969653,9.226354696048258,0.002672120833527586,-71.51330133292697,1.2215120662778254,0.9061390909439998,4527.964590819434,15.473372019507888,0.651630519021475,4285.773854971542,-479.48153990552
2025-01-01 00:02:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,32.67382750915662,51.666666666666686,46.10666666666668,0.0,49.96585140643792,0.0,0.0,0.0,32.67382750915662,48.0444519598401,49.96585140643792,47.0837522365412,12.43753247303448,20.033184475631185,0.0,-0.7095190688773649,-2.205115572658762,2.8,9.236100170605994,-3710.584892760599,4158.7854499846335,3759.6513161762136,-3980.907374982913,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17725515889549426,0.0,0.0,0.8510175490865554,131.99922844444444,-163.75323156517663,0.18800632042626295,9.179526443796853,0.0026719935677515586,-70.9682005998223,1.221939744011846,0.9061390909439998,4144.3853011511455,14.400148833488299,0.6505347182407087,4243.285383741769,-483.63406756555503
2025-01-01 00:03:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,32.78662040852272,51.666666666666686,46.10666666666668,0.0,49.96259570800833,0.0,0.0,0.0,32.78662040852272,48.04170066106842,49.96259570800833,47.08125313759846,12.43753247303448,19.933472739109842,0.0,-0.41296577700176207,-2.1643265091501442,2.8,9.236100170605994,-3672.602168275153,3807.613716549767,3717.907301288429,-3947.661640281305,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17679780620237479,0.0,0.0,0.8488217587333045,131.99922844444444,-159.01624178133875,0.18916239792743808,9.133486721225285,0.0026718673162455463,-70.43709453148023,1.2223555608282826,0.9061390909439998,3794.186006109167,13.427710440599924,0.6494588906726145,4201.74465319895,-483.83735191052074
2025-01-01 00:04:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,32.89619017740007,51.666666666666686,46.10666666666668,0.0,49.95932989078503,0.0,0.0,0.0,32.89619017740007,48.03893986457365,49.95932989078503,47.07874485146796,12.43753247303448,19.836521658150136,0.0,-0.14217383383853743,-2.124201521524585,2.8,9.236100170605994,-3633.9439591895575,3486.961774195857,3677.706606861177,-3915.4421289359557,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17635274652096283,0.0,0.0,0.8466849882063843,131.99922844444444,-152.5775440410929,0.19029397430528008,9.088887872039724,0.002671742052196728,-69.9192674368945,1.2227601384229079,0.9061390909439998,3474.408245427326,12.553528768530766,0.6483988367045456,4160.980657183634,-483.2740503224572
2025-01-01 00:05:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,33.00267688564314,51.666666666666686,46.10666666666668,0.0,49.95605424627875,0.0,0.0,0.0,33.00267688564314,48.036169841759424,49.95605424627875,47.07622763949976,12.43753247303448,19.74221111948126,0.0,0.10513924281739773,-2.0846350588666085,2.8,9.236100170605994,-3594.23015310178,3194.125030372342,3639.4739149752622,-3884.200343692492,-0.0,-0.0,434.0757137874907,0.0,2.0,0.1759194591602602,0.0,0.0,0.8446047376226891,131.99922844444444,-144.10552319677905,0.19140187838363334,9.044945032365298,0.0026716177501839226,-69.41416297169636,1.2231539558210938,0.9061390909439998,3182.356639620496,11.768390751845729,0.647351838509574,4120.881820440631,-481.4079054653685
2025-01-01 00:06:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,33.10619881300975,51.666666666666686,46.10666666666668,0.0,49.952769053332915,0.0,0.0,0.0,33.10619881300975,48.033390852234774,49.952769053332915,47.07370175168571,12.43753247303448,19.65043972588855,0.0,0.33105276155293906,-2.045531028447795,2.8,9.236100170605994,-3555.067216261858,2926.6398443437083,3602.853700782604,-3853.8946789214756,-0.0,-0.0,434.0757137874907,0.0,2.0,0.1754975069118008,0.0,0.0,0.8425789079060647,131.99922844444444,-135.24825112787317,0.19248676135578963,9.002333058340746,0.0026714943858747566,-68.92131044337239,1.2235374157013077,0.9061390909439998,2915.575736595397,11.064107748311955,0.646315410621758,4081.3472035328787,-478.4935027502746
2025-01-01 00:07:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,33.20687850006839,51.666666666666686,46.10666666666668,0.0,49.94947458009391,0.0,0.0,0.0,33.20687850006839,48.030603145649,49.94947458009391,47.071167428426556,12.43753247303448,19.561102407904347,0.0,0.5374609242144632,-2.0068101979419257,2.8,9.236100170605994,-3517.1041328314022,2682.2619006953305,3567.5718018662283,-3824.4829364521684,-0.0,-0.0,434.0757137874907,0.0,2.0,0.1750864334370048,0.0,0.0,0.8406053081350046,131.99922844444444,-126.69691016672455,0.19354935775338677,8.96099682211915,0.0026713719358616517,-68.44022148854341,1.2239109376859525,0.9061390909439998,2671.8286765044318,10.433224190898931,0.6452874989418805,4042.2938183192427,-474.72201645301516
2025-01-01 00:08:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,33.30483484608519,51.666666666666686,46.10666666666668,0.0,49.94617108362593,0.0,0.0,0.0,33.30483484608519,48.02780696133288,49.94617108362593,47.06862490018636,12.43753247303448,19.474097215459246,-0.025902784540811297,0.7260893537631158,-1.9684075176909606,2.8,9.236100170605994,-3480.445848140365,2458.9466235220552,3533.397171837068,-3795.924543890285,-0.0,-0.0,434.0757137874907,0.0,2.0,0.17468579458827604,0.0,0.0,0.8386818059179828,131.99922844444444,-118.59701803757062,0.19459040348008758,8.920882768946278,0.002671250377691314,-67.97042153741529,1.2242749299051583,0.9061390909439998,2449.077674028549,9.868949493506225,0.6442664132638138,4003.6537149711844,-470.25654313411627
2025-01-01 00:09:00,0.32845080553755074,0.20808760721927788,0.0,0.0054741800922925125,0.0034681267869879646,0.0,0.037455439674268926,0.0,0.2809953658632818,0.0,0.010000000000000002,0.0,0.0,0.2051709405526112,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00866077302631579,0.0,On,0.0006603773736548059,0.0,On,0.028134289274298327,0,On,0.007434111793133454,0,On,0.23391885992149264,0.17543914494111942,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19396.61841777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1751.686031111111,Off,0.0,0.0,33.400179226696906,51.666666666666686,46.10666666666668,0.0,49.94285881024031,0.0,0.0,0.0,33.400179226696906,48.025002528605256,49.94285881024031,47.06607438778773,12.43753247303448,19.38932865485981,-0.11067134514024701,0.8985101385492883,-1.930270109077986,2.8,9.236100170605994,-3445.0413286156636,2254.8313522610233,3500.1335518688625,-3768.181604940557,-0.0,-0.0,434.0757137874907,0.0,2.0,0.1742951739397369,0.0,0.0,0.8368064019578737,131.99922844444444,-110.93543746259704,0.19561059291497984,8.881229426602482,0.002671129689835595,-67.51146533027438,1.2246297749228556,0.9061390909439998,2245.4662526182246,9.365099642798883,0.643250776774477,3965.3717829734,-465.2382311045379
