Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3857881730189981,0.21754552789964163,0.12522577297465887,0.38578817301899804,0.21754552789964163,0.12522577297465887,0.013907358130567133,0.3248615841192002,0.03701923076923077,0.010000000000000002,0.06849271099440167,0.05673306198025719,0.0,0.21462886123297495,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0028521290204678363,0.0,0.011055229110099297,0.0,0.03868976914190012,0.0,0.2493538269706444,0.18701537022798323,1368.0309889914531,18.33333333333337,0.2801823036720913,0.0,1.662682151128951,0.03701923076923077,0.35,1331.0117582222222,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,1582.5839999999998,0.0,49.42711423008142,51.66666666666668,46.10666666666668,0.0,51.266011710146,0.37102306487231346,998.3101405222067,1582.5839999999998,77.22986598450221,50.67535539758283,51.2741557291917,50.37188322225554,12.43753247303448,18.066647451277866,-0.04092206979663556,2.8,1403.923339697564,-377.8980512662761,0.0,0.0,453.31340280626665,0.0,2.0,0.018990708050278946,0.0,0.0,0.48441851768910293,131.99922844444444,-39.523000833879784,0.2781203004661952,9.214757654830992,0.0035003072730194584,38.58097762539952,1.2295186892186765
2025-01-01 01:00:00,0.3716652517329464,0.21611716627476157,0.1642661229195329,0.3716652517329464,0.21611716627476157,0.1642661229195329,0.009991219597220252,0.3040778782895722,0.04759615384615385,0.010000000000000002,0.09132361465920223,0.07294250826033068,0.0,0.2132004996080949,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0026382193439327484,0.0,0.007353000253287504,0.0,0.019810545478778984,0.0,0.24836979450430405,0.18627734587822797,1758.896985846154,18.33333333333337,0.360234390435546,0.0,2.137734194308651,0.04759615384615385,0.45,1711.3008320000001,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,2110.112,0.0,48.499854947440134,51.66666666666668,46.10666666666668,0.0,51.31747233108053,0.7613136752998941,2059.435301122215,2110.112,75.78102335537521,50.04363281582485,51.31920823742077,49.40497715185678,12.43753247303448,18.03364567803248,-0.05581484654834536,2.5,1790.766383351601,-357.29184911187923,0.0,0.0,428.6824407159357,0.0,2.0,0.017657371343728353,0.0,0.0,0.450407516663882,131.99922844444444,-39.52119409860929,0.28046856918248403,9.225039966899642,0.0035224898935118155,42.957693280752615,1.2297013476481202
2025-01-01 02:00:00,0.35412746385113747,0.21542682899963678,0.09257741562668244,0.3541274638511375,0.21542682899963678,0.09257741562668244,0.008314789705218421,0.29526780235104727,0.04054487179487179,0.010000000000000002,0.030441204886400744,0.06213621074028168,0.0,0.2125101623329701,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0026382193439327484,0.0,0.005676570361285675,0.0,0.011920919240420397,0.0,0.24836979450430405,0.18627734587822797,1498.3196546096867,18.33333333333337,0.3068663325932429,0.0,1.821032832188851,0.04054487179487179,0.38333333333333336,1457.7747828148147,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,703.3706666666666,0.0,48.52739465031232,51.66666666666668,46.10666666666668,0.0,51.50603155264363,0.3645514078071609,991.5799597995851,703.3706666666666,75.824054141113,50.01237361227457,51.50603155264363,49.26554464209005,12.43753247303448,17.969309021354455,-0.06896642074577067,1.6500000000000001,1528.1473954044097,-352.65418248458144,0.0,0.0,418.19593488540886,0.0,2.0,0.016502568142819325,0.0,0.0,0.42095058154982945,131.99922844444444,-35.71401160610423,0.28370982695550595,9.225489662755283,0.003548953914317636,49.1583873436012,1.2299534903842604
2025-01-01 03:00:00,0.3519502224798814,0.21473649172451198,0.09527899000669468,0.3519502224798814,0.21473649172451198,0.09527899000669468,0.007836355618317444,0.29180617455387164,0.0423076923076923,0.010000000000000002,0.030441204886400744,0.06483778512029394,0.0,0.2118198250578453,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.002495612892909357,0.0,0.005340742725408087,0.0,0.00937974114341114,0.0,0.24836979450430405,0.18627734587822797,1563.4639874188035,18.33333333333337,0.3202083470538187,0.0,1.900208172718801,0.0423076923076923,0.4,1521.1562951111111,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,703.3706666666666,0.0,47.439556031415776,51.66666666666668,46.10666666666668,0.0,51.356167956775636,0.24670700792394493,670.1016606156925,703.3706666666666,74.12430629908714,49.3585868189825,51.356167956775636,48.35979625008593,12.43753247303448,18.070484461679293,-0.04853787265015157,1.6500000000000001,1570.6310632203997,-370.56183513862084,0.0,0.0,414.2558730013323,0.0,2.0,0.017255969488703206,0.0,0.0,0.4401684833906554,131.99922844444444,-36.526962061115086,0.28400928403815245,9.30177432124139,0.0035755030256703884,38.74871558177794,1.2295065620277574
2025-01-01 04:00:00,0.33165145459203094,0.1987690504094533,0.06753935950030618,0.331651454592031,0.19876905040945328,0.06753935950030618,0.007836355618317444,0.2697445861532007,0.04407051282051282,0.010000000000000002,0.0,0.06753935950030618,0.0,0.19585238374278663,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.002495612892909357,0.0,0.005340742725408087,0.0,0.008608074496151783,0.0,0.22800032245105883,0.17100024183829407,1628.60832022792,18.33333333333337,0.33355036151439443,0.0,1.9793835132487512,0.04407051282051282,0.4166666666666667,1584.5378074074074,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,0.0,0.0,45.510248324456306,51.66666666666668,46.10666666666668,0.0,50.832355648608164,0.0,0.0,0.0,71.10976300696298,47.976988154033734,50.832355648608164,46.549304406746515,12.43753247303448,17.987870101723857,-0.06789191031248189,0.55,1584.1134885836605,-405.66498545637694,0.0,0.0,393.62014764438845,0.0,2.0,0.017704163105552985,0.0,0.0,0.45160108963878837,131.99922844444444,-32.449993832271495,0.286899567659651,9.282026081016461,0.0035948963541654424,43.76014694466598,1.2292641087507776
2025-01-01 05:00:00,0.32500049290529737,0.19367668239614197,0.09798056438670692,0.32500049290529737,0.193676682396142,0.09798056438670692,0.008121568520364227,0.2628084115644203,0.04407051282051282,0.010000000000000002,0.030441204886400744,0.06753935950030618,0.0,0.1907600157294753,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0027808257949561406,0.0,0.005340742725408087,0.0,0.008461723925119836,0.0,0.22121049843331042,0.16590787382498276,1628.60832022792,18.33333333333337,0.33355036151439443,0.0,1.9793835132487512,0.04407051282051282,0.4166666666666667,1584.5378074074074,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,703.3706666666666,0.0,49.49360572077999,51.66666666666668,46.10666666666668,0.0,51.80202310082338,0.0,0.0,703.3706666666666,77.33375893871873,50.71758549258921,51.812226457774386,50.16516333152111,12.43753247303448,18.08784982712805,-0.043880433446370465,-0.25000000000000006,1555.2808289812708,-428.17095974010664,0.0,0.0,387.44447363889725,0.0,2.0,0.017731863803112126,0.0,0.0,0.4523076841909781,131.99922844444444,-32.60100514544016,0.28726250321212815,9.356712440389915,0.003624205786742354,44.98069573118532,1.228203598780265
2025-01-01 06:00:00,0.3342491904844707,0.19505735694639156,0.07834565702035516,0.33424919048447077,0.19505735694639154,0.07834565702035517,0.008478084647922707,0.26464931096475314,0.05112179487179487,0.010000000000000002,0.0,0.07834565702035516,0.0,0.19214069027972489,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0031373419225146203,0.0,0.005340742725408087,0.0,0.008461723925119836,0.0,0.22121049843331042,0.16590787382498276,1889.1856514643875,18.33333333333337,0.3869184193566976,0.0,2.296084875368551,0.05112179487179487,0.48333333333333334,1838.0638565925924,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,0.0,0.0,51.99554481040088,51.66666666666668,46.10666666666668,0.0,52.322395571465854,0.0,0.0,0.0,81.24303876625137,52.36369013563015,52.38433741771232,52.322395571465854,12.43753247303448,18.00115333496066,-0.060028005324971725,0.3,1835.3256279860911,-410.47371263193077,0.0,0.0,389.64188916678853,0.0,2.0,0.017644313367182713,0.0,0.0,0.4500744313662981,131.99922844444444,-33.02820001315425,0.29039102376201253,9.339259563909987,0.003643914160001492,32.74987715630155,1.2285547071772023
2025-01-01 07:00:00,0.7982486611602709,0.2225640934779774,0.0459267644602082,0.7982486611602709,0.2225640934779774,0.04592676446020821,0.024408276079986812,0.7338724363623353,0.02996794871794872,0.010000000000000002,0.0,0.0459267644602082,0.0,0.21964742681131072,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.4151450633333661,0.0,0.002923432245979533,0.0,0.02148484383400728,0.0,0.025864137280554967,0.0,0.25604524774175874,0.192033935806319,1107.4536577549857,18.33333333333337,0.2268142458297882,0.0,1.3459807890091506,0.02996794871794872,0.2833333333333333,1077.4857090370372,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,0.0,0.0,50.860549690456395,51.66666666666668,46.10666666666668,0.0,51.69924483731223,0.0,0.0,0.0,79.46960889133811,51.7228047834615,51.73458475653614,51.69924483731223,12.43753247303448,18.110866573795878,-0.03917557521267862,-0.55,1382.5320295766264,-447.9936922993008,0.0,0.0,756.1161558115011,1.5913827653115267,2.0,0.018203015522974555,0.0,0.0,0.46432591000636986,131.99922844444444,-33.04409169055974,0.2908764796343288,9.424638404571768,0.0036753983947136865,72.90196191960328,1.2280687473658787
2025-01-01 08:00:00,0.46164668565717193,0.2436239028063474,0.07834565702035516,0.46164668565717193,0.24362390280634738,0.07834565702035517,0.03598274369564901,0.36454214708972804,0.05112179487179487,0.010000000000000002,0.0,0.07834565702035516,0.0,0.24070723613968073,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0022103999908625735,0.0,0.033772343704786434,0.0,0.04359916557015362,0.0,0.2832045438127524,0.2124034078595642,1889.1856514643875,18.33333333333337,0.3869184193566976,0.0,2.296084875368551,0.05112179487179487,0.48333333333333334,1838.0638565925924,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,0.0,0.0,46.65380477208409,51.66666666666668,46.10666666666668,0.0,50.697300861573034,0.12399893778439151,334.26564255687373,0.0,72.89656995638138,48.800967187976944,50.698091454735426,47.85200975801651,12.43753247303448,18.0054731272685,-0.0650173929406126,-1.4,1903.303441954883,-482.3931660220304,0.0,0.0,512.6998011629288,85.93208060640217,2.0,0.01879935039859402,0.0,0.0,0.4795373310723502,131.99922844444444,-16.1888446504028,0.2955580390723983,9.41742004476029,0.0037083353768696836,53.61230436828855,1.2290658444260316
2025-01-01 09:00:00,0.45169592740545017,0.24436192715610267,0.0513299132202327,0.45169592740545017,0.24436192715610264,0.0513299132202327,0.036502824927717184,0.37169951273414326,0.03349358974358974,0.010000000000000002,0.0,0.0513299132202327,0.0,0.241445260489436,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0017825806377923979,0.0,0.03472024428992479,0.0,0.049772498748228464,0.0,0.2841885762790927,0.2131414322093195,1237.7423233732193,18.33333333333337,0.2534982747509398,0.0,1.5043314700690509,0.03349358974358974,0.31666666666666665,1204.2487336296297,3802.8907377777778,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,725.9371422222222,0.0,0.0,45.244981517459244,51.66666666666668,46.10666666666668,0.0,49.99102436786945,0.0,0.0,0.0,70.69528362103007,47.87542505674881,49.99102436786945,46.8176254011885,12.43753247303448,18.03923521053101,-0.049096038241573346,-0.85,1261.2739610690194,-461.7736231077015,0.0,0.0,470.8086551001017,263.9343210126913,1.25,0.018500243014251492,0.0,0.0,0.4719076442081501,82.49951777777778,14.496605703399943,0.2972282192345066,9.467453760961616,0.0037355465398731433,33.78540037211399,1.2295199754004256
