Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.48987746792527426,0.2197596009489074,0.16209446280073483,0.008164624465421237,0.0036626600158151234,0.0027015743800122474,0.018993521841680922,0.35511471531436256,0.10576923076923077,0.010000000000000002,0.0,0.16209446280073483,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,On,3908.6599685470087,18.33333333333337,0.8005208676345467,0.0,4.7505204317970025,0.10576923076923077,1,3802.8907377777778,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,44.29778281661973,51.666666666666686,46.10666666666668,0.0,47.5959686819133,0.5454884595605741,1337.0625702274951,0.0,69.21528565096833,47.64209647711946,47.66516037472255,47.5959686819133,12.43753247303448,18.2798801327051,0.0,2.8,3982.5674891673284,-385.37840150001034,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019103024190951577,0.0,0,0.4872834987226247,131.99922844444444,-29.160128774280857,0.27274084153625694,9.277602059184112,0.0034895650285379108,38.88602149606957,1.225106609093042
2025-01-01 00:01:00,0.48987746792527426,0.2197596009489074,0.16209446280073483,0.008164624465421237,0.0036626600158151234,0.0027015743800122474,0.018993521841680922,0.35511471531436256,0.10576923076923077,0.010000000000000002,0.0,0.16209446280073483,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,On,3908.6599685470087,18.33333333333337,0.8005208676345467,0.0,4.7505204317970025,0.10576923076923077,1,3802.8907377777778,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,43.85451486452279,51.666666666666686,46.10666666666668,0.0,47.559532937947225,0.5460543520947665,1337.0625702274945,0.0,68.52267947581686,47.455124494093816,47.559532937947225,47.402920272167115,12.43753247303448,18.390394863049146,0.0,2.8,3972.6411667439083,-389.30884420296627,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019161058783486205,0.0,0,0.488763855917095,131.99922844444444,-35.156008494745095,0.2716756221770912,9.351983789435007,0.003489931619826454,38.65446529983651,1.228219273036771
2025-01-01 00:02:00,0.48987746792527426,0.2197596009489074,0.16209446280073483,0.008164624465421237,0.0036626600158151234,0.0027015743800122474,0.018993521841680922,0.35511471531436256,0.10576923076923077,0.010000000000000002,0.0,0.16209446280073483,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,On,3908.6599685470087,18.33333333333337,0.8005208676345467,0.0,4.7505204317970025,0.10576923076923077,1,3802.8907377777778,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,43.4166556578716,51.666666666666686,46.10666666666668,0.0,47.52313781093356,0.5466207871700475,1337.0625702274947,0.0,67.83852446542437,47.26824459667521,47.52313781093356,47.14079798954604,12.43753247303448,18.497425749630473,0.0,2.8,3962.8986742978686,-393.130300193995,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019217214097023406,0.0,0,0.4901962761129106,131.99922844444444,-41.077044949756186,0.26988664517928396,9.401414615699862,0.003490295104642301,38.429743158112736,1.2277682634041098
2025-01-01 00:03:00,0.3841082371560435,0.2197596009489074,0.0,0.006401803952600724,0.0036626600158151234,0.0,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.0,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,42.9839703602645,51.666666666666686,46.10666666666668,0.0,47.48678212878164,0.5471877828059363,1337.062570227495,0.0,67.16245368791328,47.081455661237165,47.48678212878164,46.87879242746493,12.43753247303448,18.60112685909927,0.0,2.8,44.68300164308823,-396.8468461739461,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019271575531413423,0.0,0,0.491582937705356,131.99922844444444,-46.91620307757702,0.268166696023794,9.44900396902801,0.003490656609044352,38.21148608255805,1.2273315936100544
2025-01-01 00:04:00,0.3841082371560435,0.2197596009489074,0.0,0.006401803952600724,0.0036626600158151234,0.0,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.0,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,42.84858827562086,51.666666666666686,46.10666666666668,0.0,47.4504647711556,0.547755356359261,1337.0625702274947,0.0,66.95091918065759,46.89475661293871,47.4504647711556,46.61690253383027,12.43753247303448,18.5084432844223,0.0,2.8,48.23509115644811,-393.5245050856241,-0.0,-0.0,488.44605089461135,0.0,2.0,0.01922299181995956,0.0,0,0.4903436553455828,131.99922844444444,-46.6864546525391,0.26975577998539924,9.40722152413749,0.0034910161882143356,38.364834235834486,1.2277213506151308
2025-01-01 00:05:00,0.3841082371560435,0.2197596009489074,0.0,0.006401803952600724,0.0036626600158151234,0.0,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.0,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,Off,0.0,0,42.70875216528337,51.666666666666686,46.10666666666668,0.0,47.41412025918245,0.548324534268475,1337.0625702274947,0.0,66.73242525825526,46.70808568925741,47.41412025918245,46.35506840429489,12.43753247303448,18.41872960817099,0.0,2.8,52.767767535596874,-390.3190871591842,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019175929795415752,0.0,0,0.48914318845890303,131.99922844444444,-45.35919619983024,0.2713049821042146,9.366360135766506,0.003491377095815445,38.512717747759375,1.228098844976178
2025-01-01 00:06:00,0.3841082371560435,0.2197596009489074,0.4566180732960112,0.006401803952600724,0.0036626600158151234,0.007610301221600186,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.4566180732960112,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,On,10550.56,0,43.59387748602589,51.666666666666686,46.10666666666668,0.0,47.37774959506709,0.548895307122932,1337.062570227495,10550.56,68.11543357191545,46.52144381548383,47.37774959506709,46.0932909256922,12.43753247303448,18.33189490705226,0.0,2.8,57.51796084859171,-387.2263496784816,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019130345206261303,0.0,0,0.4879804082692861,131.99922844444444,-43.70174036753805,0.27281495646927095,9.326964739395754,0.0034917392832299835,38.65529477473938,1.2284644370680533
2025-01-01 00:07:00,0.3841082371560435,0.2197596009489074,0.4566180732960112,0.006401803952600724,0.0036626600158151234,0.007610301221600186,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.4566180732960112,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,On,10550.56,0,45.52185586709093,51.666666666666686,46.10666666666668,0.0,47.73737009933227,0.5433033831819198,1337.0625702274951,10550.56,71.12789979232957,47.737370099332274,47.73737009933228,47.73737009933227,12.43753247303448,18.24781740077391,0.0,2.8,62.215460150850504,-384.24102643435054,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019086177331585727,0.0,0,0.4868537658964386,131.99922844444444,-41.989564309410326,0.27428694507086004,9.288973578640455,0.0034921027033037065,38.79278303128334,1.228818618994033
2025-01-01 00:08:00,0.3841082371560435,0.2197596009489074,0.4566180732960112,0.006401803952600724,0.0036626600158151234,0.007610301221600186,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.4566180732960112,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,On,10550.56,0,47.48443823831083,51.666666666666686,46.10666666666668,0.0,48.95289586006882,0.5252178652821462,1337.062570227495,10550.56,74.19443474736067,48.95289586006882,48.95289586006882,48.95289586006882,12.43753247303448,18.166369389823632,0.0,2.8,66.68017952848663,-381.3577223784099,-0.0,-0.0,488.44605089461135,0.0,2.0,0.019043362052919264,0.0,0,0.4857616257944927,131.99922844444444,-40.40814898771481,0.27572235983151483,9.25232162419763,0.0034924673108605274,38.92541261223973,1.2291619096586837
2025-01-01 00:09:00,0.3841082371560435,0.2197596009489074,0.4566180732960112,0.006401803952600724,0.0036626600158151234,0.007610301221600186,0.018993521841680922,0.35511471531436256,0.0,0.010000000000000002,0.4566180732960112,0.0,0.0,0.21684293428224072,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.016141392821213085,0,On,0.06599080293804148,0,On,0.2523059243696654,0.189229443277249,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,3802.8907377777778,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,725.9371422222222,On,10550.56,0,49.442620285744056,51.666666666666686,46.10666666666668,0.0,50.16801390897291,0.5083031140406389,1337.062570227495,10550.56,77.25409419647508,50.16801390897291,50.16801390897292,50.16801390897291,12.43753247303448,18.087421623719845,0.0,2.8,70.94104553562687,-378.5710667067116,-0.0,-0.0,488.44605089461135,0.0,2.0,0.01900183415786061,0.0,0,0.4847023245133715,131.99922844444444,-38.933938652272914,0.2771227070512977,9.216368491799734,0.0034928330628041,39.05341768317806,1.2294948363045857
