Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.317322250969331e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.317322250969331e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.493322547959387,0.0,6.898705486776049,2.8,11660.663798179387,4017.647300206726,-1563.030172042162,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07642488759247616,0.0,0,0.7152613342461638,131.99922844444444,-205.02078671678686,0.21143295734912132,8.518158469852832,0.002738331817775512,11.365391271727223,1.224764642262705,0.12575174768884473,-671.7047115892324,-221.6400994913614
2025-01-01 00:01:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.30533437657247e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.30533437657247e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.613338207801817,0.0,7.200591852467438,2.8,11626.474122308904,3958.672805934556,-1580.944372983203,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07671413239450874,0.0,0,0.7179683794187883,131.99922844444444,-221.2962616462283,0.21046536814693942,8.59702108242313,0.0027383711405926238,11.003790178044657,1.2278370356400445,0.12670268811556504,-726.6320860888162,-225.68721926394747
2025-01-01 00:02:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.2936437222019777e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2936437222019777e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.730172149387407,0.0,7.4893066851216314,2.8,11592.962668721852,3902.034084943203,-1598.461973746056,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07699529516872647,0.0,0,0.7205997848073011,131.99922844444444,-237.2901144704269,0.20893494644047442,8.651758796319932,0.002738409117049509,10.652284173057868,1.2273455282849093,0.12760550891284722,-779.8224122978587,-229.13561404625776
2025-01-01 00:03:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.282299824528915e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.282299824528915e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.84395240532507,0.0,7.765726326722781,2.8,11560.08945130969,3847.552849125755,-1615.5958293322087,-0.0,-0.0,334.49286655898845,0.0,2.0,0.0772687179547936,0.0,0,0.7231587515645508,131.99922844444444,-253.02947629643643,0.20745652697588418,8.704718682399943,0.0027384458951056224,10.310427063048497,1.2268672456389698,0.12846393707155454,-831.345711089824,-232.09355107174068
2025-01-01 00:04:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.27120361021116e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.27120361021116e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.95479914567421,0.0,8.030642915140392,2.8,11531.802177005913,3795.091943217507,-1632.3581204155591,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07753472115915913,0.0,0,0.7256482783778945,131.99922844444444,-264.5544595168624,0.20602751176478162,8.756659739431813,0.0027384815067439785,9.977826717160799,1.2264016526906607,0.1292812932200593,-881.2688355430172,-234.63133252679592
2025-01-01 00:05:00,18.214097271034774,0.09670554069048916,0.0,0.30356828785057954,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,18.00521400166667,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,On,13094.221890379347,18.888888888888914,1.0,4910.99211128732,17.35742962666667,0.6477843750000001,1,17357.429626666668,17357.429626666668,Off,0.0,0.0,3.260404615919773e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.260404615919773e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.062897704586764,0.0,8.284776979999275,2.8,11508.421226563629,3744.533091735755,-1648.7714146947749,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07779377870756209,0.0,0,0.7280728007233546,131.99922844444444,-271.52211567993186,0.20464455968915082,8.807004785942985,0.002738515982682874,9.653903972015602,1.2259479434039628,0.13006055450420803,-929.6558924367251,-236.80312711483995
2025-01-01 00:06:00,0.2088832693681041,0.09670554069048916,0.0,0.003481387822801735,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,0.0,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,17357.429626666668,Off,0.0,0.0,3.249853304983693e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.249853304983693e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.168431306701137,0.0,8.528785866335504,2.8,-1607.1769793237022,-1215.2252557806755,-1664.8585623400024,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07804635624972389,0.0,0,0.7304366766216169,131.99922844444444,-276.8112835426883,0.20330446437970626,8.85585747543016,0.002738549351730913,9.338089751401771,1.2255053236326106,0.13080439997326332,-976.5682357195993,-238.65702006107625
2025-01-01 00:07:00,0.2088832693681041,0.09670554069048916,0.0,0.003481387822801735,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,0.0,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,17357.429626666668,Off,0.0,0.0,3.2633768161834574e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2633768161834574e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.033196077146435,0.0,8.237440129593525,2.8,-1577.4321381322297,-1152.9178306720275,-1644.2550834000394,-0.0,-0.0,334.49286655898845,0.0,2.0,0.0777226333821479,0.0,0,0.7274069508675788,131.99922844444444,-267.66992129117875,0.2050291027440686,8.793622214747593,0.00273858164081408,9.724306585800353,1.2260725174847316,0.12991575789338264,-920.6063606905949,-232.31146998143262
2025-01-01 00:08:00,0.2088832693681041,0.09670554069048916,0.0,0.003481387822801735,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,0.0,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,17357.429626666668,Off,0.0,0.0,3.276553570685792e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.276553570685792e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.90148867157322,0.0,7.96136337963089,2.8,-1550.018709278048,-1094.5394995849726,-1624.2878505639635,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07740683547799918,0.0,0,0.7244513949303817,131.99922844444444,-260.2237252730729,0.2067247324885504,8.731809541332717,0.0027386152497959927,10.100613285290638,1.2266254184969034,0.12906804253474635,-868.1620779771902,-226.37742160778254
2025-01-01 00:09:00,0.2088832693681041,0.09670554069048916,0.0,0.003481387822801735,0.0016117590115081527,0.0,0.07656263372784661,0.0,0.1323206356402575,0.0,0.0,0,0.09670554069048916,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.024126206140350874,0.0,On,0.052436427587495726,0,On,0.0033799147196052564,0,On,0.09128044647942933,0.06846033485957198,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,17357.429626666668,Off,0.0,0.0,3.289383568490697e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.289383568490697e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.77312030505881,0.0,7.699700790052743,2.8,-1523.5196578427572,-1039.650983590911,-1604.9208340879252,-0.0,-0.0,334.49286655898845,0.0,2.0,0.07709854821465366,0.0,0,0.7215661311601892,131.99922844444444,-253.09169031382044,0.20839271449181962,8.67239543090956,0.002738650143627201,10.467524525834481,1.227164780904053,0.12825941537716262,-818.9859808814575,-220.6650027094535
