Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,10.111750970284772,0.09670554069048916,0.0,10.111750970284772,0.09670554069048916,0.0,0.07656263372784661,0.0,0.1323206356402575,9.902867700916667,0.0,0.0,0.09670554069048916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.024126206140350874,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,7201.822039708641,18.888888888888914,0.55,2701.0456612080256,9.546586294666668,0.35628140625000004,0.55,9546.586294666668,17357.429626666668,0.0,0.0,3.30631602827067e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.30631602827067e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.603635960843274,-0.05112053501933366,8.048842049935642,2.8,5713.839678406431,1618.851216505682,-1579.770686786098,0.0,0.0,334.49286655898845,0.0,2.0,0.07668929849897003,0.0,0.0,0.717735958726824,131.99922844444444,-242.7045410751005,0.21070970466144026,8.593175463668489,0.002739429461091598,10.776252125151695,1.2278188689216627,0.1293134450585044,-887.1665989904758,-195.027845711868
2025-01-01 01:00:00,8.00839169776877,0.09599941054471622,0.0,8.00839169776877,0.09599941054471622,0.0,0.07475316826732029,0.0,0.13137912877922692,7.802259400722223,0.0,0.0,0.09599941054471622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.022316740679824556,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,5674.162819164384,18.888888888888914,0.43333333333333335,2128.096581557839,7.521552838222223,0.28070656250000003,0.43333333333333335,7521.552838222223,17357.429626666668,0.0,0.0,3.3065917824062455e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3065917824062455e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.600861003921757,-0.05242448280906255,9.339400626732118,2.5,4235.441245312273,951.7659332082384,-1542.7080784242019,0.0,0.0,331.74189423743155,0.0,2.0,0.07349586999471448,0.0,0.0,0.6878486274565005,131.99922844444444,-227.7553896653398,0.2109528252795637,8.595253497621352,0.002741986456411382,17.56650713230065,1.2278883020552815,0.11375490894886829,-1001.4008322404424,-174.92981610915788
2025-01-01 02:00:00,8.907710890991073,0.0952932803989433,0.0,8.907710890991073,0.0952932803989433,0.0,0.07475316826732029,0.0,0.13043762191819636,8.702520100805556,0.0,0.0,0.0952932803989433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.022316740679824556,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,6328.873913683351,18.888888888888914,0.48333333333333334,2373.6461871222045,8.389424319555555,0.31309578125000004,0.48333333333333334,8389.424319555555,17357.429626666668,0.0,0.0,3.3102616241207114e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.3102616241207114e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.56416050010913,-0.057687091635246365,9.782064350504537,1.6500000000000001,4870.827065515891,1176.2364717774087,-1579.5454315999846,0.0,0.0,330.80038737640103,0.0,2.0,0.07131225109077675,0.0,0.0,0.6674121149549187,131.99922844444444,-209.30180394387537,0.2118362241786217,8.58407723313621,0.0027471710773060826,34.068643604211836,1.228038933269977,0.09513408621163146,-1014.6313296059212,-182.7783857388745
2025-01-01 03:00:00,9.205649973850802,0.09458715025317037,0.0,9.205649973850802,0.09458715025317037,0.0,0.07354685796030275,0.0,0.12949611505716577,9.002607000833335,0.0,0.0,0.09458715025317037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.021110430372807017,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,6547.110945189674,18.888888888888914,0.5,2455.4960556436604,8.678714813333334,0.32389218750000004,0.5,8678.714813333334,17357.429626666668,0.0,0.0,3.30674617169772e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.30674617169772e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.599353281006294,-0.05647192778435599,9.559005894567205,1.6500000000000001,5045.464169905727,1184.7185452650015,-1624.0546323237734,0.0,0.0,328.6525702083529,0.0,2.0,0.07321311330419156,0.0,0.0,0.6852023045883678,131.99922844444444,-206.24471316852626,0.21187356416693012,8.607994689411987,0.002753702527895445,4.8379937297110756,1.227886056434736,0.10534788258047212,-1081.3090736159363,-189.46843676272212
2025-01-01 04:00:00,16.406794067656442,0.09388102010739743,0.0,16.406794067656442,0.09388102010739743,0.0,0.07354685796030275,0.0,0.1285546081961352,16.204692601500003,0.0,0.0,0.09388102010739743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.021110430372807017,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,11784.799701341411,22.222222222222285,0.9,4419.892900158588,15.621686664000002,0.5830059375000001,0.9,15621.686664,17357.429626666668,0.0,0.0,3.0539555856042476e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.0539555856042476e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.12723511116774,-0.6650504791716091,13.281096734955813,0.55,9597.108792807787,2230.1186034633697,-2227.35259109316,0.0,0.0,327.71106334732235,0.0,2.0,0.08189700121789405,0.0,0.0,0.7664749037542246,131.99922844444444,-288.0493807877893,0.18126555782404372,9.7600961808387,0.0027520093293187733,35.31282958798907,1.2167816842364774,0.11806716754114838,-1953.263347565072,-236.5109491301464
2025-01-01 05:00:00,12.508076987909364,0.09388102010739743,0.0,12.508076987909362,0.09388102010739743,0.0,0.07595947857433782,0.0,0.1285546081961352,12.303562901138891,0.0,0.0,0.09388102010739743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.023523050986842105,0.0,0.05243642758749572,0.0,0.0033799147196052564,0.0,0.09128044647942933,0.06846033485957198,0.0,0.0,8947.718291759222,22.222222222222285,0.6833333333333333,3355.8446093796683,11.86091024488889,0.44265265625000005,0.6833333333333333,11860.91024488889,17357.429626666668,0.0,0.0,2.9712409034882767e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,2.9712409034882767e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.954372143166697,-0.04785659494849893,12.38442513211051,-0.25000000000000006,6547.235275600614,1274.5339067180923,-2476.2821105201865,0.0,0.0,330.1236839613574,0.0,2.0,0.08467295556169616,0.0,0.0,0.7924550899252777,131.99922844444444,-254.3245895997779,0.17287223692315473,10.146152835092257,0.002767441283131839,41.204833110045406,1.2127375084626475,0.11063718642760584,-1833.377581695768,-247.93312096580848
2025-01-01 06:00:00,13.758950965497473,0.09782095290487945,0.0,13.758950965497474,0.09782095290487945,0.0,0.11665396524019885,0.6032963203550008,0.13526397870782794,12.903736701194447,0.0,0.0,0.09782095290487945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.02653882675438596,0.0,0.0901151384858129,0.0,0.004836041501321986,0.0,0.09465067648734421,0.07098800736550813,0.0,0.0,9384.192354771865,22.222222222222285,0.7166666666666667,3519.5443464225796,12.439491232444446,0.46424546875000006,0.7166666666666667,12439.491232444445,17357.429626666668,549.4822885793347,0.22769999999999999,2.9751666853330663e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.20091314921667583,549.4822885793347,549.4822885793347,2.9751666853330663e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.915097768207794,-0.06929361655091158,11.46491912944648,0.3,7148.563189391473,1635.4143774843,-2384.146749845663,0.0,0.0,377.29162503835715,0.0,2.0,0.08392338865157246,0.0,0.0,0.7854398852566008,131.99922844444444,-228.77404057308578,0.17322872082016294,10.127433883399735,0.002766381375656809,-13.116135970334154,1.2129000054600754,0.11256095440284469,-1652.878425144447,-231.25154379383224
2025-01-01 07:00:00,12.600821397534267,0.11013570424612582,0.0,12.600821397534267,0.11013570424612583,0.0,0.27521168780207966,0.4635326728060924,0.1586879358427598,11.703389101083335,0.0,0.0,0.11013570424612582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.024729361293859647,0.0,0.25048232650822,0.0,0.011840330181258664,0.0,0.10918733122027822,0.08189049841520865,0.0,0.0,8511.244228746576,22.222222222222285,0.65,3192.144872336758,11.282329257333336,0.42105984375000005,0.65,11282.329257333335,17357.429626666668,422.1855583917889,0.6831,2.97246363355757e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1543682696481459,422.1855583917889,422.1855583917889,2.97246363355757e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.942162817511342,-0.050056910850203744,10.864928760148425,-0.55,6307.240637013166,1250.4764771090965,-2551.25769627504,0.0,0.0,558.2557389038644,6.318230099908451,2.0,0.08601565425703188,0.0,0.0,0.8050214212679876,131.99922844444444,-211.0016343622345,0.17298864721927415,10.140456240992355,0.0027672328934139623,33.81111962456322,1.21278789466304,0.11336101369858355,-1710.3634120749334,-231.3049831527279
2025-01-01 08:00:00,12.911299409621193,0.10901460125507743,0.0,12.911299409621193,0.10901460125507743,0.0,0.24059536970687126,0.5101624509001975,0.1570655879030121,12.003476001111114,0.0,0.0,0.10901460125507743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.01869780975877193,0.0,0.22189755994809932,0.0,0.011712786229575447,0.0,0.10675102037118313,0.08006326527838731,0.0,0.0,8729.481260252898,22.222222222222285,0.6666666666666666,3273.9947408582134,11.571619751111113,0.43185625000000005,0.6666666666666666,11571.619751111111,17357.429626666668,464.6559602798999,0.6831,2.976845152626121e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1698971818063515,464.6559602798999,464.6559602798999,2.976845152626121e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.898342594446436,-0.06473950794535875,9.955925402707757,-1.4,6410.409925193317,1301.3214896704606,-2720.615902380475,0.0,0.0,506.776704707456,459.6113859873661,1.7665,0.08831794337534084,0.0,0.0,0.8265685695655821,116.58831852355554,-105.23213738656273,0.17442642150090495,10.140631104267715,0.0027815405767163256,99.21050919888977,1.21352716082232,0.11612576774601105,-1745.8724271183448,-226.80082406940764
2025-01-01 09:00:00,11.878317365239663,0.1088318779413953,0.0,11.878317365239663,0.1088318779413953,0.0,0.23878459146124953,0.977591412441916,0.15889986036427498,10.503041500972223,0.0,0.0,0.1088318779413953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.015078878837719297,0.0,0.22370571262353023,0.0,0.01379068977574786,0.0,0.10650738928627362,0.0798805419647052,0.0,0.0,7638.296102721286,22.222222222222285,0.5833333333333334,2864.745398250937,10.125167282222224,0.37787421875000005,0.5833333333333334,10125.167282222223,17357.429626666668,890.3902584520972,0.6831,2.9718757984179924e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.3255630155431885,890.3902584520972,890.3902584520972,2.9718757984179924e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,21.94802061876179,-0.05033114635643579,10.050689387479862,-0.85,5564.659594609575,1026.0533385495733,-2622.8959637996286,0.0,0.0,456.2285487977076,1325.7956615243384,1.0,0.08713045427735559,0.0,0.0,0.8154548464920618,65.99961422222222,93.03090689020952,0.17551005045863594,10.193890483252511,0.0028060303084733286,143.86065190329901,1.2139140215799318,0.11454314175976484,-1651.21478713479,-187.47727256657353
