Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.64671624014909,51.666666666666686,46.10666666666668,0.0,50.03761671148194,0.41949354628672536,1099.6404728585533,0.0,33.64671624014909,48.84198813849738,50.03761671148194,48.244173852005105,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3112.3587349227246,19.88286582688582,-1.0615786175586663,6.238804563860879,2.8,9.236100170605994,-419.94412400491217,-1154.259589502156,-713.536124833586,-0.0,-0.0,249.20543071048226,0.0,2.0,0.03205070476286333,0.0,0.0,0.596413326229749,131.99922844444444,44.38657011819148,0.2138878937513511,9.482222186295425,0.00302213694293813,35.78014183191357,1.2187481881340596,0.26410985761243555,-1183.6130843112626,29.353494809106706
2025-01-01 00:01:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.552972999254735,51.666666666666686,46.10666666666668,0.0,50.00918513465941,0.4198109894158637,1099.6404728585533,0.0,33.552972999254735,48.68294077607519,50.00918513465941,48.01981859678309,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3112.8192795619966,19.808248103323656,0.0,6.27123087599637,2.8,9.236100170605994,-422.0777191215161,-1166.0323651050667,-708.7212228506386,-0.0,-7.682230247657527,249.20543071048226,0.0,2.0,0.03197409078417457,0.0,0.00034658525728289096,0.6014370681238552,131.99922844444444,45.12030326629778,0.2155252329522004,9.472487062849698,0.003022384297977092,35.18259661015894,1.2226194542089532,0.2641868320843045,-1195.1222151745915,29.089850069524907
2025-01-01 00:02:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.456875636868745,51.666666666666686,46.10666666666668,0.0,49.98073830560422,0.4201290840267678,1099.6404728585533,0.0,33.456875636868745,48.523906569731494,49.98073830560422,47.79549070179514,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3112.193253373715,19.73566605402286,0.0,6.301555039315591,2.8,9.236100170605994,-416.4194105513467,-1177.2578729536788,-704.0502190786241,-0.0,-7.211365554386851,249.20543071048226,0.0,2.0,0.03189948741808492,0.0,0.0003267364437020152,0.5996794612611125,131.99922844444444,45.63674337118199,0.21651542462500992,9.439452940658924,0.0030226267519328203,35.35799738042637,1.2229222612841995,0.26425879612922315,-1205.8910206044493,28.633147650770574
2025-01-01 00:03:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.35825396679206,51.666666666666686,46.10666666666668,0.0,49.952276580560856,0.4204478279968191,1099.6404728585535,0.0,33.35825396679206,48.36488584984751,49.952276580560856,47.57119048449085,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3111.5740012358606,19.66526628454697,0.0,6.3299337198068475,2.8,9.236100170605994,-411.01510908111925,-1187.606219440002,-699.5314866456349,-0.0,-6.755282969952101,249.20543071048226,0.0,2.0,0.0318270519323557,0.0,0.000307349627582007,0.5979707922981939,131.99922844444444,46.06622982398548,0.2174813188437535,9.407555462236552,0.003022870354295334,35.52784701012715,1.223216101235782,0.2643261254876982,-1215.974011084082,28.367791644079954
2025-01-01 00:04:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.257259751078436,51.666666666666686,46.10666666666668,0.0,49.92380034106308,0.42076721890253715,1099.6404728585535,0.0,33.257259751078436,48.20587897068869,49.92380034106308,47.346918285501495,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3110.9760688783554,19.596918711066255,0.0,6.356530619728539,2.8,9.236100170605994,-405.28576560674503,-1197.3236545168513,-695.1556385299034,-0.0,-6.313084798376105,249.20543071048226,0.0,2.0,0.031756656933158565,0.0,0.0002883993986669567,0.59630821779085,131.99922844444444,46.9775270110521,0.2184242653637444,9.376726351162258,0.003023115068054334,35.692468466790515,1.2235015047204023,0.2643892119477246,-1225.4283809009244,28.10472638407305
2025-01-01 00:05:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.1540026693433,51.666666666666686,46.10666666666668,0.0,49.895309946081916,0.42108725455522056,1099.6404728585533,0.0,33.1540026693433,48.046886265221914,49.895309946081916,47.12267442479192,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3110.398175651166,19.53052939817535,0.0,6.381478343154233,2.8,9.236100170605994,-399.46197955521836,-1206.4370959838998,-690.9157057235938,-0.0,-5.884112719238356,249.20543071048226,0.0,2.0,0.031688211622564064,0.0,0.00026986940304529636,0.5946897438114467,131.99922844444444,48.13240817713151,0.2193451633094161,9.346916614364456,0.003023360858368084,35.85208795186172,1.223778852619925,0.2644483729681013,-1234.3004309747664,27.86333499086657
2025-01-01 00:06:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,33.048589719778874,51.666666666666686,46.10666666666668,0.0,49.86680573828073,0.4214079329323083,1099.6404728585535,0.0,33.048589719778874,47.88790805102148,49.86680573828073,46.898459207391866,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3109.8394026015485,19.466006699717035,0.0,6.404897271689592,2.8,9.236100170605994,-393.70734120374584,-1214.9861220671853,-686.8049494181791,-0.0,-5.467727662512672,249.20543071048226,0.0,2.0,0.0316216270490603,0.0,0.0002517431551654882,0.5931134083416704,131.99922844444444,49.359905166463676,0.2202449119072871,9.31740938620145,0.0030236076919220116,36.006928116448094,1.2240485172746558,0.2645038965640051,-1242.6322463646263,27.646124297440913
2025-01-01 00:07:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,32.941124745516845,51.666666666666686,46.10666666666668,0.0,49.83828804441397,0.4217292521741469,1099.6404728585528,0.0,32.941124745516845,47.72894463064539,49.83828804441397,46.6742729237611,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3109.2862584119775,19.403261666195586,0.0,6.426896626912361,2.8,9.236100170605994,-388.17389396925114,-1223.0118753988265,-682.8168812616592,-0.0,-5.063312133602865,249.20543071048226,0.0,2.0,0.03155681656124228,0.0,0.00023400419142711342,0.5915772925730638,131.99922844444444,50.500868715528576,0.22112440302564473,9.289498147843775,0.0030238555369019615,36.157206775162265,1.2243108607088031,0.26455604389940246,-1250.4620533836828,27.45017798485637
2025-01-01 00:08:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,32.831709618172226,51.666666666666686,46.10666666666668,0.0,49.80975717579631,0.4220512105799337,1099.6404728585535,0.0,32.831709618172226,47.5699962920781,49.80975717579631,46.450115850219,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3108.7505378199194,19.34220702810806,0.0,6.447575793418437,2.8,9.236100170605994,-382.86418739615146,-1230.5505140867047,-678.94519336756,-0.0,-4.670263374040679,249.20543071048226,0.0,2.0,0.03149369478920209,0.0,0.00021663582086455633,0.5900794973129097,131.99922844444444,51.54583863496695,0.2219845333267918,9.26180104337075,0.003024104362959218,36.303139603118694,1.2245662388177485,0.2646050524852283,-1257.8246728570314,27.274158770326743
2025-01-01 00:09:00,0.12135666727433658,0.06945290266486041,0.0,0.002022611121238943,0.0011575483777476736,0.0,0.018404516112989655,0.0,0.10295215116134694,0.0,0.0,0.0,0.0,0.06945290266486041,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.015301208364451644,0,On,0.010348280941533021,0,On,0.059292357261411195,0.044469267946058384,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,2353.6540933333335,Off,0.0,0.0,32.7204390650852,51.666666666666686,46.10666666666668,0.0,49.78121342859586,0.42237380660561125,1099.6404728585533,0.0,32.7204390650852,47.41106330900726,49.78121342859586,46.22598824921297,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,3108.2313812872894,19.282761642048264,0.0,6.467025737616454,2.8,9.236100170605994,-377.76518118940305,-1237.6353439609484,-675.1840347495539,-0.0,-4.288021690617707,249.20543071048226,0.0,2.0,0.03143218227390931,0.0,0.00019962243245868095,0.5886182534567566,131.99922844444444,52.50144454028634,0.22282614104314355,9.234944480522547,0.003024354141193495,36.44492751765357,1.2248149826896,0.264651139593605,-1264.7520105552005,27.116666594252074
