Metric,Value
Total Electric Energy (kWh),556.8540423608922
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.7734083921679059
Peak Electric Power (kW),8.27523872059516
Other Electric Energy (kWh),219.2752702145347
HVAC Heating Electric Energy (kWh),183.2137567964445
Lighting Electric Energy (kWh),26.620300225468657
Water Heating Electric Energy (kWh),127.74471512444447
Average Temperature - Indoor (C),19.09613069368764
Unmet Heating Load (C-hours),1175.4484286553468
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
