Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.9368867793066415,0.09573270980845788,0.0,0.9368867793066415,0.09573270980845788,0.0,0.013065387194570233,0.0,0.13096693433429354,0.7928544577777777,0.0,0.0,0.0,0.09573270980845788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004654961622807018,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,35.27481268782598,51.66666666666668,46.10666666666668,0.0,50.44695592841061,0.0,0.0,0.0,35.27481268782598,50.46893378964437,50.47992272026126,50.44695592841061,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.8286951200178,20.149735182415398,-2.7391537064735147,2.8,-43.55459995637029,-1037.1611069555113,0.0,0.0,203.87185042603582,0.0,1.0,0.045870700374793356,0.0,0.0,0.8535817601963588,65.99961422222222,-3.119801204672513,0.19796730816265393,9.416508873522526,0.0028348052373532735,-16.815855945906378,1.2212748640312596
2025-01-01 01:00:00,0.9355465973312146,0.0949894149181706,0.0,0.9355465973312146,0.09498941491817059,0.0,0.012716265072859705,0.0,0.12997587448057715,0.7928544577777777,0.0,0.0,0.0,0.0949894149181706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.00430583950109649,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.95556368367014,51.66666666666668,46.10666666666668,0.0,50.134258747233716,0.0,0.0,0.0,34.95556368367014,50.173292585704715,50.192809504940215,50.134258747233716,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.1119223502803,20.127983374794553,-2.7609055140943615,2.5,1.3356566922942705,-988.5920372227297,0.0,0.0,202.53166845060892,0.0,1.0,0.04303611077289857,0.0,0.0,0.8008344953399182,65.99961422222222,-5.458432313362712,0.1978157348563397,9.400117405672498,0.002828664213285782,-9.688746408155936,1.2214292703978404
2025-01-01 02:00:00,0.9345555374774982,0.0942461200278833,0.0,0.9345555374774981,0.0942461200278833,0.0,0.012716265072859705,0.0,0.12898481462686076,0.7928544577777777,0.0,0.0,0.0,0.0942461200278833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00430583950109649,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.6503061061468,51.66666666666668,46.10666666666668,0.0,49.82457605019447,0.0,0.0,0.0,34.6503061061468,49.880284198557845,49.908138272739535,49.82457605019447,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.218951835426,20.096850085589548,-2.792038803299365,1.6500000000000001,7.638631279018155,-981.5395189971545,0.0,0.0,201.5406085968925,0.0,1.0,0.040648797950310525,0.0,0.0,0.7564103495432732,65.99961422222222,-5.216916098497701,0.198096379125625,9.384192421731495,0.0028272106882901034,2.5903418718798483,1.2215600310585477
2025-01-01 03:00:00,0.9333317295426414,0.093502825137596,0.0,0.9333317295426414,0.093502825137596,0.0,0.012483516991719356,0.0,0.12799375477314437,0.7928544577777777,0.0,0.0,0.0,0.093502825137596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.00407309141995614,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.46446248064401,51.66666666666668,46.10666666666668,0.0,49.572591655833,0.0,0.0,0.0,34.46446248064401,49.5892875290514,49.5976354656606,49.572591655833,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.5263489075505,19.96673743590351,-2.9221514529854016,1.6500000000000001,-16.570893598687537,-1004.9959521538557,0.0,0.0,200.31680066203577,0.0,1.0,0.041954528012451406,0.0,0.0,0.7807079372338239,65.99961422222222,-4.746199884645318,0.19973935243546237,9.325439068028903,0.0028277879399198416,-14.23950542765775,1.2221018479718433
2025-01-01 04:00:00,0.939840669688925,0.09494703024730872,0.0,0.939840669688925,0.0949470302473087,0.0,0.012483516991719356,0.0,0.12700269491942798,0.7928544577777777,0.007499999999999999,0.0,0.0,0.09275953024730871,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.00407309141995614,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.29106874007001,51.66666666666668,46.10666666666668,0.0,49.27746211032695,0.0,0.0,0.0,34.29106874007001,49.29992088245254,49.31115026851534,49.27746211032695,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,1946.7845840026237,19.82623175533293,-3.0626571335559825,0.55,-97.25477501820473,-1085.7410657754515,0.0,0.0,199.32574080831938,0.0,1.0,0.04287742931099674,0.0,0.0,0.797881682314305,65.99961422222222,-3.6939078288504343,0.2007979441399688,9.247771185456944,0.002819370460401958,5.828171869571861,1.2221203350948595
2025-01-01 05:00:00,0.9403061658512059,0.09494703024730872,0.0,0.9403061658512059,0.0949470302473087,0.0,0.01294901315400006,0.0,0.12700269491942798,0.7928544577777777,0.007499999999999999,0.0,0.0,0.09275953024730871,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004538587582236842,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.274555597541685,51.66666666666668,46.10666666666668,0.0,48.972059091328354,0.0,0.0,0.0,34.274555597541685,49.011163641507295,49.030715916596776,48.972059091328354,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,1940.6001848076055,19.551175857444665,-3.3377130314442476,-0.25000000000000006,-117.63033868802312,-1107.391262215387,0.0,0.0,199.79123697060007,0.0,1.0,0.042478276166360955,0.0,0.0,0.7904540685869734,65.99961422222222,-2.8847712210137915,0.20498382335462126,9.130609560781624,0.0028308938376067154,12.468388718209502,1.2226464621469015
2025-01-01 06:00:00,0.9428701557614895,0.09643362002788329,0.0,0.9428701557614895,0.09643362002788329,0.0,0.013530883356850935,0.0,0.12898481462686076,0.7928544577777777,0.007499999999999999,0.0,0.0,0.0942461200278833,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00512045778508772,0.0,0.008410425571763216,0.0,0.003323321256349661,0.0,0.08800121892928818,0.06600091419696612,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.082113603816495,51.66666666666668,46.10666666666668,0.0,48.66786043065229,0.0,0.0,0.0,34.082113603816495,48.72333448318867,48.75107150945688,48.66786043065229,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,1944.03324289393,19.42826629142055,-3.4606225974683635,0.3,-70.97071418383976,-1061.1111811951139,0.0,0.0,202.35522688088375,0.0,1.0,0.04221970400015259,0.0,0.0,0.7856424462885007,65.99961422222222,-5.0692176473872905,0.20623663807990378,9.069014203160343,0.0028265039587998006,-14.243958353220938,1.2231633141798377
2025-01-01 07:00:00,2.7092703878983833,0.1224799058129455,0.0,2.709270387898383,0.1224799058129455,0.0,0.06767893058401991,1.1249534600000002,0.7087835395365855,0.7928544577777777,0.014999999999999998,0.0,0.0,0.1181049058129455,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.5323684456943758,0.0,0.004771335663377193,0.0,0.06290759492064273,0.0,0.0189418860916156,0.0,0.11783081360193835,0.08837311020145373,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,1124.9534600000002,0.45,33.45391534521759,51.66666666666668,46.10666666666668,0.0,48.51358151531526,0.3001787935292811,747.9887774276642,1124.9534600000002,33.45391534521759,48.18218534348394,48.53317146498114,47.99689730790239,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,1937.9683565526725,19.46391581858563,-3.4249730703032863,-0.55,325.9793644400572,-1144.9487139436567,0.0,0.0,685.1507625962666,0.5583207539705728,1.0,0.043368264180173886,0.0,0.0,0.8070153490814295,65.99961422222222,-7.07714199033062,0.2059402296906634,9.087703564047837,0.0028286234349591964,52.08406276475929,1.2230131115015364
2025-01-01 08:00:00,1.3974420996461505,0.13091547806960516,0.0,1.3974420996461507,0.13091547806960516,0.0,0.08532349482916796,0.04166494296296297,0.462599204076242,0.7928544577777777,0.014999999999999998,0.0,0.0,0.12654047806960517,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.2661842228471879,0.0,0.0036075952576754386,0.0,0.08171589957149251,0.0,0.027694343802913843,0.0,0.12808718342376818,0.09606538756782611,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,41.66494296296297,0.016666666666666666,37.00573018148289,51.66666666666668,46.10666666666668,0.0,51.63704114032762,0.03921333216947412,106.71172329385249,41.66494296296297,37.00573018148289,51.55675782887032,51.64462536460543,51.50903194886386,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,1933.4145490687783,19.748400502670677,-3.1404883862182382,-1.4,57.288820563148796,-1263.511649053615,0.0,0.0,530.4246278907559,14.83860153138932,1.0,0.045197923019800336,0.0,0.0,0.8410624292464707,65.99961422222222,-2.4786160517699845,0.20469309783422146,9.25812749371666,0.0028603229553210954,66.9206093528294,1.2223759385246427
2025-01-01 09:00:00,1.0945165769389282,0.13091547806960516,0.0,1.0945165769389282,0.13091547806960516,0.0,0.08564883179123532,0.0,0.20101328736991528,0.7928544577777777,0.014999999999999998,0.0,0.0,0.12654047806960517,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002909351014254386,0.0,0.08273948077698094,0.0,0.032292649943775,0.0,0.12808718342376818,0.09606538756782611,0.0,0.0,792.8544577777777,23.388888888888914,1.0,0.0,0.7643294577777777,0.028525,1.0,764.3294577777777,764.3294577777777,0.0,0.0,34.398590987636815,51.66666666666668,46.10666666666668,0.0,50.957164995793185,0.0789956349136384,213.42344658770494,0.0,34.398590987636815,48.90979690431938,50.957164995793185,47.88611285858248,12.43753247303448,0.0,24.388888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,1936.0480328974072,19.39022453724338,-3.4986643516455365,-0.85,-34.9308348622579,-1177.0402320071832,0.0,0.0,343.69563054370906,39.99342410059266,1.0,0.04402773395259342,0.0,0.0,0.8192870467999908,65.99961422222222,5.55930882343846,0.21148103169752436,9.130440324280496,0.0028889855340973763,87.74932078827277,1.2244650563070618
