Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.9811080025815935,0.16005474880289766,0.0,3.9811080025815935,0.16005474880289766,0.0,0.020942278220822154,0.0,0.22595383523577175,3.724211889125,0.010000000000000002,0.0,0.0,0.15713808213623098,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.00284234283625731,0.0,0.009049967692282421,0.0,0.009049967692282421,0.0,0.016436392387463725,0.0,0.16987504869965234,0.1274062865247392,0.0,0.0,3019.1355187355284,19.444444444444457,0.4500000000000001,705.0763703894713,3.590223686,0.133988203125,0.45,3590.223686,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,37.65395862705392,51.66666666666668,46.10666666666668,0.0,51.505147766373824,0.0,0.0,0.0,37.65395862705392,51.52533776008779,51.535432756944765,51.505147766373824,12.43753247303448,19.162235547070004,-0.05511420344317918,1.2709938047216853,0.012711295467229999,2.8,9.236100170605994,1479.1040890572074,523.4968121918788,199.3435695789543,-1219.287940731293,0.0,0.0,367.0040884920627,0.0,2.0,0.05716983785157338,0.0,0.0,1.4796745873166708,131.99922844444444,-83.9204736919855,0.224268659037338,9.174281586703051,0.0030205812610256855,-14.847927158140322,1.2252647790471416,0.0,0.0,47.8074785437037,0.07933262765873016,290.0797805051518,-90.73621092619756
2025-01-01 01:00:00,3.956848286402899,0.15472220516986676,0.0,3.9568482864028987,0.15472220516986676,0.0,0.014385778644737574,0.0,0.20825061863316208,3.724211889125,0.010000000000000002,0.0,0.0,0.15180553850320008,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.002629167123538011,0.0,0.005878305760599781,0.0,0.005878305760599781,0.0,0.00584323396222858,0.0,0.1637560503759942,0.12281703778199561,0.0,0.0,3019.1355187355284,19.444444444444457,0.4500000000000001,705.0763703894713,3.590223686,0.133988203125,0.45,3590.223686,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,37.512846388592614,51.66666666666668,46.10666666666668,0.0,51.301504793991995,0.0,0.0,0.0,37.512846388592614,51.33544126768129,51.35240950452594,51.301504793991995,12.43753247303448,19.093113713309453,-0.06741725917587521,2.572007671630143,1.6763705189584035,2.5,9.236100170605994,1511.1938562587727,-1153.2954479692266,-6.16687889852243,-1163.3097795993779,0.0,0.0,343.1727021960245,0.0,2.0,0.05378909581037307,0.0,0.0,1.3921739353535743,131.99922844444444,-83.97748132629687,0.22473755904754622,9.135182306934352,0.00301375518426073,-4.216904606782043,1.225619042781893,0.0,0.0,44.096982715678514,0.05705720193647613,72.38624132970833,-78.55312022823075
2025-01-01 02:00:00,3.404122131863998,0.15397891027957947,0.0,3.4041221318639976,0.15397891027957944,0.0,0.014385778644737574,0.0,0.2072595587794457,3.1724767944398145,0.010000000000000002,0.0,0.0,0.1510622436129128,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.002629167123538011,0.0,0.005878305760599781,0.0,0.005878305760599781,0.0,0.00584323396222858,0.0,0.1637560503759942,0.12281703778199561,0.0,0.0,2571.856182626562,19.444444444444457,0.3833333333333334,600.6206118132534,3.0583386954814813,0.11413809895833334,0.38333333333333336,3058.338695481481,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,37.228377043948896,51.66666666666668,46.10666666666668,0.0,51.09926628679149,0.0,0.0,0.0,37.228377043948896,51.14673316429182,51.17046660304199,51.09926628679149,12.43753247303448,19.148399023700044,-0.05634671105782149,1.7228022046398332,1.8278910360819676,1.6500000000000001,9.236100170605994,1144.0061597701258,-1613.7446113463773,-87.01398731221185,-1175.0859800604487,0.0,0.0,342.1816423423081,0.0,2.0,0.05128455767689872,0.0,0.0,1.32735126717164,131.99922844444444,-80.57444861298266,0.22414198037137176,9.163207837515838,0.0030161056703335316,11.295818343851778,1.2253856071016238,0.0,0.0,50.22941764567217,0.035635107607511145,-6.796827605890322,-80.21715970632154
2025-01-01 03:00:00,3.9547240495536538,0.15323561538929217,0.0,3.954724049553654,0.15323561538929217,0.0,0.014243661502924708,0.0,0.2062684989257293,3.724211889125,0.010000000000000002,0.0,0.0,0.1503189487226255,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002487049981725146,0.0,0.005878305760599781,0.0,0.005878305760599781,0.0,0.00584323396222858,0.0,0.1637560503759942,0.12281703778199561,0.0,0.0,3019.1355187355284,19.444444444444457,0.4500000000000001,705.0763703894713,3.590223686,0.133988203125,0.45,3590.223686,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,36.992272858013365,51.66666666666668,46.10666666666668,0.0,50.901644985715755,0.0,0.0,0.0,36.992272858013365,50.95909588287987,50.98782133146194,50.901644985715755,12.43753247303448,19.163317599864936,-0.04775262873253959,1.6369054299317005,1.5443570268533082,1.6500000000000001,9.236100170605994,1461.3653352312017,-916.7784658620295,-67.83731118078707,-1215.4038185615932,0.0,0.0,341.04846534677876,0.0,2.0,0.05305057124939817,0.0,0.0,1.3730593800906947,131.99922844444444,-79.58772654240701,0.22430155586328196,9.17584742713124,0.003021142699061093,-11.887263083537022,1.2253192117745213,0.0,0.0,48.55389204024082,0.0457626912032454,16.319802309400927,-84.15711349018801
2025-01-01 04:00:00,4.22960053704253,0.15249232049900488,0.0,4.229600537042529,0.15249232049900488,0.0,0.014243661502924708,0.0,0.20527743907201287,4.000079436467592,0.010000000000000002,0.0,0.0,0.1495756538323382,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002487049981725146,0.0,0.005878305760599781,0.0,0.005878305760599781,0.0,0.00584323396222858,0.0,0.1637560503759942,0.12281703778199561,0.0,0.0,3242.7751867900124,19.444444444444457,0.48333333333333345,757.3042496775803,3.8561661812592587,0.14391325520833334,0.48333333333333334,3856.166181259259,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,36.83147045507472,51.66666666666668,46.10666666666668,0.0,50.765246745387394,0.0,0.0,0.0,36.83147045507472,50.77266012556483,50.77636681565356,50.765246745387394,12.43753247303448,19.11693084617814,-0.06866911487270239,0.6713847623835352,1.5881112741486718,0.55,9.236100170605994,1529.8110103375489,-2590.2501892967334,-115.17955064328362,-1330.5597598331333,0.0,0.0,340.05740549306245,0.0,2.0,0.054503077821398196,0.0,0.0,1.4106532782591457,131.99922844444444,-73.90678475439007,0.22401707194019294,9.137859898817084,0.0030098247777061954,12.983250059385398,1.2249471556129667,0.0,0.0,58.362075286206384,0.044563033411820115,-32.13546929408865,-83.04408134919497
2025-01-01 05:00:00,4.805901207385165,0.16358300496063521,0.0,4.805901207385165,0.16358300496063524,0.0,0.023381125050739766,1.1000131084444444,0.22416263210757345,3.4483443417824073,0.010000000000000002,0.0,0.0,0.16066633829396854,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002771284265350877,0.0,0.010304920392694445,0.0,0.010304920392694445,0.0,0.009940847715615288,0.0,0.17854362965816803,0.133907722243626,0.0,0.0,2795.495850681045,19.444444444444457,0.4166666666666668,652.8484911013624,3.32428119074074,0.12406315104166668,0.4166666666666667,3324.2811907407404,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,1100.0131084444445,0.2,35.93127283570371,51.66666666666668,46.10666666666668,0.0,50.66216254925897,0.3200429817662912,843.8266447701659,1100.0131084444445,35.93127283570371,50.00117210798335,50.66889224140534,49.663947195199185,12.43753247303448,19.153965255242294,-0.05685547749627666,-0.3098214788526275,0.6512274560302536,-0.25000000000000006,9.236100170605994,1133.2901130207201,-1219.6513963989626,-123.29170044639412,-1397.6015913356937,0.0,0.0,367.0449315266859,0.0,2.0,0.05469555613870544,0.0,0.0,1.4156350183765203,131.99922844444444,-72.54990771510816,0.22505217036279407,9.17648584282946,0.003032408586025773,18.59541125715091,1.224160591307603,0.0,0.0,60.86347264528768,0.03506124270267195,-29.659964030749805,-93.63173641564433
2025-01-01 06:00:00,6.776840001449542,0.17222663742334574,0.0,6.776840001449542,0.1722266374233457,0.0,0.04467415607081598,0.5500065542222222,0.2410070232907634,5.93115226786574,0.010000000000000002,0.0,0.0,0.16930997075667906,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031265771198830407,0.0,0.020773789475466473,0.0,0.020773789475466473,0.0,0.015260395615191305,0.0,0.18808635323434916,0.14106476492576184,0.0,0.0,4808.252863171397,21.111111111111143,0.7166666666666668,1122.8994046943433,5.717763648074073,0.21338861979166668,0.7166666666666667,5717.763648074074,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,550.0065542222222,0.1,34.39872440525171,51.66666666666668,46.10666666666668,0.0,51.42360917384928,0.3229448824641376,876.0124040234226,550.0065542222222,34.39872440525171,50.043528887307275,51.425348112546686,49.35174980533886,12.43753247303448,20.516389757284156,-0.2742873794176776,0.4126563872949328,0.4621196375460643,0.3,9.236100170605994,2634.2333858983816,-1728.601166528939,-95.29510141021346,-1510.4500945924804,0.0,0.0,404.5143630796194,0.0,2.0,0.05681175381709472,0.0,0.0,1.4704066259955717,131.99922844444444,-106.43317312587588,0.2064830574019364,9.786331992330677,0.0030250146890597345,-20.23035895494799,1.2184917786779432,0.0,0.0,57.1495197617599,0.04130421409112154,-7.758784589659172,-87.53631682055429
2025-01-01 07:00:00,5.67987654818399,0.17349469154950395,0.0,5.679876548183991,0.17349469154950392,0.0,0.04802015737541724,0.5500065542222222,0.24416775809098157,4.82768207849537,0.010000000000000002,0.0,0.0,0.17057802488283727,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0029134014071637428,0.0,0.02255337798412675,0.0,0.02255337798412675,0.0,0.01673039158053183,0.0,0.18779497236179402,0.14084622927134546,0.0,0.0,3913.694190953463,21.111111111111143,0.5833333333333335,913.9878875419073,4.653993667037037,0.17368841145833336,0.5833333333333334,4653.993667037037,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,550.0065542222222,0.1,33.2567559281093,51.66666666666668,46.10666666666668,0.0,51.41595221710029,0.3248138401524562,885.8080698831094,550.0065542222222,33.2567559281093,49.25987972332032,51.41595221710029,48.18184347643034,12.43753247303448,20.742431614801244,-0.08242659855660767,-0.45098334802147044,0.2603476881414194,-0.55,9.236100170605994,1788.8794056568963,-2078.78355810041,-139.60440259208508,-1646.1600355545283,0.0,0.0,395.6305859246288,4.489122058696706,1.7665,0.05862779398158903,0.0,0.0,1.5174095314074272,116.58831852355554,-91.54649747597438,0.20305257790202627,9.882251398542097,0.003018943263961739,-1.3285009425434746,1.2175540175743573,0.0,0.0,63.39070042858647,0.0432321675230631,-49.12555213396673,-90.47885045811836
2025-01-01 08:00:00,5.337741791397856,0.15620879495044135,0.0,5.337741791397856,0.15620879495044135,0.0,0.013959427219298976,0.0,0.21023273834059486,5.103549625837962,0.010000000000000002,0.0,0.0,0.15329212828377467,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002202815698099415,0.0,0.005878305760599781,0.0,0.005878305760599781,0.0,0.00584323396222858,0.0,0.1637560503759942,0.12281703778199561,0.0,0.0,4137.333859007947,21.111111111111143,0.6166666666666668,966.2157668300164,4.919936162296295,0.18361346354166666,0.6166666666666667,4919.936162296296,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,31.765942839644033,51.66666666666668,46.10666666666668,0.0,51.12277574668853,0.0,0.0,0.0,31.765942839644033,48.0264846345415,51.12277574668853,46.47833907846798,12.43753247303448,20.83882496187602,-0.05405886518982132,-1.299922115390957,-0.2559978199119568,-1.4,9.236100170605994,1783.626905374619,-2218.5571880375182,-162.9514143298579,-1781.930489783139,0.0,0.0,278.7288562557964,287.94240578657354,1.0,0.060604731298607,0.0,0.0,1.5685767905538337,65.99961422222222,-23.038548304396084,0.20190884196739287,9.928920243675943,0.003018440916391389,12.758826473036496,1.2177267681837178,0.0,0.0,68.3723201874372,0.04786980982187252,-72.62389044814203,-90.32752388171588
2025-01-01 09:00:00,4.597616323093334,0.16271023066932813,0.0,4.597616323093334,0.16271023066932813,0.0,0.025736820106180617,0.0,0.4238662928482641,4.1380132101388885,0.010000000000000002,0.0,0.0,0.15979356400266145,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.19924117675910888,0.0,0.0017764642726608186,0.0,0.011980177916759899,0.0,0.011980177916759899,0.0,0.011567030752273243,0.0,0.17242463133450991,0.12931847350088238,0.0,0.0,3354.595020817254,21.111111111111143,0.5000000000000001,783.4181893216348,3.9891374288888883,0.14887578125,0.5,3989.1374288888887,7978.2748577777775,0.0,22.222222222222285,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1155.5793911111111,0.0,0.0,31.64879658228763,51.66666666666668,46.10666666666668,0.0,50.921790623625675,0.0,0.0,0.0,31.64879658228763,47.86627879516918,50.921790623625675,46.338522880940936,12.43753247303448,20.777799279193673,-0.06363121907168635,-0.9782411792113402,0.16459523335461837,-0.85,9.236100170605994,1520.5716723345972,-1238.5899591097466,-134.0223394438244,-1702.0366082420285,0.0,0.0,447.74547349070076,739.9423243319309,1.0,0.05958547786050236,0.0,0.0,1.5421963867067185,65.99961422222222,91.18679043212146,0.20445294333629968,9.9334885357993,0.003043596711108158,87.0039779548184,1.2185723593966997,0.0,0.0,63.73454500406381,0.04734624102277543,-65.14364678552883,-68.87869265829558
