Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,8.59638832396382,0.17272981675904667,0.0,0.14327313873273034,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,8.276026420277777,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,On,6709.190041634508,19.444444444444457,1.0000000000000002,1566.8363786432697,7.978274857777777,0.2977515625,1,7978.2748577777775,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,38.086174468801104,51.666666666666686,46.10666666666668,0.0,51.60560562004741,0.0,0.0,0.0,38.086174468801104,51.618974701710805,51.62565924254251,51.60560562004741,12.43753247303448,18.884648411937953,-0.05979603250650456,-2.65742059625539,-1.6352151013863123,2.8,9.236100170605994,4558.75777715831,2987.842034052205,376.1603766165118,-1189.1117820058066,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05672747564663353,0.0,0.0,1.468225331246744,131.99922844444444,-48.76934652242785,0.2277988474885556,9.028451448062302,0.003024815432424352,-14.321385997685379,1.2229120733673944,0,0,79.16764708203365,0.08294171241611964,479.4080660956817,-103.2476894791699
2025-01-01 00:01:00,8.59638832396382,0.17272981675904667,0.0,0.14327313873273034,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,8.276026420277777,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,On,6709.190041634508,19.444444444444457,1.0000000000000002,1566.8363786432697,7.978274857777777,0.2977515625,1,7978.2748577777775,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.88814954092587,51.666666666666686,46.10666666666668,0.0,51.602164228653145,0.0,0.0,0.0,37.88814954092587,51.61576765640811,51.622569370285596,51.602164228653145,12.43753247303448,19.051628739988377,0.0,-2.383236251452569,-1.5486319072755785,2.8,9.236100170605994,4528.78959478328,2984.758017619083,364.8741812537848,-1207.1055403081807,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05699420481837208,0.0,0.0,1.475128838269839,131.99922844444444,-60.74377059508378,0.22608438893973817,9.128962441583397,0.0030246781951751628,-14.864050865748862,1.2257835777064432,0,0,76.0836306489116,0.08275703774102727,469.0025854768903,-104.1284042231055
2025-01-01 00:02:00,8.59638832396382,0.17272981675904667,0.0,0.14327313873273034,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,8.276026420277777,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,On,6709.190041634508,19.444444444444457,1.0000000000000002,1566.8363786432697,7.978274857777777,0.2977515625,1,7978.2748577777775,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.696202460899066,51.666666666666686,46.10666666666668,0.0,51.59874077808886,0.0,0.0,0.0,37.696202460899066,51.612577285789165,51.619495539639324,51.59874077808886,12.43753247303448,19.21340207597174,0.0,-2.1142274845373055,-1.466278752494984,2.8,9.236100170605994,4499.578025094282,2981.9672659341486,354.7130059205434,-1224.640242568614,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05725221139682225,0.0,0.0,1.4818065863943732,131.99922844444444,-72.4206380236492,0.22380456250130545,9.203266977626425,0.003024536091414613,-15.38704545976746,1.2251054203143825,0,0,73.29287896397737,0.08258100217175504,459.14200791110625,-104.42900199056284
2025-01-01 00:03:00,8.59638832396382,0.17272981675904667,0.0,0.14327313873273034,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,8.276026420277777,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,On,6709.190041634508,19.444444444444457,1.0000000000000002,1566.8363786432697,7.978274857777777,0.2977515625,1,7978.2748577777775,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.51008406965806,51.666666666666686,46.10666666666668,0.0,51.59533471863869,0.0,0.0,0.0,37.51008406965806,51.609403078068965,51.616437257784106,51.59533471863869,12.43753247303448,19.37018205087248,0.0,-1.8501150813635516,-1.387558509501084,2.8,9.236100170605994,4471.037699875412,2979.24923165695,345.13048324450045,-1241.7293023679968,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05750187389983239,0.0,0.0,1.4882683724513683,131.99922844444444,-83.87190344313595,0.2216190245794614,9.2746906006265,0.0030243889062756156,-15.891135223305195,1.2244489179090823,0,0,70.57484468677873,0.08241238070136961,449.74982200931004,-104.61933876480958
2025-01-01 00:04:00,8.59638832396382,0.17272981675904667,0.0,0.14327313873273034,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,8.276026420277777,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,On,6709.190041634508,19.444444444444457,1.0000000000000002,1566.8363786432697,7.978274857777777,0.2977515625,1,7978.2748577777775,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.3295619204347,51.666666666666686,46.10666666666668,0.0,51.59194552311996,0.0,0.0,0.0,37.3295619204347,51.60624454244292,51.613394052104404,51.59194552311996,12.43753247303448,19.522167953154938,0.0,-1.5906783383318122,-1.312030601074089,2.8,9.236100170605994,4445.614565774643,2976.6306430338377,336.172183833679,-1258.3854113963298,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05774354489431174,0.0,0.0,1.494523321607443,131.99922844444444,-92.63892851557185,0.21952249436475657,9.344019917879267,0.0030242368177540164,-16.377101966475376,1.223813168627745,0,0,67.95625606366656,0.08225027237482879,440.7692967552464,-104.59711292156744
2025-01-01 00:05:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.154271693608166,51.666666666666686,46.10666666666668,0.0,51.588572685371965,0.0,0.0,0.0,37.154271693608166,51.60310120767963,51.61036546883346,51.588572685371965,12.43753247303448,19.66967243094782,0.0,-1.335729231337417,-1.2392964059253275,2.8,9.236100170605994,-943.5882903532292,65.43804326353087,327.73860112031167,-1274.6345559423398,-0.0,-0.0,429.2868723789379,0.0,2.0,0.057977753919340604,0.0,0.0,1.5005851394379426,131.99922844444444,-98.24060678982724,0.21750839918490744,9.411444760111898,0.0030240799967905254,-16.84610296908161,1.2231968027755962,0,0,65.43804326353087,0.08209385772975604,432.14952444742306,-104.41092332711143
2025-01-01 00:06:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.29812805680305,51.666666666666686,46.10666666666668,0.0,51.585215732178725,0.0,0.0,0.0,37.29812805680305,51.59997263322519,51.607351083748426,51.585215732178725,12.43753247303448,19.542895552580475,0.0,-1.2316685557066407,-1.1690180916954713,2.8,9.236100170605994,-924.7717009609635,64.71272695183075,319.75850522249596,-1260.6637695200875,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05777647636391028,0.0,0.0,1.4953756566939,131.99922844444444,-93.39480381981377,0.21921684201151,9.353226546368816,0.0030239186035652932,-16.38866364995162,1.2237267368387725,0,0,64.71272695183075,0.08194244083078076,423.847500746891,-104.08899552439507
2025-01-01 00:07:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.43762543454245,51.666666666666686,46.10666666666668,0.0,51.58184580832691,0.0,0.0,0.0,37.43762543454245,51.596831945349535,51.60432501386086,51.58184580832691,12.43753247303448,19.419852936018415,0.0,-1.1289974829115328,-1.1009077785480545,2.8,9.236100170605994,-907.2879941700696,63.89779176954298,312.1704567074521,-1247.1630326803925,-0.0,-0.0,429.2868723789379,0.0,2.0,0.057580893668816746,0.0,0.0,1.4903135688076243,131.99922844444444,-89.41183386861503,0.2208894029779849,9.296907132621737,0.003023761660807393,-15.944343559129475,1.224241500885446,0,0,63.89779176954298,0.08179542749974436,415.8266904814358,-103.65623377398367
2025-01-01 00:08:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.57299822834359,51.666666666666686,46.10666666666668,0.0,51.578463308060506,0.0,0.0,0.0,37.57299822834359,51.59367951110093,51.60128761262114,51.578463308060506,12.43753247303448,19.30034348889178,0.0,-1.0277418670733227,-1.0347207927610738,2.8,9.236100170605994,-890.4243005289532,63.14066189258757,304.92201405083074,-1234.1052734024854,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05739070650174912,0.0,0.0,1.485391128434882,131.99922844444444,-85.6058995054057,0.22252769094406188,9.241719300271185,0.003023609037193476,-15.512466158286411,1.2247418982929896,0,0,63.14066189258757,0.08165231200448607,408.0561114250205,-103.13409737418979
2025-01-01 00:09:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.7044279956523,51.666666666666686,46.10666666666668,0.0,51.57506860442627,0.0,0.0,0.0,37.7044279956523,51.59051567778984,51.59823921447162,51.57506860442627,12.43753247303448,19.18421151649362,0.0,-0.9279042214656139,-0.9702496863289395,2.8,9.236100170605994,-874.2158122997291,62.417853222410336,297.96855444681665,-1221.4688469335088,-0.0,-0.0,429.2868723789379,0.0,2.0,0.057205685881508636,0.0,0.0,1.480602409064885,131.99922844444444,-82.03383774515798,0.22413278809490442,9.188254874762384,0.003023460608297007,-15.092506905229452,1.225228545936059,0,0,62.417853222410336,0.08151266515183685,400.50953285784345,-102.5409784110268
2025-01-01 00:10:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.83208943929776,51.666666666666686,46.10666666666668,0.0,51.57166205405172,0.0,0.0,0.0,37.83208943929776,51.5873407774387,51.59518013913219,51.57166205405172,12.43753247303448,19.071307200527514,0.0,-0.8294780938431946,-0.9073190176709155,2.8,9.236100170605994,-858.6043358977538,61.723708367359784,291.272176006519,-1209.2331394628263,-0.0,-0.0,429.2868723789379,0.0,2.0,0.057025610598006524,0.0,0.0,1.4759416853193728,131.99922844444444,-78.6580688138653,0.22570577803440792,9.13643726806899,0.003023316255081157,-14.683959881395719,1.2257020390379598,0,0,61.723708367359784,0.0813761238230901,393.1647834287759,-101.89260742225693
2025-01-01 00:11:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,37.95614551555686,51.666666666666686,46.10666666666668,0.0,51.56824399776511,0.0,0.0,0.0,37.95614551555686,51.58415512735911,51.59211069215612,51.56824399776511,12.43753247303448,18.961490803488118,0.0,-0.7324508644429208,-0.8457808189144761,2.8,9.236100170605994,-843.5509963883983,61.0533852645673,284.80075457338546,-1197.378991253557,-0.0,-0.0,429.2868723789379,0.0,2.0,0.05685027404967802,0.0,0.0,1.47140360991914,131.99922844444444,-75.45887751377911,0.22724768064013381,9.085541410913407,0.0030231758636932436,-14.286352184871259,1.2261629332941604,0,0,61.0533852645673,0.08124238183113448,386.00315555238757,-101.20240097900208
2025-01-01 00:12:00,0.32036190368604306,0.17272981675904667,0.0,0.005339365061434051,0.0028788302793174444,0.0,0.03837449530398013,0.0,0.2719874083820629,0.0,0.010000000000000002,0.0,0.0,0.16981315009238,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.00284234283625731,0.0,On,0.017766076233861408,0,On,0.017766076233861408,0.0,On,0.04556987492555622,0,On,0.186775139307851,0.1400813544808882,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,7978.2748577777775,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1155.5793911111111,Off,0.0,0.0,38.076749255100744,51.666666666666686,46.10666666666668,0.0,51.56481476165761,0.0,0.0,0.0,38.076749255100744,51.58095903114095,51.589031165882616,51.56481476165761,12.43753247303448,18.85463110481962,-0.08981333962483617,-0.6368061453321441,-0.7855106638324107,2.8,9.236100170605994,-829.025063180387,60.403502718275774,278.5271259316144,-1185.888491994172,-0.0,-0.0,429.2868723789379,0.0,2.0,0.0566794818914472,0.0,0.0,1.4669831528084654,131.99922844444444,-72.42344356515274,0.22875946687210594,9.036160424893838,0.0030230393251215243,-13.89923878498983,1.2266117511616572,0,0,60.403502718275774,0.0811111819456834,379.008893059772,-100.48176712815759
