Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5132217179050703,0.3369207984079627,0.0,0.008553695298417839,0.005615346640132711,0.0,0.02008515225159401,0.44313656565347626,0.0,0.05,0.0,0.0,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.25826681240396,51.666666666666686,46.10666666666668,0.0,49.812501545371475,0.0,0.0,0.0,147.2785418943812,47.74544415032071,49.812501545371475,46.71191545279533,12.43753247303448,12.689119565131358,-0.14421376820201282,5.889113910030309,-1.266270505010713,-2.4061686712505215,2.8,9.236100170605994,-280.40603027369633,-2635.0499620850837,3856.3381646809726,2713.075816379718,-797.0739050087233,-0.0,-0.0,567.7133754363485,0.0,2.0,0.061847665513788806,0.0,0.0,0.45105936796911433,131.99922844444444,-51.0455007013216,0.3045658782960012,5.652384423939612,0.0027187550474996785,39.29036046418868,1.249649280587426,0.6717604969042306,-2704.3695442640956,69.31958217901179,0.7249112727551998,3841.4817257252453,14.856438955726901,0.44215188662006,2999.9040809527796,-286.82826457306135
2025-01-01 00:01:00,0.5132217179050703,0.3369207984079627,0.0,0.008553695298417839,0.005615346640132711,0.0,0.02008515225159401,0.44313656565347626,0.0,0.05,0.0,0.0,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.31215675264475,51.666666666666686,46.10666666666668,0.0,49.7958018602458,0.0,0.0,0.0,147.36274492600742,47.730758062013194,49.7958018602458,46.69823616289689,12.43753247303448,12.654281315038018,-0.17905201829535322,5.906577105070602,-0.9816633535063125,-2.3544816153381505,2.8,9.236100170605994,-276.90791246987095,-2651.0660748507103,3586.4186135858176,2673.994344714161,-792.9508227298752,-0.0,-0.0,567.7133754363485,0.0,2.0,0.061745263167732545,0.0,0.0,0.4503125404679147,131.99922844444444,-51.67046517634432,0.3061660136398559,5.654646931847959,0.0027188588699315723,39.38823190397166,1.2534523609879848,0.671866610422701,-2720.0873315014724,69.02125665076196,0.7249112727551998,3572.6080317180167,13.810581867801062,0.44131712245952226,2964.5134469784707,-290.51910226430977
2025-01-01 00:02:00,0.5132217179050703,0.3369207984079627,0.0,0.008553695298417839,0.005615346640132711,0.0,0.02008515225159401,0.44313656565347626,0.0,0.05,0.0,0.0,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.36428048222997,51.666666666666686,46.10666666666668,0.0,49.7790941837556,0.0,0.0,0.0,147.44418825348433,47.71606357728117,49.7790941837556,46.684548274043955,12.43753247303448,12.620092895230178,-0.2132404381031936,5.922847845178556,-0.7183042678452128,-2.30424020275441,2.8,9.236100170605994,-273.5204223541254,-2666.2570993329628,3336.7422385614386,2636.300773905417,-788.9129247996411,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06164471132320283,0.0,0.0,0.4495792088043034,131.99922844444444,-52.320872990832754,0.3068652254801364,5.637266543252461,0.0027189626351921967,39.48404402681753,1.25360224062897,0.6719654630174322,-2734.736132167631,68.47903283466786,0.7249112727551998,3323.8077825402615,12.934456021177027,0.440504189803639,2930.210358523321,-293.90958461790393
2025-01-01 00:03:00,0.5132217179050703,0.3369207984079627,0.0,0.008553695298417839,0.005615346640132711,0.0,0.02008515225159401,0.44313656565347626,0.0,0.05,0.0,0.0,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.41468711609487,51.666666666666686,46.10666666666668,0.0,49.76237880975782,0.0,0.0,0.0,147.52294861889823,47.70136097131245,49.76237880975782,46.670852052089764,12.43753247303448,12.586536277939574,-0.24679705539379704,5.938029886184068,-0.4745646954232014,-2.2552556743866683,2.8,9.236100170605994,-270.3022105325295,-2680.455674005443,3105.6729747080567,2602.400130296467,-784.9576281200358,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06154596024553727,0.0,0.0,0.44885901025989483,131.99922844444444,-53.05795784884225,0.3075534924928648,5.620239867688047,0.0027190666404262064,39.57779428950266,1.253749383737413,0.6720576881265903,-2748.40848728655,67.9528132811068,0.7249112727551998,3093.5424541167217,12.130520591334884,0.4397101471868859,2896.8583868791907,-294.4582565827234
2025-01-01 00:04:00,0.5132217179050703,0.3369207984079627,0.0,0.008553695298417839,0.005615346640132711,0.0,0.02008515225159401,0.44313656565347626,0.0,0.05,0.0,0.0,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.46343078457258,51.666666666666686,46.10666666666668,0.0,49.74565602392323,0.0,0.0,0.0,147.59911060089465,47.686650511642384,49.74565602392323,46.65714775550197,12.43753247303448,12.553591558575294,-0.2797417747580777,5.952215996493537,-0.2489462696654931,-2.2073163051738107,2.8,9.236100170605994,-266.498609840341,-2693.686410418064,2891.7944309727823,2569.680708011344,-781.0821537960119,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06144895449295407,0.0,0.0,0.44815154049388095,131.99922844444444,-53.129831480677666,0.3082311260472683,5.6035557277739185,0.0027191708803732356,39.66954625500995,1.2538938757340037,0.6721438519002809,-2761.1871972069343,67.50078678887031,0.7249112727551998,2880.396511546713,11.39791942606924,0.4389316558706603,2864.3071122378356,-294.6264042264917
2025-01-01 00:05:00,1.5924321345717372,0.3369207984079627,0.9250375000000002,0.02654053557619562,0.005615346640132711,0.01541729166666667,0.02008515225159401,0.44313656565347626,1.0792104166666667,0.05,0.0,0.9250375000000002,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,On,17641.54422573744,13.333333333333371,0.7999999999999999,5125.807626484782,27.11017679444445,1.0792104166666667,1,21688.141435555557,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,94.51053802148915,51.666666666666686,46.10666666666668,0.0,49.72892610290169,0.0,0.0,0.0,147.6727156585768,47.67193245737246,49.72892610290169,46.64343563460786,12.43753247303448,12.521249108506858,-0.31208422482651343,5.965486814692813,-0.04006559312660793,-2.1602848305960647,2.8,9.236100170605994,17379.602771757123,2419.6571115039847,2693.793896787279,2538.5337168476453,-777.284953980999,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06135366872026034,0.0,0.0,0.44745661466198994,131.99922844444444,-52.36987543566926,0.3088982342339625,5.587208822635018,0.0027192753499365825,39.75932870915028,1.2540357570445289,0.6722244463629946,-2773.144263889721,66.99374890892321,0.7249112727551998,2683.0630334142397,10.730863373039433,0.43816656382824504,2832.4581451776717,-293.92442833002565
2025-01-01 00:06:00,1.5924321345717372,0.3369207984079627,0.9250375000000002,0.02654053557619562,0.005615346640132711,0.01541729166666667,0.02008515225159401,0.44313656565347626,1.0792104166666667,0.05,0.0,0.9250375000000002,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,On,17641.54422573744,13.333333333333371,0.7999999999999999,5125.807626484782,27.11017679444445,1.0792104166666667,1,21688.141435555557,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,93.88620528507877,51.666666666666686,46.10666666666668,0.0,49.712189318916906,0.0,0.0,0.0,146.6971957579356,47.65720706347002,49.712189318916906,46.62971593574658,12.43753247303448,12.739124537549559,-0.09420879578381225,6.12210324284678,0.1533544713720161,-2.1140342279570956,2.8,9.236100170605994,17338.991232774864,2274.0286904942373,2510.4595592690944,2508.695407945651,-803.0068233496705,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06199454134777494,0.0,0.0,0.45213054374102685,131.99922844444444,-67.25954504925554,0.30452531376449105,5.699397971145794,0.002719380044095187,38.99757748551508,1.2530799801626262,0.6731748583028794,-2914.46379501875,62.684859028204706,0.7249112727551998,2500.335484362973,10.124074906121445,0.4374128696457318,2801.221079957601,-292.5256720119503
2025-01-01 00:07:00,1.5924321345717372,0.3369207984079627,0.9250375000000002,0.02654053557619562,0.005615346640132711,0.01541729166666667,0.02008515225159401,0.44313656565347626,1.0792104166666667,0.05,0.0,0.9250375000000002,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,On,17641.54422573744,13.333333333333371,0.7999999999999999,5125.807626484782,27.11017679444445,1.0792104166666667,1,21688.141435555557,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,93.2790948106681,51.666666666666686,46.10666666666668,0.0,49.69555745894915,0.0,0.0,0.0,145.7485856416689,47.64257894491551,49.69555745894915,46.61608968789869,12.43753247303448,12.95067929226301,0.0,6.268906471418346,0.3324929144736492,-2.0684586750191,2.8,9.236100170605994,17300.34214098276,2137.4716886027104,2340.672751467854,2479.9673127530386,-828.3004438005268,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06261453151916409,0.0,0.0,0.45665217560102817,131.99922844444444,-80.61501639050152,0.3003456855884705,5.807380395344929,0.0027194828107372005,38.259946130918365,1.2521533229833015,0.6740645030351251,-3047.2753585502637,58.939420668191886,0.7249112727551998,2331.1000499023776,9.572701565476343,0.4366689034521833,2770.5207387246965,-290.55342597165765
2025-01-01 00:08:00,1.5924321345717372,0.3369207984079627,0.9250375000000002,0.02654053557619562,0.005615346640132711,0.01541729166666667,0.02008515225159401,0.44313656565347626,1.0792104166666667,0.05,0.0,0.9250375000000002,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,On,17641.54422573744,13.333333333333371,0.7999999999999999,5125.807626484782,27.11017679444445,1.0792104166666667,1,21688.141435555557,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,92.68816958800973,51.666666666666686,46.10666666666668,0.0,49.67902765196006,0.0,0.0,0.0,144.8252649812652,47.628045418361694,49.67902765196006,46.60255430156251,12.43753247303448,13.156297144994982,0.0,6.406668900357333,0.49843816068799063,-2.0234700865051463,2.8,9.236100170605994,17262.34802833262,2009.0025045636958,2183.4007442012025,2452.181796433037,-853.1827883348496,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06321496923372909,0.0,0.0,0.46103121002030023,131.99922844444444,-93.72678450632048,0.29634500746635095,5.91215246616937,0.002719583708182823,37.54491544800911,1.251253982324035,0.6748982928519938,-3172.2123862331473,55.407264312060825,0.7249112727551998,2174.328475060558,9.072269140644403,0.4359332735155733,2740.294633237097,-288.11283680405995
2025-01-01 00:09:00,1.5924321345717372,0.3369207984079627,0.9250375000000002,0.02654053557619562,0.005615346640132711,0.01541729166666667,0.02008515225159401,0.44313656565347626,1.0792104166666667,0.05,0.0,0.9250375000000002,0.0,0.32233746507462935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.004544051535087718,0.0,On,0.00043682886627527146,0.0,On,0.01510427185023102,0,On,0.013353278887303654,0,On,0.39296529875951697,0.29472397406963763,On,On,17641.54422573744,13.333333333333371,0.7999999999999999,5125.807626484782,27.11017679444445,1.0792104166666667,1,21688.141435555557,21688.141435555557,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,12273.818133333334,Off,0.0,0,92.11260924107388,51.666666666666686,46.10666666666668,0.0,49.66259719965325,0.0,0.0,0.0,143.92595193917793,47.613603962034674,49.66259719965325,46.58910734322539,12.43753247303448,13.35628129702982,0.0,6.536054412093246,0.6521950568118046,-1.9789956157856425,2.8,9.236100170605994,17225.22202112022,1888.1034038768867,2037.6901152483404,2425.196059676728,-877.6641877209277,-0.0,-0.0,567.7133754363485,0.0,2.0,0.06379692867169826,0.0,0.0,0.46527548107068467,131.99922844444444,-106.37139233264415,0.2925112859131376,6.013919379715901,0.0027196827911458834,36.85126026410617,1.2503805201799447,0.6756804454763244,-3289.82044327044,52.11622066254381,0.7249112727551998,2029.07146229271,8.618652955630285,0.4352048279593896,2710.491118751087,-285.295059074359
