Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.059194758757485,51.666666666666686,46.10666666666668,0.0,51.531307660787526,0.19653744883824092,535.6603981217266,0.0,22.059194758757485,49.38600829122821,51.531307660787526,48.313358606448546,12.43753247303448,18.120018522078745,0.0,2.8,9.236100170605994,-479.64208163129337,-1249.2691291156514,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06257186014033811,0.0,0.0,0.8097450929558931,593.996528,-86.45944423657181,0.3181294602139015,9.811463934548037,0.004033121388822983,130.92652163760835,1.225378005786505
2025-01-01 00:01:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.091190076917655,51.666666666666686,46.10666666666668,0.0,51.52229428125254,0.19658277255360368,535.6603981217268,0.0,22.091190076917655,49.339045527823444,51.52229428125254,48.247421151108895,12.43753247303448,18.02902257477943,0.0,2.8,9.236100170605994,-471.8780947987063,-1239.1924690166466,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06243801432557618,0.0,0.0,0.808012988596632,593.996528,-88.77211750298949,0.3209389402093149,9.795498447484071,0.0040337474398613364,131.51607818602963,1.2293410904675868
2025-01-01 00:02:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.121130679505768,51.666666666666686,46.10666666666668,0.0,51.51327357054068,0.1966281540683833,535.6603981217266,0.0,22.121130679505768,49.29208007025377,51.51327357054068,48.18148332011032,12.43753247303448,17.940941381444503,0.0,2.8,9.236100170605994,-465.33460123810784,-1229.467932886995,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06230841099574557,0.0,0.0,0.8063357864146015,593.996528,-91.95316007204269,0.3227723437104497,9.756529524388437,0.004034374282662665,132.08336788158294,1.229712613057248
2025-01-01 00:03:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.14918369379734,51.666666666666686,46.10666666666668,0.0,51.504245714967766,0.19667359251019706,535.6603981217268,0.0,22.14918369379734,49.245112091536456,51.504245714967766,48.11554527982081,12.43753247303448,17.85553780098168,0.0,2.8,9.236100170605994,-459.155921247683,-1220.0666136045133,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06218270603697124,0.0,0.0,0.8047090332175663,593.996528,-95.17579936409948,0.32456290582434716,9.71837348555625,0.004035003639127458,132.6298632298156,1.230073040388049
2025-01-01 00:04:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.175472422279427,51.666666666666686,46.10666666666668,0.0,51.49521088573753,0.19671908708116598,535.6603981217268,0.0,22.175472422279427,49.198141750615825,51.49521088573753,48.04960718305498,12.43753247303448,17.772636907794215,0.0,2.8,9.236100170605994,-450.10904437904566,-1210.966805552607,-0.0,-0.0,856.0864917209299,0.0,9.0,0.062060646269718245,0.0,0.0,0.8031294525984385,593.996528,-95.22873054736854,0.32631328024319245,9.681965384460389,0.0040356354143840055,133.15691483637949,1.2304230926336464
2025-01-01 00:05:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.200043802528285,51.666666666666686,46.10666666666668,0.0,51.48616924290408,0.19676463703811817,535.6603981217268,0.0,22.200043802528285,49.151169196053516,51.48616924290408,47.98366917262824,12.43753247303448,17.69217220149184,0.0,2.8,9.236100170605994,-439.0352458532513,-1202.1589406777287,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06194213770678139,0.0,0.0,0.801595828264814,593.996528,-92.96279689645243,0.3280239804956844,9.646255658851846,0.004036269519769968,133.66502320322752,1.2307630333623254
2025-01-01 00:06:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.22294787942235,51.666666666666686,46.10666666666668,0.0,51.47712094227644,0.1968102416579059,535.6603981217268,0.0,22.22294787942235,49.104194572458795,51.47712094227644,47.91773138754997,12.43753247303448,17.614072765151512,0.0,2.8,9.236100170605994,-427.4409210741525,-1193.6331130111978,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06182707955280884,0.0,0.0,0.8001068558197744,593.996528,-89.89429978388462,0.3296956591493433,9.611719709481822,0.0040369058690040895,134.15472521819555,1.2310931459604053
2025-01-01 00:07:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.24425212541712,51.666666666666686,46.10666666666668,0.0,51.46806613513758,0.19685590023886695,535.6603981217268,0.0,22.24425212541712,49.057218020226884,51.46806613513758,47.85179396277154,12.43753247303448,17.53824293113087,0.0,2.8,9.236100170605994,-416.1737948088732,-1185.376868349817,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06171533424336803,0.0,0.0,0.79866075503617,593.996528,-86.88341817998602,0.33132953463903986,9.577810102799884,0.0040375443783402165,134.6267544229077,1.2314138197773927
2025-01-01 00:08:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.264031099242402,51.666666666666686,46.10666666666668,0.0,51.4590049666688,0.19690161210882343,535.6603981217269,0.0,22.264031099242402,49.010239674071514,51.4590049666688,47.78585702777287,12.43753247303448,17.46457696404213,0.0,2.8,9.236100170605994,-405.34802770985146,-1177.3768251558945,-0.0,-0.0,856.0864917209299,0.0,9.0,0.061606749060784206,0.0,0.0,0.7972555495881015,593.996528,-84.05769427488681,0.3329270952354255,9.545227706187879,0.004038184967439108,135.08192560822943,1.231725488114324
2025-01-01 00:09:00,0.3240017813596296,0.19723368552203857,0.0,0.00540002968932716,0.003287228092033976,0.0,0.016069595758356318,0.0,0.2579321856012733,0.0,0.05,0.0,0.0,0.0,0.18265035218870523,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.07336497950827658,0.055023734631207424,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.012559617688180879,0,On,0.014398382682999552,0,On,0.17016882340999714,0.12762661755749782,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,9399.083604444444,Off,0.0,18.83333333333337,0,0.0,0.05,0.0,0.0,0,0,0,6695.795675555556,Off,0.0,0.0,22.28235482505272,51.666666666666686,46.10666666666668,0.0,51.44993757530907,0.19694737662838255,535.6603981217269,0.0,22.28235482505272,48.96325966242817,51.44993757530907,47.71992070598773,12.43753247303448,17.392975560903544,0.0,2.8,9.236100170605994,-394.94052477251415,-1169.6204657600317,-0.0,-0.0,856.0864917209299,0.0,9.0,0.06150118046688059,0.0,0.0,0.7958893819419428,593.996528,-81.40655073341226,0.33448975388969726,9.513424009394212,0.004038827559722037,135.521004711439,1.2320285583021326
