occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.601,0.0291,0.0652,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0291,0.0652,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0,0,0,0
1.0,0.601,0.0248,0.0606,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.588,0.0182,0.0542,0.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.911,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.59,0.0186,0.0617,0.0617,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.833,0.601,0.021,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0,0,0,0
0.833,0.613,0.0237,0.0795,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.402,0,0,0,0
0.833,0.625,0.026,0.0878,0.0878,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0,0,0,0
0.833,0.632,0.0311,0.126,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.833,0.638,0.0355,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.833,0.638,0.0355,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0,0,0,0
0.833,0.638,0.0355,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0,0,0,0
0.744,0.627,0.0328,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.533,0.0,0,0,0,0
0.667,0.617,0.0304,0.122,0.122,0.0,0.0,0.0,0.0,0.0,0.467,0.135,0,0,0,0
0.667,0.617,0.0304,0.122,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.617,0.0304,0.122,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.578,0.619,0.0325,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0,0,0,0
0.5,0.621,0.0343,0.127,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.411,0.597,0.0245,0.0872,0.0872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.577,0.0159,0.0522,0.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.6,0.0277,0.0934,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.333,0.621,0.0381,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.621,0.0381,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.333,0.621,0.0381,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.333,0.644,0.0532,0.168,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0,0,0,0
0.333,0.665,0.0664,0.202,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0,0,0,0
0.333,0.665,0.0664,0.202,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.333,0.665,0.0664,0.202,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.388,0,0,0,0
0.333,0.665,0.0696,0.199,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.333,0.665,0.0724,0.196,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.333,0.665,0.0724,0.196,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0,0,0,0
0.333,0.665,0.0724,0.196,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0,0,0,0
0.333,0.665,0.0743,0.193,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.333,0.665,0.0759,0.191,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0,0,0,0
0.333,0.665,0.0759,0.191,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0,0,0,0
0.333,0.665,0.0759,0.191,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.244,0.641,0.0622,0.154,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.167,0.621,0.0502,0.121,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.621,0.0502,0.121,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.621,0.0502,0.121,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.621,0.0513,0.122,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.256,0.644,0.0717,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.665,0.0888,0.193,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0,0,0,0
0.333,0.665,0.0888,0.193,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0,0,0,0
0.244,0.645,0.0718,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0,0,0,0
0.167,0.627,0.057,0.131,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.167,0.627,0.057,0.131,0.131,0.298,0.533,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.167,0.627,0.057,0.131,0.131,0.483,1.0,0.0,0.0,0.0,0.0,0.0796,0,0,0,0
0.167,0.633,0.0628,0.142,0.142,0.506,1.0,0.0,0.0,0.0,0.0,0.239,0,0,0,0
0.167,0.637,0.0678,0.152,0.152,0.0,1.0,0.0,0.0,0.0,0.0,0.239,0,0,0,0
0.167,0.637,0.0678,0.152,0.152,0.211,1.0,0.0,0.0,0.0,0.0,0.159,0,0,0,0
0.256,0.67,0.0955,0.205,0.205,0.355,0.867,0.0,0.0,0.0,0.533,0.0,0,0,0,0
