Metric,Value
Total Electric Energy (kWh),54.36822074796446
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.265342531165186
Peak Electric Power (kW),7.591720168255775
Lighting Electric Energy (kWh),1.0861057855911649
Water Heating Electric Energy (kWh),4.8414663722962965
Other Electric Energy (kWh),4.745921713995896
HVAC Heating Electric Energy (kWh),43.55222687608111
HVAC Cooling Electric Energy (kWh),0.14250000000000002
Average Temperature - Indoor (C),23.189569357273115
Unmet Heating Load (C-hours),0.0
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),84.90803328143124
Average HVAC Heating COP (-),2.0085057943595594
Average HVAC Heating Duct Efficiency (-),0.9999999999999998
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
