Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.053918905519853,1.1026935401887696,0.0,2.053918905519853,1.1026935401887694,0.0,0.014305451976037943,0.3499855208888889,0.15133538293344842,1.5382925497214777,0.0,0.0,0.0,0.10905471325598894,0.9936388269327806,0.0,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004654961622807018,0.0,0.009650490353230927,0.0,0.005929098592129793,0.0,0.10576389019266293,0.07932291764449717,0.0,0.0,349.98552088888886,0.1,31.678301333433264,51.66666666666668,46.10666666666668,0.0,50.78753648655918,0.19279579568440344,512.7649258835766,349.98552088888886,31.678301333433264,50.05602743374444,50.830253795484694,49.647555598411564,12.43753247303448,3647.48863082005,22.83333333333337,2.393557438010565,0.0,1.513538816557454,0.024753733164023496,3.373304387176953,3622.734897656026,3956.091286682145,0.0,0.0,23.83333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935.652391933131,22.839024306290252,0.0,2.8,1290.913834997984,-2559.9496133844377,0.0,0.0,224.2369768182222,0.0,1.0,0.09802507725233535,0.0,0.0,1.8240928806574688,65.99961422222222,-20.862159255850386,0.16074607148247202,10.486518342686992,0.0027133577563241483,-58.0641894117512,1.2102673441951892
2025-01-01 01:00:00,1.9878155930959935,1.0967267416444821,0.0,1.9878155930959935,1.0967267416444824,0.0,0.01533557022192645,0.2916546007407408,0.169345411015749,1.5114800111175772,0.0,0.0,0.0,0.12040710371141,0.9763196379330723,0.0,1.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.00430583950109649,0.0,0.01102973072082996,0.0,0.008802606067202292,0.0,0.1218914706536074,0.09141860299020553,0.0,0.0,291.65460074074076,0.08333333333333333,33.56408669349166,51.66666666666668,46.10666666666668,0.0,51.676168803500126,0.0,0.0,291.65460074074076,33.56408669349166,51.66777445129862,51.686506027424414,51.65324005127357,12.43753247303448,3567.2424545415556,22.83333333333337,2.3819238263223848,0.0,1.4873827613246318,0.02409724979294562,3.342602678926393,3543.14520474861,3902.058574749485,0.0,0.0,23.83333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5930.239902106693,22.839696212822215,0.0,2.5,1324.9671600020806,-2461.686007965625,0.0,0.0,242.14819251414517,0.0,1.0,0.0928506148976492,0.0,0.0,1.7278042552670902,65.99961422222222,-22.73747908799552,0.15946709844223714,10.463612643935393,0.0026916539798971656,-41.152280989811814,1.2103392057585483
2025-01-01 02:00:00,1.7462543033781954,1.1332939109246063,0.0,1.7462543033781956,1.1332939109246063,0.0,0.012572897266766074,0.0,0.16443955285935957,1.56924185325207,0.0,0.0,0.0,0.11966380882112272,1.0136301021034835,0.0,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00430583950109649,0.0,0.008267057765669585,0.0,0.004887807764529263,0.0,0.1218914706536074,0.09141860299020553,0.0,0.0,0.0,0.0,32.269483443927236,51.66666666666668,46.10666666666668,0.0,51.34381791000666,0.11231922372940377,304.0108256226738,0.0,32.269483443927236,50.57292572488586,51.34419938944634,50.18709815288579,12.43753247303448,3584.434233124463,22.83333333333337,2.310364764066122,0.0,1.539413646504814,0.02769479210080653,3.4198679710025504,3556.7394410236566,3746.655962097626,0.002133414646449473,0.0,23.83333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5915.611172838647,22.83941432518226,0.0,1.6500000000000001,1339.9594875387993,-2456.8905722029294,0.0,0.0,234.47966140259538,0.0,1.0,0.08858193407089182,0.0,0.0,1.648370802887927,65.99961422222222,-22.06383478532949,0.15876418480894738,10.4505160351699,0.0026796922974011723,-14.517811213764672,1.2103490975201234
2025-01-01 03:00:00,3.1067063181538974,1.5597420700082945,0.0,3.1067063181538974,1.5597420700082945,0.0,0.012340149185625725,0.6999710417777778,0.15441271848492275,2.239982408705571,0.0,0.0,0.0,0.11285636979525117,1.4468857002130433,0.0,1.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.00407309141995614,0.0,0.008267057765669585,0.0,0.0039375587579211285,0.0,0.11380594513949509,0.08535445885462128,0.0,0.0,699.9710417777777,0.2,31.12527776056147,51.66666666666668,46.10666666666668,0.0,51.33220219430983,0.1505113181017945,405.34776749689837,699.9710417777777,31.12527776056147,50.071833827609346,51.332844979346355,49.44100685922258,12.43753247303448,4308.442716754412,23.388888888888946,2.0359851332661196,0.0,1.6825845389267648,0.031709125000000005,3.7679351046729193,4276.733591754412,3751.044846975606,0.5256887447788061,0.0,24.388888888888946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5923.594799005567,23.37695446136938,0.0,1.6500000000000001,1870.4053354596253,-2633.318412220323,0.0,0.0,224.78606573300604,0.0,1.0,0.09265191251694559,0.0,0.0,1.7241067157377088,65.99961422222222,-29.505034807469688,0.15330037104110722,10.678985888400128,0.0026729009964772668,-49.035577654627936,1.2081600454787336
2025-01-01 04:00:00,2.4878631300781273,1.6079173832076377,0.0,2.4878631300781273,1.6079173832076377,0.0,0.012340149185625725,0.0,0.13701890236406866,2.3310040785284327,0.007499999999999999,0.0,0.0,0.10004999248471565,1.505679890722922,0.002187500000000001,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.00407309141995614,0.0,0.008267057765669585,0.0,0.0036189123844477433,0.0,0.0977218352458308,0.07329137643437306,0.0,0.0,0.0,0.0,32.02767893022112,51.66666666666668,46.10666666666668,0.0,51.60209739775643,0.0,0.0,0.0,32.02767893022112,50.90097681294465,51.60209739775643,50.55041652053876,12.43753247303448,4168.663790177109,23.388888888888946,1.8917073941501097,0.0,1.6373463756098716,0.031709125000000005,3.8182168166780732,4136.954665177109,3550.0060872585473,0.5869485779185617,0.0,24.388888888888946,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5899.36371562169,23.394032334771932,0.0,0.55,1509.094823033787,-2846.4383010778524,0.0,0.0,208.51813730470846,0.0,1.0,0.09483077972919399,0.0,0.0,1.764652015789136,65.99961422222222,-21.64880337017848,0.15165732425954148,10.655805281323195,0.0026481634284126468,1.1372188195822412,1.207541497121112
2025-01-01 05:00:00,2.69313114671768,1.7402067427555068,0.0,2.69313114671768,1.7402067427555066,0.0,0.012805645347906427,0.0,0.13701890236406866,2.5358065990057046,0.007499999999999999,0.0,0.0,0.10004999248471565,1.6379692502707912,0.002187500000000001,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004538587582236842,0.0,0.008267057765669585,0.0,0.0036189123844477433,0.0,0.0977218352458308,0.07329137643437306,0.0,0.0,0.0,0.0,31.714533370634697,51.66666666666668,46.10666666666668,0.0,51.30861944727849,0.0,0.0,0.0,31.714533370634697,50.6325864351442,51.30861944727849,50.294569929077056,12.43753247303448,4240.028317654873,23.388888888888946,1.7062164355246596,0.0,1.6267609962692857,0.031709125000000005,3.942950463071157,4208.3191926548725,3405.9827149184534,0.8023364777364193,0.0,24.388888888888946,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5885.590398083678,23.394048256417285,0.0,-0.25000000000000006,1478.031193043307,-2952.786359921928,0.0,0.0,208.98363346698915,0.0,1.0,0.09486497297295328,0.0,0.0,1.7652882984043219,65.99961422222222,-18.19439815662683,0.15273518280364126,10.673402474608308,0.0026684125040633924,12.027475852742496,1.2069206700532624
2025-01-01 06:00:00,2.4384242852296323,1.5755127792767416,0.0,2.4384242852296323,1.5755127792767416,0.0,0.013387515550757305,0.0,0.13900102207150145,2.2785357476073735,0.007499999999999999,0.0,0.0,0.10153658226529023,1.4717886970114513,0.002187500000000001,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00512045778508772,0.0,0.008267057765669585,0.0,0.0036189123844477433,0.0,0.0977218352458308,0.07329137643437306,0.0,0.0,0.0,0.0,31.404370430625082,51.66666666666668,46.10666666666668,0.0,51.01825410927361,0.0,0.0,0.0,31.404370430625082,50.36682052786275,51.01825410927361,50.04110373715733,12.43753247303448,4148.523896112931,23.388888888888946,1.8347834829555056,0.0,1.6659928618781632,0.031709125000000005,3.9412752664663606,4116.81477111293,3535.9810103837203,0.5808337607292102,0.0,24.388888888888946,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5897.491631205689,23.394139517147252,0.0,0.3,1470.0307800883488,-2871.3033085475754,0.0,0.0,211.5476233772728,0.0,1.0,0.09462346028318547,0.0,0.0,1.7607941261951041,65.99961422222222,-18.73743085427964,0.15181492857810883,10.655995547793832,0.0026522810038630677,-44.73932269304666,1.2069320516700075
2025-01-01 07:00:00,2.8404452731273584,1.8329674401718812,0.0,2.8404452731273584,1.8329674401718812,0.0,0.013038393429046778,0.0,0.14098314177893423,2.671423737919377,0.014999999999999998,0.0,0.0,0.10302317204586484,1.7255692681260164,0.004375000000000002,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004771335663377193,0.0,0.008267057765669585,0.0,0.0036189123844477433,0.0,0.0977218352458308,0.07329137643437306,0.0,0.0,0.0,0.0,31.09728479248321,51.66666666666668,46.10666666666668,0.0,50.730967888879235,0.0,0.0,0.0,31.09728479248321,50.10365359393888,50.730967888879235,49.78999644646871,12.43753247303448,4333.373239911431,23.388888888888946,1.6443855820806592,0.0,1.6270066641933918,0.031709125000000005,4.0,4301.66411491143,3363.9561661854445,0.9377079487259855,0.0,24.388888888888946,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5878.402660451612,23.394199004576745,0.0,-0.55,1476.310804280161,-3053.0785274820078,0.0,0.0,213.18062096299508,2.2079620825670676,1.0,0.09671641118972464,0.0,0.0,1.7997406586049292,65.99961422222222,-17.16452911225709,0.1512643092875428,10.645589741191383,0.002642630035002649,12.216865088652744,1.2069388412906363
2025-01-01 08:00:00,3.2174204304861047,2.0773241721224376,0.0,3.2174204304861047,2.0773241721224376,0.0,0.011874653023345023,0.0,0.14197420163265065,3.048571575830109,0.014999999999999998,0.0,0.0,0.10376646693615212,1.9691827051862854,0.004375000000000002,1.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0036075952576754386,0.0,0.008267057765669585,0.0,0.0036189123844477433,0.0,0.0977218352458308,0.07329137643437306,0.0,0.0,0.0,0.0,30.79328422203791,51.66666666666668,46.10666666666668,0.0,50.44672691749245,0.0,0.0,0.0,30.79328422203791,49.84305968252531,50.44672691749245,49.54122606504175,12.43753247303448,4502.086794651079,23.388888888888946,1.4825738503312464,0.0,1.5670213411571796,0.031709125000000005,4.0,4470.377669651079,3170.5365599781494,1.2998411096729294,0.0,24.388888888888946,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5859.422822969794,23.39419385929499,0.0,-1.4,1461.9261282946127,-3259.6616814722747,0.0,0.0,213.0079404110097,141.6614170762517,1.0,0.09945243499898257,0.0,0.0,1.85065376871582,65.99961422222222,6.4930747047987385,0.1525903657583318,10.673380167017706,0.0026646333288954517,97.90261060551713,1.207489733087331
2025-01-01 09:00:00,2.852574924966633,1.8208397395502491,0.0,2.852574924966633,1.8208397395502491,0.0,0.03496306484605441,0.0,0.16832583565835205,2.6342860244622264,0.014999999999999998,0.0,0.0,0.11488406451805656,1.7015806750321927,0.004375000000000002,1.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002909351014254386,0.0,0.03205371383180003,0.0,0.015147082967609894,0.0,0.11254529868837006,0.0844089740162775,0.0,0.0,0.0,0.0,30.490331355414522,51.66666666666668,46.10666666666668,0.0,50.165500754831584,0.0,0.0,0.0,30.490331355414522,49.58501598063616,50.165500754831584,49.29477359353845,12.43753247303448,4189.335434527361,23.388888888888946,1.6260850656827754,0.0,1.544951729167869,0.031709125000000005,3.8978014896071778,4157.626309527362,3175.001139233004,0.9826251702943576,0.0,24.388888888888946,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5874.3337502399645,23.395852148512997,0.0,-0.85,1354.961342508337,-3140.5699159082837,0.0,0.0,261.41034381844275,364.13613685348344,1.0,0.09810758064612735,0.0,0.0,1.8256281393633478,65.99961422222222,44.78548007081617,0.1559985242168866,10.74176036176732,0.002723318869393241,181.58348518500233,1.2080461907051776
