Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.6841657407976554,1.0914738588288038,0.0,0.028069429013294254,0.01819123098048006,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5302605796302444,0.0,0.0,0.0,0.10302317204586484,0.988450686782939,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.891804852713456,51.666666666666686,46.10666666666668,0.0,51.05097319159316,0.0,0.0,0.0,32.891804852713456,51.11083802146666,51.14077043640342,51.05097319159316,12.43753247303448,HP On,3619.5061283436844,22.83333333333337,2.400037763221439,0.0,1.4922779967778566,0.03798258285238779,3.3462969846494626,3581.5235454912968,3956.106917014723,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5935.254468175183,22.838705390501683,0,2.8,1264.1683463799495,-2559.8896355565594,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802434065201396,0.0,0,1.8240791736812563,65.99961422222222,-8.512393329600364,0.16100696310112278,10.475501544519222,0.002725568268847128,-62.03732095104741,1.2067932821196805
2025-01-01 00:01:00,1.6805133755200667,1.0891146639210405,0.0,0.02800855625866778,0.018151911065350676,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5266082143526558,0.0,0.0,0.0,0.10302317204586484,0.9860914918751758,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.88650105794326,51.666666666666686,46.10666666666668,0.0,51.04609780715238,0.0,0.0,0.0,32.88650105794326,51.10622193221987,51.13628399475362,51.04609780715238,12.43753247303448,HP On,3625.288709679632,22.83333333333337,2.3969814940407725,0.0,1.5022965617508197,0.024311652601835834,3.3590392980115436,3600.9770570777964,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.134005131141,22.838640231732764,0,2.8,1266.8688820469474,-2559.877381483643,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397328,0.0,0,1.8240763731488594,65.99961422222222,-11.606693071466744,0.16145237419139527,10.499543152195972,0.002725135144259861,-61.9021729432782,1.2103190644175226
2025-01-01 00:02:00,1.6826291529582085,1.090481321135929,0.0,0.028043819215970142,0.018174688685598815,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5287239917907975,0.0,0.0,0.0,0.10302317204586484,0.9874581490900641,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.88112232223519,51.666666666666686,46.10666666666668,0.0,51.0412232689612,0.0,0.0,0.0,32.88112232223519,51.10160658731624,51.13179824649376,51.0412232689612,12.43753247303448,HP On,3629.3368914651132,22.83333333333337,2.3963551049367884,0.0,1.504354366770771,0.02436962502002646,3.3616533276361507,3604.967266445087,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.101809560883,22.83864023173276,0,2.8,1267.7818226878176,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-14.741934216077837,0.16142695529823847,10.49948714359438,0.0027247042222196464,-61.767888346345345,1.2103193792071076
2025-01-01 00:03:00,1.6847267447341985,1.091836231573515,0.0,0.02807877907890331,0.018197270526225252,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5308215835667875,0.0,0.0,0.0,0.10302317204586484,0.9888130595276502,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.87574446830752,51.666666666666686,46.10666666666668,0.0,51.03634958813544,0.0,0.0,0.0,32.87574446830752,51.09699199727309,51.12731320184193,51.03634958813544,12.43753247303448,HP On,3633.3711693375253,22.83333333333337,2.3957273732816415,0.0,1.5064185356107271,0.024403047956060468,3.364274331289036,3608.9681213814647,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.071005916061,22.83864023173276,0,2.8,1268.6651340168078,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-17.892900759499817,0.16140159151801503,10.498623474525894,0.002724274235091932,-61.63389508830112,1.2103196933141702
2025-01-01 00:04:00,1.6861451173611004,1.0927524097825323,0.0,0.028102418622685005,0.018212540163042204,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5322399561936895,0.0,0.0,0.0,0.10302317204586484,0.9897292377366674,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.87036749604212,51.666666666666686,46.10666666666668,0.0,51.03147676452113,0.0,0.0,0.0,32.87036749604212,51.09237816196669,51.12282886068949,51.03147676452113,12.43753247303448,HP On,3636.096222073839,22.83333333333337,2.3953038689481976,0.0,1.5078122498621536,0.024427706331535907,3.366043389052075,3611.668515742303,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.06913636815,22.83864023173276,0,2.8,1269.5259110140446,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-19.757176498576626,0.1613762827312768,10.49857113774502,0.002723845180847882,-61.50019253691649,1.2103200067401885
2025-01-01 00:05:00,1.6868169597809124,1.0931863771147061,0.0,0.02811361599634854,0.018219772951911767,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5329117986135015,0.0,0.0,0.0,0.10302317204586484,0.9901632050688414,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.86499140521958,51.666666666666686,46.10666666666668,0.0,51.026604797964346,0.0,0.0,0.0,32.86499140521958,51.08776508127331,51.1183452229278,51.026604797964346,12.43753247303448,HP On,3637.3855388309566,22.83333333333337,2.395103748262597,0.0,1.5084711390377075,0.024440659575794065,3.3668795486936545,3612.9448792551625,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.038459378743,22.83864023173276,0,2.8,1270.378967667556,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-20.193436602183105,0.1613510288188344,10.497711020358489,0.002723417057463065,-61.366780061334865,1.2103203194866397
2025-01-01 00:06:00,1.6873468443737223,1.0935286487491263,0.0,0.028122447406228705,0.018225477479152104,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5334416832063114,0.0,0.0,0.0,0.10302317204586484,0.9905054767032615,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.859616195806154,51.666666666666686,46.10666666666668,0.0,51.02173368831117,0.0,0.0,0.0,32.859616195806154,51.08315275506923,51.11386228844827,51.02173368831117,12.43753247303448,HP On,3638.403567818665,22.83333333333337,2.3949455460763796,0.0,1.508992154233594,0.0244495289727173,3.3675406601350475,3613.9540388459477,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.036720266243,22.838640231732764,0,2.8,1271.2324719469102,-2559.877381483643,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397328,0.0,0,1.8240763731488594,65.99961422222222,-20.357961310536652,0.1613258296617565,10.496852645548513,0.0027229898629174444,-61.23365703206963,1.210320631554996
2025-01-01 00:07:00,1.6878066604800013,1.0938256606123968,0.0,0.02813011100800002,0.01823042767687328,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5339014993125903,0.0,0.0,0.0,0.10302317204586484,0.990802488566532,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.8542418675487,51.666666666666686,46.10666666666668,0.0,51.01686343540773,0.0,0.0,0.0,32.8542418675487,51.078541183230755,51.10938005714228,51.01686343540773,12.43753247303448,HP On,3639.287037279724,22.83333333333337,2.394808247037869,0.0,1.5094444289659925,0.024457070346597838,3.368114490167045,3614.829966933126,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.006169447001,22.83864023173276,0,2.8,1272.0872868654214,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-20.3866158530846,0.16130068514136922,10.496805761990029,0.0027225635951953707,-61.100822821000634,1.210320942946727
2025-01-01 00:08:00,1.688257840077598,1.0941170938421638,0.0,0.028137630667959965,0.0182352848973694,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5343526789101871,0.0,0.0,0.0,0.10302317204586484,0.9910939217962991,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.84886842036283,51.666666666666686,46.10666666666668,0.0,51.011994039100166,0.0,0.0,0.0,32.84886842036283,51.07393036563423,51.10489852890127,51.011994039100166,12.43753247303448,HP On,3640.1540029380544,22.83333333333337,2.3946734997501915,0.0,1.5098883892215988,0.024464289688588253,3.3686777193446873,3615.689713249466,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5936.00456026917,22.83864023173276,0,2.8,1272.9441785644344,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-20.396689812402094,0.161275595139256,10.495950918575275,0.0027221382522855694,-60.968276801371516,1.2103212536632995
2025-01-01 00:09:00,1.6887210907400174,1.0944163242095382,0.0,0.028145351512333622,0.01824027207015897,0.0,0.012922019388476601,0.0,0.14098314177893423,1.5348159295726065,0.0,0.0,0.0,0.10302317204586484,0.9913931521636733,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008267057765669585,0,On,0.0036189123844477433,0,On,0.09772183524583078,0.07329137643437306,On,0,0,Off,Off,0.0,0.0,32.84349585411352,51.666666666666686,46.10666666666668,0.0,51.00712549923466,0.0,0.0,0.0,32.84349585411352,51.069320302156,51.10041770361668,51.00712549923466,12.43753247303448,HP On,3641.0441408987267,22.83333333333337,2.3945351569441677,0.0,1.5103442898789865,0.024471639693619898,3.369256043351244,3616.5725012051066,3956.1101105011066,0.0,Off,0.0,23.83333333333337,0,0.0,0.0,0.0,0.0,0,0.0,0,5935.974135136421,22.83864023173276,0,2.8,1273.8027903232833,-2559.8773814836427,-0.0,-0.0,213.0642469224249,0.0,1.0,0.09802419015397326,0.0,0,1.824076373148859,65.99961422222222,-20.428216014225626,0.16125055953725642,10.49590767180687,0.002721713832181133,-60.83601834778669,1.2103215637061766
