occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.667,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0427,0.075,0.0,0.0,0.0,0.0,0.215,0,0,0,0
1.0,0.608,0.0262,0.0584,0.0,0.0,0.0,0.0,0.0784,0,0,0,0
1.0,0.608,0.0262,0.0584,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0262,0.0584,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0262,0.0584,0.0,0.0,0.0,0.0,0.134,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0262,0.0842,0.0,0.0,0.0,0.0,0.167,0,0,0,0
1.0,0.68,0.0555,0.256,0.0,0.0,0.0,0.0,0.335,0,0,0,0
1.0,0.68,0.0555,0.256,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.68,0.0555,0.256,0.0,0.0,0.0,0.0,0.344,0,0,0,0
1.0,0.68,0.0555,0.256,0.0,0.0,0.0,0.0,0.067,0,0,0,0
1.0,0.719,0.0745,0.319,0.0,0.0,0.0,0.0,0.0201,0,0,0,0
0.667,0.719,0.0745,0.319,0.0,0.0,0.0,1.0,0.228,0,0,0,0
0.667,0.719,0.0745,0.319,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.719,0.0745,0.319,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.0901,0.338,0.0,0.0,0.0,0.0,0.13,0,0,0,0
0.667,0.732,0.0901,0.338,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.0901,0.338,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.0901,0.338,0.0,0.0,0.0,0.0,0.125,0,0,0,0
0.667,0.732,0.106,0.347,0.0,0.0,0.0,0.0,0.067,0,0,0,0
0.667,0.732,0.106,0.347,0.0,0.0,0.0,0.0,0.147,0,0,0,0
0.667,0.732,0.106,0.347,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.106,0.347,0.0,0.0,0.0,0.0,0.0,0,0,0,0
