Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8529159597686277e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8529159597686277e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.137564126146174,-0.2513247627427404,2.8,9.236100170605994,1183.0362605124762,-295.94664337154484,-0.0,-4.092187564109034,190.30201097476257,0.0,1.0,0.011165979632379261,0.0,0.00015439703073554296,0.5586922299963585,65.99961422222222,18.976999917812034,0.20489786125546489,11.470125798349521,0.003536474213150317,10.474723075521965,1.2049867350298096
2025-01-01 00:01:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8449405557277412e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8449405557277412e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.217588901758518,-0.1712999871303964,2.8,9.236100170605994,1178.376957350779,-297.6658437658582,-0.0,-5.006037877132333,190.30201097476257,0.0,1.0,0.011186826341691868,0.0,0.0001881360510931235,0.5613861883285738,65.99961422222222,16.950747463451453,0.2045158882622036,11.529945545600444,0.0035366684604411303,10.26276669333808,1.2081801966501093
2025-01-01 00:02:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8372623717132228e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8372623717132228e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.29429148029844,-0.09459740859047372,2.8,9.236100170605994,1173.8703421530633,-299.317394484426,-0.0,-5.883194994303726,190.30201097476257,0.0,1.0,0.011206794169492008,0.0,0.0002202737180500818,0.5639577401353048,65.99961422222222,14.97284010147492,0.2035812517476774,11.562742491944663,0.0035368582740862922,10.060218608564789,1.2078674516447154
2025-01-01 00:03:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.829881407725073e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.829881407725073e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.36789512465548,-0.020993764233434575,2.8,9.236100170605994,1169.5224076943211,-300.90564142501836,-0.0,-6.726057747327182,190.30201097476257,0.0,1.0,0.011225942901408908,0.0,0.0002509302911886055,0.5664157711509802,65.99961422222222,13.056015336348558,0.20268913619462148,11.593915942008383,0.003537044389707312,9.86638240219036,1.2075674913880847
2025-01-01 00:04:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8227976637632917e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8227976637632917e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.43859795114692,0.0,2.8,9.236100170605994,1165.7064958521662,-302.4344464273649,-0.0,-7.536756604618088,190.30201097476257,0.0,1.0,0.011244325570118686,0.0,0.00028021194677446,0.568768138781888,65.99961422222222,11.579607353831028,0.20183655164275582,11.624302428173351,0.0035372269646685656,9.680660046490026,1.2072794904015778
2025-01-01 00:05:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8160111398278787e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8160111398278787e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.50661312352884,0.0,2.8,9.236100170605994,1162.4789749357367,-303.9080493672573,-0.0,-8.317612197068065,190.30201097476257,0.0,1.0,0.011261998930923965,0.0,0.0003082278994131601,0.5710230341068988,65.99961422222222,10.606544969744043,0.20102039856990264,11.653283892058223,0.0035374061456177365,9.502427889595893,1.207002564282211
2025-01-01 00:06:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8094722992477728e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8094722992477728e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.57214102497844,0.0,2.8,9.236100170605994,1159.5389476420037,-305.3304629927642,-0.0,-9.070815081509375,190.30201097476257,0.0,1.0,0.011279016238782075,0.0,0.00033507914539715667,0.5731880698563381,65.99961422222222,9.842134185959068,0.20023780196739183,11.680964250668215,0.003537582067991355,9.331106133609701,1.2067358828540935
2025-01-01 00:07:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.8031316053519124e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.8031316053519124e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.63533837889739,0.0,2.8,9.236100170605994,1156.7540465862255,-306.70479478033764,-0.0,-9.798068176490878,190.30201097476257,0.0,1.0,0.01129541925736031,0.0,0.00036084629209963485,0.5752692853830937,65.99961422222222,9.158818012735878,0.1994864736314686,11.708164059118095,0.0035377548567913767,9.166234646818893,1.2064787954301361
2025-01-01 00:08:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.797038594811359e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.797038594811359e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.696337916723095,0.0,2.8,9.236100170605994,1154.0891817302945,-308.0336644923694,-0.0,-10.50080969631291,190.30201097476257,0.0,1.0,0.011311243400451558,0.0,0.000385598160423662,0.5772718249607584,65.99961422222222,8.525564388658793,0.19876446140309523,11.73347636595109,0.0035379246287517356,9.007421336866791,1.2062307503902576
2025-01-01 00:09:00,1.4039190703693611,0.08866205994688131,0.0,0.023398651172822686,0.0014777009991146885,0.0,0.009087672293996974,0.0,0.12103531751980857,1.2737960805555555,0.0,0,0.08866205994688131,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005300419004523291,0,On,0.0028192375906334445,0,On,0.08315132944664594,0.06236349708498443,On,0,0,Off,On,1273.7960805555556,23.888888888888914,1.0,0.0,1.2279679555555556,0.045828125,1,1227.9679555555556,1227.9679555555556,Off,0.0,0.0,2.7911437309550518e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,2.7911437309550518e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,23.755259711266344,0.0,2.8,9.236100170605994,1151.537317735777,-309.319445080414,-0.0,-11.180341710980231,190.30201097476257,0.0,1.0,0.01132652069358967,0.0,0.0004093967377896339,0.5792003283914002,65.99961422222222,7.939012996852998,0.19807000492860355,11.75918618598788,0.003538091493565689,8.85431242204048,1.205991248852451
