Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.58312460565824,51.666666666666686,46.10666666666668,0.0,51.65656958192508,0.0,0.0,0.0,37.58312460565824,51.66672421250698,51.67180152779793,51.65656958192508,12.43753247303448,19.36389065748268,-0.1361093425173756,2.8,9.236100170605994,3039.9844107197914,-776.0557472678963,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03595116039508766,0.0,0,0.6689946855052524,131.99922844444444,0.6948522395226888,0.2156449821963539,9.163880151071984,0.0029499518270919892,35.61903228421318,1.220963636702889
2025-01-01 00:01:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.49935107378398,51.666666666666686,46.10666666666668,0.0,51.6509858117222,0.0,0.0,0.0,37.49935107378398,51.66144973583627,51.66668169789331,51.6509858117222,12.43753247303448,19.43061003551026,-0.0693899644897975,2.8,9.236100170605994,3030.9148453762905,-780.5574630965417,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03601463755537202,0.0,0,0.6701758958588132,131.99922844444444,-3.8729972753332262,0.21539661800370205,9.218338377313847,0.0029501976215427074,35.47093515483457,1.2242508091646835
2025-01-01 00:02:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.41825897255881,51.666666666666686,46.10666666666668,0.0,51.64541456202183,0.0,0.0,0.0,37.41825897255881,51.65618701607891,51.66157324310746,51.64541456202183,12.43753247303448,19.495036514877214,-0.004963485122843281,2.8,9.236100170605994,3022.142819939092,-784.9142159239558,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03607589960485579,0.0,0,0.6713158864760119,131.99922844444444,-8.288269885117685,0.2145528204791055,9.248119851595803,0.002950441736801147,35.327120865223456,1.22398110729286
2025-01-01 00:03:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.339687707831196,51.666666666666686,46.10666666666668,0.0,51.63985543410808,0.0,0.0,0.0,37.339687707831196,51.65093567691858,51.65647579832384,51.63985543410808,12.43753247303448,19.55730774863417,0.0,2.8,9.236100170605994,3013.636331212605,-789.1343137201052,-0.0,-0.0,231.70119942337885,0.0,2.0,0.036135080837775495,0.0,0,0.6724171563618746,131.99922844444444,-12.574660815455054,0.21374131752092465,9.276706800703916,0.002950684915884518,35.18725610517111,1.223720535199361
2025-01-01 00:04:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.26349493821438,51.666666666666686,46.10666666666668,0.0,51.634308053139414,0.0,0.0,0.0,37.26349493821438,51.645695364576994,51.65138902029579,51.634308053139414,12.43753247303448,19.617545724197768,0.0,2.8,9.236100170605994,3006.295068566197,-793.2251137803786,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03619230028816511,0.0,0,0.6734819205530025,131.99922844444444,-15.825123401589565,0.2129601135606973,9.304849014506154,0.0029509271837657863,35.05111804239515,1.2234685715026652
2025-01-01 00:05:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.18951444664358,51.666666666666686,46.10666666666668,0.0,51.62877206543545,0.0,0.0,0.0,37.18951444664358,51.640465745252286,51.64631258516071,51.62877206543545,12.43753247303448,19.675892969997,0.0,2.8,9.236100170605994,3000.259777630892,-797.1954714672215,-0.0,-0.0,231.70119942337885,0.0,2.0,0.0362476961547922,0.0,0,0.6745127507116181,131.99922844444444,-17.890056650051555,0.21220698416436634,9.331945845283585,0.002951168564022599,34.918447294782005,1.223224610238456
2025-01-01 00:06:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.117586953950614,51.666666666666686,46.10666666666668,0.0,51.62324714202533,0.0,0.0,0.0,37.117586953950614,51.63524650846976,51.64124619169199,51.62324714202533,12.43753247303448,19.732486074819935,0.0,2.8,9.236100170605994,2994.8147722868525,-801.0539406062404,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03630140064992696,0.0,0,0.6755121071006207,131.99922844444444,-19.47659285507231,0.21147982605752047,9.358072083708748,0.002951409078598463,34.78899553675284,1.222988071529678
2025-01-01 00:07:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,37.047593795874654,51.666666666666686,46.10666666666668,0.0,51.61773297761626,0.0,0.0,0.0,37.047593795874654,51.63003736610824,51.63618956035425,51.61773297761626,12.43753247303448,19.787426741373665,0.0,2.8,9.236100170605994,2989.6119517628003,-804.8067844380623,-0.0,-0.0,231.70119942337885,0.0,2.0,0.036353512582494606,0.0,0,0.6764818283990723,131.99922844444444,-20.926569547302794,0.21077703128781092,9.383283625463338,0.002951648747869879,34.66257747962697,1.222758522289773
2025-01-01 00:08:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,36.97943862830878,51.666666666666686,46.10666666666668,0.0,51.61222928455651,0.0,0.0,0.0,36.97943862830878,51.62483804670006,51.63114242777185,51.61222928455651,12.43753247303448,19.840797505137548,0.0,2.8,9.236100170605994,2984.6848543392643,-808.4590253504603,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03640411234959471,0.0,0,0.6774234106708479,131.99922844444444,-22.201426058440838,0.21009727153869318,9.407625965654969,0.0029518875910484275,34.53904253546268,1.2225356103004799
2025-01-01 00:09:00,3.7070126015372318,0.07336272738043997,0.0,0.06178354335895386,0.001222712123007333,0.0,0.011038856339777131,0.0,0.09232963887266828,3.5836441063247864,0.020000000000000004,0.0,0.0,0.06752939404710663,0.0,0.005833333333333337,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007935548591239119,0,On,0.0022904468098594146,0,On,0.052378917621585946,0.039284188216189446,On,On,3583.6441063247867,20.000000000000057,1.0,0.0,3.4778748755555555,0.10576923076923077,1,3477.8748755555557,3477.8748755555557,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1076.450191111111,Off,0.0,0.0,36.91303000077492,51.666666666666686,46.10666666666668,0.0,51.60673578951779,0.0,0.0,0.0,36.91303000077492,51.61964829229866,51.626104543689095,51.60673578951779,12.43753247303448,19.89267670896718,0.0,2.8,9.236100170605994,2979.8783318325986,-812.0154569955058,-0.0,-0.0,231.70119942337885,0.0,2.0,0.03645327617645235,0.0,0,0.6783382723477843,131.99922844444444,-23.45151692006061,0.20943929744591477,9.431832962411754,0.00295212562640144,34.41824785737547,1.2223190015609928
