occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.571,0.0167,0.0497,0.0,0.132,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.527,0,0,0,0
1.0,0.631,0.0221,0.0521,0.133,0.0,0,0,0,0
1.0,0.631,0.0221,0.0521,1.0,0.0709,0,0,0,0
1.0,0.631,0.0233,0.0585,0.933,0.0,0,0,0,0
1.0,0.631,0.0311,0.0999,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0999,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0999,0.0,0.142,0,0,0,0
1.0,0.634,0.033,0.113,0.0,0.142,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0,0,0,0
1.0,0.655,0.0472,0.208,0.0,0.0,0,0,0,0
0.933,0.664,0.0537,0.222,0.0,0.0,0,0,0,0
0.5,0.577,0.0217,0.0759,0.0,0.123,0,0,0,0
0.5,0.68,0.0595,0.248,0.0,0.0777,0,0,0,0
0.433,0.664,0.0537,0.222,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.0667,0.579,0.0248,0.0786,0.0,0.0574,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0287,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0,0,0,0
0.5,0.69,0.0839,0.268,0.0,0.0578,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.173,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.142,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.413,0,0,0,0
0.5,0.69,0.0929,0.261,0.0,0.118,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.128,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.47,0,0,0,0
0.5,0.69,0.101,0.252,0.0,0.0,0,0,0,0
