Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.7379204367661849,0.20224859842102788,0.32077067264277925,0.7379204367661849,0.20224859842102788,0.32077067264277925,0.03459150048689864,0.0,0.28664560294595287,0.3666833333333333,0.05,0.006470672642779253,0.3143,0.0,0.0,0.18766526508769454,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.0,0.0,0.004021034356725146,0.0,0.0010354343549410885,0.0,0.02953503177523241,0.0,0.0364252494956934,0.0,0.20627497425544483,0.15470623069158357,0.006470672642779253,0.0,0.0,6612.3665045366315,18.33333333333337,0.26666666666666666,1123.2968465744793,9.211225022222221,0.3666833333333333,0.3333333333333333,7368.980017777777,22106.940053333332,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,38.9073069676975,51.66666666666668,46.10666666666668,0.0,51.588859257670784,0.040386202000719525,109.92879247248861,0.0,38.9073069676975,51.542641595658075,51.59706686936848,51.51132515295403,12.43753247303448,18.10029175509927,-0.04883631015701984,9.668344475146556,2.5716343195661127,2.8,9.236100170605994,4730.906498780518,-460.54624518699205,294.8704547718253,-2264.2554211987804,0.0,0.0,533.6154447321941,0.0,2.0,0.11351930762979286,0.0,0.0,1.062428405141415,131.99922844444444,-150.8200292895274,0.21771978064271663,8.360075405387358,0.002742388518622766,-13.863211331745017,1.2299391080157476,0.1787639774559658,-1600.3674038110187,16.524312049547284,0.9061390909439998,259.45592934448626,35.41452542733901
2025-01-01 01:00:00,0.6876076429407263,0.19107841515846216,0.31768239706327095,0.6876076429407263,0.19107841515846213,0.31768239706327095,0.021341881445223677,0.0,0.24958242816216927,0.3666833333333333,0.05,0.003382397063270973,0.3143,0.0,0.0,0.17649508182512882,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042846744714944256,0.03213505853620819,0.0,0.0,0.0037194567799707597,0.0,0.0005968788254018201,0.0,0.017025545839851098,0.0,0.014255652395330764,0.0,0.19248003105189423,0.14436002328892064,0.003382397063270973,0.0,0.0,6612.3665045366315,18.33333333333337,0.26666666666666666,1123.2968465744793,9.211225022222221,0.3666833333333333,0.3333333333333333,7368.980017777777,22106.940053333332,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,38.117226224706506,51.66666666666668,46.10666666666668,0.0,51.30398503237145,0.0,0.0,0.0,38.117226224706506,50.85763396564066,51.30398503237145,50.634458432275274,12.43753247303448,18.11356648253705,-0.04438395403931186,9.907324041205081,3.347798238009409,2.5,9.236100170605994,4619.791663364933,-214.13182186890637,-970.7314081378504,-2283.452679425144,0.0,0.0,439.014079155794,0.0,2.0,0.11209356718380149,0.0,0.0,1.0490848851728112,131.99922844444444,-148.13624090234757,0.21728411111747453,8.362840213348859,0.0027390537726614305,-14.795369180750848,1.2299451898263807,0.1426887096580628,-1352.1909941642807,14.7623257208949,0.9061390909439998,-1002.4650007156167,31.733592577766323
2025-01-01 02:00:00,0.5361090012217181,0.18270779389896996,0.2070891540957456,0.5361090012217181,0.18270779389896996,0.20708915409574558,0.016887862024335575,0.0,0.23087697253071593,0.23834416666666666,0.05,0.0027941540957455865,0.20429500000000003,0.0,0.0,0.16812446056563662,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417481102350739,0.03131108267630542,0.0,0.0,0.0037194567799707597,0.0,0.0004460193420585029,0.0,0.012722385902306314,0.0,0.006711025109867035,0.0,0.18241783718577498,0.1368133778893312,0.0027941540957455865,0.0,0.0,4298.03822794881,17.27777777777783,0.17333333333333334,730.1429502734117,5.987296264444444,0.23834416666666666,0.21666666666666667,4789.837011555555,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,39.054410737800474,51.66666666666668,46.10666666666668,0.0,51.090918908827675,0.0,0.0,0.0,39.054410737800474,50.6630329531301,51.090918908827675,50.44908997528132,12.43753247303448,17.112805049287836,-0.04577095994678064,10.053396788491959,2.864195339551434,1.6500000000000001,9.236100170605994,2406.476213783777,-371.70762114211914,-1408.6031614657436,-2194.617436057459,0.0,-0.7289290875719752,407.93910666928275,0.0,2.0,0.10835598215404782,0.0,3.529599664742316e-05,1.0144351228113,131.99922844444444,-104.15475568928458,0.2313997774841247,7.886191703124845,0.0027381551541346863,10.757442313681713,1.234187206072558,0.10179158702979614,-1116.1375579487355,14.28698653320467,0.9061390909439998,-1440.3279937418915,31.72483227614808
2025-01-01 03:00:00,0.6448143150240114,0.18188381803906717,0.3007909111282202,0.6448143150240115,0.18188381803906717,0.3007909111282202,0.01668681030649932,0.0,0.22977833805084555,0.34834916666666665,0.05,0.0022059111282201993,0.29858500000000004,0.0,0.0,0.16730048470573383,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064947575520353,0.030487106816402636,0.0,0.0,0.003518405062134503,0.0,0.0004460193420585029,0.0,0.012722385902306314,0.0,0.006711025109867035,0.0,0.18241783718577498,0.1368133778893312,0.0022059111282201993,0.0,0.0,6281.7481793097995,17.27777777777783,0.25333333333333335,1067.1320042457555,8.75066377111111,0.34834916666666665,0.31666666666666665,7000.531016888888,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,38.96818420851379,51.66666666666668,46.10666666666668,0.0,50.87511230894447,0.0,0.0,0.0,38.96818420851379,50.465717240794994,50.87511230894447,50.26101970672026,12.43753247303448,16.98891661179136,-0.06114534718468771,10.081931094675337,2.5764058078349885,1.6500000000000001,9.236100170605994,4370.212621858364,-247.7713030903962,-1067.5097583755694,-2191.9305569455555,0.0,0.0,398.019569466778,0.0,2.0,0.1091071565335751,0.0,0.0,1.0211350361958902,131.99922844444444,-117.62456997265696,0.23333512274055793,7.82897975697127,0.0027397888044790415,-29.886645339361966,1.234712236757577,0.1225972070185999,-1328.8591226325043,13.95581529635262,0.9061390909439998,-1099.2507092252013,31.740950849631766
2025-01-01 04:00:00,0.5887131805441412,0.1810598421791644,0.2537929718701016,0.5887131805441411,0.1810598421791644,0.2537929718701016,0.01668681030649932,0.0,0.22867970357097517,0.29334666666666664,0.05,0.0023529718701015465,0.25144,0.0,0.0,0.16647650884583107,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.003518405062134503,0.0,0.0004460193420585029,0.0,0.012722385902306314,0.0,0.006711025109867035,0.0,0.18241783718577498,0.1368133778893312,0.0023529718701015465,0.0,0.0,5289.893203629305,17.27777777777783,0.21333333333333335,898.6374772595835,7.368980017777777,0.29334666666666664,0.26666666666666666,5895.184014222222,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,38.718361080504344,51.66666666666668,46.10666666666668,0.0,50.66073624888885,0.0,0.0,0.0,38.718361080504344,50.269572798757316,50.66073624888885,50.07399107369156,12.43753247303448,17.006814980331924,-0.061406181362607566,9.865366496560398,2.3283176517185518,0.55,9.236100170605994,3098.663368740635,-375.254153027692,-2089.1100087141003,-2471.1117855097755,0.0,0.0,399.07589773810713,0.0,2.0,0.11367050793829861,0.0,0.0,1.063843490433747,131.99922844444444,-119.19394711700185,0.23222769580037833,7.823610990969369,0.0027310686426783365,25.408422382675145,1.2340633466450561,0.11237148234629414,-1288.596751277565,14.705120990289549,0.9061390909439998,-2121.1953494520194,32.08534073791905
2025-01-01 05:00:00,0.625783617313147,0.1810598421791644,0.28551709335386427,0.625783617313147,0.1810598421791644,0.28551709335386427,0.01708891374217184,0.0,0.22867970357097517,0.330015,0.05,0.0026470933538642397,0.28287,0.0,0.0,0.16647650884583107,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.0039205084978070175,0.0,0.0004460193420585029,0.0,0.012722385902306314,0.0,0.006711025109867035,0.0,0.18241783718577498,0.1368133778893312,0.0026470933538642397,0.0,0.0,5951.129854082968,17.27777777777783,0.24000000000000002,1010.9671619170315,8.29010252,0.330015,0.3,6632.082015999999,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,38.46110851413114,51.66666666666668,46.10666666666668,0.0,50.447719232981584,0.0,0.0,0.0,38.46110851413114,50.07453526350528,50.447719232981584,49.88794327876714,12.43753247303448,17.032214911908056,-0.05218127083800018,10.26942190374175,1.0480179575139044,-0.25000000000000006,9.236100170605994,3583.843605240613,-347.40947490366847,-1513.924669159399,-2650.8281247398213,0.0,0.0,403.78792667617876,0.0,2.0,0.1163580045164479,0.0,0.0,1.0889957994370554,131.99922844444444,-120.24605077871269,0.23311936896760574,7.8513415930735375,0.0027474775526376513,35.752750226841464,1.2333236797345901,0.10109885911142054,-1370.385900759778,12.009263939077918,0.9061390909439998,-1549.6508406045375,35.72617144513867
2025-01-01 06:00:00,0.7100926866967048,0.1945755023902598,0.31812357928891505,0.7100926866967048,0.19457550239025978,0.31812357928891505,0.03988167321206155,0.0,0.2535276801513099,0.3666833333333333,0.05,0.0038235792889150127,0.3143,0.0,0.0,0.17999216905692647,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417481102350739,0.03131108267630542,0.0,0.0,0.00442313779239766,0.0,0.0012009952871859283,0.0,0.034257540132477955,0.0,0.013538121408741204,0.0,0.19824144850749476,0.14868108638062105,0.0038235792889150127,0.0,0.0,6612.3665045366315,17.27777777777783,0.26666666666666666,1123.2968465744793,9.211225022222221,0.3666833333333333,0.3333333333333333,7368.980017777777,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,37.274062157942964,51.66666666666668,46.10666666666668,0.0,50.11348148114338,0.1679372882118975,440.3233513144219,0.0,37.274062157942964,49.06610931548334,50.11348148114338,48.54242323265331,12.43753247303448,17.050911540496955,-0.050825057243550256,9.795762004857993,1.6648139548317293,0.3,9.236100170605994,4426.329953365479,-317.70942658516964,-1590.9106133451048,-2523.433657506119,0.0,0.0,467.56071194347896,0.0,2.0,0.11459829925993428,0.0,0.0,1.0725266992616587,131.99922844444444,-130.16360560851155,0.23240919265138488,7.854137516227186,0.002742302473623481,-33.8231111203858,1.2332481535891282,0.11685078909893634,-1456.0708882973595,15.064615137710307,0.9061390909439998,-1625.1377428007434,34.22712945563853
2025-01-01 07:00:00,1.8275699170103967,0.22427993418434544,0.31915300448208445,1.8275699170103967,0.22427993418434544,0.31915300448208445,0.09133219535327235,1.0083453494074075,0.3112090389163836,0.3666833333333333,0.05,0.00485300448208444,0.3143,0.0,0.0,0.2096966008510121,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.0,0.0,0.004121560215643275,0.0,0.002953860348521323,0.0,0.08425677478910773,0.0,0.031613571115034024,0.0,0.23565008860653494,0.17673756645490116,0.00485300448208444,0.0,0.0,6612.3665045366315,17.27777777777783,0.26666666666666666,1123.2968465744793,9.211225022222221,0.3666833333333333,0.3333333333333333,7368.980017777777,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,1008.3453494074075,0.18333333333333332,38.86092439252682,51.66666666666668,46.10666666666668,0.0,51.220717798610025,0.1627076390700917,439.71516988995444,1008.3453494074075,38.86092439252682,50.36581028531158,51.220717798610025,49.93835652866237,12.43753247303448,17.020575229966354,-0.05958165761139907,9.624755062184699,1.0930046904850061,-0.55,9.236100170605994,4336.151883823694,-451.8025031586073,-1926.527859883413,-2737.426963272744,0.0,0.0,585.8587465901163,6.833543456944622,1.95,0.11810822795843241,0.0,0.0,1.1053761592096225,128.69924773333332,-124.64640403030882,0.23270493660901623,7.837509989443964,0.0027405103911886707,31.864461795871193,1.2333784422110459,0.11833014710222274,-1590.8614916028368,15.762141869749994,0.9061390909439998,-1962.2772155332761,35.74935564986306
2025-01-01 08:00:00,1.9690602240953796,0.2136622218577739,0.31915300448208445,1.9690602240953796,0.2136622218577739,0.31915300448208445,0.06862444333397663,1.1916808674814816,0.2920715799465881,0.3666833333333333,0.05,0.00485300448208444,0.3143,0.0,0.0,0.19907888852444053,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.0031163016264619883,0.0,0.0022187879034451896,0.0,0.06328935380406944,0.0,0.026633061914000625,0.0,0.22039450435790248,0.16529587826842682,0.00485300448208444,0.0,0.0,6612.3665045366315,17.27777777777783,0.26666666666666666,1123.2968465744793,9.211225022222221,0.3666833333333333,0.3333333333333333,7368.980017777777,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,1191.6808674814815,0.21666666666666667,38.06845515138048,51.66666666666668,46.10666666666668,0.0,51.3025317876535,0.3256874658694109,879.278294423792,1191.6808674814815,38.06845515138048,49.65225634690612,51.303190641306045,48.82645977287989,12.43753247303448,17.006950154728532,-0.05680923510870635,9.134655380100904,0.3425842901924118,-1.4,9.236100170605994,4088.128981078076,-605.7174745979476,-2049.438661691373,-2968.6652064936934,0.0,0.0,479.0818122762072,394.18084411732497,0.95,0.12196195475317204,0.0,0.0,1.141443229189808,62.69963351111111,-34.65412924106841,0.233991837311966,7.848372422231437,0.002752114573236001,88.07403625276366,1.2340068842266532,0.12544596378413736,-1747.3360226649922,18.32170149256514,0.9061390909439998,-2087.322934157524,37.88427246615121
2025-01-01 09:00:00,0.6482035943543117,0.18517972147867828,0.3032909437402031,0.6482035943543117,0.18517972147867828,0.3032909437402031,0.015681551717318033,0.0,0.23417287597032702,0.34834916666666665,0.05,0.004705943740203093,0.29858500000000004,0.0,0.0,0.17059638814534495,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.0025131464729532165,0.0,0.0004460193420585029,0.0,0.012722385902306314,0.0,0.006711025109867035,0.0,0.18241783718577498,0.1368133778893312,0.004705943740203093,0.0,0.0,6281.7481793097995,17.27777777777783,0.25333333333333335,1067.1320042457555,8.75066377111111,0.34834916666666665,0.31666666666666665,7000.531016888888,22106.940053333332,0.0,18.27777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13784.01356888889,0.0,0.0,40.16829650178043,51.66666666666668,46.10666666666668,0.0,51.51438693767554,0.0,0.0,0.0,40.16829650178043,51.525464961463086,51.53100397335687,51.51438693767554,12.43753247303448,17.001706673748277,-0.05591815313932133,9.035469468925495,0.3717113060352207,-0.85,9.236100170605994,3917.9669641375235,-534.5388797909955,-1451.2698744983202,-2821.6215708957325,0.0,0.0,306.0439871230257,1198.2885764120304,0.0,0.11959669601880102,0.0,0.0,1.119306747587051,0.0,151.7963686004302,0.236275983479453,7.878935728081993,0.0027767883207593636,152.4153925305712,1.2346301281552492,0.12402734458228941,-1619.823529672904,18.152645636152922,0.9061390909439998,-1488.275290906264,37.00541640794379
