Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.05170445089933,51.666666666666686,46.10666666666668,0.0,51.70277221961577,0.0,0.0,0.0,39.05170445089933,51.70446525579138,51.705311773879195,51.70277221961577,12.43753247303448,18.14072763411088,0.0,9.890839191495903,-0.7930337470052685,2.8,9.236100170605994,-1811.910913963323,-1640.2510012105956,4288.466077347985,-2273.0609291386804,-0.0,-0.0,560.4165795158677,0.0,2.0,0.113696596897,0.0,0.0,1.0640876572751738,131.99922844444444,-99.26656434051026,0.21659276891660248,8.35879646814405,0.0027437918597817534,-14.55176867254777,1.2262431263664784,0.1791012770087089,-1655.060869291475,14.80986808087955,0.9061390909439998,4243.007647310493,45.458430037492946
2025-01-01 00:01:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.184688549071325,51.666666666666686,46.10666666666668,0.0,51.69924169914096,0.0,0.0,0.0,39.184688549071325,51.701176908062365,51.70214451252306,51.69924169914096,12.43753247303448,18.023134833656307,0.0,9.74867398420427,-0.4360732874831174,2.8,9.236100170605994,-1792.819548329249,-1604.0290716278291,3865.7514860979136,-2245.6878432683307,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11319510380375762,0.0,0.0,1.0593941780920513,131.99922844444444,-107.54828457678602,0.21883342536578185,8.325909588622281,0.0027437415732054506,-13.914650749484668,1.2303218542500598,0.17888636419093482,-1619.9321518948175,15.903080266988272,0.9061390909439998,3821.473627263412,44.277858834501664
2025-01-01 00:02:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.314060969704414,51.666666666666686,46.10666666666668,0.0,51.69569919316783,0.0,0.0,0.0,39.314060969704414,51.69787736241091,51.69896644703245,51.69569919316783,12.43753247303448,17.908634926122446,0.0,9.616661577429644,-0.11014286337048582,2.8,9.236100170605994,-1774.9676356852267,-1570.4584106155694,3479.887250393321,-2219.1622999003293,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11270577936894748,0.0,0.0,1.054814585512369,131.99922844444444,-116.22191530076526,0.220412045131992,8.271848242252961,0.002743693647728481,-13.293555732487523,1.2308058876491275,0.17868656802838703,-1587.3814207654793,16.923010149909928,0.9061390909439998,3436.58292503895,43.304325354371116
2025-01-01 00:03:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.43999327378549,51.666666666666686,46.10666666666668,0.0,51.69214502836299,0.0,0.0,0.0,39.43999327378549,51.69456692295823,51.69577787025586,51.69214502836299,12.43753247303448,17.797080765368783,-0.03625256796458842,9.493966917550262,0.1875006289609156,2.8,9.236100170605994,-1758.317150037021,-1539.315013859888,3127.5099542758153,-2193.440544826694,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11222806750396547,0.0,0.0,1.0503436750969786,131.99922844444444,-125.29318472619508,0.22196244726754194,8.219320823898121,0.0027436478794615536,-12.687708139664995,1.2312778340007653,0.17850067343756995,-1557.1880869250692,17.873073065181273,0.9061390909439998,3085.096214070274,42.41374020554086
2025-01-01 00:04:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.562643629980734,51.666666666666686,46.10666666666668,0.0,51.68857951587815,0.0,0.0,0.0,39.562643629980734,51.69124587937926,51.69257906112982,51.68857951587815,12.43753247303448,17.688336700946476,-0.14499663238689564,9.379849889019669,0.45935069438406534,2.8,9.236100170605994,-1735.2949522635452,-1510.4031390713326,2805.6752371676416,-2168.4823033114435,-0.0,-0.0,560.4165795158677,0.0,2.0,0.1117614553564858,0.0,0.0,1.0459766470555183,131.99922844444444,-127.22922846796949,0.2234856793245454,8.167606178720346,0.0027436042138053894,-12.096440937450797,1.231738239593996,0.1783276008748251,-1529.1574488663537,18.754309795021143,0.9061390909439998,2764.068918550528,41.60631861711361
2025-01-01 00:05:00,0.3981632041726044,0.20358751937901956,0.006470672642779253,0.00663605340287674,0.0033931253229836592,0.00010784454404632087,0.04382006846241191,0.0,0.30434313571019256,0.0,0.05,0.006470672642779253,0.0,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.68200154349622,51.666666666666686,46.10666666666668,0.0,51.68500295256114,0.0,0.0,0.0,39.68200154349622,51.687914508030325,51.68937028576492,51.68500295256114,12.43753247303448,17.582412030048364,-0.2509213032850077,9.273646898493041,0.7076800731452298,2.8,9.236100170605994,-1707.8354693709755,-1483.5463263551756,2511.6907448653656,-2144.281108327972,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11130604829376167,0.0,0.0,1.04171448752123,131.99922844444444,-123.97094055887125,0.224980798256832,8.117369208513107,0.002743562598598611,-11.519851673732706,1.2321870387638925,0.17816637988836612,-1503.1157139954507,19.569387640275075,0.9061390909439998,2470.8171632577496,40.873581607616146
2025-01-01 00:06:00,1.4982132041726044,0.20358751937901956,0.9493706726427793,0.024970220069543407,0.0033931253229836592,0.01582284454404632,0.04382006846241191,0.0,0.30434313571019256,1.10005,0.05,0.006470672642779253,0.9429000000000001,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,On,19837.099513609894,18.33333333333337,0.8,3369.8905397234385,27.633675066666665,1.10005,1,22106.940053333332,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.79809492007944,51.666666666666686,46.10666666666668,0.0,51.68141563620544,0.0,0.0,0.0,39.79809492007944,51.684573086151474,51.686151811124496,51.68141563620544,12.43753247303448,17.47928304640335,-0.35405028693002194,9.174758045354888,0.9345598829012314,2.8,9.236100170605994,18157.345045922077,1911.3056641573996,2243.1036334358455,-2120.8231556205137,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11086180873202107,0.0,0.0,1.0375568447471923,131.99922844444444,-119.3478915831721,0.22644733840661374,8.067956589422982,0.002743522981458344,-10.957862174560109,1.2326243063411988,0.1780161308231222,-1478.9064909279964,20.321615361957654,0.9061390909439998,2202.89516875452,40.208464681325516
2025-01-01 00:07:00,1.4982132041726044,0.20358751937901956,0.9493706726427793,0.024970220069543407,0.0033931253229836592,0.01582284454404632,0.04382006846241191,0.0,0.30434313571019256,1.10005,0.05,0.006470672642779253,0.9429000000000001,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,On,19837.099513609894,18.33333333333337,0.8,3369.8905397234385,27.633675066666665,1.10005,1,22106.940053333332,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.49164595071023,51.666666666666686,46.10666666666668,0.0,51.67781786207826,0.0,0.0,0.0,39.49164595071023,51.681221888632955,51.68292390191031,51.67781786207826,12.43753247303448,17.73930572349532,-0.09402760983805081,9.44936104561559,1.1418776066624514,2.8,9.236100170605994,18082.48111442819,1841.758366902367,1997.6785159375395,-2180.1661634145858,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11198027461133367,0.0,0.0,1.0480245787844575,131.99922844444444,-134.868815282989,0.22275900641383836,8.191649114860727,0.002743485310386407,-12.324083591988103,1.2315225053436811,0.1784330431103682,-1546.2255631764458,18.093390355374506,0.9061390909439998,1958.0740094556309,39.6045064819086
2025-01-01 00:08:00,1.4982132041726044,0.20358751937901956,0.9493706726427793,0.024970220069543407,0.0033931253229836592,0.01582284454404632,0.04382006846241191,0.0,0.30434313571019256,1.10005,0.05,0.006470672642779253,0.9429000000000001,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,On,19837.099513609894,18.33333333333337,0.8,3369.8905397234385,27.633675066666665,1.10005,1,22106.940053333332,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,39.194417515577136,51.666666666666686,46.10666666666668,0.0,51.67424783365575,0.0,0.0,0.0,39.194417515577136,51.677896495641704,51.679720826634686,51.67424783365575,12.43753247303448,17.991429526159163,0.0,9.703910588809938,1.3313534543508072,2.8,9.236100170605994,18010.959173506875,1777.229123076419,1773.37816018861,-2238.330238717604,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11305970987427796,0.0,0.0,1.0581270248688126,131.99922844444444,-148.22668090128133,0.21924656510040308,8.310482096339667,0.0027434429045967604,-13.640200304652712,1.2304560581219108,0.17881864137105696,-1608.8872168282257,16.225800181206253,0.9061390909439998,1734.3222922911573,39.0558678974527
2025-01-01 00:09:00,1.4982132041726044,0.20358751937901956,0.9493706726427793,0.024970220069543407,0.0033931253229836592,0.01582284454404632,0.04382006846241191,0.0,0.30434313571019256,1.10005,0.05,0.006470672642779253,0.9429000000000001,0.0,0.0,0.18900418604568622,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0013480097762011548,0.0,On,0.03845102432948561,0,On,0.052337554315944175,0,On,0.20806020219943372,0.15604515164957525,On,0.006470672642779253,On,0,0,Off,On,19837.099513609894,18.33333333333337,0.8,3369.8905397234385,27.633675066666665,1.10005,1,22106.940053333332,22106.940053333332,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,13784.01356888889,Off,0.0,0.0,38.90590501655507,51.666666666666686,46.10666666666668,0.0,51.67070471697606,0.0,0.0,0.0,38.90590501655507,51.67459613076288,51.6765418376563,51.67070471697606,12.43753247303448,18.236087361519548,0.0,9.940236006493024,1.5045553033446892,2.8,9.236100170605994,17940.979303926433,1717.045355454189,1568.3457987453319,-2295.3558990548986,-0.0,-0.0,560.4165795158677,0.0,2.0,0.11410249829755642,0.0,0.0,1.0678864927917204,131.99922844444444,-161.1808901444306,0.2158970511878804,8.426049768401082,0.002743395929518629,-14.90917879573421,1.2294229595205235,0.17917589041119475,-1667.2847967741154,14.439612504866112,0.9061390909439998,1529.7885134414926,38.55728530383964
