Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.136364791582006e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.136364791582006e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.303047420650277,-0.308063690460866,-2.652206253283814,-1.1623510207933767,2.8,9.236100170605994,5572.113463495168,4159.09545609254,2360.8904787360448,-2325.3216567014206,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10194166323315086,0.0,0,1.9081462166676415,65.99961422222222,-57.88607445082698,0.18616974987693655,9.309355119066517,0.002698408303133128,-53.2612694577822,1.2172408501639203,0,0,105.27919387965784,0.4530695454719999,2339.5669045089803,21.32357422706468
2025-01-01 00:01:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.122692670369057e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.122692670369057e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.439952326760558,-0.17115878435058463,-2.3828742155578277,-0.8062189438269625,2.8,9.236100170605994,5540.296008036421,4155.157927657004,2150.0547081156888,-2352.083152278703,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10231460033008487,0.0,0,1.9151268611656826,65.99961422222222,-62.942034332291804,0.1851160159406958,9.395151985759302,0.0026980374705704137,-53.54718451368371,1.2202275677509462,0,0,101.34166544412165,0.4530695454719999,2129.289012284823,20.76569583086594
2025-01-01 00:02:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.109466379195661e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.109466379195661e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.572364850300236,-0.03874626081090682,-2.118357854929303,-0.4811183469055086,2.8,9.236100170605994,5509.398215479187,4151.475314686278,1957.6412561341347,-2378.082304593188,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10267483392807589,0.0,0,1.9218697213008074,65.99961422222222,-67.84067457504038,0.1835845412398835,9.45533919316339,0.002697665559868152,-53.81805044098457,1.2196777526561164,0,0,97.6590524733952,0.4530695454719999,1937.3336319557843,20.307624178350462
2025-01-01 00:03:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.096636381390757e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.096636381390757e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.700480765055506,0.0,-1.8584084595511157,-0.18429585821890165,2.8,9.236100170605994,5479.398338752695,4147.904843810748,1781.9653631517012,-2403.3459978229776,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10302294284926845,0.0,0,1.9283856314782064,65.99961422222222,-72.57685807174245,0.18211531502100925,9.513064430743409,0.0026972915993723656,-54.074219276313706,1.219146260362538,0,0,94.08858159786658,0.4530695454719999,1762.075037398927,19.890325752774395
2025-01-01 00:04:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.084252213625405e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.084252213625405e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.824485624525952,0.0,-1.6028258128720898,0.08675080378713533,2.8,9.236100170605994,5450.99030497947,4144.467153070764,1621.5494464335436,-2427.900152080348,-0.0,-0.0,443.1298471380737,0.0,1.0,0.1033594740070578,0.0,0,1.934684828834422,65.99961422222222,-76.43073758759718,0.18070484152001387,9.568434554165782,0.002696915695054186,-54.31635586297407,1.218632274344522,0,0,90.65089085788186,0.4530695454719999,1602.0357585265608,19.513687906982863
2025-01-01 00:05:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.0722148025574825e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0722148025574825e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.944581397715847,0.0,-1.351439866373043,0.3343015418791139,2.8,9.236100170605994,5424.197400509951,4141.162316153037,1475.0430554203772,-2451.774929326494,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10368501494531228,0.0,0,1.9407783110280568,65.99961422222222,-79.34886481097043,0.17934958191572278,9.623075770425253,0.002696537948234278,-54.54516584381289,1.2181349142755937,0,0,87.34605394015507,0.4530695454719999,1455.8696286235115,19.17342679686558
2025-01-01 00:06:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.060573684858051e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.060573684858051e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.060962007026408,0.0,-1.1041031295771733,0.5604332629602711,2.8,9.236100170605994,5398.455103325296,4137.987917126001,1341.2163150904507,-2474.9998499591684,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10400012759443626,0.0,0,1.9466765962843497,65.99961422222222,-81.86624136295181,0.1780462196091083,9.674843369327021,0.0026961584552573064,-54.761323476672864,1.2176533373114158,0,0,84.17165491311904,0.4530695454719999,1322.3503397152815,18.86597537516913
2025-01-01 00:07:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.0492793238560505e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0492793238560505e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.173792590504668,0.0,-0.8606850619599572,0.7670380631769417,2.8,9.236100170605994,5373.510758899396,4134.93927638395,1218.948786816226,-2497.5995472210448,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10430529253990733,0.0,0,1.9523886802124728,65.99961422222222,-84.21088852697493,0.17679187229978566,9.725345923992322,0.002695777307700755,-54.965411480959524,1.2171868234907253,0,0,81.12301417106764,0.4530695454719999,1200.3607051869335,18.588081629292596
2025-01-01 00:08:00,0.8331353302223522,0.27447982928080367,0.4112972972972973,0.013885588837039203,0.004574663821346728,0.006854954954954955,0.02593381615091061,0.007772,0.3733123265714415,0.41611718750000004,0.010000000000000002,0.0,0.4112972972972973,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,On,9390.239184386675,21.111111111111143,0.9250000000000002,2175.768425335547,12.053935591591591,0.41611718750000004,1,11149.890422222223,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.0383317195514792e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.0383317195514792e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.283221974695703,0.0,-0.6210682295250829,0.9558397451636964,2.8,9.236100170605994,5349.287256585371,4132.010526595458,1107.2197103672531,-2519.5961275472537,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10460094330197325,0.0,0,1.9579226774536276,65.99961422222222,-86.43781051479046,0.17558393721468338,9.774678885232476,0.002695394593031423,-55.15795870624634,1.216734723536952,0,0,78.1942643825762,0.4530695454719999,1088.8829071892696,18.33680317798351
2025-01-01 00:09:00,0.4170181427223521,0.27447982928080367,0.0,0.006950302378705868,0.004574663821346728,0.0,0.02593381615091061,0.007772,0.3733123265714415,0.0,0.010000000000000002,0.0,0.0,0.0,0,0.271563162614137,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.004646806469298245,0.0,On,0.0006622282864243992,0.0,On,0.010312390697593982,0,On,0.010312390697593982,0.0,On,0.01122810975259203,0,On,0.31594156866429407,0.23695617649822048,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11149.890422222223,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1151.1833244444445,Off,0.0,0.0,3.027730871944338e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.027730871944338e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,21.389389775412962,0.0,-0.38514559617111777,1.128408857146071,2.8,9.236100170605994,-2186.4336640877164,75.37896837762214,1005.0990943679697,-2541.010508800218,-0.0,-0.0,443.1298471380737,0.0,1.0,0.10488748587082251,0.0,0,1.9632861873407819,65.99961422222222,-88.55300242557243,0.17442000172477948,9.821393516109005,0.0026950103949862484,-55.33946155904258,1.2162964291193925,0,0,75.37896837762214,0.4530695454719999,986.9896168129848,18.10947755498493
