Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.584077224635015e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.584077224635015e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.826163737042382,0.0,-2.8037625286704153,-1.5257967889373216,2.8,9.236100170605994,-592.2127502308526,103.18745579434479,527.5231608120617,-911.3627007414466,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05368550781228427,0.0,0.0,1.0048864749989532,131.99922844444444,-43.352876369508756,0.27266321464449933,7.537446418192575,0.002983719247270525,-1.00132327350113,1.2358858419329812,0,0,103.18745579434479,0.11770260932235616,663.5441987523577,-136.021037940296
2025-01-01 00:01:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.5901206985045064e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.5901206985045064e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.76573839581145,0.0,-2.683901575857891,-1.4526042057785038,2.8,9.236100170605994,-588.1584412406526,101.41897858305461,514.2163862059532,-905.3934611190303,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05358243513998386,0.0,0.0,1.0029571585305528,131.99922844444444,-45.267807001724755,0.2745186863772771,7.530360599709551,0.0029837123807168204,-0.7943077878086355,1.2397552643129737,0,0,101.41897858305461,0.11745509480250013,650.9452706218636,-136.72888441591041
2025-01-01 00:02:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.596015562360814e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.596015562360814e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.706524770029652,0.0,-2.5661623154722992,-1.3824441247028876,2.8,9.236100170605994,-584.2956867435539,99.83461791932518,501.78430879764437,-899.558786710078,-0.0,-0.0,362.5028268801026,0.0,2.0,0.053481376781656494,0.0,0.0,1.0010655460338644,131.99922844444444,-47.239726913578366,0.2755610242812437,7.502142143497396,0.0029837069507681123,-0.5915637386622605,1.2400094097834076,0,0,99.83461791932518,0.11721734464580653,638.9099897089496,-137.12568091130527
2025-01-01 00:03:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.6018113528749986e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.6018113528749986e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.648473284214859,0.0,-2.450425151453623,-1.314915954338212,2.8,9.236100170605994,-580.6346433226331,98.29054118311925,490.22255037760175,-893.8529216914126,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05338225140653249,0.0,0.0,0.9992101151578149,131.99922844444444,-49.284548511323024,0.27658733692848825,7.4739819131289265,0.002983702907622041,-0.39291876450835295,1.2402586675489717,0,0,98.29054118311925,0.1169880568742689,627.3648015131577,-137.1422511355559
2025-01-01 00:04:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.607508070047061e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.607508070047061e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.591536363601625,-0.01957474750951782,-2.336598169092136,-1.2496666321460401,2.8,9.236100170605994,-575.8816074638733,96.80356224644208,479.37998187134156,-888.2703703744504,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05328498085716158,0.0,0.0,0.9973894029495906,131.99922844444444,-50.1140639695254,0.277598232156765,7.446415206889936,0.002983700222689573,-0.19821055388098463,1.240503236065992,0,0,96.80356224644208,0.11676607908683014,616.2453038882247,-136.86532201688314
2025-01-01 00:05:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.613105713877e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.613105713877e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.535715542528154,-0.07539556858298901,-2.2246046052840094,-1.1863990683342196,2.8,9.236100170605994,-570.0417101935438,95.37392234495083,469.1265229684723,-882.8104948383644,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05318957070531918,0.0,0.0,0.9956035137018021,131.99922844444444,-49.734042235282175,0.2785934569483079,7.418889655641653,0.002983698868524085,-0.007444285321328348,1.2407431031533092,0,0,95.37392234495083,0.11655043952447665,605.497480292254,-136.37095732378168
2025-01-01 00:06:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.618554747693755e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.618554747693755e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.481012836529285,-0.13009827458185796,-2.114379013883628,-1.1248642142144072,2.8,9.236100170605994,-563.9639006336547,94.00105448215123,459.3811108014381,-877.4727168539616,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05309602728321025,0.0,0.0,0.9938525659407964,131.99922844444444,-48.99401065979576,0.27957275184530556,7.392516465385585,0.0029836988176748986,0.17937326401036424,1.2409782546552577,0,0,94.00105448215123,0.11634032226322427,595.076158460579,-135.69504765914084
2025-01-01 00:07:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.623954244839448e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.623954244839448e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.427400110880132,-0.1837110002310105,-2.005864269284857,-1.064851144072839,2.8,9.236100170605994,-557.9696147162279,92.68318434438048,450.0710251931582,-872.2535389796216,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05300430526815004,0.0,0.0,0.9921357113155977,131.99922844444444,-48.21890261670893,0.2805364024651749,7.3667251535118305,0.0029837000426757966,0.36233839677265545,1.2412088061884927,0,0,92.68318434438048,0.11613503512600797,584.9431764294428,-134.8721512362846
2025-01-01 00:08:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.6292051319719576e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.6292051319719576e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.374839079222745,-0.2362720318883973,-1.8990095340026043,-1.0061822015092439,2.8,9.236100170605994,-552.1491137481758,91.41790390555408,441.13465786102404,-867.1485183059751,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05291434180432248,0.0,0.0,0.9904517732897068,131.99922844444444,-47.50342232230324,0.28148488849145537,7.340946209907173,0.0029837025167480454,0.5415822380124369,1.241434917330472,0,0,91.41790390555408,0.11593399447036222,575.0664426873956,-133.93178482637154
2025-01-01 00:09:00,0.3004057083761378,0.17502593127179722,0.0,0.005006761806268963,0.0029170988545299537,0.0,0.023027475798848864,0.007382,0.2199962325772889,0.0,0.05,0.0,0.0,0.0,0,0.16044259793846388,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.009190334664775309,0,On,0.009190334664775309,0.0,On,0.006072768659336983,0,On,0.17885871343542273,0.134144035076567,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,9229.688502222223,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5484.532773333333,Off,0.0,0.0,3.634356945762344e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.634356945762344e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.323289934667965,-0.2878211764431775,-1.7937688407313617,-0.9487083273393297,2.8,9.236100170605994,-546.4911189852676,90.20248077616645,432.5197970064226,-862.1531118152045,-0.0,-0.0,362.5028268801026,0.0,2.0,0.05282607125281388,0.0,0.0,0.9887995232325434,131.99922844444444,-46.84083405016563,0.2824187302975515,7.315710337682084,0.002983706214036408,0.7172412443178318,1.2416567545385406,0,0,90.20248077616645,0.11573671033152545,565.4190502945526,-132.89925328813007
