Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7567436118731339,0.21527729589331926,0.3737432872278011,0.7567436118731338,0.21527729589331926,0.3737432872278011,0.024135100542299785,0.2970692404975006,0.4355392708333335,0.0,0.0004239122278011241,0.373319375,0.0,0.21527729589331926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.003754306469298246,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010032845973074826,0.0,0.24739400037577006,0.18554550028182748,0.0004239122278011241,0.0,0.0,7652.918550995828,21.111111111111143,0.5200000000000001,1535.350642281951,10.940912403055556,0.4355392708333335,0.65,8752.729922444445,13465.738342222223,0.0,0.0,76.22942185078017,51.66666666666668,46.10666666666668,0.0,49.94141787425215,0.0,0.0,0.0,119.10847164184402,49.39848035888793,49.94141787425215,49.12701160120582,12.43753247303448,20.877643173527364,-0.036091287565061116,1.7673815236911112,-0.7146203291863877,2.8,9.236100170605994,3536.1356929453627,819.5055681375194,390.49260942831756,-3002.1218517495904,0.0,0.0,562.4072499219409,0.0,3.9170000000000003,0.12741377219392389,0.0,0.0,1.3938243996284452,258.52048890844446,-146.48454602365092,0.19556312798481937,9.850916706730091,0.0029289197408504885,-26.402288258934853,1.2181834600840156,0.0,0.0,50.65644169988598,0.10489037603680404,483.05700071429624,-92.56439128597869
2025-01-01 01:00:00,0.7666386526453312,0.21453400100303197,0.3829976447236169,0.7666386526453312,0.21453400100303197,0.3829976447236169,0.023853527557102416,0.2960781806437842,0.44670694444444453,0.0,0.00010597805695028102,0.38289166666666663,0.0,0.21453400100303197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.003472733484100877,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010032845973074826,0.0,0.24739400037577006,0.18554550028182748,0.00010597805695028102,0.0,0.0,7849.147231790592,21.111111111111143,0.5333333333333334,1574.7186074686676,11.221448618518517,0.44670694444444453,0.6666666666666666,8977.158894814815,13465.738342222223,0.0,0.0,74.6750229290919,51.66666666666668,46.10666666666668,0.0,49.17266331162869,0.0,0.0,0.0,116.67972332670608,48.69298268513159,49.17266331162869,48.45314237188304,12.43753247303448,20.751926790634666,-0.06878107557488385,2.638933762492948,1.0321871933324565,2.5,9.236100170605994,3862.003467328019,-1272.5843495226702,84.18112095294909,-2843.1089526125643,0.0,0.0,566.6125850634718,0.0,4.0,0.11952125440608131,0.0,0.0,1.3074853510485684,263.9984568888889,-140.8179505553632,0.1968213843262405,9.790151889904031,0.0029248349176018607,-0.7377561952004527,1.218766816755827,0.0,0.0,50.00897734451347,0.07697271281198131,160.73607432966205,-76.55495337671296
2025-01-01 02:00:00,0.7098092247360591,0.21379070611274467,0.3351361863902836,0.7098092247360592,0.21379070611274467,0.3351361863902836,0.023853527557102416,0.29508712079006777,0.390868576388889,0.0,0.00010597805695028102,0.3350302083333333,0.0,0.21379070611274467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003472733484100877,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010032845973074826,0.0,0.24739400037577006,0.18554550028182748,0.00010597805695028102,0.0,0.0,6868.003827816768,21.111111111111143,0.4666666666666668,1377.878781535084,9.818767541203703,0.390868576388889,0.5833333333333334,7855.014032962963,13465.738342222223,0.0,0.0,72.64773278591733,51.66666666666668,46.10666666666668,0.0,48.42409052951347,0.0,0.0,0.0,113.51208247799583,48.00468890879335,48.42409052951347,47.7949880984333,12.43753247303448,20.820561604323963,-0.05649940784336618,1.7837190924920312,1.1343747881781678,1.6500000000000001,9.236100170605994,3076.0682000700526,-1826.641541459862,-10.05743586272993,-2849.1523318505333,0.0,0.0,565.6215252097552,0.0,4.0,0.1135292649574383,0.0,0.0,1.241936855371638,263.9984568888889,-134.80405554258525,0.1962629927748214,9.825468370711842,0.002928839491260069,32.240938953410314,1.2184794615140293,0.0,0.0,56.96461713986659,0.04595081424569002,69.33484275381606,-79.392278616546
2025-01-01 03:00:00,0.7609265666487335,0.21865999752991477,0.42262338527496596,0.7609265666487336,0.21865999752991477,0.4226233852749659,0.023665812233637503,0.30172148358176265,0.4355392708333335,0.049092054161065365,0.00021195611390056204,0.373319375,0.0,0.21865999752991477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.0032850181606359653,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010174820208542866,0.0,0.2548774487857133,0.19115808658928488,0.00021195611390056204,0.0,0.0,7652.918550995828,21.111111111111143,0.5200000000000001,1535.350642281951,10.940912403055556,0.4355392708333335,0.65,8752.729922444445,13465.738342222223,1113.6702222222223,0.0,76.5771113151987,51.66666666666668,46.10666666666668,0.0,50.16806179153476,0.21710262698772784,572.8628079203257,1113.6702222222223,119.65173642999798,49.48155619316178,50.16806179153476,49.1383033939753,12.43753247303448,20.861363582618946,-0.0348784446529726,1.7341859473730756,1.0902845487975459,1.6500000000000001,9.236100170605994,3605.989561229938,-1012.6263229974552,32.79753097488198,-2955.185696101842,0.0,0.0,571.5443312892892,0.0,4.0,0.11759590243108257,0.0,0.0,1.2864232435980363,263.9984568888889,-132.70391475417216,0.19620007264642159,9.851234821851774,0.00293541806362819,-18.865414014221088,1.2183052453447942,0.0,0.0,54.730450604818,0.058870514919659646,122.26046261600943,-89.46293164112745
2025-01-01 04:00:00,0.7661378368972431,0.21981507742009102,0.41497126653287303,0.766137836897243,0.21981507742009102,0.41497126653287303,0.025712159711555507,0.3048864063523541,0.4355392708333335,0.04091004513422114,0.0007418463986519671,0.373319375,0.0,0.21981507742009102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0032850181606359653,0.0,0.013669635244416195,0.0,0.008757506306503347,0.0,0.011799636458899322,0.0,0.2574086151596646,0.19305646136974844,0.0007418463986519671,0.0,0.0,7652.918550995828,21.111111111111143,0.5200000000000001,1535.350642281951,10.940912403055556,0.4355392708333335,0.65,8752.729922444445,13465.738342222223,928.0585185185186,0.0,78.17063688895082,51.66666666666668,46.10666666666668,0.0,51.562184177848195,0.1640874381979261,443.38095275993743,928.0585185185186,122.14162013898566,49.935962309477766,51.56454555790561,49.12048999523515,12.43753247303448,20.74871458215366,-0.07828176977458981,0.7300330068779156,1.001939571992099,0.55,9.236100170605994,3384.759998992438,-2941.884933296084,-72.87544699432324,-3190.988729362291,0.0,0.0,576.578419891622,0.0,4.0,0.1202041214705488,0.0,0.0,1.3149554758221198,263.9984568888889,-123.16453233355621,0.19689464723197866,9.786762902118413,0.0029266178315825067,36.98406583616369,1.2182072166120141,0.0,0.0,66.25795697955868,0.05568329915899986,12.268687341126803,-85.14413433545003
2025-01-01 05:00:00,0.8769016395303216,0.2352496897655989,0.45518060612411365,0.8769016395303215,0.2352496897655989,0.4551806061241136,0.05112950924230011,0.33439449139913247,0.491377638888889,0.032728036107376915,0.0012717366834033722,0.4211808333333333,0.0,0.2352496897655989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.00366044880756579,0.0,0.028933011372167552,0.0,0.018536049062566763,0.0,0.020728238378333836,0.0,0.2779880982870085,0.2084910737152563,0.0012717366834033722,0.0,0.0,8634.061954969651,21.111111111111143,0.5866666666666668,1732.1904682155343,12.34359348037037,0.491377638888889,0.7333333333333333,9874.874784296297,13465.738342222223,742.4468148148148,0.0,78.14500250748856,51.66666666666668,46.10666666666668,0.0,51.63139331222635,0.27262976351080503,745.4646788161584,742.4468148148148,122.10156641795086,50.03821332195049,51.6394653762188,49.233551262820114,12.43753247303448,20.83586905204118,-0.04863320411128106,-0.20275686988786784,-0.048528923836615105,-0.25000000000000006,9.236100170605994,4025.690669854509,-1259.9673466487677,-86.2353730172223,-3343.9641866598963,0.0,0.0,586.0415479640087,0.0,3.3329999999999997,0.12045700598134959,0.0,0.0,1.3177218690885069,219.97671420266667,-123.63625542532571,0.19710933202813682,9.844790821598801,0.0029472421514972987,16.217797758578328,1.217219442487186,0.0,0.0,68.54333468976573,0.043337691382040154,12.253303660383763,-98.48867667760605
2025-01-01 06:00:00,0.8053053829674955,0.23409506246031117,0.38858590878577925,0.8053053829674955,0.23409506246031117,0.38858590878577925,0.06800058263912337,0.33526855032837216,0.4020362500000001,0.04091004513422114,0.00307336365155815,0.3446025,0.0,0.23409506246031117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00412973711622807,0.0,0.038930113276724465,0.0,0.024940732246170823,0.0,0.023141800381290514,0.0,0.2744664755058588,0.20584985662939398,0.00307336365155815,0.0,0.0,7064.232508611533,21.111111111111143,0.4800000000000001,1417.2467467218007,10.099303756666666,0.4020362500000001,0.6,8079.4430053333335,13465.738342222223,928.0585185185186,0.0,78.57689203025289,51.66666666666668,46.10666666666668,0.0,51.35132184654246,0.4207236346209929,1138.1735226892458,928.0585185185186,122.77639379727015,50.200037948618665,51.35132184654246,49.62439599965678,12.43753247303448,20.810778288640098,-0.05961920747633129,0.42844664217194955,-0.27456374587260635,0.3,9.236100170605994,2826.373150706971,-1962.3112989618019,-44.50475529412197,-3236.5148791436145,0.0,0.0,538.0335796625299,0.0,2.3329999999999997,0.12007864413045967,0.0,0.0,1.3135828347394074,153.97709998044445,-126.53155670117135,0.19623653736180005,9.813841203945746,0.0029295306136778105,-105.84717550199612,1.2173365131134162,0.0,0.0,65.28416067165253,0.05509668941610924,43.71308665730349,-88.21784195142546
2025-01-01 07:00:00,0.850737524409571,0.22171526254010862,0.47653816075393407,0.850737524409571,0.22171526254010865,0.47653816075393407,0.03796429051793642,0.3102279213916344,0.5025453125000001,0.04091004513422114,0.004874990619712927,0.43075312499999996,0.0,0.22171526254010862,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.003848164131030702,0.0,0.020794223936321594,0.0,0.013321902450584124,0.0,0.014607571338156116,0.0,0.2559779559048226,0.19198346692861684,0.004874990619712927,0.0,0.0,8830.290635764417,21.111111111111143,0.6000000000000001,1771.558433402251,12.62412969583333,0.5025453125000001,0.75,10099.303756666666,13465.738342222223,928.0585185185186,0.0,80.70546361199877,51.66666666666668,46.10666666666668,0.0,51.80858136495364,0.19211704260907628,520.6071956307617,928.0585185185186,126.10228689374806,50.95673817896593,51.80858136495364,50.530816585972076,12.43753247303448,20.79019596968129,-0.05472677472257429,-0.38344154845428136,-0.5338899760168749,-0.55,9.236100170605994,3886.9296692946177,-2400.8686018495882,-93.25936112691505,-3460.530874440869,0.0,0.0,407.249105063611,3.4406461353391475,1.1663,0.12296117359269357,0.0,0.0,1.3451158458725716,76.97535006737778,-124.02106993965835,0.19480033502314956,9.776670976186606,0.002904386430063911,-90.29131382081232,1.2174400147842672,0.0,0.0,71.79049157486952,0.054507684099008476,-3.7881742569509838,-89.47118686996406
2025-01-01 08:00:00,0.8350636680490359,0.21602059078360655,0.44498845117247904,0.8350636680490359,0.21602059078360655,0.44498845117247904,0.023290381586707678,0.298060300351217,0.5137129861111113,0.0,0.004663034505812365,0.44032541666666664,0.0,0.21602059078360655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0029095875137061405,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010032845973074826,0.0,0.24739400037577006,0.18554550028182748,0.004663034505812365,0.0,0.0,9026.519316559183,21.111111111111143,0.6133333333333334,1810.9263985889677,12.904665911296295,0.5137129861111113,0.7666666666666667,10323.732729037038,13465.738342222223,0.0,0.0,80.3912358262118,51.66666666666668,46.10666666666668,0.0,51.33684253586471,0.0,0.0,0.0,125.61130597845592,50.92181929383257,51.33684253586471,50.7143076728165,12.43753247303448,20.838460391386548,-0.04635031376485313,-1.2387380753698305,-1.0996258736526408,-1.4,9.236100170605994,3705.371620803514,-2440.268241929932,-112.24348263766821,-3734.685550120547,0.0,0.0,304.03310191162075,185.86548081134717,0.0,0.12702307545672642,0.0,0.0,1.3895504295874965,0.0,-85.19138423490588,0.19314118835336966,9.782615481443536,0.0028867715010933927,-28.69525776550594,1.2178248502935818,0.0,0.0,77.58866506130013,0.05831695602008609,-22.714887148735762,-89.52859548893245
2025-01-01 09:00:00,0.82333284846753,0.21602059078360655,0.43509822533496145,0.82333284846753,0.21602059078360655,0.4350982253349615,0.02272723561631294,0.298060300351217,0.5025453125000001,0.0,0.004345100334961522,0.43075312499999996,0.0,0.21602059078360655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0023464415433114036,0.0,0.012422359770501722,0.0,0.007958434302499815,0.0,0.010032845973074826,0.0,0.24739400037577006,0.18554550028182748,0.004345100334961522,0.0,0.0,8830.290635764417,21.111111111111143,0.6000000000000001,1771.558433402251,12.62412969583333,0.5025453125000001,0.75,10099.303756666666,13465.738342222223,0.0,0.0,78.34862060093194,51.66666666666668,46.10666666666668,0.0,50.532296211801935,0.0,0.0,0.0,122.41971968895614,50.17935785824353,50.532296211801935,50.00288868146433,12.43753247303448,20.85860318206317,-0.04699294707700551,-0.7984339741291042,-0.9661793488449704,-0.85,9.236100170605994,3776.8051563591516,-1352.7059912891805,-50.72843493310405,-3589.1891852562667,0.0,0.0,303.46995594122603,570.7784113404105,0.0,0.12518963337680844,0.0,0.0,1.3694937570450203,0.0,-1.708122937342064,0.1935721684320964,9.805342061709391,0.0028953272958986303,98.97263334044536,1.2183463778871955,0.0,0.0,71.47333133984826,0.05964581730950986,9.619934963459544,-60.34836989656359
