Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.7232405910398005,0.21527729589331926,0.3450264122278011,0.2970692404975006,0.4020362500000001,0.024135100542299785,0.0004239122278011241,0.3446025,0.0,0.0,49.94427257564148,20.809547727085643,-0.05425224951321675
2025-01-01 01:00:00,0.7666386526453312,0.21453400100303197,0.3829976447236169,0.2960781806437842,0.44670694444444453,0.023853527557102416,0.00010597805695028102,0.38289166666666663,0.0,0.0,49.175546257381114,20.863388384237762,-0.04424916648434613
2025-01-01 02:00:00,0.7321445719582814,0.21379070611274467,0.3542807697236169,0.29508712079006777,0.4132039236111112,0.023853527557102416,0.00010597805695028102,0.35417479166666666,0.0,0.0,48.42722118085685,20.76278847048624,-0.06290394130587718
2025-01-01 03:00:00,0.7162558722042891,0.21865999752991477,0.38433421860829925,0.30172148358176265,0.390868576388889,0.023665812233637503,0.00021195611390056204,0.3350302083333333,0.049092054161065365,0.0,50.1711732465609,20.84582636215384,-0.04746935112465263
2025-01-01 04:00:00,0.8496100692813008,0.21981507742009102,0.4532604331995397,0.34368794429196736,0.48020996527777793,0.025712159711555507,0.0007418463986519671,0.4116085416666666,0.04091004513422114,0.0,51.5649674789959,20.778474845332866,-0.06388071864640524
2025-01-01 05:00:00,0.8098955978636548,0.2352496897655989,0.3977468561241136,0.33439449139913247,0.42437159722222234,0.05112950924230011,0.0012717366834033722,0.3637470833333333,0.032728036107376915,0.0,51.63457449962682,20.86695608948919,-0.044146293435929414
2025-01-01 06:00:00,0.8723114246341623,0.23409506246031117,0.4460196587857793,0.33526855032837216,0.4690422916666668,0.06800058263912337,0.00307336365155815,0.40203625,0.04091004513422114,0.0,51.35401356784921,20.75981944387113,-0.06642441820747737
2025-01-01 07:00:00,0.850737524409571,0.22171526254010862,0.47653816075393407,0.3102279213916344,0.5025453125000001,0.03796429051793642,0.004874990619712927,0.43075312499999996,0.04091004513422114,0.0,51.81129547147586,20.849966660619874,-0.046764396576295414
2025-01-01 08:00:00,0.8238959944379247,0.21602059078360655,0.43541615950581236,0.298060300351217,0.5025453125000001,0.023290381586707678,0.004663034505812365,0.43075312499999996,0.0,0.0,51.33992889593103,20.85997115347798,-0.04453453563179857
2025-01-01 09:00:00,0.7563268068008634,0.21602059078360655,0.3776644753349615,0.298060300351217,0.4355392708333335,0.02272723561631294,0.004345100334961522,0.373319375,0.0,0.0,50.535302709604814,20.816650619761685,-0.052577943116089126
2025-01-01 10:00:00,0.7775772365076368,0.21527729589331926,0.3971269928391457,0.2970692404975006,0.4578746180555556,0.022633377954580487,0.004663034505812365,0.39246395833333325,0.0,0.0,49.75135397932029,20.773428987607154,-0.0684926933140833
2025-01-01 11:00:00,0.6323974795631923,0.21527729589331926,0.2728991572863796,0.2970692404975006,0.31269486111111117,0.022633377954580487,0.004874990619712927,0.2680241666666666,0.0,0.0,48.98840431077327,20.80489540352471,-0.06295076244356732
2025-01-01 12:00:00,0.6121381097101353,0.21676388567389385,0.2533306617252451,0.29905136020493345,0.290359513888889,0.02272723561631294,0.004451078391911803,0.24887958333333332,0.0,0.0,48.24594836761305,20.887267253057885,-0.03747716441951751
2025-01-01 13:00:00,0.5007429465842216,0.21676388567389385,0.15718383283077736,0.29905136020493345,0.17868277777777783,0.02300880860151031,0.004027166164110679,0.15315666666666666,0.0,0.0,47.523288493456754,20.76208124723094,-0.06482235315684187
2025-01-01 14:00:00,0.5871462949737141,0.23657301381786117,0.19786935395162913,0.35780210692016556,0.1675151041666667,0.06182908388688179,0.0051929247905637705,0.143584375,0.049092054161065365,0.0,50.141178287438336,20.764564350806285,-0.06627437369624983
2025-01-01 15:00:00,0.6477192042570472,0.2531627060535453,0.2043305782683313,0.4076855470592723,0.1451797569444445,0.0948539002533305,0.00625270536006658,0.12443979166666666,0.07363808124159806,0.0,51.941880571788445,20.790973881571574,-0.05533938987336858
2025-01-01 16:00:00,0.9801428066240143,0.29152230659950157,0.29449580153297317,0.6164373555794638,0.2345211458333334,0.12918430521121724,0.011657586264530912,0.201018125,0.08182009026844228,0.0,51.89147343650247,20.78675289629259,-0.05940746557990544
2025-01-01 17:00:00,1.241508509289249,0.3358250981735365,0.22209175327637215,0.8503396260405491,0.20101812500000005,0.19015075824869987,0.017062467168995246,0.17230125,0.032728036107376915,0.0,51.45421016923513,20.82151374118188,-0.046490571643354885
2025-01-01 18:00:00,1.3547920670505145,0.3279545925965162,0.31293967932332584,0.8222573392343671,0.31269486111111117,0.21983986670503636,0.012187476549282318,0.2680241666666666,0.032728036107376915,0.0,50.983355614525166,20.81761944689899,-0.059331453170410595
2025-01-01 19:00:00,1.7362062490313415,0.364878486118022,0.285014922319853,1.1151320093284198,0.32386253472222226,0.2972117049806992,0.0074184639865196725,0.2775964583333333,0.0,0.0,50.561233160681645,20.773921399303738,-0.06197382310806899
2025-01-01 20:00:00,1.5194067338515316,0.320959444945175,0.3245598206131893,0.9353453183284598,0.3350302083333334,0.24903120718973853,0.004663034505812365,0.28716875,0.032728036107376915,0.0,50.90864426439455,20.802300226999936,-0.0561420953958922
2025-01-01 21:00:00,1.3058070157962982,0.2865103346869996,0.3492369615496098,0.7628202289380536,0.35736555555555566,0.18562123130268915,0.0020135830820553393,0.3063133333333333,0.04091004513422114,0.0,51.22184052886879,20.83235657232649,-0.05145381195654952
2025-01-01 22:00:00,1.009750727442201,0.23905006000563414,0.4321308397403536,0.4244568940193794,0.5025453125000001,0.08274852092282158,0.0013777147403536533,0.43075312499999996,0.0,0.0,51.402843796713725,20.804874971416613,-0.04820037833968662
