Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.18274617864312,51.666666666666686,43.496666666666684,1875.3298333476384,0,4.812711681356902,0.0,49.93176498462302,0.0,0.0,0.0,39.243661571524164,39.20425279547404,50.031289947851675,14.471942572058456,12.43753247303448,17.5057120223325,0.0,2.8,11.940000031225082,-238.8573959929508,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012463355543565972,0.0,0,0.3179175943235993,65.99961422222222,19.0225726989597,0.23250828165228254,8.172631124658603,0.0028220150653050194,34.902748619512934,1.2324538454009117
2025-01-01 00:11:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.204344702908195,51.666666666666686,43.496666666666684,1874.8643060437596,0,4.8117856134956645,0.0,49.99827256702682,0.0,0.0,0.0,39.27245960387759,39.20094828400081,50.02684701759811,14.475773106519934,12.43753247303448,17.492910107041244,0.0,2.8,12.084698430928484,-238.56306684046422,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012458843649418292,0.0,0,0.31780250408740573,65.99961422222222,18.872941946176496,0.23272319642050673,8.166827347584995,0.0028223421434126683,34.89648532084498,1.2325078879054296
2025-01-01 00:12:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.2180815712442,51.666666666666686,43.496666666666684,1874.4480810113855,0,4.810962249350057,0.0,49.98920269302853,0.0,0.0,0.0,39.290775428325595,39.19764134759003,50.02233553658969,14.479597918792104,12.43753247303448,17.48005887264434,0.0,2.8,12.10536986222823,-238.26774646325103,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012454313915966332,0.0,0,0.3176869588029163,65.99961422222222,18.59829300026306,0.2329390451614393,8.161628573190525,0.002822669148487132,34.89026078995866,1.2325621443878412
2025-01-01 00:13:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.231890353946433,51.666666666666686,43.496666666666684,1873.9778307239853,0,4.810026411676847,0.0,49.980135995474065,0.0,0.0,0.0,39.30918713859524,39.19433286889575,50.01782279300176,14.483416999311403,12.43753247303448,17.46715564019607,0.0,2.8,12.256929353863143,-237.9713750174735,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012449765393760815,0.0,0,0.31757093425140204,65.99961422222222,18.45348104612042,0.23315586981246206,8.155766408044489,0.002822996080841325,34.884076477974226,1.2326166262663367
2025-01-01 00:14:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.245756890092984,51.666666666666686,43.496666666666684,1873.505622189853,0,4.809086525634053,0.0,49.9710724512717,0.0,0.0,0.0,39.327675853457315,39.191022839843896,50.01330877617071,14.4872303377738,12.43753247303448,17.454210343420893,0.0,2.8,12.288649265637332,-237.67418227213523,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012445201579728499,0.0,0,0.3174545196331218,65.99961422222222,18.188008212556337,0.2333735265217951,8.14987999439801,0.002823322940798726,34.87792722692753,1.2326712914635396
2025-01-01 00:15:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.2596851501633,51.666666666666686,43.496666666666684,1873.0313297600471,0,4.808142329141038,0.0,49.96201204012014,0.0,0.0,0.0,39.3462468668844,39.1877112539503,50.0087934768061,14.49103792663813,12.43753247303448,17.44122018688665,0.0,2.8,12.447056416128873,-237.3761055406215,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012440621483909828,0.0,0,0.31733768969600307,65.99961422222222,18.048338631534182,0.233592058718773,8.143967788724314,0.0028236497286456383,34.87181454329991,1.2327261518860637
2025-01-01 00:16:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.273661716939433,51.666666666666686,43.496666666666684,1872.5553757705632,0,4.8071947015006185,0.0,49.95295474097127,0.0,0.0,0.0,39.36488228925258,39.184398104285016,50.00427688525518,14.494839757588926,12.43753247303448,17.428194583400916,0.0,2.8,12.48911170083062,-237.07736219581636,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012436028420999173,0.0,0,0.3172205289918871,65.99961422222222,17.791650571430772,0.2338113296381672,8.13803497441188,0.0028239764446793183,34.86573352646686,1.2327811676513392
2025-01-01 00:17:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.28769073285392,51.666666666666686,43.496666666666684,1872.1290343617172,0,4.806350448500558,0.0,49.943900535421115,0.0,0.0,0.0,39.38358764380523,39.181083385424486,49.99975899316712,14.498635824927478,12.43753247303448,17.415130617970505,0.0,2.8,12.653493280620893,-236.7778866600414,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012431421359369022,0.0,0,0.31710301120582707,65.99961422222222,17.656556615446085,0.2340313842763113,8.132710991732324,0.0028243030891616713,34.85968574077719,1.2328363511681968
2025-01-01 00:18:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.301759491059094,51.666666666666686,43.496666666666684,1871.6498589510202,0,4.805396174863676,0.0,49.93484940428421,0.0,0.0,0.0,39.40234598807879,39.177767091480085,49.99523979181218,14.50242612214623,12.43753247303448,17.402037205755757,0.0,2.8,12.70483968778828,-236.47788448238722,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012426803439559536,0.0,0,0.3169852164473065,65.99961422222222,17.4079008449593,0.23425209266243652,8.126738211137601,0.002824629662365964,34.85366653227485,1.2328916646514565
2025-01-01 00:19:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.31587227513176,51.666666666666686,43.496666666666684,1871.1691555843686,0,4.804438747418541,0.0,49.925801330879544,0.0,0.0,0.0,39.42116303350901,39.17444921798979,49.99071927369446,14.506210645214857,12.43753247303448,17.388911333722962,0.0,2.8,12.874570283935043,-236.17728770967597,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012422173595791267,0.0,0,0.31686711753022456,65.99961422222222,17.277034668394784,0.23447350107137252,8.12074645943082,0.002824956164531864,34.847677512724665,1.2329471209216072
2025-01-01 00:20:00,0.17359179705561006,0.10703514729958938,0.0,0.002893196617593501,0.001783919121659823,0.0,0.02035406607299719,0.001,0.1522377309826129,0.0,0.0,0.0002506236243534685,0.10678452367523592,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004278193530701754,0.0,On,0.016075872542295436,0,On,0.00985836608229829,0,On,0.10273697075165888,0.07705272806374414,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,2687.462088888889,Off,0.0,0.0,30.33001701857407,51.666666666666686,43.496666666666684,1870.6873042749576,0,4.803478957548831,0.0,49.916756297716056,0.0,0.0,0.0,39.44002269143209,39.1711297600107,49.986197430925515,14.509989389265751,12.43753247303448,17.37576146848662,0.0,2.8,12.934335910723291,-235.87629122907757,-0.0,-0.0,231.7748233252162,0.0,1.0,0.012417534811646726,0.0,0,0.31674879056035965,65.99961422222222,17.03580381458466,0.2346954856492732,8.114740400949177,0.0028252825959107324,34.84171425045576,1.2330026840837593
