Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.10993217814594,51.666666666666686,46.10666666666668,0.0,51.079128998150246,0.0,0.0,0.0,25.10993217814594,50.89978889780497,51.079128998150246,50.810118847632324,12.43753247303448,15.24922039453894,0.0,2.8,95.3606285680275,-518.6893326358913,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03197035869632856,0.0,0,0.5949182119991564,263.9984568888889,12.882628263970403,0.3006769085298609,7.483193065615906,0.003171706483935333,127.77347300575961,1.2382178647332123
2025-01-01 00:01:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.106822311178302,51.666666666666686,46.10666666666668,0.0,51.075368668891706,0.0,0.0,0.0,25.106822311178302,50.896264929192284,51.075368668891706,50.80671305934258,12.43753247303448,15.250105426410668,0.0,2.8,91.8520401075939,-518.7403126498941,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03197122806431375,0.0,0,0.5949343895732723,263.9984568888889,9.425019817539603,0.30162030925081407,7.506701535857339,0.003172575917337668,127.68285029656519,1.2418303976688303
2025-01-01 00:02:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.10403142403772,51.666666666666686,46.10666666666668,0.0,51.07160883901593,0.0,0.0,0.0,25.10403142403772,50.89274139702338,51.07160883901593,50.80330767602711,12.43753247303448,15.25053794826451,0.0,2.8,88.38350166512578,-518.7652276725955,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03197165292925112,0.0,0,0.5949422956431191,263.9984568888889,5.9813963977728974,0.30169386274450677,7.507885824181107,0.00317344220667687,127.59369815423408,1.2418278867172345
2025-01-01 00:03:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.101543391090704,51.666666666666686,46.10666666666668,0.0,51.06784946110247,0.0,0.0,0.0,25.101543391090704,50.889218256532104,51.06784946110247,50.79990265424693,12.43753247303448,15.25054081344858,0.0,2.8,84.9440153935845,-518.7653927204137,-0.0,-0.0,601.1673329399484,0.0,4.0,0.031971655743708895,0.0,0,0.5949423480157622,263.9984568888889,2.542075174049806,0.30177568860508025,7.5088334334761075,0.0031743078928962746,127.50570356218356,1.241827226287361
2025-01-01 00:04:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.099343320865536,51.666666666666686,46.10666666666668,0.0,51.06409049012806,0.0,0.0,0.0,25.099343320865536,50.885695465215406,51.06409049012806,50.79649795275909,12.43753247303448,15.250135125170335,0.0,2.8,82.80987068197953,-518.7420234048863,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03197125723735646,0.0,0,0.5949349324378228,263.9984568888889,0.38456114691733845,0.3018653847698011,7.510078585235566,0.0031751729825579772,127.41881532203635,1.2418283255025255
2025-01-01 00:05:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.097385019791805,51.666666666666686,46.10666666666668,0.0,51.06033188328318,0.0,0.0,0.0,25.097385019791805,50.88217298266014,51.06033188328318,50.79309353234862,12.43753247303448,15.249386437448628,0.0,2.8,82.2067645939457,-518.6988969696214,-0.0,-0.0,601.1673329399484,0.0,4.0,0.0319705218008883,0.0,0,0.5949212471190928,263.9984568888889,-0.26167137638134363,0.30196168661974104,7.510611915168776,0.0031760374819426486,127.3328681424789,1.2418309020982814
2025-01-01 00:06:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.09561878690613,51.666666666666686,46.10666666666668,0.0,51.056573604624546,0.0,0.0,0.0,25.09561878690613,50.87865077493601,51.056573604624546,50.78968936009176,12.43753247303448,15.24836529110643,0.0,2.8,81.7887398050272,-518.6400783999317,-0.0,-0.0,601.1673329399484,0.0,4.0,0.031969518722245384,0.0,0,0.5949025813994364,263.9984568888889,-0.7385147349895398,0.3020632315286749,7.510994835350154,0.0031769013964083664,127.24768332630414,1.2418346523445858
2025-01-01 00:07:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.094031068486565,51.666666666666686,46.10666666666668,0.0,51.05281562559631,0.0,0.0,0.0,25.094031068486565,50.87512881508788,51.05281562559631,50.786285409833674,12.43753247303448,15.247090905273886,0.0,2.8,81.52999616511488,-518.5666766921097,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03196826687529499,0.0,0,0.5948792864919097,263.9984568888889,-1.0706600827238333,0.30216965207085894,7.511760125890932,0.0031777647303140163,127.16321329437143,1.2418394935035788
2025-01-01 00:08:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.09260959217649,51.666666666666686,46.10666666666668,0.0,51.04905791965739,0.0,0.0,0.0,25.09260959217649,50.87160707806272,51.04905791965739,50.7828816572654,12.43753247303448,15.245580681631239,0.0,2.8,81.34041449637652,-518.4796964277206,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03196678334789371,0.0,0,0.5948516803747121,263.9984568888889,-1.3472220158513402,0.30228061584797744,7.511872774248535,0.0031786274877547644,127.07941495785278,1.2418453506669231
2025-01-01 00:09:00,0.3565421586228422,0.23878927008973772,0.0,0.005942369310380703,0.003979821168162295,0.0,0.015183279712466021,0.0,0.3413588789103762,0.0,0.0,0.0,0.23878927008973772,0.0,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.003103307748538012,0.0,On,0.012079971963928009,0,On,0.022973185457392478,0,On,0.2767611795968952,0.20757088469767135,On,0,0,Off,Off,0.0,13.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1895.5839466666666,Off,0.0,0.0,25.09134497241263,51.666666666666686,46.10666666666668,0.0,51.045300462091035,0.0,0.0,0.0,25.09134497241263,50.86808554052986,51.045300462091035,50.77947807974928,12.43753247303448,15.243847923971025,0.0,2.8,81.16660397576584,-518.3799063709306,-0.0,-0.0,601.1673329399484,0.0,4.0,0.03196508120192734,0.0,0,0.5948200061090434,263.9984568888889,-1.6208225932520222,0.30239586982349337,7.511862452431929,0.0031794896725869143,126.99625560802812,1.2418521665746225
