occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.875,0.616,0.0322,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.613,0.0262,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.613,0.0262,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.613,0.0262,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.597,0.0175,0.0561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.983,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.892,0.61,0.0175,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.875,0.613,0.0177,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.875,0.597,0.0163,0.0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.594,0.0161,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.61,0.0195,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0,0,0,0
0.983,0.629,0.0234,0.0809,0.0,0.0,0.0,0.0,0.0,0.867,0.338,0,0,0,0
1.0,0.64,0.0301,0.131,0.0,0.0,0.0,0.0,0.0,1.0,0.0845,0,0,0,0
1.0,0.641,0.0311,0.139,0.495,0.867,0.0,0.0,0.0,0.2,0.0845,0,0,0,0
1.0,0.641,0.0311,0.139,0.405,0.2,0.0,0.0,0.0,0.0,0.104,0,0,0,0
1.0,0.641,0.0311,0.139,0.299,0.0,0.0,0.0,0.0,0.0,0.253,0,0,0,0
0.892,0.628,0.0277,0.114,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.875,0.625,0.0272,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.875,0.653,0.0368,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0,0,0,0
0.875,0.657,0.0383,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.875,0.72,0.0677,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.875,0.73,0.0723,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0,0,0,0
0.875,0.73,0.0723,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.658,0.7,0.0601,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.625,0.696,0.0659,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0,0,0,0
0.625,0.696,0.0671,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.625,0.754,0.0965,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0
0.517,0.734,0.0863,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0,0,0,0
0.392,0.7,0.0753,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.375,0.696,0.0739,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.375,0.696,0.0739,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.375,0.696,0.0739,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.375,0.696,0.0799,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.375,0.696,0.0808,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.375,0.696,0.0808,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.375,0.696,0.0808,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.592,0.754,0.124,0.314,0.0,0.0,0.0,0.0,0.0,0.867,0.0845,0,0,0,0
0.625,0.763,0.131,0.328,0.0,0.0,0.0,0.0,0.0,1.0,0.0845,0,0,0,0
0.625,0.763,0.131,0.328,0.0,0.0,0.0,0.0,0.0,0.2,0.0845,0,0,0,0
0.733,0.793,0.15,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0,0,0,0
0.642,0.768,0.148,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.625,0.763,0.147,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0,0,0,0
0.625,0.763,0.147,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.625,0.763,0.147,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0,0,0,0
0.517,0.734,0.13,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.5,0.7,0.103,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.5,0.696,0.0995,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.608,0.725,0.124,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.625,0.781,0.167,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0,0,0,0
0.625,0.789,0.173,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.625,0.789,0.173,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.625,0.789,0.173,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0
0.625,0.823,0.209,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.625,0.828,0.214,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.625,0.828,0.214,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.625,0.828,0.214,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.625,0.861,0.255,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.625,0.866,0.262,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0,0,0,0
0.625,0.866,0.262,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.733,0.914,0.304,0.679,0.481,0.867,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.75,0.934,0.403,0.815,0.456,1.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.642,0.887,0.359,0.721,0.352,1.0,0.0,0.0,0.0,0.0,0.0845,0,0,0,0
0.517,0.83,0.292,0.591,0.319,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.822,0.283,0.574,0.528,0.0,0.0,0.0,0.0,0.0,0.169,0,0,0,0
