Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.9245249502413637,2.5676557623986374,0.0,3.9245249502413637,2.5676557623986374,0.0,0.022422016275572918,0.0,0.790014472103471,3.11208846186232,0.0,0.0,0.0,0.5574452019198743,2.010210560478763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004544051535087718,0.0,0.0178779647404852,0.0,0.0467542028769717,0.0,0.7016357553704108,0.526226816527808,0.0,0.0,36.33493974772739,51.66666666666668,46.10666666666668,0.0,51.02035179574315,0.0,0.0,0.0,36.33493974772739,48.9407071886338,51.02035179574315,47.90088488507913,12.43753247303448,8668.554066033477,17.77777777777783,2.8147288393095176,0.0,3.062184062625262,0.04990439923705781,2.2158190301168292,8618.64966679642,13891.872595932598,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19366.530972549514,17.788665740728835,0.0,6.883603318917176,-0.9726337239450144,2.8,9.236100170605994,4100.474003194071,-1752.5619885821086,671.5513086130734,-5624.60497997217,0.0,0.0,1225.3192850586709,0.0,7.0,0.28794623227996397,0.0,0.0,2.1000120936227034,461.9972995555555,-168.7943679259072,0.2323605893419813,8.36392094260364,0.0028713821316489253,-98.88747346633313,1.2311587756191271,0.3388882794906691,-1803.564880337111,51.00289175500213,0.16288370665089466,805.0059744384149,-133.4546658253416
2025-01-01 01:00:00,4.018562859954995,2.6404891440164207,0.0,4.018562859954996,2.6404891440164207,0.0,0.01902526512422888,0.0,0.7482645393997945,3.2512730554309726,0.0,0.0,0.0,0.5403742176186312,2.100114926397789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.004203247669956139,0.0,0.014822017454272744,0.0,0.027765582574952506,0.0,0.6799150558151558,0.5099362918613667,0.0,0.0,36.121338314290206,51.66666666666668,46.10666666666668,0.0,50.804381774711935,0.0,0.0,0.0,36.121338314290206,48.75766313413232,50.804381774711935,47.734303813842516,12.43753247303448,8895.673907645534,17.77777777777783,2.7647427422914808,0.0,3.199452400957845,0.0518206544731273,2.329334946852682,8843.853253172407,13709.891276130827,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19349.41104783822,17.787991441765868,0.0,7.1745739382806555,0.7828837679145539,2.5,9.236100170605994,4238.194551369297,-1529.1325225351288,182.46150451426254,-5664.159423618529,0.0,0.0,1181.6930501725183,0.0,7.0,0.28406583739907715,0.0,0.0,2.071712101247839,461.9972995555555,-175.01298283022544,0.2312466647148509,8.347575961923344,0.0028572918932251393,-66.5408137190623,1.2312318629442383,0.2659725913217934,-1576.5708669449061,47.43834440977734,0.11989697174817392,289.57441363529466,-107.11290912103208
2025-01-01 02:00:00,4.264805483761417,2.7997911139221445,0.0,4.264805483761417,2.7997911139221445,0.0,0.018931028864301626,0.0,0.7457757734422537,3.5000986814548614,0.0,0.0,0.0,0.5389507109575228,2.260840402964621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.004203247669956139,0.0,0.014727781194345488,0.0,0.027174825498889686,0.0,0.6790576597800799,0.5092932448350598,0.0,0.0,35.90827592453646,51.66666666666668,46.10666666666668,0.0,50.58987748236327,0.0,0.0,0.0,35.90827592453646,48.57569707383657,50.58987748236327,47.56860686957323,12.43753247303448,9192.8175097724,17.77777777777783,2.658072670182376,0.0,3.4443440514887156,0.05575462996614582,2.530483856389511,9137.062879806252,13185.09023811752,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19302.22750296177,17.78794613956776,0.0,7.65770449838295,0.892330908738251,1.6500000000000001,9.236100170605994,4225.899354676497,-1402.9772507047862,-28.24608954984777,-6040.229151307058,0.0,0.0,1242.9256930161719,0.0,7.965999999999999,0.28582025706746184,0.0,0.0,2.0845072070970283,525.7529268942222,-169.61469680501705,0.23103295694887002,8.344426264074775,0.0028546309883070134,42.72130200283262,1.2312340313661438,0.18485795992107554,-1446.4282801963998,43.451029491613475,0.07296514421414908,79.52889735520152,-107.77498690504929
2025-01-01 03:00:00,4.28034587845943,2.809867685474722,0.0,4.28034587845943,2.809867685474722,0.0,0.018703826287547243,0.0,0.7447351605958514,3.516906891576032,0.0,0.0,0.0,0.5381702513227211,2.271697434152001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.003976045093201754,0.0,0.014727781194345488,0.0,0.027174825498889686,0.0,0.6790576597800799,0.5092932448350598,0.0,0.0,35.69644711878393,51.66666666666668,46.10666666666668,0.0,50.376830416446985,0.0,0.0,0.0,35.69644711878393,48.39480447283689,50.376830416446985,47.40379150103184,12.43753247303448,9248.676662663309,17.77777777777783,2.661213427567055,0.0,3.4607732845473707,0.05613360702866103,2.5515235058865584,9192.543055634647,13292.23777818263,0.0,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19303.00325524413,17.78792821809743,0.0,7.510268238448465,0.5881153718568797,1.6500000000000001,9.236100170605994,4217.346024013636,-1642.5306178263688,36.16519332393487,-6107.404184558252,0.0,0.0,1243.9018644765708,0.0,8.0,0.28907030351298596,0.0,0.0,2.108210024065303,527.9969137777778,-167.8283185679904,0.23147350451724472,8.350792319711895,0.0028600961809477185,-64.9756894706152,1.2312300473039353,0.22618120655748145,-1689.5487752808174,47.01815745444825,0.09439620844375053,152.31143939307373,-116.14624606913885
2025-01-01 04:00:00,5.953877789238307,3.2369588403792275,0.0,5.953877789238307,3.236958840379227,0.0,0.01881152487032125,1.0083453494074075,0.7559051994152204,4.163315715545358,0.007499999999999999,0.0,0.0,0.5455350540211401,2.689236286358087,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.003976045093201754,0.0,0.014835479777119496,0.0,0.028525127387033274,0.0,0.6899180095577074,0.5174385071682804,1008.3453494074075,0.18333333333333332,37.87139670930416,51.66666666666668,46.10666666666668,0.0,51.120334584537304,0.11694976690925074,309.603319224655,1008.3453494074075,37.87139670930416,50.27800244352374,51.120334584537304,49.85683637301697,12.43753247303448,10055.019685923038,17.77777777777783,2.487935279446383,0.0,4.023328328982269,0.06498738656308921,2.8629589025582596,9990.03229935995,12612.324724633696,0.0,0.0,23.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,19222.168257338148,17.78807728230008,0.0,7.261645414448986,0.7022285549177402,0.55,9.236100170605994,4247.792810568156,-1581.4185718929918,-59.42431329558785,-6834.572265423708,0.0,0.0,1190.6637500556133,0.0,7.034000000000001,0.300417709502064,0.0,0.0,2.190967452838121,464.24128643911104,-163.31835998678727,0.22983957143935613,8.325140675046717,0.002841181961968019,36.02878497078738,1.2306656999018586,0.20380197518289084,-1631.0695497504016,49.65097785740979,0.08648610097339708,55.38525513317427,-114.80956842876212
2025-01-01 05:00:00,5.464644203503824,3.421196823092156,0.0,5.464644203503824,3.421196823092156,0.0,0.021736266266208816,0.0,0.9911798827867325,4.444228054450884,0.007499999999999999,0.0,0.0,0.5483215911351367,2.8706877319570197,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.22839453050251343,0.0,0.004430450246710526,0.0,0.017305816019498287,0.0,0.0316898974373698,0.0,0.6936333923763696,0.520225044282277,0.0,0.0,38.56883560755089,51.66666666666668,46.10666666666668,0.0,51.571033240550946,0.27492515684335117,745.2463329028974,0.0,38.56883560755089,50.946408359895194,51.571033240550946,50.63409591956733,12.43753247303448,10410.467700079023,17.77777777777783,2.383427352851291,0.0,4.299446475449333,0.06978157900154984,3.085156392246597,10340.686121077475,12124.748163880668,0.0,0.0,23.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,19178.026762242298,17.7903749485158,0.0,7.344866005615188,-0.25170432212189586,-0.25000000000000006,9.236100170605994,4327.430264330646,-1683.644141573591,-98.52996053181775,-7298.296641510929,0.0,0.0,1376.664559273447,0.0,7.215999999999999,0.30698244893802307,0.0,0.0,2.238844558566638,476.2532162275555,-161.40535351089576,0.23191871891507068,8.354544517609297,0.0028688645616801304,76.31559157775386,1.2300178271123587,0.17946035433815846,-1732.3108614806706,48.66671990707968,0.06708365566912301,37.90228130205196,-136.4322418338697
2025-01-01 06:00:00,16.12354167008179,8.855173792486308,0.0,16.12354167008179,8.855173792486308,0.0,0.04188522128869397,1.833355180740741,1.4742008796682307,12.766600388384123,0.007499999999999999,0.0,0.0,0.6065770927990383,8.246409199687271,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.1932955013052409,0.02754311720171916,0.03954328816328407,0.029657466122463037,0.45678906100502686,0.0,0.00499845668859649,0.0,0.03688676460009748,0.0,0.05207101656153707,0.0,0.7325020126331417,0.5493765094748562,1833.355180740741,0.3333333333333333,33.789635308470864,51.66666666666668,46.10666666666668,0.0,51.28466685508109,0.4568236515304649,1235.2524882549717,1833.355180740741,33.789635308470864,49.80309172759913,51.285920358889534,49.06105066004971,12.43753247303448,19309.531654467908,21.111111111111143,1.6175406478406673,0.0,5.546539921429038,0.10479058333333337,4.0,19204.741071134573,12089.471187512821,7.115269883621752,0.0,23.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,19380.525782906985,20.840576339192822,-0.15852035720425903,6.955158999190535,-0.504714413992479,0.3,9.236100170605994,11706.699562950456,-1810.4411835645296,-24.711812811546913,-9047.851590094988,0.0,0.0,1729.6000858553061,0.0,8.0,0.3348240525605852,0.0,0.0,2.441895329018752,527.9969137777778,-284.5805872777706,0.1916684961331557,9.751942354322916,0.0028631634055338,-52.658845155468185,1.2172684999852128,0.21374319070307632,-1864.591691235244,54.15050767071431,0.08635819471305481,94.50020283019282,-119.21201564173973
2025-01-01 07:00:00,12.095768228911403,6.937941052914885,0.0,12.095768228911403,6.937941052914886,0.0,0.04147710580932863,1.3750163855555557,0.8289825406950635,9.835292196851457,0.014999999999999998,0.0,0.0,0.5805948948669226,6.352971158047963,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004657652823464912,0.0,0.036819452985863727,0.0,0.05485601420583322,0.0,0.7325020126331417,0.5493765094748562,1375.0163855555556,0.25,34.16935707866635,51.66666666666668,46.10666666666668,0.0,51.48379788568775,0.4148251232838725,1126.5789324562124,1375.0163855555556,34.16935707866635,50.44195449798467,51.48379788568775,49.921032804133134,12.43753247303448,15836.11048675084,21.111111111111143,1.621271626479175,0.0,5.392849878043217,0.10479058333333337,4.0,15731.319903417507,11468.668167942602,4.262651735474905,0.0,23.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,19335.419191343586,21.12271659837653,0.0,6.821406438089929,-0.7586987811979929,-0.55,9.236100170605994,7005.075356656089,-2055.880307454629,-101.46644543475149,-9900.750685092162,0.0,0.0,1283.4257920591833,3.3004968614976358,7.034000000000001,0.3465165308020948,0.0,0.0,2.5271693939619495,464.24128643911104,-213.71023706177004,0.18743392700192432,9.868897252040899,0.0028525866980832278,-5.5978473204247825,1.2161010593443433,0.2169480591492415,-2115.5604726145193,59.68016515989067,0.08349196702982807,20.074230881413005,-121.54067631616451
2025-01-01 08:00:00,11.615915461176145,7.345323387546158,0.0,11.615915461176145,7.345323387546157,0.0,0.07729516913988795,0.18333551807407408,0.9807097686035376,10.359575005358645,0.014999999999999998,0.0,0.0,0.6493239902814859,6.691624397264673,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0035216399396929823,0.0,0.07377352920019495,0.0,0.11494444822822285,0.0,0.823100193672824,0.6173251452546179,183.3355180740741,0.03333333333333333,32.7264053133024,51.66666666666668,46.10666666666668,0.0,51.47435841908874,0.27631101623895354,753.8566027274884,183.3355180740741,32.7264053133024,49.191721172797834,51.47435841908874,48.05040254965239,12.43753247303448,15829.288950536033,21.111111111111143,1.5344642778283886,0.0,5.199299409380998,0.10479058333333337,4.0,15724.498367202701,10819.013354558387,4.905485012644314,0.0,23.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,19272.825390167112,21.125270420595143,0.0,6.330066512257215,-1.188132810374001,-1.4,9.236100170605994,6528.915372661213,-2299.495128832945,-88.55079386997086,-10596.568250885328,0.0,0.0,1433.7413911694389,185.32444865600326,6.566,0.35585754569211203,0.0,0.0,2.5952940715464554,433.3534669831111,-137.54671815893238,0.1889131906649801,9.897990047912002,0.0028742950507308403,272.936607812123,1.216645778522777,0.2315829613623258,-2366.5570655933675,67.06193676042258,0.08807070549590758,37.18053426137251,-125.73132813134336
2025-01-01 09:00:00,12.737142594772427,6.754348074251084,0.0,12.737142594772429,6.754348074251084,0.0,0.07843097499393616,2.200026216888889,0.9990232379614851,9.444662164928117,0.014999999999999998,0.0,0.0,0.6493239902814859,6.100649083969598,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0028400322094298243,0.0,0.07559094278450633,0.0,0.13325791758617023,0.0,0.823100193672824,0.6173251452546179,2200.026216888889,0.4,34.01971317486414,51.66666666666668,46.10666666666668,0.0,51.368017074495164,0.6159178924596069,1667.0947958250654,2200.026216888889,34.01971317486414,50.30394093374878,51.36962627510173,49.77029366276903,12.43753247303448,15032.801902350764,21.111111111111143,1.611930246698061,0.0,5.164795093977309,0.10479058333333337,3.987545525209985,14928.011319017432,10827.934831399956,4.100076487617475,0.0,23.888888888888914,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,19322.47645627369,21.125547390773352,0.0,6.274220891940785,-1.1701707588807115,-0.85,9.236100170605994,6171.596452921731,-2087.0796413082144,-34.53163490442062,-10164.691831561497,0.0,0.0,1335.5793538374346,558.7118349534218,4.784000000000001,0.35025463514960625,0.0,0.0,2.5544316514842675,315.7421544391111,-32.09297170497292,0.19297927069692292,9.969479058629803,0.002935029763155869,480.1284852658539,1.2172106356430084,0.22887721421866655,-2154.6750617318144,67.59542042359978,0.09158424220750674,40.91379567296319,-75.44543057738382
