Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.728672997601075,2.4357267732767056,0.0,0.06214454996001792,0.040595446221278426,0.0,0.0236336253317805,0.0,0.8001821083295063,2.9048572639397885,0.0,0.0,0.0,0.559374342998795,1.8763524302779104,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.43632269064274,51.666666666666686,46.10666666666668,0.0,51.12701526847247,0.0,0.0,0.0,36.43632269064274,49.031055080171654,51.12701526847247,47.98307498602124,12.43753247303448,HP On,8193.203651690354,17.77777777777783,2.8616611433546626,0.0,2.8406600237791446,0.06419724016064426,2.0332567646218465,8129.006411529709,13891.254851643738,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19365.14416021757,17.792479721863604,0.0,6.544505282993721,-2.6409176874284648,2.8,9.236100170605994,3666.8717364850227,-1592.864393925782,1054.2935999372464,-5626.856157145796,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.2879881985040951,0.0,0.0,2.100318156242455,461.9972995555555,-135.994235233084,0.23228335980924988,8.352416152907407,0.0028794013602633484,-106.24403438243675,1.2276104364300409,0.33786575030873,-1648.7555438231873,55.89114989740554,0.17035361270384328,1207.928298692918,-153.63469875567148
2025-01-01 00:01:00,3.8406321722364085,2.50804525584958,0.0,0.06401053620394014,0.04180075426415966,0.0,0.0236336253317805,0.0,0.8001821083295063,3.016816438575122,0.0,0.0,0.0,0.559374342998795,1.9486709128507849,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.43705820970327,51.666666666666686,46.10666666666668,0.0,51.12339199452904,0.0,0.0,0.0,36.43705820970327,49.02798696059381,51.12339199452904,47.9802844436262,12.43753247303448,HP On,8462.56966477542,17.77777777777783,2.834100428517646,0.0,2.9691685043668286,0.047647934208293385,2.1398069688434522,8414.921730567126,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.82357789031,17.788758982679855,0.0,6.57326470963624,-2.559365974778945,2.8,9.236100170605994,3931.9935765301634,-1606.2999595121726,1030.4932551704946,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-142.43455737683766,0.23299349550531348,8.37314340564187,0.0028791155766588745,-105.91424585689944,1.2312124032260359,0.33795260954645434,-1661.8458233941212,55.545863881948556,0.16999817877246623,1187.340646440905,-156.84739127041018
2025-01-01 00:02:00,3.8477714808387242,2.5126567936393194,0.0,0.06412952468064541,0.04187761322732199,0.0,0.0236336253317805,0.0,0.8001821083295063,3.023955747177437,0.0,0.0,0.0,0.559374342998795,1.9532824506405244,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.43346453936478,51.666666666666686,46.10666666666668,0.0,51.119768741214294,0.0,0.0,0.0,36.43346453936478,49.02491877908161,51.119768741214294,47.977493798015274,12.43753247303448,HP On,8477.651909356011,17.77777777777783,2.8327061645088745,0.0,2.9757613455946696,0.048194401582766916,2.1452306122272686,8429.457507773244,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.596628825326,17.788758982679855,0.0,6.600104857024054,-2.4809577389085744,2.8,9.236100170605994,3940.2803646139564,-1618.953227249759,1009.3211149325017,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-149.23001387363502,0.2329706135139742,8.373251747871445,0.0028788315136231086,-105.6542167877183,1.2312126142324475,0.3380336520414462,-1674.06828850785,55.11506125809091,0.16965574318749213,1167.612968359587,-158.29185342708533
2025-01-01 00:03:00,3.854601786063143,2.517068734964793,0.0,0.06424336310105239,0.041951145582746555,0.0,0.0236336253317805,0.0,0.8001821083295063,3.030786052401856,0.0,0.0,0.0,0.559374342998795,1.9576943919659981,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.42987122579556,51.666666666666686,46.10666666666668,0.0,51.11614589993077,0.0,0.0,0.0,36.42987122579556,49.02185090017433,51.11614589993077,47.97470340029611,12.43753247303448,HP On,8492.56916021746,17.77777777777783,2.831287120397778,0.0,2.982483220124017,0.04830283227783931,2.1507561344183825,8444.26632793962,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.534616116365,17.788758982679855,0.0,6.625177798229165,-2.4052376668381696,2.8,9.236100170605994,3948.389506843122,-1630.8921271511267,989.075135537607,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-156.03812250591955,0.23294778768317964,8.372725812320365,0.002878548148036394,-105.39482615791448,1.2312128247209746,0.3381093409960062,-1685.4910377271456,54.598910576019016,0.16932439041233524,1148.6236034965705,-159.5484679589634
2025-01-01 00:04:00,3.8601923966858136,2.520679912683852,0.0,0.06433653994476356,0.0420113318780642,0.0,0.0236336253317805,0.0,0.8001821083295063,3.0363766630245266,0.0,0.0,0.0,0.559374342998795,1.961305569685057,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.42627826902375,51.666666666666686,46.10666666666668,0.0,51.11252347062904,0.0,0.0,0.0,36.42627826902375,49.018783323841916,51.11252347062904,47.97191325044835,12.43753247303448,HP On,8504.764692112713,17.77777777777783,2.830128504655453,0.0,2.987980360492601,0.04839630253192575,2.1552717007771616,8456.368389580786,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.54771661952,17.788758982679855,0.0,6.648614866431818,-2.3319178845047484,2.8,9.236100170605994,3956.3652071697743,-1641.8851116808164,970.0746174319074,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-160.25795407452003,0.23292501787512326,8.372201120809212,0.0028782654781860737,-105.13607239973462,1.2312130346928871,0.33818007633975494,-1696.172910676183,54.28779899536645,0.16900292226454744,1130.2943708628015,-160.2197534308941
2025-01-01 00:05:00,3.8643555457401586,2.5233690413177094,0.0,0.06440592576233597,0.04205615068862849,0.0,0.0236336253317805,0.0,0.8001821083295063,3.0405398120788716,0.0,0.0,0.0,0.559374342998795,1.9639946983189145,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.42268566885243,51.666666666666686,46.10666666666668,0.0,51.108901453259676,0.0,0.0,0.0,36.42268566885243,49.01571605005433,51.108901453259676,47.96912334845166,12.43753247303448,HP On,8513.839208065729,17.77777777777783,2.829267183902127,0.0,2.992072150067991,0.04846766201088039,2.1586309920865703,8465.371546054848,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.486001081987,17.788758982679852,0.0,6.670548424375783,-2.2607195967681086,2.8,9.236100170605994,3964.264363747685,-1652.2146030481022,952.1053038431917,-5624.660008041964,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.2879472583049785,0.0,0.0,2.1000195764951894,461.9972995555555,-161.43331344962886,0.23290230395233683,8.372313337002659,0.002877983502363696,-104.87795394927585,1.231213244149454,0.3382462605443399,-1706.1733778324742,53.95877478437194,0.16869016945973875,1112.550417670516,-160.4451138273243
2025-01-01 00:06:00,3.8682880569718927,2.525909192635421,0.0,0.06447146761619821,0.04209848654392368,0.0,0.0236336253317805,0.0,0.8001821083295063,3.044472323310606,0.0,0.0,0.0,0.559374342998795,1.966534849636626,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.41909342536601,51.666666666666686,46.10666666666668,0.0,51.10527984777326,0.0,0.0,0.0,36.41909342536601,49.01264907878155,51.10527984777326,47.966333694285694,12.43753247303448,HP On,8522.411782918409,17.77777777777783,2.8284536119283965,0.0,2.995941173388829,0.048531149921777324,2.161805934330092,8473.880632996632,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.42443153847,17.788758982679855,0.0,6.691085402098888,-2.1914086954801872,2.8,9.236100170605994,3972.107119717173,-1661.8887635016126,935.0341453924242,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-162.16313233281593,0.23287964577768902,8.371791160331778,0.002877702218865006,-104.6204692464772,1.2312134530919387,0.33830821885021556,-1715.540453487002,53.65168998538929,0.1683851493785133,1095.3289583329442,-160.29481294052007
2025-01-01 00:07:00,3.872066446212979,2.528349790981872,0.0,0.0645344407702163,0.0421391631830312,0.0,0.0236336253317805,0.0,0.8001821083295063,3.048250712551692,0.0,0.0,0.0,0.559374342998795,1.968975447983077,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.41550153856447,51.666666666666686,46.10666666666668,0.0,51.10165865412038,0.0,0.0,0.0,36.41550153856447,49.00958240999353,51.10165865412038,47.96354428793011,12.43753247303448,HP On,8530.645067120677,17.77777777777783,2.827672661537304,0.0,2.9996587846083984,0.04859192794329409,2.1648552903052076,8482.053139177382,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.43798665929,17.788758982679855,0.0,6.710324595096315,-2.1237857729289527,2.8,9.236100170605994,3979.884536960177,-1670.951722067639,918.7443925261894,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-162.61899929208204,0.23285704321438502,8.371270219139483,0.0028774216259899355,-104.36361673510848,1.231213661521603,0.33836625155808425,-1724.3185557399108,53.36683367227195,0.1680870242231196,1078.5765893665632,-159.83219684037385
2025-01-01 00:08:00,3.8757783122928604,2.530747419611103,0.0,0.06459630520488101,0.04217912366018505,0.0,0.0236336253317805,0.0,0.8001821083295063,3.051962578631574,0.0,0.0,0.0,0.559374342998795,1.971373076612308,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.411910008391565,51.666666666666686,46.10666666666668,0.0,51.09803787225162,0.0,0.0,0.0,36.411910008391565,49.00651604366025,51.09803787225162,47.960755129364564,12.43753247303448,HP On,8538.730335076962,17.77777777777783,2.8269061443200543,0.0,3.003311239334343,0.048651339297230825,2.1678499278428878,8490.078995779731,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.376712241476,17.788758982679855,0.0,6.728356039001777,-2.057681565247233,2.8,9.236100170605994,3987.5858767527316,-1679.447141830632,903.1358754894654,-5624.660008041967,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.28794725830497864,0.0,0.0,2.1000195764951903,461.9972995555555,-163.00292745581208,0.2328344961259654,8.370750510611831,0.0028771417220425912,-104.10739486276319,1.2312138694397052,0.33842063220226914,-1732.5482041871846,53.10106235655261,0.16779508256136916,1062.248002866987,-159.11212737752163
2025-01-01 00:09:00,3.879461490169085,2.533126517491398,0.0,0.06465769150281808,0.0422187752915233,0.0,0.0236336253317805,0.0,0.8001821083295063,3.055645756507798,0.0,0.0,0.0,0.559374342998795,1.973752174492603,0.0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004544051535087718,0.0,On,0.019089573796692783,0,On,0.05434965099777937,0,On,0.7042079434756384,0.5281559576067286,On,Off,0.0,0.0,36.408318834734786,51.666666666666686,46.10666666666668,0.0,51.094417502117594,0.0,0.0,0.0,36.408318834734786,49.003449979751665,51.094417502117594,47.95796621856871,12.43753247303448,HP On,8546.749927894116,17.77777777777783,2.8261462536416655,0.0,3.0069355948002867,0.048710161707511225,2.170820280176655,8498.039766186605,13891.857493686233,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,19367.31558281279,17.788758982679852,0.0,6.745262049962374,-1.9929527833763825,2.8,9.236100170605994,3995.199556202425,-1687.4130997238185,888.1229283620908,-5624.660008041964,-0.0,-0.0,1236.5184771735476,0.0,7.0,0.2879472583049785,0.0,0.0,2.1000195764951894,461.9972995555555,-163.40884082327426,0.23281200437630561,8.370867838937823,0.002876862505331246,-103.85180208084697,1.231214076847501,0.3384716107413078,-1740.2664796267165,52.85337990289795,0.1675087222719591,1046.3048260687558,-158.18189770666507
