Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 05:56:00,1.358317831214883,0.43553291742967226,0.5508125,0.02263863052024805,0.0072588819571612045,0.009180208333333334,0.10990265399356713,0.6058005938879825,0.6426145833333333,0.0,0.5508125,0.0,0.43553291742967226,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.019652370476973685,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,77.71464412203575,51.666666666666686,46.10666666666668,0.0,48.64921232971557,0.0,0.0,0.0,121.42913144068085,48.473423619768695,48.64921232971557,48.38552926479527,12.43753247303448,19.51757156737813,0.0,0.7366121817281066,1.342952721574419,-0.6186328231854047,0.6,9.236100170605994,6715.704042811822,-2280.4163133935326,-683.8016922637689,-121.41893114886206,-2855.2245507244897,-0.0,-0.0,1007.3711132769773,0.0,5.0,0.11498829918981773,0.0,0,1.6772354825531472,329.99807111111113,-99.71346405118793,0.22506173559313,9.422845298472016,0.0031030655094984676,-33.603134295115225,1.2225860835969862,0,0,87.24728440934155,0.7249112727551998,-706.9151099463768,23.113417682607803,0.004483766734054463,7.171947722891861,-128.59087887175392
2025-01-01 05:57:00,1.358317831214883,0.43553291742967226,0.5508125,0.02263863052024805,0.0072588819571612045,0.009180208333333334,0.10990265399356713,0.6058005938879825,0.6426145833333333,0.0,0.5508125,0.0,0.43553291742967226,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.019652370476973685,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,77.35743250936058,51.666666666666686,46.10666666666668,0.0,48.63618809814875,0.0,0.0,0.0,120.8709882958759,48.46131514201963,48.63618809814875,48.373878663955075,12.43753247303448,19.63855357317935,0.0,0.7366052990094543,1.3540853782091797,-0.6237261023321816,0.6,9.236100170605994,6682.120792420255,-2282.5468428333834,-694.4425357140968,-120.63394749962302,-2883.9705731253716,-0.0,-0.0,1007.3711132769773,0.0,5.0,0.11540792722348081,0.0,0,1.683356235990607,329.99807111111113,-104.55069204187338,0.22336292543005964,9.477850594747576,0.0031028839898411625,-34.63540137181717,1.2220810373712336,0,0,87.47432479865503,0.7249112727551998,-717.5077667338502,23.06523101975332,0.004483766734054463,7.201922897598952,-127.83587039722197
2025-01-01 05:58:00,0.7157032478815496,0.43553291742967226,0.0,0.011928387464692493,0.0072588819571612045,0.0,0.10990265399356713,0.6058005938879825,0.0,0.0,0.0,0.0,0.43553291742967226,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.019652370476973685,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,77.00928308712375,51.666666666666686,46.10666666666668,0.0,48.62322378431249,0.0,0.0,0.0,120.32700482363084,48.44926232030441,48.62322378431249,48.36228158830038,12.43753247303448,19.756214179042175,0.0,0.7365988460035119,1.3643833191340442,-0.6285600312907049,0.6,9.236100170605994,-2013.8128561975786,-7177.934305180688,-704.2849091149483,-119.87650188916956,-2912.0377857804833,-0.0,-0.0,1007.3711132769773,0.0,5.0,0.11581534055133864,0.0,0,1.6892988240135864,329.99807111111113,-109.14618369407246,0.22172379277893045,9.530969950038765,0.0031026968166939506,-35.63309835866026,1.2215902645374077,0,0,87.68442585302226,0.7249112727551998,-727.3061964720104,23.02128735706214,0.004483766734054463,7.230371733972884,-127.10687362314245
2025-01-01 05:59:00,0.7157032478815496,0.43553291742967226,0.0,0.011928387464692493,0.0072588819571612045,0.0,0.10990265399356713,0.6058005938879825,0.0,0.0,0.0,0.0,0.43553291742967226,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03313618920599007,0.024852141904492545,On,0.0,0,Off,0.019652370476973685,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,77.32936380154565,51.666666666666686,46.10666666666668,0.0,48.61031787737827,0.0,0.0,0.0,120.82713093991508,48.43726374267125,48.61031787737827,48.35073667531774,12.43753247303448,19.624900177545666,0.0,0.5975078085322283,1.3739087122041234,-0.6331447879490998,0.6,9.236100170605994,-1975.3548431242461,-2280.03750792361,-713.3883018410241,-119.14626325947535,-2880.720682999034,-0.0,-0.0,1007.3711132769773,0.0,5.0,0.11536060651823565,0.0,0,1.682666009537517,329.99807111111113,-102.00527340218903,0.22352522467252806,9.471212442984527,0.00310250417453044,-34.37116773695594,1.222138308335504,0,0,90.59495746843973,0.7249112727551998,-736.3695515064303,22.98124966540611,0.004483766734054463,7.257354131337037,-126.40361739081239
2025-01-01 06:00:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,77.63861891777525,51.666666666666686,46.10666666666668,0.0,48.59735912250795,0.0,0.0,0.0,121.31034205902382,48.42521529425437,48.59735912250795,48.33914338012758,12.43753247303448,19.49757057353308,0.0,0.6,1.3827190633201745,-0.6374903786949476,0.6,9.236100170605994,-1957.042201321075,-2455.19160060138,-721.8077399534277,-118.44280662658834,-2850.4832997425065,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11491885539021351,0.0,0,1.6762225655384582,307.8882003466667,-96.18057816796914,0.22528783023411214,9.4128081277509,0.0031023184380322786,-50.307978419833134,1.2226701919904033,0,0,90.51015539472596,0.7249112727551998,-744.7525483607537,22.944808407325986,0.004483766734054463,7.282928979692783,-125.72573560628112
2025-01-01 06:01:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,77.93895434205919,51.666666666666686,46.10666666666668,0.0,48.58434932349201,0.0,0.0,0.0,121.77961615946748,48.41311866175667,48.58434932349201,48.327503330888995,12.43753247303448,19.37351678457743,0.0,0.5974274948506872,1.3908675654965181,-0.6416066101372015,0.6,9.236100170605994,-1922.0873491546831,-2274.7366368014127,-729.5941230367564,-117.76562971880094,-2821.1467097206087,-0.0,-0.0,989.6216765894007,0.0,4.665,0.1144876926991682,0.0,0,1.669933565968332,307.8882003466667,-90.56231602347523,0.2270135472941163,9.355886656931997,0.0031020466997255785,-49.07983869570511,1.2231889041237591,0,0,90.58101707561819,0.7249112727551998,-752.5057998727497,22.91167683599324,0.004483766734054463,7.3071539932961445,-125.07278371209708
2025-01-01 06:02:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,78.22942228010434,51.666666666666686,46.10666666666668,0.0,48.57128996675192,0.0,0.0,0.0,122.23347231266304,48.400975234927685,48.57128996675192,48.31581786901557,12.43753247303448,19.253093417764354,0.0,0.6,1.3984034195958708,-0.6455030664572502,0.6,9.236100170605994,-1888.4110174895227,-2453.7616837502296,-736.7945321427884,-117.11416785280747,-2792.784900718972,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11406841032879873,0.0,0,1.6638178544242228,307.8882003466667,-85.24779335995157,0.2287029366679401,9.3008079962595,0.003101781707631432,-47.88598811969392,1.2236928580881445,0,0,90.67176788881105,0.7249112727551998,-759.6761203716027,22.88158822881424,0.004483766734054463,7.330085577363341,-124.4442534301708
2025-01-01 06:03:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,78.5104486380113,51.666666666666686,46.10666666666668,0.0,48.558182696459156,0.0,0.0,0.0,122.67257599689265,48.38878655118986,48.558182696459156,48.304088478555215,12.43753247303448,19.136143291983586,0.0,0.5974229014548256,1.4053721314122094,-0.6491890916033758,0.6,9.236100170605994,-1855.9392016300412,-2273.5860714527075,-743.45251382014,-116.48780697179278,-2765.350944088033,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11366052115119556,0.0,0,1.6578683255900226,307.8882003466667,-80.20993413140884,0.2303570935896438,9.246842461609642,0.0031015232678581026,-46.72502494826112,1.2241826753284861,0,0,90.79419176892307,0.7249112727551998,-766.3068083504988,22.854294530358832,0.004483766734054463,7.3517787232808915,-123.83958569507367
2025-01-01 06:04:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,78.78243471078258,51.666666666666686,46.10666666666668,0.0,48.54502908582466,0.0,0.0,0.0,123.09755423559778,48.37655408160653,48.54502908582466,48.29231657949746,12.43753247303448,19.02251833135965,0.0,0.6,1.4118157869667267,-0.6526737756566093,0.6,9.236100170605994,-1824.6121664911489,-2453.316743320403,-749.6083430076308,-115.88589481128555,-2738.8008732415246,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11326356499079894,0.0,0,1.6520782672803835,307.8882003466667,-75.43296983902505,0.23197707005604956,9.194572010053895,0.003101271194680408,-45.59562494895299,1.2246589422065373,0,0,90.8527657728902,0.7249112727551998,-772.4379084090938,22.82956540146296,0.004483766734054463,7.372286928365389,-123.25818173965094
2025-01-01 06:05:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,79.04575972848866,51.666666666666686,46.10666666666668,0.0,48.531830641198475,0.0,0.0,0.0,123.50899957576354,48.36427923471647,48.531830641198475,48.280503531475475,12.43753247303448,18.91207862034325,-0.032365824101205476,0.5974177570819453,1.4177733076068364,-0.6559659447709213,0.6,9.236100170605994,-1794.3732167438252,-2272.9943046013664,-755.2992667899903,-115.30775043546926,-2713.093387140817,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11287710574631894,0.0,0,1.6464413184606383,307.8882003466667,-70.90150619240893,0.23356388107675977,9.143282181444595,0.003101025310075444,-44.496533384876145,1.2251222136796525,0,0,90.93262377173339,0.7249112727551998,-778.1064539787045,22.807187188714213,0.004483766734054463,7.391662136659095,-122.69941257212835
2025-01-01 06:06:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,79.30078238356315,51.666666666666686,46.10666666666668,0.0,48.51858880574549,0.0,0.0,0.0,123.9074724743174,48.35196335997184,48.51858880574549,48.268650637085024,12.43753247303448,18.80469183782408,-0.1397526066203767,0.6,1.42328068635421,-0.6590741541676569,0.6,9.236100170605994,-1765.1694309002505,-2453.1289176427063,-760.5597304053649,-114.75267240713904,-2688.189650911648,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11250072978980305,0.0,0,1.6409514458953762,307.8882003466667,-66.60145657800285,0.23511850626462893,9.093555462450826,0.0031007854433058183,-43.42656038718887,1.2255730154232836,0,0,90.96400371946103,0.7249112727551998,-783.3466922060652,22.78696180070032,0.004483766734054463,7.409954697700509,-122.16262710483956
2025-01-01 06:07:00,0.7200636819584174,0.43691359197992186,0.0,0.012001061365973623,0.007281893199665364,0.0,0.11242218867010222,0.6076414932883153,0.0,0.0,0.0,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12914.178511111111,Off,0.0,0,79.54784229603078,51.666666666666686,46.10666666666668,0.0,48.50530496286667,0.0,0.0,0.0,124.29350358754809,48.339607750938015,48.50530496286667,48.25675914497369,12.43753247303448,18.700232714434765,-0.24421173000969176,0.5974145954456724,1.4283712068467875,-0.6620066837335123,0.6,9.236100170605994,-1736.9512136820626,-2272.639484427291,-765.4215866647819,-114.21994577663247,-2664.0531086014025,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11213404441047972,0.0,0,1.6356029214501255,307.8882003466667,-62.51978167006061,0.23664189170199051,9.045327854976833,0.003100551430531413,-42.384576480687755,1.2260118458813105,0,0,91.02884609065109,0.7249112727551998,-788.1902922753521,22.768705610570223,0.004483766734054463,7.427213340617393,-121.64715911724987
2025-01-01 06:08:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,79.78726133581254,51.666666666666686,46.10666666666668,0.0,48.491980439376306,0.0,0.0,0.0,124.66759583720709,48.32721364826523,48.491980439376306,48.24483025270969,12.43753247303448,18.59858254268746,-0.34586190175699727,0.6000000000000001,1.433075646132167,-0.6647715358298993,0.6,9.236100170605994,6953.598929272374,2440.5381672334265,-769.9142899182315,-113.70884803187303,-2640.649314273632,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11177667641070582,0.0,0,1.6303903016116463,307.8882003466667,-58.64437735391779,0.23813495159446157,8.998538703330018,0.003100323114448516,-41.369508540164574,1.2264391781173007,0,0,91.04971801551865,0.7249112727551998,-792.6665383648914,22.752248446659955,0.004483766734054463,7.443485161234353,-121.15233319310738
2025-01-01 06:09:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,79.3598296958083,51.666666666666686,46.10666666666668,0.0,48.47861650845903,0.0,0.0,0.0,123.99973389970046,48.31478224245416,48.47861650845903,48.23286510945173,12.43753247303448,18.74540990832463,-0.1990345361198287,0.7364972251696829,1.437422462563036,-0.667376434970835,0.6,9.236100170605994,6911.970847574872,-2278.902184166478,-774.0650756565077,-113.21865418438945,-2674.4811540884207,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11229270023779453,0.0,0,1.6379170976311903,307.8882003466667,-66.44061923663185,0.23593986189238,9.065612706592752,0.0031001003439536825,-42.63676143461423,1.225822427169767,0,0,88.44820596122443,0.7249112727551998,-796.8025084285487,22.737432772040975,0.004483766734054463,7.458815620177157,-120.67746980456661
2025-01-01 06:10:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,78.94439335632806,51.666666666666686,46.10666666666668,0.0,48.4653241942863,0.0,0.0,0.0,123.35061461926259,48.30241743344169,48.4653241942863,48.22096405301938,12.43753247303448,18.887833760127677,-0.05661068431678018,0.7365711660785952,1.4414379718088004,-0.6698288290460176,0.6,9.236100170605994,6872.535257661702,-2284.4954192718333,-777.8991276507376,-112.74864153429752,-2707.462806846354,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11279218263427668,0.0,0,1.6452026180205963,307.8882003466667,-72.89455639186805,0.2338312527044205,9.13079157548217,0.003099870633917562,-43.857605646846864,1.2252247758681825,0,0,88.62592447628506,0.7249112727551998,-800.6232416697497,22.724114019012184,0.004483766734054463,7.47324855007081,-120.22189008436833
2025-01-01 06:11:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,78.54037731961702,51.666666666666686,46.10666666666668,0.0,48.45210149733043,0.0,0.0,0.0,122.71933956190159,48.29011735227722,48.45210149733043,48.209125279750616,12.43753247303448,19.02606650880033,0.0,0.7365661149128655,1.445146514771584,-0.6721358918022772,0.6,9.236100170605994,6834.171971466709,-2286.567574235167,-781.4397367536651,-112.29809385149417,-2739.6284042419006,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11327597071827951,0.0,0,1.6522592189638496,307.8882003466667,-79.09224519131539,0.23180389165608922,9.194209575274002,0.003099634231196407,-45.034343885770326,1.2246452787646238,0,0,88.77039099697741,0.7249112727551998,-804.1518983125594,22.71216155889427,0.004483766734054463,7.4868261701435035,-119.78492002163767
2025-01-01 06:12:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,78.1473179035571,51.666666666666686,46.10666666666668,0.0,48.43894651385798,0.0,0.0,0.0,122.10518422430796,48.27788021959879,48.43894651385798,48.197347072469206,12.43753247303448,19.1602791709215,0.0,0.7365620088446926,1.448570614094202,-0.6743045264095033,0.6,9.236100170605994,6796.924824115515,-2288.0719883465126,-784.7084500038554,-111.8663043331534,-2771.0038218065906,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11374475697916829,0.0,0,1.6590970012080946,307.8882003466667,-84.96397497781868,0.22985335707243687,9.255326521077322,0.0030993913707155272,-46.16887228279829,1.2240831688520593,0,0,88.85518175036472,0.7249112727551998,-807.4099085180895,22.701458514234062,0.004483766734054463,7.499589107212952,-119.36589344036635
2025-01-01 06:13:00,1.3626782652917506,0.43691359197992186,0.5508125,0.022711304421529178,0.007281893199665364,0.009180208333333334,0.11242218867010222,0.6076414932883153,0.6426145833333333,0.0,0.5508125,0.0,0.43691359197992186,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.034977088606322856,0.026232816454742135,On,0.0,0,Off,0.02217190515350877,0.0,On,0.0030626414860383767,0.0,On,0.043593821015277534,0,On,0.043593821015277534,0.0,On,0.02509003731508593,0,On,0.5475743673669065,0.41068077552517973,On,On,10829.088680388153,19.444444444444457,0.8,2727.7044140562916,16.14272313888889,0.6426145833333333,1,12914.178511111111,12914.178511111111,Off,0.0,0,77.76476957652241,51.666666666666686,46.10666666666668,0.0,48.42585741739394,0.0,0.0,0.0,121.50745246331627,48.26570432828932,48.42585741739394,48.18562778373701,12.43753247303448,19.29063607129609,0.0,0.7365595988979994,1.4517311176849643,-0.6763413699232216,0.6,9.236100170605994,6760.74254198517,-2289.2285415311635,-787.7252084383844,-111.45257783164584,-2801.6145514416644,-0.0,-0.0,989.6216765894007,0.0,4.665,0.11419920216253814,0.0,0,1.6657256024813862,307.8882003466667,-90.53552747309077,0.22797550273195175,9.314891687008847,0.0030991422776350066,-47.26300180507131,1.22353771132759,0,0,88.91895714038131,0.7249112727551998,-810.417108947499,22.691900509114713,0.004483766734054463,7.511576421949735,-118.96415425359558
