Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,1.0929800327824604,0.4589734221882414,0.2773998209317438,0.6693708617453009,0.27846631944444444,0.14514285159271514,0.23868541666666668,0.03871440426507711,0.0,51.61915739627686,19.11537888327265,-0.07247384451028514
2025-01-01 01:00:00,1.0581471179295623,0.4579202927085891,0.28658002926507714,0.6479019955219164,0.28917656249999996,0.12106855990764573,0.24786562500000003,0.03871440426507711,0.0,51.32368084487704,19.136487498699143,-0.05904614965625322
2025-01-01 02:00:00,1.0024804118257395,0.44017872182066975,0.23868541666666668,0.6136089787512186,0.27846631944444444,0.1104051136300766,0.23868541666666668,0.0,0.0,51.50319376028911,19.157374148451826,-0.05980717936705228
2025-01-01 03:00:00,0.982364146229377,0.43622325470479706,0.22950520833333335,0.6067210435881488,0.26775607638888893,0.10788702625233906,0.22950520833333335,0.0,0.0,50.64604844036212,19.184587059518957,-0.05123381680011031
2025-01-01 04:00:00,0.9814436965292103,0.43553291742967226,0.22950520833333335,0.6058005938879825,0.26775607638888893,0.10788702625233906,0.22950520833333335,0.0,0.0,49.811646418992154,19.120693763683526,-0.06135214626833001
2025-01-01 05:00:00,1.0477207826037718,0.43553291742967226,0.28458645833333335,0.6058005938879825,0.33201753472222223,0.10990265399356712,0.28458645833333335,0.0,0.0,48.99967738570119,19.118625122945286,-0.06664444690808574
2025-01-01 06:00:00,1.041370973625084,0.43691359197992186,0.27540625,0.6076414932883153,0.32130729166666666,0.11242218867010222,0.27540625,0.0,0.0,48.20943676175473,19.189771383808502,-0.050299970431631695
2025-01-01 07:00:00,1.6149055175196148,0.47820140902820124,0.26678228511809254,1.0772951590218913,0.25704583333333336,0.28056452516439007,0.220325,0.04645728511809253,0.0,50.39386302621283,19.14444111832279,-0.05338197746238252
2025-01-01 08:00:00,2.0138202936156167,0.5918524313127962,0.28658002926507714,1.1543403462320965,0.28917656249999996,0.5703033848835198,0.24786562500000003,0.03871440426507711,0.0,51.41271946646553,19.08788351286146,-0.07020517895076696
2025-01-01 09:00:00,1.7762458859165613,0.5555732108600417,0.2682196125984105,1.0858299960290347,0.26775607638888893,0.42265981349863757,0.22950520833333335,0.03871440426507711,0.0,51.29383159272298,19.159383028489266,-0.05448596296306049
