Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,4.519732904365982,2.894097208448159,0.0,0.07532888173943304,0.048234953474135984,0.0,0.03113500359812086,0.0,0.1549890800792787,4.283608820688583,0.05,0.0,0.0,0.11257591887329722,2.7669379562415286,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6875.718168355589,16.444444444444485,2.3939437584648746,2575.197283565641,3.7069692373552496,0.5766395833333333,1,8874.275868587896,8874.275868587896,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.27725452389966,51.666666666666686,46.10666666666668,0.0,50.79133501703976,0.0,0.0,0.0,23.27725452389966,48.86020951785128,50.79133501703976,47.89464676825704,12.43753247303448,15.878571495261204,-0.0658729491832819,7.147669512633279,-1.312873656294346,2.8,9.236100170605994,5990.592220582906,-1190.95037766854,3915.3302969139604,-1209.6358196444435,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07097030569270664,0.0,0.0,0.5175914234497683,132.0652280586667,14.191426686315793,0.25134599556113235,7.293277633651177,0.0027586908875244427,13.905879318783642,1.2358295197855955,0.6793655510085759,-3849.2639896274754,83.11632839329431,0.7249112727551998,3885.50859353856,29.821703375400496
2025-01-01 00:01:00,4.523318365687608,2.8964131876695873,0.0,0.07538863942812679,0.048273553127826455,0.0,0.03113500359812086,0.0,0.1549890800792787,4.2871942820102085,0.05,0.0,0.0,0.11257591887329722,2.769253935462957,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6874.2606556021,16.444444444444485,2.391090601472865,2574.651393988488,3.710554698676876,0.5766395833333333,1,8872.272466257255,8872.272466257255,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.240958695481556,51.666666666666686,46.10666666666668,0.0,50.789004589985566,0.0,0.0,0.0,23.240958695481556,48.85824945725654,50.789004589985566,47.89287189089203,12.43753247303448,15.928136494396732,-0.01630795004775365,7.206552286124034,-1.0265388077119864,2.8,9.236100170605994,5972.698141673995,-1247.2487614784159,3643.951833604423,-1216.5806227250844,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07110827765053843,0.0,0.0,0.5185976626275945,132.0652280586667,4.699663611535698,0.2512858476633435,7.339827314387608,0.002758728043889313,13.720638105986206,1.2392269972150267,0.6797192773978262,-3903.42794178333,81.52778631642616,0.7249112727551998,3615.0027118191783,28.949121785244767
2025-01-01 00:02:00,4.526793731878989,2.8986580524621726,0.0,0.07544656219798315,0.04831096754103621,0.0,0.03113500359812086,0.0,0.1549890800792787,4.29066964820159,0.05,0.0,0.0,0.11257591887329722,2.771498800255542,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6872.849122686803,16.444444444444485,2.3883307646674496,2574.1227254712317,3.714030064868256,0.5766395833333333,1,8870.332264824701,8870.332264824701,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.205793420839353,51.666666666666686,46.10666666666668,0.0,50.786677487871,0.0,0.0,0.0,23.205793420839353,48.85629245295107,50.786677487871,47.8910999354911,12.43753247303448,15.976099215868322,0.0,7.261740402933464,-0.7602314892209064,2.8,9.236100170605994,5955.240956734816,-1300.0571852900734,3391.632935543689,-1223.3160726739814,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07124168347039028,0.0,0.0,0.5195706006404669,132.0652280586667,-4.610538463449842,0.2505198956927951,7.363126802496232,0.002758764604780314,13.541352763441518,1.2390213962546721,0.6800506418470045,-3954.241638312387,80.06172755108176,0.7249112727551998,3363.4172119982113,28.21572354547781
2025-01-01 00:03:00,4.530164228185068,2.9008351780007184,0.0,0.07550273713641781,0.04834725296667864,0.0,0.03113500359812086,0.0,0.1549890800792787,4.294040144507669,0.05,0.0,0.0,0.11257591887329722,2.773675925794088,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6871.481326748472,16.444444444444485,2.385659558462368,2573.610437983785,3.7174005611743355,0.5766395833333333,1,8868.452181398923,8868.452181398923,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.171702345589054,51.666666666666686,46.10666666666668,0.0,50.78435360844764,0.0,0.0,0.0,23.171702345589054,48.8543384097366,50.78435360844764,47.88933081038108,12.43753247303448,16.022539585261384,0.0,7.313508771272276,-0.5125197589997263,2.8,9.236100170605994,5938.118547830628,-1349.6184256525244,3156.9318681958835,-1229.8519214178505,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07137075585269799,0.0,0.0,0.5205119345890054,132.0652280586667,-13.829302685438478,0.24978081579987996,7.3855576796374836,0.0027588006939236825,13.367699230091,1.238822385609422,0.6803613264996757,-4001.9491118670226,78.72024823071405,0.7249112727551998,3129.399311880684,27.532556315200125
2025-01-01 00:04:00,4.5334343780582,2.9029474861468,0.0,0.07555723963430333,0.048382458102446665,0.0,0.03113500359812086,0.0,0.1549890800792787,4.2973102943808,0.05,0.0,0.0,0.11257591887329722,2.7757882339401694,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6870.155321409135,16.444444444444485,2.3830728998103226,2573.1138025394216,3.720670711047467,0.5766395833333333,1,8866.629540615222,8866.629540615222,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.138636455950365,51.666666666666686,46.10666666666668,0.0,50.78203285456301,0.0,0.0,0.0,23.138636455950365,48.852387237160215,50.78203285456301,47.887564428458816,12.43753247303448,16.067527109579167,0.0,7.3621019923172675,-0.2820787967350633,2.8,9.236100170605994,5924.109355418131,-1396.232447397943,2938.5993794899273,-1236.196595675938,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07149569753754634,0.0,0.0,0.5214231430708861,132.0652280586667,-20.167815500510244,0.24906725283107944,7.407757974944467,0.0027588363259851345,13.199416294476615,1.238629661273874,0.6806528266705175,-4046.767883932476,77.42163399511115,0.7249112727551998,2911.697428961826,26.901950528101104
2025-01-01 00:05:00,4.536611112786128,2.9049994540700057,0.0,0.07561018521310213,0.04841665756783343,0.0,0.03113500359812086,0.0,0.1549890800792787,4.300487029108728,0.05,0.0,0.0,0.11257591887329722,2.777840201863375,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6868.868195441645,16.444444444444485,2.380564851266092,2572.631728781608,3.723847445775395,0.5766395833333333,1,8864.86034088992,8864.86034088992,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.106523934106022,51.666666666666686,46.10666666666668,0.0,50.77971513349697,0.0,0.0,0.0,23.106523934106022,48.85043884889618,50.77971513349697,47.88580070659579,12.43753247303448,16.111163680944124,0.0,7.407738103834101,-0.06767834432802153,2.8,9.236100170605994,5912.819809595809,-1439.992657311123,2735.4686772864743,-1242.3632291036974,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07161680021588852,0.0,0.0,0.5223063534087156,132.0652280586667,-24.003601927583517,0.24837736139277833,7.428589986484633,0.0027588715149570106,13.036128684832684,1.2384427811594871,0.6809264741546471,-4088.892174109338,76.267788016607,0.7249112727551998,2709.1493154278232,26.319361858651135
2025-01-01 00:06:00,4.539700541257043,2.906995027722292,0.0,0.07566167568761738,0.04844991712870486,0.0,0.03113500359812086,0.0,0.1549890800792787,4.303576457579643,0.05,0.0,0.0,0.11257591887329722,2.7798357755156613,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6867.617383045643,16.444444444444485,2.378130178883945,2572.163255728239,3.7269368742463094,0.5766395833333333,1,8863.141055440548,8863.141055440548,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.07530147795335,51.666666666666686,46.10666666666668,0.0,50.77740035902338,0.0,0.0,0.0,23.07530147795335,48.848493164666195,50.77740035902338,47.8840395674876,12.43753247303448,16.153539105470703,0.0,7.450618434048548,0.1318236834321188,2.8,9.236100170605994,5902.523479110162,-1481.1886279849432,2546.4571159009492,-1248.3633967487638,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07173432098080745,0.0,0.0,0.5231634406004021,132.0652280586667,-27.048952372161125,0.24770951526754872,7.449302556914432,0.0027589062738567335,12.877505534589057,1.2382613556106257,0.6811834969936944,-4128.501801404142,75.1499176909592,0.7249112727551998,2520.6760220398596,25.781093861089484
2025-01-01 00:07:00,4.542706697186455,2.9089368126264827,0.0,0.07571177828644092,0.048482280210441375,0.0,0.03113500359812086,0.0,0.1549890800792787,4.306582613509056,0.05,0.0,0.0,0.11257591887329722,2.7817775604198522,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6866.401168465769,16.444444444444485,2.375765327837674,2571.707740768836,3.7299430301757215,0.5766395833333333,1,8861.469325901271,8861.469325901271,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.044926283590023,51.666666666666686,46.10666666666668,0.0,50.775088450640155,0.0,0.0,0.0,23.044926283590023,48.84655010952228,50.775088450640155,47.882280938963355,12.43753247303448,16.19471408795252,0.0,7.490924541157629,0.3174875544659289,2.8,9.236100170605994,5892.709385884306,-1519.8914949876616,2370.5595853729124,-1254.2046738784682,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07184843536322426,0.0,0.0,0.5239956848052805,132.0652280586667,-29.805553888438567,0.2470625710538675,7.469331789324781,0.00275894061484218,12.723320614857423,1.23808512009791,0.6814250016612571,-4165.759205604374,74.15996984787625,0.7249112727551998,2345.2758938819043,25.283691491008273
2025-01-01 00:08:00,4.545632909110601,2.910826958804589,0.0,0.07576054848517669,0.04851378264674315,0.0,0.03113500359812086,0.0,0.1549890800792787,4.309508825433202,0.05,0.0,0.0,0.11257591887329722,2.7836677065979587,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6865.218128703086,16.444444444444485,2.373467330810184,2571.264650940456,3.732869242099868,0.5766395833333333,1,8859.843196310208,8859.843196310208,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,23.015362690121687,51.666666666666686,46.10666666666668,0.0,50.77277933171589,0.0,0.0,0.0,23.015362690121687,48.844609612120806,50.77277933171589,47.880524752323275,12.43753247303448,16.234739193883872,0.0,7.528826398160562,0.4902975893382631,2.8,9.236100170605994,5883.258148212352,-1556.3495161492374,2206.8429865082794,-1259.8932884801807,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07195929014753616,0.0,0.0,0.524804156532268,132.0652280586667,-32.38513719599746,0.24643556212428153,7.488706454338415,0.0027589745494859654,12.573384579445937,1.2379138538978156,0.6816520225705074,-4200.816879490755,73.20271240106212,0.7249112727551998,2182.0190249239786,24.823961584300957
2025-01-01 00:09:00,4.548482252174968,2.9126674526043668,0.0,0.07580803753624947,0.04854445754340611,0.0,0.03113500359812086,0.0,0.1549890800792787,4.3123581684975685,0.05,0.0,0.0,0.11257591887329722,2.7855082003977363,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.006816077302631578,0.0,On,0.0007799354286237979,0.0,On,0.023538990866865485,0,On,0.004887854914882364,0,On,0.11244095072317342,0.08433071304238005,On,0,0,Off,HP On,6864.066949628324,16.444444444444485,2.3712334477039327,2570.8334940556565,3.735718585164235,0.5766395833333333,1,8858.260860350647,8858.260860350647,0.0,Off,0.0,17.444444444444485,0,0.0,0.05,0.0,0.0,0,0,0,11588.324804444444,Off,0.0,0.0,22.986577771350653,51.666666666666686,46.10666666666668,0.0,50.77047292884402,0.0,0.0,0.0,22.986577771350653,48.84267160412094,50.77047292884402,47.87877094175939,12.43753247303448,16.27366110887162,0.0,7.564478652590158,0.6511676124315272,2.8,9.236100170605994,5874.075692657313,-1590.623700730754,2054.4410595427657,-1265.4349957152133,-0.0,-0.0,310.31844518544415,0.0,2.0010000000000003,0.07206702081500523,0.0,0.0,0.5255898438557233,132.0652280586667,-34.874706441242566,0.2458275973369758,7.507453127624769,0.00275900808887166,12.427522587543473,1.2377473532436956,0.6818655000375622,-4233.8138042278715,72.35660944146117,0.7249112727551998,2030.0421081969039,24.398951345861654
