Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7194171064504176,0.15916914525550332,0.3579316182001165,0.7194171064504175,0.1591691452555033,0.3579316182001165,0.014381731683883752,0.24105343032208917,0.41398194444444447,0.05,0.0,0.0030899515334497757,0.35484166666666667,0.0,0.14458581192216996,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004021034356725146,0.0,0.00035092111150695907,0.0,0.010009776215651646,0.0,0.0048843996447482585,0.0,0.15313868841423758,0.11485401631067818,0.04338794811444759,0.0,0.0030899515334497757,6980.669040920237,20.000000000000057,0.37333333333333335,1752.8202250056888,10.399384151851851,0.41398194444444447,0.4666666666666667,8319.507321481482,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,76.12675528935002,51.66666666666668,46.10666666666668,0.0,48.0184330723502,0.0,0.0,0.0,118.94805513960938,48.04261119253968,48.05470025263443,48.0184330723502,12.43753247303448,19.67166218580452,-0.06522722710338116,1.9569349257951607,0.8552166145818184,2.8,9.236100170605994,4736.815224788838,1189.3597331071,2257.327749952243,-2377.0890732268235,0.0,0.0,267.32711992475095,0.0,1.0,0.1080931770339911,0.0,0.0,1.0116451912956523,65.99961422222222,-134.09186282932652,0.19376624215743385,9.035469245210622,0.0026923971616456643,-61.3195384307975,1.2233753910137932,1.0873669091327998,1193.2248423325955,-3.86510922549547,0.31244317685541567,798.7356073538582,-294.2280824073044
2025-01-01 01:00:00,0.6236681387660121,0.158425850365216,0.2698649414362518,0.6236681387660121,0.158425850365216,0.26986494143625184,0.014080154107129364,0.24910152632554936,0.3104864583333334,0.05,0.0,0.0037336914362518124,0.26613125000000004,0.0,0.1438425170318827,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0037194567799707597,0.0,0.00035092111150695907,0.0,0.010009776215651646,0.0,0.0048843996447482585,0.0,0.15313868841423758,0.11485401631067818,0.05242710397162417,0.0,0.0037336914362518124,5235.501780690178,20.000000000000057,0.28,1314.6151687542665,7.799538113888889,0.3104864583333334,0.35,6239.630491111111,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,74.11172207720934,51.66666666666668,46.10666666666668,0.0,47.308185595936926,0.0,0.0,0.0,115.79956574563957,47.340211007302074,47.356223712984644,47.308185595936926,12.43753247303448,19.719934431295734,-0.053247550411452946,2.745962582149021,2.431068502058463,2.5,9.236100170605994,3099.879155430871,-350.2854260756812,1138.6302603284905,-2276.346107382442,0.0,0.0,266.03448249428016,0.0,1.0,0.10145512984286574,0.0,0.0,0.949519637169476,65.99961422222222,-125.3110003711451,0.19235803322106027,9.044710938085892,0.0026806568704207502,-45.76356270143676,1.2232418710957649,1.0873669091327998,-349.1529815754412,-1.1324445002400205,0.22497823682301749,70.14951781875352,-246.13442624452938
2025-01-01 02:00:00,0.6875632702773413,0.1576825554749287,0.33258578486678314,0.6875632702773413,0.1576825554749287,0.33258578486678314,0.014080154107129364,0.2390713106146564,0.3844118055555556,0.05,0.0,0.0030899515334497757,0.3294958333333334,0.0,0.14309922214159537,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0037194567799707597,0.0,0.00035092111150695907,0.0,0.010009776215651646,0.0,0.0048843996447482585,0.0,0.15313868841423758,0.11485401631067818,0.04338794811444759,0.0,0.0030899515334497757,6482.04982371165,20.000000000000057,0.3466666666666667,1627.618780362425,9.656570998148148,0.3844118055555556,0.43333333333333335,7725.256798518519,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,72.3660185997625,51.66666666666668,46.10666666666668,0.0,46.61355429115984,0.0,0.0,0.0,113.07190406212888,46.65570378157449,46.67677852678181,46.61355429115984,12.43753247303448,19.685650610995616,-0.06650604671266797,2.151568396431898,2.8902600716731084,1.6500000000000001,9.236100170605994,4374.7704547172125,-711.8049981098877,1088.8566644212426,-2258.570819878243,0.0,0.0,265.04342264056373,0.0,1.0,0.09564533325569538,0.0,0.0,0.8951456892377895,65.99961422222222,-113.75197175675781,0.1922892000224807,9.021166861447051,0.002673922600078491,-17.54293413752291,1.22339018077387,1.0873669091327998,-714.3164078280698,2.5114097181821484,0.16571174242671663,-272.9779620335742,-265.7841539076085
2025-01-01 03:00:00,0.488419342340743,0.15693926058464142,0.20226597655434433,0.488419342340743,0.15693926058464142,0.20226597655434433,0.013879102389293107,0.24711940661811657,0.17742083333333333,0.05,0.04645728511809253,0.0037336914362518124,0.15207500000000002,0.0,0.14235592725130808,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003518405062134503,0.0,0.00035092111150695907,0.0,0.010009776215651646,0.0,0.0048843996447482585,0.0,0.15313868841423758,0.11485401631067818,0.05242710397162417,0.0,0.0037336914362518124,2991.7153032515303,18.33333333333337,0.16000000000000003,751.2086678595808,4.456878922222222,0.17742083333333333,0.2,3565.5031377777777,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,1055.056,0.0,84.43318840967125,51.66666666666668,46.10666666666668,0.0,49.77157242144282,0.0,0.0,1055.056,131.9268568901113,49.78498214862848,49.79168701222132,49.77157242144282,12.43753247303448,18.369651364492704,-0.03706988701104243,1.8263166431618467,2.331007289677444,1.6500000000000001,9.236100170605994,1105.9235094698167,-253.32204658902793,537.166817070469,-2079.398265660514,0.0,-0.06785695871341398,263.8513110690111,0.0,1.0,0.09504865079731875,0.0,2.762342107422699e-06,0.8895871845650241,65.99961422222222,-70.17698223149704,0.20858333151521483,8.402410757410303,0.0026702573502220663,-50.04000243454688,1.228919485825741,1.0873669091327998,-256.24173770092347,2.9196911118955433,0.19121189785935144,48.778582979461135,-262.82043376857297
2025-01-01 04:00:00,0.608679660239529,0.15619596569435412,0.23416365508633913,0.6086796602395289,0.15619596569435412,0.23416365508633913,0.013879102389293107,0.27866930785023586,0.26613125000000004,0.05,0.0,0.006051155086339144,0.2281125,0.0,0.14161263236102078,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003518405062134503,0.0,0.00035092111150695907,0.0,0.010009776215651646,0.0,0.0048843996447482585,0.0,0.15313868841423758,0.11485401631067818,0.08496806505745985,0.0,0.006051155086339144,4487.572954877295,18.33333333333337,0.24000000000000002,1126.8130017893714,6.685318383333334,0.26613125000000004,0.3,5348.2547066666675,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,89.5255661941692,51.66666666666668,46.10666666666668,0.0,51.38840545710465,0.0,0.0,0.0,139.88369717838938,51.423121060859565,51.440478862737024,51.38840545710465,12.43753247303448,18.058482612146584,-0.051975099341117395,1.5134379378260812,2.3322474624526466,0.55,9.236100170605994,2431.201132838273,-1377.2140291732842,461.8555188774866,-2225.1474762965468,0.0,0.0,262.8602512152947,0.0,1.0,0.09672911364061873,0.0,0.0,0.9052888013648711,65.99961422222222,-94.08459695777019,0.21145897452674975,8.237854880193607,0.0026574201317400665,-2.038008131882561,1.2296608435867875,1.0873669091327998,-1380.9720139403184,3.7579847670343054,0.1994254506122056,-404.636095704349,-260.3213872075358
2025-01-01 05:00:00,0.6582738333982766,0.15982347243726255,0.23673861469754728,0.6582738333982767,0.15982347243726255,0.2367386146975473,0.020675206153136016,0.3214673772451406,0.26613125000000004,0.05,0.0,0.008626114697547291,0.2281125,0.0,0.14524013910392922,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0039205084978070175,0.0,0.0005674885520262133,0.0,0.016187209103302787,0.0,0.00668916995373543,0.0,0.15797536407144885,0.1184815230535866,0.12112468848616618,0.0,0.008626114697547291,4487.572954877295,18.33333333333337,0.24000000000000002,1126.8130017893714,6.685318383333334,0.26613125000000004,0.3,5348.2547066666675,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,86.77706557508706,51.66666666666668,46.10666666666668,0.0,50.51306146791062,0.12281311847713587,322.34106785042263,0.0,135.58916496107352,50.371025601761126,50.56187724737601,50.25119188922098,12.43753247303448,18.02112428954059,-0.05732859473280557,0.08143129569244083,1.5589292600822167,-0.25000000000000006,9.236100170605994,2330.54783790159,-522.5731162909889,425.3677962334477,-2319.7555036191507,0.0,0.0,275.9592336493313,0.0,1.0,0.09643698331625801,0.0,0.0,0.902554750558147,65.99961422222222,-113.2288470058861,0.21263024802723057,8.227887409875482,0.0026673146688877066,12.702486227580271,1.2291939618292014,1.0873669091327998,-528.0396974288604,5.466581137871702,0.17271911783289984,-391.19437062380774,-310.25083493211594
2025-01-01 06:00:00,0.8051074042743518,0.1981982293781172,0.2995113724903537,0.8051074042743518,0.1981982293781172,0.29951137249035364,0.08554340489753401,0.3738626104879288,0.29570138888888897,0.05,0.03871440426507711,0.007338634891943218,0.25345833333333334,0.0,0.1836148960447839,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00442313779239766,0.0,0.0027475770596690915,0.0,0.07837269004546725,0.0,0.025996372323070525,0.0,0.2071595869518223,0.1553696902138667,0.10304637677181303,0.0,0.007338634891943218,4986.192172085884,18.33333333333337,0.26666666666666666,1252.0144464326347,7.428131537037037,0.29570138888888897,0.3333333333333333,5942.50522962963,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,879.2133333333333,0.0,85.6864825207235,51.66666666666668,46.10666666666668,0.0,51.04930872852708,0.2321695538014443,622.0825774382696,879.2133333333333,133.88512893863046,49.891045291847,51.05186869165446,49.30935361037959,12.43753247303448,18.01023254265776,-0.06214206892223402,0.8264903932471285,1.3062498726813703,0.3,9.236100170605994,3030.3562310780458,-749.789075722507,734.9542873181427,-2239.2091965891063,0.0,0.0,407.8580817492445,0.0,1.0,0.09620760751760897,0.0,0.0,0.9004080200237125,65.99961422222222,-124.48482616797666,0.2121388411245039,8.213262046723981,0.0026592393170395906,-46.242992541558664,1.2292460765228443,1.0873669091327998,-752.4234768585292,2.6344011360220656,0.18215558713580388,-239.5608893022662,-277.4992698122259
2025-01-01 07:00:00,0.8266494115859313,0.20883022348236235,0.33328143913186026,0.8266494115859313,0.20883022348236235,0.33328143913186026,0.10011037368784799,0.336482440675861,0.3400565972222223,0.05,0.03871440426507711,0.0030899515334497757,0.29147708333333333,0.0,0.194246890149029,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004121560215643275,0.0,0.0032511808860203563,0.0,0.09273763258618437,0.0,0.034098639029374635,0.0,0.21935345938338305,0.1645150945375372,0.04338794811444759,0.0,0.0030899515334497757,5734.120997898766,18.33333333333337,0.3066666666666667,1439.8166133975299,8.542351267592592,0.3400565972222223,0.38333333333333336,6833.881014074073,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,879.2133333333333,0.0,85.54904636453185,51.66666666666668,46.10666666666668,0.0,51.28766415367809,0.17202363053082229,465.07512003511164,879.2133333333333,133.670384944581,49.86637366065939,51.287767079341606,49.15562548848652,12.43753247303448,18.053396060950508,-0.053519215071958885,0.19242634433671021,1.1387622750902766,-0.55,9.236100170605994,3618.5506246778514,-1060.3253280794738,704.3004272338038,-2430.115736414794,0.0,0.0,443.84973831464686,1.6233551565734834,1.0,0.0990418434189151,0.0,0.0,0.9269336639101181,65.99961422222222,-129.30437512076855,0.2111533014908279,8.227547535122815,0.002654044315281349,10.348885442382315,1.2290677688493254,1.0873669091327998,-1064.3217932111352,3.996465131661333,0.1968160091308276,-450.62119568261255,-284.8949904811136
2025-01-01 08:00:00,0.7978507710972175,0.21223028387449805,0.25654828486678316,0.7978507710972175,0.21223028387449805,0.25654828486678316,0.10399124517689058,0.348158137031438,0.29570138888888897,0.05,0.0,0.0030899515334497757,0.25345833333333334,0.0,0.1976469505411647,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0031163016264619883,0.0,0.0034166761363760723,0.0,0.09745826741405253,0.0,0.04124092152877068,0.0,0.2228958133858476,0.16717186003938564,0.04338794811444759,0.0,0.0030899515334497757,4986.192172085884,18.33333333333337,0.26666666666666666,1252.0144464326347,7.428131537037037,0.29570138888888897,0.3333333333333333,5942.50522962963,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,0.0,0.0,83.12997369294575,51.66666666666668,46.10666666666668,0.0,51.007289248972306,0.1317233724547498,355.64568002685,0.0,129.89058389522773,48.97273131336417,51.007289248972306,47.9554523455601,12.43753247303448,18.045251801679232,-0.05780640355965551,-0.6298437176294517,0.6478884092537048,-1.4,9.236100170605994,2694.883180241551,-1102.1803268942888,382.7729955490832,-2638.201155287544,0.0,0.0,459.1583413790939,86.92178737679382,1.0,0.10259941758828647,0.0,0.0,0.9602290383257522,65.99961422222222,-112.26617793588197,0.2122275154446613,8.24022971625201,0.002664992534532763,102.07496802484889,1.2296711670932732,1.0873669091327998,-1107.1295454859164,4.949218591627711,0.2156969647331694,-585.814130150108,-283.4273207334436
2025-01-01 09:00:00,0.7956537759596466,0.21223028387449805,0.2946189492290582,0.7956537759596465,0.21223028387449805,0.2946189492290582,0.10422871455296873,0.3457236725177889,0.29570138888888897,0.05,0.03871440426507711,0.0024462116306477395,0.25345833333333334,0.0,0.1976469505411647,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0025131464729532165,0.0,0.00344514843751254,0.0,0.09827041964250297,0.0,0.047845612872298195,0.0,0.2228958133858476,0.16717186003938564,0.034348792257271006,0.0,0.0024462116306477395,4986.192172085884,18.33333333333337,0.26666666666666666,1252.0144464326347,7.428131537037037,0.29570138888888897,0.3333333333333333,5942.50522962963,17827.51568888889,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9526.862608888889,879.2133333333333,0.0,85.49659322917422,51.66666666666668,46.10666666666668,0.0,51.14808462912302,0.0,0.0,879.2133333333333,133.5884269205847,49.758627534541034,51.15548787389026,49.05649574248282,12.43753247303448,17.986620095417422,-0.07226796063750834,-0.5377567417434103,0.6437749879935553,-0.85,9.236100170605994,2878.4302919887527,-447.3292799654285,647.6008195458058,-2505.8039549249224,0.0,0.0,466.0005020986995,260.68893555618155,1.0,0.10068179401375227,0.0,0.0,0.9422819789356609,65.99961422222222,-67.95842727090854,0.21558098717019933,8.252541024602195,0.0026958808759563143,195.77449351541173,1.2305132952995779,1.0873669091327998,-451.20981453010893,3.880534564680458,0.20368692183144974,-416.3301569856751,-188.08346990115376
