Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,81.4816627944527,51.666666666666686,46.10666666666668,0.0,49.79674774968673,0.0,0.0,0.0,127.31509811633235,48.77645187642076,49.79674774968673,48.266303939787775,12.43753247303448,18.4394580784022,0.0,6.390146517283921,2.8,9.236100170605994,-434.77299210913503,-883.0204604308732,-643.8720404745516,-0.0,-0.0,205.982666552805,0.0,1.0,0.031590770207998886,0.0,0,0.8058232497861562,65.99961422222222,3.116381812611543,0.22148865839068702,8.632577675624436,0.0028594512947137784,2.6214288733345574,1.2249013593268954,0.19293224898464442,-902.6817281533167,19.66126772244352
2025-01-01 00:01:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,81.6828520812799,51.666666666666686,46.10666666666668,0.0,49.778155172431404,0.0,0.0,0.0,127.62945637699985,48.75952466942222,49.778155172431404,48.25020941791763,12.43753247303448,18.34749817170474,0.0,6.420197000519417,2.8,9.236100170605994,-429.4267783460569,-891.0184471809737,-638.439997343266,-0.0,-0.0,205.982666552805,0.0,1.0,0.031509529676966394,0.0,0,0.8037509511907145,65.99961422222222,3.0305524444041367,0.22342249092953148,8.613217498904156,0.002859476011925251,2.749103784591127,1.228866989932831,0.19298421812704367,-910.4826006626525,19.46415348167891
2025-01-01 00:02:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,81.87583716793948,51.666666666666686,46.10666666666668,0.0,49.75951931904928,0.0,0.0,0.0,127.93099557490544,48.74255566685168,49.75951931904928,48.234073840752885,12.43753247303448,18.258554093001532,0.0,6.4482124358173625,2.8,9.236100170605994,-424.31554085786075,-898.5495222234632,-633.2033694306759,-0.0,-0.0,205.982666552805,0.0,1.0,0.031430891197893364,0.0,0,0.801745026221249,65.99961422222222,2.9051620200101596,0.22467524761221036,8.57118179855902,0.002859501849322868,2.8725105263586945,1.2292420470701961,0.19303265526640803,-917.7587969065029,19.2092746830395
2025-01-01 00:03:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.06109288003869,51.666666666666686,46.10666666666668,0.0,49.74084199791313,0.0,0.0,0.0,128.22045762506045,48.72554657307046,49.74084199791313,48.217898860649136,12.43753247303448,18.1724505844595,0.0,6.4743581437795745,2.8,9.236100170605994,-419.4732820534793,-905.6430931268845,-628.1501817910347,-0.0,-0.0,205.982666552805,0.0,1.0,0.031354705948503196,0.0,0,0.7998016786914123,65.99961422222222,2.6942331847504093,0.22589567206132863,8.531297682043888,0.0028595288383191165,2.991884622820158,1.2296053428609248,0.19307784878858444,-924.5525239550645,18.909430828180014
2025-01-01 00:04:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.23903794556085,51.666666666666686,46.10666666666668,0.0,49.722124912722975,0.0,0.0,0.0,128.49849678993883,48.708498993798415,49.722124912722975,48.20168603433614,12.43753247303448,18.089033196713586,0.0,6.498778696317937,2.8,9.236100170605994,-413.93927784953854,-912.1647341051705,-623.2698547972957,-0.0,-0.0,205.982666552805,0.0,1.0,0.03128084286634569,0.0,0,0.7979175654358162,65.99961422222222,3.3479103949521587,0.2270852837386106,8.492181187195516,0.0028595569406026588,3.1074401007552686,1.2299575085403156,0.1931200507833125,-930.900720534677,18.73598642950645
2025-01-01 00:05:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.40992200570795,51.666666666666686,46.10666666666668,0.0,49.70336967486856,0.0,0.0,0.0,128.76550313391868,48.69141444776777,49.70336967486856,48.185436834217384,12.43753247303448,18.008210411179125,0.0,6.521618802750212,2.8,9.236100170605994,-407.9418566332816,-918.2856911483352,-618.555629568608,-0.0,-0.0,205.982666552805,0.0,1.0,0.031209226089761635,0.0,0,0.7960907513611292,65.99961422222222,4.631106382521395,0.2282447640747727,8.453792222929739,0.0028595861199228133,3.2193022848095216,1.230298911536794,0.19315951321027436,-936.8404659363894,18.554774788054168
2025-01-01 00:06:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.57399831224672,51.666666666666686,46.10666666666668,0.0,49.6845778406837,0.0,0.0,0.0,129.0218723628855,48.67429440184968,49.6845778406837,48.16915268243267,12.43753247303448,17.929889311620578,0.0,6.54299565837336,2.8,9.236100170605994,-401.970527430362,-924.0121285337887,-614.0007709910345,-0.0,-0.0,205.982666552805,0.0,1.0,0.031139778119857506,0.0,0,0.7943192596111425,65.99961422222222,6.047577007867531,0.22937485741480854,8.417373918079202,0.0028596163412567227,3.3275989497930984,1.2306299266134884,0.1931964401753492,-942.4017744016387,18.389645867850106
2025-01-01 00:07:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.73156239553387,51.666666666666686,46.10666666666668,0.0,49.66575091065285,0.0,0.0,0.0,129.26806624302168,48.6571402703041,49.66575091065285,48.15283495012973,12.43753247303448,17.853961172071358,0.0,6.563017259431107,2.8,9.236100170605994,-396.2042251725317,-929.371892936742,-609.5977297067706,-0.0,-0.0,205.982666552805,0.0,1.0,0.031072407043117308,0.0,0,0.7926007456387724,65.99961422222222,7.410837981433893,0.23047657942783226,8.381581772074714,0.0028596475708276767,3.4324808039951327,1.2309509967833436,0.19323101963668385,-947.6123403833698,18.240447446627734
2025-01-01 00:08:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,82.88291246448081,51.666666666666686,46.10666666666668,0.0,49.64689032009884,0.0,0.0,0.0,129.50455072575127,48.63995340599679,49.64689032009884,48.13648494894578,12.43753247303448,17.78031620679391,-0.05301712653946211,6.581781725637449,2.8,9.236100170605994,-390.6679011581122,-934.3923256906522,-605.3390019756459,-0.0,-0.0,205.982666552805,0.0,1.0,0.03100701960545702,0.0,0,0.7909328307014766,65.99961422222222,8.688434264728748,0.23155100652466523,8.347002143713471,0.002859679776314179,3.534100527450348,1.2312625709916207,0.19326342227416834,-952.4973509682625,18.105025277610203
2025-01-01 00:09:00,0.14665762414701944,0.10124506507331346,0.0,0.0024442937357836573,0.001687417751221891,0.0,0.00821688041963459,0.13844074372738485,0.0,0.0,0.0,0.10124506507331346,0.0,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.0028521290204678363,0.0,On,0.005364751399166754,0,On,0.003447323629633531,0,On,0.09535102594909561,0.07151326946182168,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,2965.2935022222223,Off,0.0,0,83.0283314596452,51.666666666666686,46.10666666666668,0.0,49.627997438595216,0.0,0.0,0.0,129.73176790569562,48.62273509984284,49.627997438595216,48.12010393046666,12.43753247303448,17.708850258407697,-0.12448307492567423,6.5993784473556545,2.8,9.236100170605994,-385.34801216241584,-939.0972522768972,-601.2175105926611,-0.0,-0.0,205.982666552805,0.0,1.0,0.03094352717361452,0.0,0,0.789313253925498,65.99961422222222,9.886831877440251,0.23259917650145118,8.312944163214098,0.0028597129268637484,3.632603222472624,1.2315650757376053,0.19329380350542372,-957.0797745383817,17.98252226148444
