Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - 315 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Roof Irradiance (W),"Roof Irradiance - North, poa_global (W/m^2)","Roof Irradiance - North, poa_direct (W/m^2)","Roof Irradiance - North, poa_diffuse (W/m^2)","Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Roof Irradiance - North, poa_ground_diffuse (W/m^2)",Rim Joist Irradiance (W),"Rim Joist Irradiance - 315 deg, poa_global (W/m^2)","Rim Joist Irradiance - 315 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 315 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_global (W/m^2)","Rim Joist Irradiance - 135 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 135 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - 315 deg, poa_global (W/m^2)","Window Irradiance - 315 deg, poa_direct (W/m^2)","Window Irradiance - 315 deg, poa_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_global (W/m^2)","Window Irradiance - 135 deg, poa_direct (W/m^2)","Window Irradiance - 135 deg, poa_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - 135 deg, poa_global (W/m^2)","Door Irradiance - 135 deg, poa_direct (W/m^2)","Door Irradiance - 135 deg, poa_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Ceiling Fan (kW),Indoor Lighting (kW),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C)
2025-01-01 08:40:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.87962842350728,84.01938104558364,6.12037157649271,5.980618954416362,131.84584313663026,-3.7662698852145695,1413.981805,8.691548699613065,3344.092205699596,20.688105400632345,0.0,20.688105400632345,15.988105400632348,4.699999999999999,300.1572220958061,220.45722209580612,79.7,75.0,4.699999999999999,2959.3692308290233,51.130634495362386,23.130634495362386,28.0,28.0,0.0,426.2473400072705,20.688105400632345,0.0,20.688105400632345,15.988105400632348,4.699999999999999,300.1572220958061,220.45722209580612,79.7,75.0,4.699999999999999,510.5516469679323,17.66764201214002,-0.0,17.66764201214002,15.988105400632348,4.699999999999999,289.3453295558171,221.28152955581712,68.0638,75.0,4.699999999999999,557.7103682131111,300.1572220958061,220.45722209580612,79.7,75.0,4.699999999999999,51.130634495362386,1.0,0.1387849452426338,0.027318413668794016,0.0,0.05168878122929429,0.0,0.0,0.8042547236240715,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:41:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.75190858131634,83.88926484357947,6.248091418683651,6.110735156420533,132.03675133819883,-3.7665959697260405,1413.981805,8.537675788971022,3343.9598893547845,20.688892946107018,0.0,20.688892946107018,15.98889294610702,4.699999999999999,300.14344994986516,220.4434499498652,79.7,75.0,4.699999999999999,2988.386558798461,51.63198267962453,23.631982679624528,28.0,28.0,0.0,426.23008979062257,20.688892946107018,0.0,20.688892946107018,15.98889294610702,4.699999999999999,300.14344994986516,220.4434499498652,79.7,75.0,4.699999999999999,510.52132726486053,17.668314575975394,-0.0,17.668314575975394,15.98889294610702,4.699999999999999,289.3264246697624,221.2626246697624,68.0638,75.0,4.699999999999999,557.6847787286064,300.14344994986516,220.4434499498652,79.7,75.0,4.699999999999999,51.63198267962453,1.0,0.1387849452426338,0.027318413668794016,0.0,0.05168878122929429,0.0,0.0,0.8042547236240715,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:42:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.62449733657472,83.75953900844726,6.375502663425274,6.24046099155273,132.22797456171617,-3.7669220514508197,1413.981805,8.389277523879322,3343.7858096278346,20.68910971621606,0.0,20.68910971621606,15.989109716216062,4.699999999999999,300.1262979769749,220.42629797697487,79.7,75.0,4.699999999999999,3017.309808572489,52.13170542364982,24.131705423649823,28.0,28.0,0.0,426.20759114557666,20.68910971621606,0.0,20.68910971621606,15.989109716216062,4.699999999999999,300.1262979769749,220.42629797697487,79.7,75.0,4.699999999999999,510.48249127775756,17.668499697648514,-0.0,17.668499697648514,15.989109716216062,4.699999999999999,289.3028860795909,221.23908607959092,68.0638,75.0,4.699999999999999,557.6529093201364,300.1262979769749,220.42629797697487,79.7,75.0,4.699999999999999,52.13170542364982,1.0,0.1387849452426338,0.027318413668794016,0.0,0.05168878122929429,0.0,0.0,0.8042547236240715,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:43:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.49740068159956,83.63020563087332,6.502599318400439,6.369794369126682,132.41951404722283,-3.7672481303306995,1413.981805,8.246085493282827,3343.5703431873794,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,3046.1384298872604,52.62979322022999,24.629793220229992,28.0,28.0,0.0,426.1798852858075,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,510.4351896000514,17.66822359681314,-0.0,17.66822359681314,15.988786413130141,4.699999999999999,289.27471798928724,221.21091798928725,68.0638,75.0,4.699999999999999,557.6147605827042,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,52.62979322022999,1.0,0.1387849452426338,0.027318413668794016,0.0,0.05168878122929429,0.0,0.0,0.8042547236240715,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:44:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.37062437874705,83.5012668071134,6.629375621252944,6.498733192886608,132.61137101911572,-3.7675742064675433,1413.981805,8.107847748816098,3343.313844673248,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,3074.8718742215665,53.12623659226528,25.12623659226528,28.0,28.0,0.0,426.14701103154437,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,510.37947154446846,17.667510899600234,-0.0,17.667510899600234,15.98795187306819,4.699999999999999,289.24192542622706,221.17812542622704,68.0638,75.0,4.699999999999999,557.5703332308889,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,53.12623659226528,1.0,0.1387849452426338,0.027318413668794016,0.0,0.05168878122929429,0.0,0.0,0.8042547236240715,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:45:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.24417397623422,83.37272463795624,6.755826023765782,6.627275362043765,132.80354668746747,-3.7679002797667636,1413.981805,7.974327620931193,3343.016648325279,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,3103.509595028755,53.621026096771416,25.621026096771416,28.0,28.0,0.0,426.10900498746963,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,510.31538532694395,17.666384753142555,-0.0,17.666384753142555,15.98663320040112,4.699999999999999,289.20451423724455,221.14071423724454,68.0638,75.0,4.699999999999999,557.5196280984815,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,53.621026096771416,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:46:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.11805482501617,83.24458123015185,6.881945174983822,6.755418769848145,132.99604224565053,-3.76822635030112,1413.981805,7.845302632942429,3342.679069485692,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,3132.051047419067,54.11415231939117,26.11415231939117,28.0,28.0,0.0,426.06590170689617,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,510.24297823526365,17.664866930887136,-0.0,17.664866930887136,15.984855890968543,4.699999999999999,289.16249108473005,221.09869108473004,68.0638,75.0,4.699999999999999,557.4626461389732,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,54.11415231939117,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:47:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.99227200776876,83.11683860985647,7.00772799223124,6.883161390143523,133.18885900103623,-3.7685524182670633,1413.981805,7.720563417167093,3342.3014057100672,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,3160.495707430868,54.605606207353915,26.605606207353915,28.0,28.0,0.0,426.01773380823397,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,510.16229672479926,17.662977928084388,-0.0,17.662977928084388,15.982643943892725,4.699999999999999,289.11586340871025,221.05206340871027,68.0638,75.0,4.699999999999999,557.3993883806899,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,54.605606207353915,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:48:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.86683068934362,82.989499065213,7.133169310656381,7.01050093478701,133.38199785703227,-3.768878483228036,1413.981805,7.599913125802767,3341.883939077645,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,3188.84299575259,55.095377751578084,27.095377751578084,28.0,28.0,0.0,425.9645322463778,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,510.0733867798034,17.660737056293673,-0.0,17.660737056293673,15.980019972240838,4.699999999999999,289.0646395496021,221.00083954960206,68.0638,75.0,4.699999999999999,557.3298561007368,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,55.095377751578084,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:49:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.74173562291533,82.86256463256217,7.258264377084676,7.137435367437827,133.57546008834333,-3.7692045453586616,1413.981805,7.483166080944913,3341.426935842195,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,3217.0923921285503,55.5834579633228,27.583457963322804,28.0,28.0,0.0,425.9063262467763,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,509.9762937154855,17.658162517926538,-0.0,17.658162517926538,15.977005290312107,4.699999999999999,289.0088285546507,220.94502855465066,68.0638,75.0,4.699999999999999,557.2540505706032,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,55.5834579633228,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:50:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.6169914977396,82.73603743837324,7.383008502260392,7.263962561626749,133.76924682523742,-3.769530604695319,1413.981805,7.370147328884065,3340.9306484932363,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,3245.24335921459,56.069837558600284,28.06983755860028,28.0,28.0,0.0,425.84314354861806,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,509.87106250307926,17.655271486793428,-0.0,17.655271486793428,15.973620007954835,4.699999999999999,288.9484402928574,220.8846402928574,68.0638,75.0,4.699999999999999,557.1719732210368,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,56.069837558600284,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:51:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.4926028662818,82.6099196148082,7.507397133718193,7.390080385191801,133.96335918040222,-3.769856661245285,1413.981805,7.260691834867015,3340.395316515895,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,3273.2953613809777,56.55450728304386,28.554507283043865,28.0,28.0,0.0,425.77501048352696,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,509.75773782375353,17.652080176844898,-0.0,17.652080176844898,15.969883111059602,4.699999999999999,288.8834854186571,220.81968541865706,68.0638,75.0,4.699999999999999,557.083625602544,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,56.55450728304386,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:52:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.36857415269733,82.48421329872784,7.631425847302668,7.515786701272166,134.1577982501919,-3.770182715023111,1413.981805,7.154643816268361,3339.8211673056453,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,3301.247864932032,57.03745791570246,29.037457915702465,28.0,28.0,0.0,425.70195207542827,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,509.63636416216565,17.648603906633923,-0.0,17.648603906633923,15.965812537042064,4.699999999999999,288.81397536371276,220.75017536371274,68.0638,75.0,4.699999999999999,556.989009384813,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,57.03745791570246,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:53:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.24490966172922,82.35892063185295,7.755090338270772,7.641079368147049,134.35256511412018,-3.7705087659705896,1413.981805,7.051856127662616,3339.208417016978,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,3329.100338068216,57.518680268385765,29.51868026838577,28.0,28.0,0.0,425.62399213327,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,509.50698589174516,17.644857158878814,-0.0,17.644857158878814,15.96142524458878,4.699999999999999,288.73992232863685,220.67612232863684,68.0638,75.0,4.699999999999999,556.8881263568012,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,57.518680268385765,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:54:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.12161358699704,82.23404376097675,7.878386413002963,7.7659562390232475,134.54766083424,-3.7708348141459282,1413.981805,6.952189692460963,3338.5572713485494,20.656737278129768,0.0,20.656737278129768,15.956737278129768,4.699999999999999,299.65702867577505,219.95702867577504,79.7,75.0,4.699999999999999,3356.852250836587,57.99816518480806,29.998165184808062,28.0,28.0,0.0,425.5411533368175,20.656737278129768,0.0,20.656737278129768,15.956737278129768,4.699999999999999,299.65702867577505,219.95702867577504,79.7,75.0,4.699999999999999,509.36964735167743,17.64085363552282,-0.0,17.64085363552282,15.956737278129768,4.699999999999999,288.66133927422464,220.59753927422466,68.0638,75.0,4.699999999999999,556.7809784269335,299.65702867577505,219.95702867577504,79.7,75.0,4.699999999999999,57.99816518480806,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:55:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.99869001746687,82.10958483694729,8.001309982533131,7.8904151630527135,134.74308645646613,-3.7711608595127473,1413.981805,6.855512976240801,3337.8679262630176,20.651763827426116,0.0,20.651763827426116,15.951763827426115,4.699999999999999,299.59599148867176,219.89599148867174,79.7,75.0,4.699999999999999,3384.5030753541414,58.47590354444709,30.47590354444709,28.0,28.0,0.0,425.4534573151957,20.651763827426116,0.0,20.651763827426116,15.951763827426115,4.699999999999999,299.59599148867176,219.89599148867174,79.7,75.0,4.699999999999999,509.22439291472335,17.636606308621904,-0.0,17.636606308621904,15.951763827426115,4.699999999999999,288.5782399113488,220.51443991134883,68.0638,75.0,4.699999999999999,556.6675676222346,299.59599148867176,219.89599148867174,79.7,75.0,4.699999999999999,58.47590354444709,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:56:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.87614294570238,81.9855460160145,8.123857054297611,8.014453983985506,134.93884300818206,-3.7714869021074264,1413.981805,6.761701501090041,3337.1405686652784,20.646519282809766,0.0,20.646519282809766,15.946519282809767,4.699999999999999,299.53158480577997,219.83158480577995,79.7,75.0,4.699999999999999,3412.0522855053314,58.95188625731791,30.95188625731791,28.0,28.0,0.0,425.3609247211097,20.646519282809766,0.0,20.646519282809766,15.946519282809767,4.699999999999999,299.53158480577997,219.83158480577995,79.7,75.0,4.699999999999999,509.0712670504276,17.63212746751954,-0.0,17.63212746751954,15.946519282809767,4.699999999999999,288.4906386917942,220.42683869179416,68.0638,75.0,4.699999999999999,556.5478960894953,299.53158480577997,219.83158480577995,79.7,75.0,4.699999999999999,58.95188625731791,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:57:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.75397627329457,81.86192945883424,8.246023726705427,8.13807054116576,135.13493149950904,-3.77181294184993,1413.981805,6.670637393984626,3336.3753770190556,20.641017286264415,0.0,20.641017286264415,15.941017286264415,4.699999999999999,299.4638098465034,219.76380984650336,79.7,75.0,4.699999999999999,3439.4993571598407,59.42610426773548,31.426104267735486,28.0,28.0,0.0,425.2635752981132,20.641017286264415,0.0,20.641017286264415,15.941017286264415,4.699999999999999,299.4638098465034,219.76380984650336,79.7,75.0,4.699999999999999,508.91031437907736,17.62742876246981,-0.0,17.62742876246981,15.941017286264415,4.699999999999999,288.39855079708167,220.33475079708168,68.0638,75.0,4.699999999999999,556.4219660944419,299.4638098465034,219.76380984650336,79.7,75.0,4.699999999999999,59.42610426773548,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:58:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.63219381699305,81.73873733065521,8.367806183006952,8.261262669344783,135.33135292271646,-3.772138978849398,1413.981805,6.582208969088039,3335.5725219240953,20.63527077881146,0.0,20.63527077881146,15.935270778811459,4.699999999999999,299.39266789434686,219.69266789434684,79.7,75.0,4.699999999999999,3466.84376812711,59.89854855352903,31.898548553529032,28.0,28.0,0.0,425.1614279436807,20.63527077881146,0.0,20.63527077881146,15.935270778811459,4.699999999999999,299.39266789434686,219.69266789434684,79.7,75.0,4.699999999999999,508.74157972073573,17.622521245104988,-0.0,17.622521245104988,15.935270778811459,4.699999999999999,288.3019921274865,220.2381921274865,68.0638,75.0,4.699999999999999,556.2897800219043,299.39266789434686,219.69266789434684,79.7,75.0,4.699999999999999,59.89854855352903,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 08:59:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.51079923308237,81.61597171927123,8.489200766917632,8.384028280728767,135.52810838377275,-3.772465013229521,1413.981805,6.49631028350205,3334.7321660756315,20.62929204037722,0.0,20.62929204037722,15.92929204037722,4.699999999999999,299.318160245925,219.61816024592503,79.7,75.0,4.699999999999999,3494.085016355239,60.369210440474355,32.369210440474355,28.0,28.0,0.0,425.05450069442975,20.62929204037722,0.0,20.62929204037722,15.92929204037722,4.699999999999999,299.318160245925,219.61816024592503,79.7,75.0,4.699999999999999,508.56510801761436,17.617415402482145,-0.0,17.617415402482145,15.92929204037722,4.699999999999999,288.20097922131146,220.13717922131144,68.0638,75.0,4.699999999999999,556.1513402810716,299.318160245925,219.61816024592503,79.7,75.0,4.699999999999999,60.369210440474355,0.867,0.13284671408922039,0.02428303437226135,0.003270982208494222,0.04548612748177898,0.0,0.0,0.16204775234925486,51.666666666666686,0.040633454002372095,0.0022103999908625735,18.33333333333337
2025-01-01 09:00:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.38979634692514,81.49363496308027,8.610203653074857,8.506365036919732,135.72519857557614,-3.7727910445973976,1413.981805,6.412841005598202,3333.8544670332003,20.6230927467263,0.0,20.6230927467263,15.9230927467263,4.699999999999999,299.2402884125016,219.54028841250158,79.7,75.0,4.699999999999999,3521.2225471368324,60.838080344589564,32.838080344589564,28.0,28.0,0.0,424.9428110695053,20.6230927467263,0.0,20.6230927467263,15.9230927467263,4.699999999999999,299.2402884125016,219.54028841250158,79.7,75.0,4.699999999999999,508.38094484896976,17.61212120570426,-0.0,17.61212120570426,15.9230927467263,4.699999999999999,288.09552951589114,220.03172951589113,68.0638,75.0,4.699999999999999,556.0066496799634,299.2402884125016,219.54028841250158,79.7,75.0,4.699999999999999,60.838080344589564,0.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.040633454002372095,0.0017825806377923979,18.33333333333337
2025-01-01 09:01:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,81.26918867057331,81.37172915843252,8.730811329426686,8.628270841567483,135.9226245672155,-3.7731170731931343,1413.981805,6.33170573632679,3332.939574309027,20.616683983338906,0.0,20.616683983338906,15.916683983338906,4.699999999999999,299.15905382100937,219.45905382100938,79.7,75.0,4.699999999999999,3548.2558624215753,61.305149660788025,33.305149660788025,28.0,28.0,0.0,424.8263756918164,20.616683983338906,0.0,20.616683983338906,15.916683983338906,4.699999999999999,299.15905382100937,219.45905382100938,79.7,75.0,4.699999999999999,508.1891357556449,17.606648121771425,-0.0,17.606648121771425,15.916683983338906,4.699999999999999,287.98566092956366,219.92186092956368,68.0638,75.0,4.699999999999999,555.8557108699076,299.15905382100937,219.45905382100938,79.7,75.0,4.699999999999999,61.305149660788025,0.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.040633454002372095,0.0017825806377923979,18.33333333333337
