Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,1.7775690503692416,0.10124506507331346,0.0,0.13844074372738485,1.6309114262222224,0.00821688041963459,0.0,0.0,49.248993960105445,18.044469253444607,-0.051309149529789086
2025-01-01 01:00:00,1.7763640808389904,0.10050177018302615,0.0,0.13744968387366846,1.6309114262222224,0.008002970743099504,0.0,0.0,48.15829222220542,18.043591705752842,-0.05148477221025995
2025-01-01 02:00:00,1.676529904244533,0.09975847529273886,0.030971523412061684,0.13645862401995207,1.5320683094814815,0.008002970743099504,0.030971523412061684,0.0,50.217843927231534,18.056232738067187,-0.04750461366360638
2025-01-01 03:00:00,1.7248177963101636,0.09901518040245157,0.0,0.13546756416623568,1.5814898678518519,0.007860364292076111,0.0,0.0,50.753317819636685,18.025963969004412,-0.057440769327899946
2025-01-01 04:00:00,1.8226698531971879,0.09827188551216427,0.0,0.13447650431251928,1.6803329845925927,0.007860364292076111,0.0,0.0,49.67564015451626,18.030195704322907,-0.05548463184430853
2025-01-01 05:00:00,1.835770927694179,0.10342542183459091,0.030971523412061684,0.14342386870177626,1.6803329845925927,0.012014074399810079,0.030971523412061684,0.0,48.79298685409061,18.03820511217272,-0.052871449350459974
2025-01-01 06:00:00,1.7783800727106645,0.12266308117019063,0.0,0.3526725104958088,1.3838036343703704,0.04190392784448534,0.0,0.0,50.81764164579169,18.05529871099145,-0.049319720867658866
2025-01-01 07:00:00,2.0529610282868247,0.13137098419268406,0.030971523412061684,0.3703754877328882,1.6309114262222224,0.05167411433171394,0.030971523412061684,0.0,51.29774339610716,17.99424063609121,-0.05921769903872178
2025-01-01 08:00:00,1.937174912677184,0.13345038109248936,0.030971523412061684,0.20449341030131338,1.6803329845925927,0.05234851778327803,0.030971523412061684,0.0,51.216792956135826,18.019265026623607,-0.05789314966970842
2025-01-01 09:00:00,1.8763336785810234,0.10198835996360074,0.0,0.13943180358110124,1.729754542962963,0.007147332036959152,0.0,0.0,50.784975701920644,18.021766086966036,-0.05682072788900919
2025-01-01 10:00:00,1.5787419652795731,0.10124506507331346,0.0,0.13844074372738485,1.4332251927407407,0.007076028811447457,0.0,0.0,49.63808239823584,18.031924362323227,-0.05587854366284025
