Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.6071579829097047,0.11793062808346481,0.3119642888404723,0.010119299715161744,0.001965510468057747,0.005199404814007871,0.04009804812587529,0.2081495181171627,0.3589104166666667,0.0,0.004326788840472296,0.3076375,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,On,5465.131246256256,20.000000000000057,0.8000000000000002,2106.5522859659654,9.015966394444444,0.3589104166666667,1,7212.773115555556,7212.773115555556,Off,0.0,0,82.47144532463717,51.666666666666686,46.10666666666668,0.0,50.753745689565484,0.20437427575368491,545.9406424436974,0.0,128.86163331974558,50.814543542537244,50.84494246902313,50.753745689565484,12.43753247303448,20.04060664029554,0.0,8.966590196879544,2.8,9.236100170605994,5579.123636298922,545.0304132646108,-211.19487068569214,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009399682214133589,0.0,0,0.23976884447193303,65.99961422222222,-43.91043430057503,0.22457802974650004,9.7578887550107,0.0032052895125883477,41.08211706896027,1.217957974530676,0.19733822729821535,-1585.8932940040372,24.371421302682908
2025-01-01 00:01:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.77963843815982,51.666666666666686,46.10666666666668,0.0,50.724707645271906,0.20452927881267546,545.9406424436975,0.0,127.78068505962472,50.72482505687504,50.72488376267661,50.724707645271906,12.43753247303448,20.210556444903432,0.0,9.091508299469098,2.8,9.236100170605994,104.30874893601242,-1596.3820762879977,-214.4274118901995,-0.0,-0.0,369.09769502893243,0.0,1.0,0.00945039585221388,0.0,0,0.241062457396761,65.99961422222222,-50.36153420272059,0.22290458156422446,9.858922396494608,0.0032056790803623846,40.933411781599986,1.2208078515940586,0.19754935212458027,-1619.7501748038578,23.368098515860314
2025-01-01 00:02:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.82592593820664,51.666666666666686,46.10666666666668,0.0,50.695783852296394,0.2046839059141382,545.9406424436975,0.0,127.85300927844787,50.63525028892758,50.695783852296394,50.604983507243176,12.43753247303448,20.105564631677396,0.0,9.00145175059505,2.8,9.236100170605994,107.00743207633491,-1571.1374012890578,-212.4280854346519,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009419080516058298,0.0,0,0.24026365997007954,65.99961422222222,-49.66217751794565,0.224384179855074,9.812082797647529,0.0032060663318920434,41.006452399531106,1.2212446420338288,0.1973971697323218,-1595.3351808512916,24.197779562233844
2025-01-01 00:03:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.86263639184465,51.666666666666686,46.10666666666668,0.0,50.66681172189758,0.20483902599302015,545.9406424436975,0.0,127.91036936225726,50.54566590509762,50.66681172189758,50.48509299669765,12.43753247303448,20.00413135355821,0.0,8.917958264417802,2.8,9.236100170605994,108.83909633112239,-1547.8799702843055,-210.50365622709938,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009388781710620709,0.0,0,0.23949079239826654,65.99961422222222,-49.754942470710695,0.22582504163684786,9.767050689830754,0.0032064541356726785,41.07680374673946,1.2216669152074522,0.19725597307039142,-1572.7305565652068,24.850586280901293
2025-01-01 00:04:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.8906878150021,51.666666666666686,46.10666666666668,0.0,50.63779338831445,0.20499462930683762,545.9406424436975,0.0,127.95419971094077,50.45607389494506,50.63779338831445,50.365214148260364,12.43753247303448,19.905916464108614,0.0,8.840363724186977,2.8,9.236100170605994,111.46920797718724,-1526.2676083212582,-208.64697982514903,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009359402056814362,0.0,0,0.23874137071744192,65.99961422222222,-48.98150722659619,0.22723096991355712,9.722988602656795,0.0032068424705002673,41.14472640169089,1.2220760591206894,0.1971246615036976,-1551.7498183476675,25.4822100264092
2025-01-01 00:05:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.91060898986812,51.666666666666686,46.10666666666668,0.0,50.6087307834498,0.20515070713972278,545.9406424436974,0.0,127.98532654666894,50.36647605731879,50.6087307834498,50.245348694253295,12.43753247303448,19.81072469145557,0.0,8.768131012170869,2.8,9.236100170605994,115.21507581343607,-1506.1637298860041,-206.85374791207173,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009330886921871367,0.0,0,0.23801400134478776,65.99961422222222,-47.02887130342467,0.22860386400030064,9.680463456944603,0.0032072313172327037,41.21036560299689,1.2224728619328604,0.19700234498088906,-1532.2421175204822,26.078387634477973
2025-01-01 00:06:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.92278275262747,51.666666666666686,46.10666666666668,0.0,50.5796257226284,0.20530725134849973,545.9406424436974,0.0,128.0043480509804,50.276874081217215,50.5796257226284,50.12549826051162,12.43753247303448,19.718415047096222,0.0,8.70080251256358,2.8,9.236100170605994,119.13936230536149,-1487.4414691105612,-205.1207379431901,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009303197554654814,0.0,0,0.23730769580908687,65.99961422222222,-44.83759478038087,0.2299449381337338,9.63940345615612,0.0032076206578847393,41.27382378804302,1.2228578880259215,0.19688826466648862,-1514.0790947614992,26.637625650938045
2025-01-01 00:07:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.92764591056017,51.666666666666686,46.10666666666668,0.0,50.55047993675413,0.20546425419358103,545.9406424436974,0.0,128.01194673525026,50.18726957610732,50.55047993675413,50.00566439578392,12.43753247303448,19.62882634808289,0.0,8.637981248829389,2.8,9.236100170605994,122.91904022432482,-1469.9899590548916,-203.44440158550717,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009276288826368596,0.0,0,0.23662130295660352,65.99961422222222,-42.73425321910047,0.23125576315272423,9.599073403954684,0.003208010475291163,41.335220831787545,1.2232317883257293,0.19678176169633388,-1497.1495770111972,27.159617956305567
2025-01-01 00:08:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.9256228273997,51.666666666666686,46.10666666666668,0.0,50.52129506042286,0.20562170840613098,545.9406424436974,0.0,128.00878566781205,50.09766406071268,50.52129506042286,49.885848560857596,12.43753247303448,19.541801958178088,0.0,8.579317092146729,2.8,9.236100170605994,126.48617713662418,-1453.715309667461,-201.82132901518952,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009250116650363061,0.0,0,0.23595369821686807,65.99961422222222,-40.79018887711875,0.23253791561347564,9.560050685314824,0.0032084007532408947,41.39467396599639,1.2235951970161747,0.1966822543346082,-1481.3556996050938,27.640389937632875
2025-01-01 00:09:00,0.248247566243038,0.11793062808346481,0.004326788840472296,0.004137459437383967,0.001965510468057747,7.211314734120493e-05,0.04009804812587529,0.2081495181171627,0.0,0.0,0.004326788840472296,0.0,0.0,0.11793062808346481,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.035819854595173534,0,On,0.05090868067254292,0,On,0.1221760869620906,0.09163206522156793,On,0.004326788840472296,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7212.773115555556,Off,0.0,0,81.9171037659522,51.666666666666686,46.10666666666668,0.0,50.49207263466734,0.2057796071767402,545.9406424436974,0.0,127.99547463430031,50.008058965598465,50.49207263466734,49.76605213106403,12.43753247303448,19.457197862116534,-0.04280213788352327,8.524496606907084,2.8,9.236100170605994,129.85144107355404,-1438.5137323680913,-200.24839481551697,-0.0,-0.0,369.09769502893243,0.0,1.0,0.009224640437735741,0.0,0,0.23530384624059708,65.99961422222222,-38.99785913986145,0.23379285576760406,9.522261074189865,0.0032087914764543164,41.4522911138328,1.223948697595402,0.19658922116273683,-1466.6100487566096,28.096316388518353
