Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.5942783533258806,1.0305894547460928,0.0,1.5942783533258806,1.0305894547460928,0.0,0.013438836885630126,0.0,0.33571609572863853,1.1951234207116121,0.05,0.0,0.0,0.24403265381013062,0.7719734676026287,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0035099780701754383,0.0,0.009928858815454687,0.0,0.0103392239817976,0.0,0.2837523578907524,0.21281426841806425,1876.4746721347194,15.000000000000057,0.7423709347477314,600.5209072634372,1.0446914762671675,0.15043194444444447,0.3333333333333333,2326.563634953712,6971.606377637555,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,38.87574536175259,51.66666666666668,46.10666666666668,0.0,50.23893248504515,0.0,0.0,0.0,38.87574536175259,48.051872966285146,50.23893248504515,46.95834320690515,12.43753247303448,14.720051046234623,-0.044802350628403494,7.0765256862576065,-0.4713089787820983,2.8,9.236100170605994,1631.5414511353056,-1493.4253542022132,583.0058929847456,-592.974375960895,0.0,0.0,395.29188178413824,0.0,1.0,0.03815926418494415,0.0,0.0,0.49382065444856876,65.99961422222222,-47.250726822657015,0.272233741681627,6.753207669347379,0.002765097534537126,7.501156813915711,1.2443637393056144,0.3826226227187252,-2132.59774944097,38.65148797531966,0.1703195823274687,730.2516675634272,-147.24577457868156
2025-01-01 01:00:00,1.941017925579023,1.2546228440779965,0.0,1.941017925579023,1.2546228440779965,0.0,0.013175588530366968,0.0,0.3346754828822363,1.5431668541664199,0.05,0.0,0.0,0.24325219417532892,0.9967873165693341,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0032467297149122803,0.0,0.009928858815454687,0.0,0.0103392239817976,0.0,0.2837523578907524,0.21281426841806425,2412.567867713379,15.000000000000057,0.9611740290402138,772.0847322205901,1.347605326388642,0.19556152777777777,0.43333333333333335,2989.0910721561913,6897.884716538011,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,38.640705272563544,51.66666666666668,46.10666666666668,0.0,50.0080136557526,0.0,0.0,0.0,38.640705272563544,47.855840128463434,50.0080136557526,46.77975336481885,12.43753247303448,14.724741541339608,-0.04440971169268574,7.4140552901928904,1.1795175273695453,2.5,9.236100170605994,2167.6624679773054,-1069.886626933987,112.55633930528873,-585.8438077023965,0.0,0.0,393.9880205824728,0.0,1.0,0.03675475027290045,0.0,0.0,0.4756447804100648,65.99961422222222,-53.04961261615025,0.2723950272206095,6.758723306534553,0.0027674439167937872,10.801922062429025,1.2444021602635011,0.3009116605134829,-1877.3311552146213,35.35979606004415,0.12348497676536807,236.40374086245674,-123.84740155716801
2025-01-01 02:00:00,1.9734899843040001,1.2754894317968324,0.0,1.9734899843040004,1.2754894317968326,0.0,0.013175588530366968,0.0,0.3336348700358341,1.5766795257377992,0.05,0.0,0.0,0.24247173454052728,1.018434363922972,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0032467297149122803,0.0,0.009928858815454687,0.0,0.0103392239817976,0.0,0.2837523578907524,0.21281426841806425,2420.552758284031,15.000000000000057,0.9801401672735575,774.6401057628462,1.3735964007377992,0.203083125,0.45,2992.109739046877,6684.134974510711,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,38.42828932911949,51.66666666666668,46.10666666666668,0.0,49.77870503333167,0.0,0.0,0.0,38.42828932911949,47.66100277325519,49.77870503333167,46.602151643216956,12.43753247303448,14.711198086592947,-0.05304573427202177,7.953082657100755,1.413159800685257,1.6500000000000001,9.236100170605994,2143.2863726152837,-920.478837312454,-99.1716257139522,-618.0497466832718,0.0,0.0,392.94740773607066,0.0,1.0,0.036113277291341166,0.0,0.0,0.46734345137946837,65.99961422222222,-52.16404672154649,0.2730365539173928,6.757019635465055,0.002771535781585573,18.811081982144927,1.2444577016706666,0.2101914030755406,-1726.2787799418174,31.159836866517203,0.07483105373218316,29.723672208726235,-128.89529792267845
2025-01-01 03:00:00,3.633859889320574,1.2879497355183247,0.0,3.633859889320574,1.2879497355183247,0.0,0.013000089626858197,1.650019662666667,0.3969419411881374,1.523898195838911,0.05,0.0,0.0,0.2890254093403484,0.9843409928446429,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.003071230811403509,0.0,0.009928858815454687,0.0,0.01157472873433945,0.0,0.3468645371369162,0.26014840285268703,2345.369938663031,15.000000000000057,0.9459782550471021,750.5796397624905,1.3283366680611333,0.19556152777777777,0.43333333333333335,2900.3880506477435,6602.379880809501,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,1650.0196626666666,0.3,41.58066356704407,51.66666666666668,46.10666666666668,0.0,50.944769378812026,0.4950119565517713,1300.7270661277983,1650.0196626666666,41.58066356704407,50.37086294165559,50.946927820406096,50.0817512814833,12.43753247303448,14.668646701543754,-0.06060234953810172,7.799654514049893,1.1890900268258364,1.6500000000000001,9.236100170605994,2117.3888242248995,-1226.1196746019225,-57.398049669678684,-629.1180748932638,0.0,0.0,451.66112743763375,0.0,1.0,0.0369115520150051,0.0,0.0,0.47767395839760446,65.99961422222222,-50.52416698250126,0.27429392797615826,6.74221067817462,0.002776675182263284,5.713589821265367,1.2446378320328033,0.25649872159474674,-2012.6509502884535,35.951635924040474,0.09437298090469505,80.37478752090276,-137.7728371905814
2025-01-01 04:00:00,1.9486111951950291,1.259954542696362,0.0,1.9486111951950291,1.259954542696362,0.0,0.013000089626858197,0.0,0.33862603719195417,1.5469850683762167,0.05,0.0,0.0,0.2461175700587325,0.9992536393042961,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.003071230811403509,0.0,0.009928858815454687,0.0,0.01046927711364411,0.0,0.29069469760783045,0.21802102320587274,2328.722167906999,15.000000000000057,0.9597546133952101,745.2519182926595,1.3439019433762167,0.203083125,0.45,2870.8909611996582,6669.6345463152775,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,40.07526211495197,51.66666666666668,46.10666666666668,0.0,51.10374806222871,0.0,0.0,0.0,40.07526211495197,49.017585647111424,51.10374806222871,47.97450443955278,12.43753247303448,14.65109852978571,-0.0569346162013872,7.545938653662475,1.243564273959328,0.55,9.236100170605994,1961.1585188085928,-1157.29026870309,-164.80405039171265,-717.4560288300839,0.0,0.0,397.27711220848647,0.0,1.0,0.03853233015046303,0.0,0.0,0.498648516913425,65.99961422222222,-47.38473247680852,0.27446717491189954,6.730125417872727,0.002776675616307658,21.614734378586903,1.2441293143112553,0.23155969899806653,-1941.654185737647,39.11199874189749,0.09620941718020967,-29.095680441296093,-135.70836995041654
2025-01-01 05:00:00,5.445504549341182,2.6128276906327286,0.0,5.445504549341182,2.6128276906327286,0.0,0.03176881844144838,1.3750163855555557,0.412515615935127,3.576203729409051,0.05,0.0,0.0,0.28824494970554676,2.309999407593849,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0034222286184210525,0.0,0.02834658982302733,0.0,0.02818901632773119,0.0,0.3468645371369162,0.26014840285268703,4551.375957886858,16.666666666666686,1.5501871482197742,1456.5591852182397,2.4100811824460875,0.3610366666666666,0.8,5646.89847643843,6123.319839242811,0.8050858802962964,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,1375.0163855555556,0.25,39.49769026687303,51.66666666666668,46.10666666666668,0.0,51.255473815971435,0.5632500788495837,1514.3150899015513,1375.0163855555556,39.49769026687303,50.230101463604406,51.255473815971435,49.71741528742089,12.43753247303448,16.314913192061685,-0.05571329731193346,8.38495611985616,0.39987252971938225,-0.25000000000000006,9.236100170605994,4036.475738901328,-819.7736777766519,-200.20130897799297,-916.0266324291883,0.0,0.0,486.00353099921347,0.0,1.0,0.041965481649943945,0.0,0.0,0.5430770759149285,65.99961422222222,-84.87711755555438,0.24757607556091052,7.554473180874678,0.0027880185230029935,24.586838628642152,1.2363496390326199,0.20947144220985792,-2306.8712874521684,30.53842445727703,0.07577184801579577,-41.110083246588346,-159.0912257314046
2025-01-01 06:00:00,3.661617535743778,1.6629457858662986,0.0,3.661617535743778,1.6629457858662986,0.0,0.07087573796324871,1.0083453494074075,0.45788564382203617,2.0745108045510854,0.05,0.0,0.0,0.3083608496735223,1.3400016028594428,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0038609758771929823,0.0,0.06701476208605572,0.0,0.046737844257339775,0.0,0.3716045114014124,0.2787033835510592,2993.2824221781725,16.666666666666686,1.1877335705484826,957.9285574993805,1.8112549017733075,0.2632559027777778,0.5833333333333334,3687.955076899775,6324.95219555944,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,1008.3453494074075,0.18333333333333332,38.21871404920348,51.66666666666668,46.10666666666668,0.0,51.13696537574524,0.10254454103875009,275.18456995569665,1008.3453494074075,38.21871404920348,49.19209526569573,51.13696537574524,48.21966021067097,12.43753247303448,16.445708978122344,-0.03281429988148326,7.75514321425365,0.16409622986664554,0.3,9.236100170605994,2615.2436695268248,-1396.2526214749212,-129.69141395184622,-883.32702281994,0.0,0.0,568.7486802094082,0.0,1.0,0.041622647853327394,0.0,0.0,0.5386404492286343,65.99961422222222,-63.46041004081656,0.2455487187409554,7.618457335706631,0.002788557801527896,-2.225564839334037,1.235790245079918,0.2451909653773896,-2397.1691195447343,42.987940570432514,0.08553584600547004,18.49713366826972,-148.18854762011594
2025-01-01 07:00:00,3.140468718918309,1.9554289974880328,0.0,3.1404687189183096,1.955428997488033,0.0,0.09175914631432922,0.0,0.5067861249733764,2.491923447630604,0.05,0.0,0.0,0.3312221294387058,1.6096235347159937,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0035977275219298247,0.0,0.08816141879239939,0.0,0.06515661905510185,0.0,0.4000049920621861,0.3000037440466395,3529.991925205637,16.666666666666686,1.4328395826745737,1129.689616937662,2.1684947670750483,0.32342868055555557,0.7166666666666667,4336.252861587743,6101.179725939475,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,40.80968471277349,51.66666666666668,46.10666666666668,0.0,51.48758411587646,0.0,0.0,0.0,40.80968471277349,51.42084492256547,51.48758411587646,51.38747532590997,12.43753247303448,16.34870283671459,-0.05792039216328527,7.469997711124807,-0.022322367847821763,-0.55,9.236100170605994,3163.7343371791053,-1451.592338916739,-222.94174266631134,-954.2883489193654,0.0,0.0,636.5445360655748,2.651725637444376,1.0,0.0428150832716918,0.0,0.0,0.5540718064956514,65.99961422222222,-48.513775172740786,0.24723434404803626,7.573729910442533,0.0027903724937551892,21.161491669855323,1.2362030951718934,0.24797328653454817,-2628.6926112163205,47.41065536191949,0.08785878901534523,-68.36409974145826,-154.57764292485308
2025-01-01 08:00:00,2.434949686071399,1.4872518847533627,0.0,2.4349496860713984,1.4872518847533625,0.0,0.09782983900029826,0.0,0.5351318081514764,1.751988038919624,0.05,0.0,0.0,0.3409960746160858,1.1316724768039435,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.002720233004385965,0.0,0.0951096059959123,0.0,0.08047037533002849,0.0,0.4119963061189572,0.3089972295892178,2431.043400283853,16.666666666666686,1.0122443798251655,777.9973852108775,1.5188185250307351,0.2331695138888889,0.5166666666666667,2975.8712716058417,5748.4333081077175,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,40.40187412616236,51.66666666666668,46.10666666666668,0.0,51.24476112367275,0.09141707790896057,246.38618472777483,0.0,40.40187412616236,51.07035969425594,51.24476112367275,50.98315897954755,12.43753247303448,16.342637794187322,-0.06394195874707768,6.866138170750873,-0.4986966673055041,-1.4,9.236100170605994,2058.645035658482,-2049.5437089199377,-272.62834879962554,-1040.0656268649623,0.0,0.0,670.1215199456699,170.07161339380073,1.0,0.04432859511792104,0.0,0.0,0.5736582274181877,65.99961422222222,-2.4542577060788364,0.2484384663844469,7.587697054996054,0.002801509156577989,60.31533653457121,1.2368014456093865,0.2636692280616048,-2881.616021342687,54.074927211871895,0.09894036725911169,-118.47712478471344,-154.15122401491212
2025-01-01 09:00:00,2.8380212823034183,1.7364110251395954,0.0,2.8380212823034183,1.7364110251395954,0.0,0.1003746424304552,0.0,0.5510977131817637,2.1365489266911992,0.05,0.0,0.0,0.3417534207670398,1.3800742710392224,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0021937362938596492,0.0,0.09818090613659554,0.0,0.09542648549237721,0.0,0.41300610098689583,0.3097545757401718,2968.003931412343,16.666666666666686,1.2428655389363688,949.8387801981622,1.850728232246755,0.28582069444444447,0.6333333333333333,3632.022017166061,5715.792052136699,0.0,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9069.378604444444,0.0,0.0,38.79883012519894,51.66666666666668,46.10666666666668,0.0,50.85869046416351,0.0,0.0,0.0,38.79883012519894,49.77082031664297,50.85869046416351,49.22688524288271,12.43753247303448,16.464584843373128,-0.026059944795844576,6.81178254844704,-0.24661062847362433,-0.85,9.236100170605994,2716.776844463736,-1637.3354587092904,-193.77758922534935,-999.0855206669294,0.0,0.0,688.5615427653585,437.00016266556975,1.0,0.043651971137791,0.0,0.0,0.5649020078259022,65.99961422222222,59.29689095296375,0.24864454290696347,7.677928934504345,0.002824590422267421,102.32840104133348,1.236883607930733,0.26065430348505525,-2639.5672885911767,52.393049683724335,0.09684247992133306,-87.36829600473119,-106.40929322061814
