Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.9733136114700036,2.5672944225768592,0.0,0.06622189352450006,0.042788240376280984,0.0,0.013438836885630126,0.0,0.33571609572863853,3.574158678855735,0.05,0.0,0.0,0.24403265381013062,2.308678435433395,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5633.804792424488,15.000000000000057,2.236881345476499,1802.9646845395625,3.1228628455224015,0.45129583333333334,1,6985.473643630718,6985.473643630718,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,39.13561794695866,51.666666666666686,46.10666666666668,0.0,50.35269127909155,0.0,0.0,0.0,39.13561794695866,48.14836438343796,50.35269127909155,47.04620093561117,12.43753247303448,14.593826924764489,0.0,6.756706854153159,-1.8867180891550985,2.8,9.236100170605994,5418.045541572211,-121.89450259151249,913.9616182479749,-583.4179255590328,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03795835355399932,0.0,0,0.4912206614618592,65.99961422222222,-27.633207077382437,0.27351517099830336,6.668709173547032,0.002764066821858701,7.886819251391745,1.2413433353787668,0.3815378722902392,-1967.3842064228506,42.52501929177561,0.17849029009671546,1090.1871993537914,-176.22558110581645
2025-01-01 00:01:00,3.9787786073924414,2.5708244612151843,0.0,0.06631297678987402,0.0428470743535864,0.0,0.013438836885630126,0.0,0.33571609572863853,3.579623674778173,0.05,0.0,0.0,0.24403265381013062,2.31220847407172,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5631.65834166955,15.000000000000057,2.232067937401809,1802.2777642342191,3.1283278414448397,0.45129583333333334,1,6982.640272570436,6982.640272570436,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,39.02532140737796,51.666666666666686,46.10666666666668,0.0,50.34880694573859,0.0,0.0,0.0,39.02532140737796,48.145068969775245,50.34880694573859,47.04319998179358,12.43753247303448,14.685306105181262,0.0,6.836791826394828,-1.821623739010685,2.8,9.236100170605994,5401.832149470844,-165.08629933641032,895.6594897430775,-590.213026008441,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03810489478580283,0.0,0,0.49311705775090153,65.99961422222222,-34.905047974402876,0.272701877557378,6.735373040532188,0.002764104049212103,7.691979974762009,1.2445737586176702,0.38180991470369485,-2008.6358401455543,41.27177657492476,0.17812514469158755,1072.8462001726782,-177.18671042960062
2025-01-01 00:02:00,3.984093143049429,2.574257312123067,0.0,0.06640155238415715,0.04290428853538445,0.0,0.013438836885630126,0.0,0.33571609572863853,3.58493821043516,0.05,0.0,0.0,0.24403265381013062,2.315641324979603,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5629.574785623556,15.000000000000057,2.227404752747865,1801.6109718785028,3.1336423771018267,0.45129583333333334,1,6979.889924168725,6979.889924168725,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.91831136918857,51.666666666666686,46.10666666666668,0.0,50.344932677067774,0.0,0.0,0.0,38.91831136918857,48.1417828436297,50.344932677067774,47.04020792691066,12.43753247303448,14.773969960315611,0.0,6.911777836170895,-1.7588383928271298,2.8,9.236100170605994,5386.096210631556,-205.55054684002243,878.426855162624,-596.8290028563904,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03824671179700229,0.0,0,0.49495231770096343,65.99961422222222,-41.941453919747616,0.27114938340324307,6.779240013093091,0.0027641402626450012,7.503366290913699,1.2441904750148702,0.38206446074253236,-2047.311543080933,40.15002436240756,0.17777224102082168,1056.1747880473372,-177.7479328847133
2025-01-01 00:03:00,3.9892638262966047,2.577597243553597,0.0,0.06648773043827674,0.04295995405922662,0.0,0.013438836885630126,0.0,0.33571609572863853,3.590108893682336,0.05,0.0,0.0,0.24403265381013062,2.318981256410133,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5627.551171972471,15.000000000000057,2.22288443661508,1800.9633626548102,3.138813060349002,0.45129583333333334,1,6977.218701293948,6977.218701293948,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.81442699878389,51.666666666666686,46.10666666666668,0.0,50.341068175814314,0.0,0.0,0.0,38.81442699878389,48.13850572826155,50.341068175814314,47.037224504485174,12.43753247303448,14.859956443877802,0.0,6.982049465757749,-1.6980558777540307,2.8,9.236100170605994,5370.721238110439,-243.53540396914468,862.3131983142223,-603.2733451211614,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03838404552945266,0.0,0,0.49672955935079743,65.99961422222222,-48.848470525008366,0.26965325860078637,6.822100513421942,0.0027641755989770097,7.320651485860554,1.2438189906237551,0.3823028496043512,-2083.6000178823183,39.10125125836339,0.17742992617061468,1040.0862858278754,-177.77308751365302
2025-01-01 00:04:00,3.9942964250494892,2.580847981212143,0.0,0.06657160708415816,0.043014133020202384,0.0,0.013438836885630126,0.0,0.33571609572863853,3.595141492435221,0.05,0.0,0.0,0.24403265381013062,2.322231994068679,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5625.584911708897,15.000000000000057,2.2185005062815892,1800.3341080131506,3.143845659101887,0.45129583333333334,1,6974.623186388714,6974.623186388714,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.713526764269844,51.666666666666686,46.10666666666668,0.0,50.3372131592581,0.0,0.0,0.0,38.713526764269844,48.13523736047404,50.3372131592581,47.03424946108201,12.43753247303448,14.943386933983094,0.0,7.047946815797212,-1.6390039192379426,2.8,9.236100170605994,5357.130764161855,-279.20597028925454,847.1010229847084,-609.5525643339055,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03851710852446108,0.0,0,0.49845153320646396,65.99961422222222,-54.19346499727459,0.26821047638203804,6.863469798029308,0.0027642100851291407,7.14355877465542,1.2434587606137328,0.38252626421933333,-2117.6685253882447,38.12844708583957,0.17709672378702837,1024.5041156492389,-177.4030926645305
2025-01-01 00:05:00,3.9991983777319335,2.5840143298458575,0.0,0.06665330629553222,0.04306690549743096,0.0,0.013438836885630126,0.0,0.33571609572863853,3.6000434451176653,0.05,0.0,0.0,0.24403265381013062,2.3253983427023934,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5623.67279544866,15.000000000000057,2.2142451547684185,1799.7221808667614,3.148747611784332,0.45129583333333334,1,6972.099142982087,6972.099142982087,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.615439768946835,51.666666666666686,46.10666666666668,0.0,50.333367357478416,0.0,0.0,0.0,38.615439768946835,48.13197748898808,50.333367357478416,47.03128255474291,12.43753247303448,15.024408058938036,0.0,7.109776949318039,-1.5814548663957158,2.8,9.236100170605994,5345.428393408297,-312.7190618402942,832.6272350001058,-615.6753213029525,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03864615178569535,0.0,0,0.5001214875170618,65.99961422222222,-57.86096252154843,0.26681766361152365,6.903432656247613,0.0027642437467812284,6.971761337854207,1.2431091330887938,0.3827357709870073,-2149.6685355694976,37.22729286244222,0.1767713973022451,1009.3644137281572,-176.7371787280514
2025-01-01 00:06:00,4.00397685897336,2.5871009238075264,0.0,0.066732947649556,0.04311834873012544,0.0,0.013438836885630126,0.0,0.33571609572863853,3.604821926359091,0.05,0.0,0.0,0.24403265381013062,2.3284849366640623,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5621.811748997198,15.000000000000057,2.210110938504933,1799.1265973930876,3.1535260930257576,0.45129583333333334,1,6969.642513056952,6969.642513056952,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.52000306424491,51.666666666666686,46.10666666666668,0.0,50.3295305160088,0.0,0.0,0.0,38.52000306424491,48.12872587691493,50.3295305160088,47.028323557368,12.43753247303448,15.103159630204942,0.0,7.16781938478448,-1.5252178897306998,2.8,9.236100170605994,5334.584103200577,-344.2178457091013,818.7887855376025,-621.6500127190507,-0.0,-0.0,395.29188178413824,0.0,1.0,0.038771413639542694,0.0,0,0.5017425064744645,65.99961422222222,-60.869514861708055,0.26547165531770467,6.942069866826822,0.0027642766081345973,6.804948797311378,1.2427694875424515,0.382932339118104,-2179.7383638626575,36.39392076046839,0.17645290857541482,994.6137619215043,-175.82497638390186
2025-01-01 00:07:00,4.008637154684132,2.5901111774579455,0.0,0.06681061924473554,0.043168519624299094,0.0,0.013438836885630126,0.0,0.33571609572863853,3.6094822220698637,0.05,0.0,0.0,0.24403265381013062,2.3314951903144814,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,HP On,5619.99946165201,15.000000000000057,2.2060921645644167,1798.5466181069742,3.1581863887365302,0.45129583333333334,1,6967.25024642565,6967.25024642565,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.42709240580009,51.666666666666686,46.10666666666668,0.0,50.32570239511822,0.0,0.0,0.0,38.42709240580009,48.12548230108695,50.32570239511822,47.02537225407132,12.43753247303448,15.179748207904787,0.0,7.222330321572648,-1.4701316453827427,2.8,9.236100170605994,5324.156501437784,-373.83424401354296,805.4932666647403,-627.4827302405961,-0.0,-0.0,395.29188178413824,0.0,1.0,0.03889307794462107,0.0,0,0.5033169694008366,65.99961422222222,-63.65211175776813,0.2641699346315778,6.980013923717836,0.002764308691984136,6.64288153642229,1.2424393485805167,0.3831168555406592,-2208.0051911814635,35.62432906094628,0.17614037850848308,980.2070943381668,-174.71382767342647
2025-01-01 00:08:00,0.39915493261426865,0.25861598714346395,0.0,0.0066525822102378104,0.004310266452391066,0.0,0.013438836885630126,0.0,0.33571609572863853,0.0,0.05,0.0,0.0,0.24403265381013062,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,6967.25024642565,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.336602519197065,51.666666666666686,46.10666666666668,0.0,50.32188276631156,0.0,0.0,0.0,38.336602519197065,48.122246548798486,50.32188276631156,47.02242844004195,12.43753247303448,15.254264058931199,0.0,7.27354574527607,-1.4160605226984833,2.8,9.236100170605994,-304.1950639222066,-2199.671957122535,792.6623739130754,-633.1785002967625,-0.0,-0.0,395.29188178413824,0.0,1.0,0.039011301401262834,0.0,0,0.5048469041618177,65.99961422222222,-66.30844540958223,0.262910325834932,7.01675147657684,0.002764340020044113,6.485355204639116,1.2421183124175392,0.3832901359050935,-2234.586533931644,34.91457680910913,0.17583306746501545,966.1065825158188,-173.44420860274337
2025-01-01 00:09:00,0.39915493261426865,0.25861598714346395,0.0,0.0066525822102378104,0.004310266452391066,0.0,0.013438836885630126,0.0,0.33571609572863853,0.0,0.05,0.0,0.0,0.24403265381013062,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009928858815454687,0,On,0.0103392239817976,0,On,0.2837523578907524,0.21281426841806425,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,6967.25024642565,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,9069.378604444444,Off,0.0,0.0,38.41246562473727,51.666666666666686,46.10666666666668,0.0,50.31807141061438,0.0,0.0,0.0,38.41246562473727,48.1190184162085,50.31807141061438,47.01949191900556,12.43753247303448,15.185812544562268,0.0,7.2320061870994685,-1.3628910500738876,2.8,9.236100170605994,-295.74494493077634,-2177.5858595574364,780.2297466250841,-627.9454999149577,-0.0,-0.0,395.29188178413824,0.0,1.0,0.038902704803947585,0.0,0,0.5034415509952265,65.99961422222222,-63.091326799956875,0.2640728173566415,6.9829635205888305,0.002764370613109438,6.6227126862749826,1.2424131709186392,0.3831495985092377,-2213.0253294606864,35.439469903249815,0.17553035626982716,952.2805871332619,-172.05084050817794
