Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,6.157035550005407,0.3053390602521629,0.0,6.157035550005408,0.3053390602521629,0.0,0.09246620433311664,0.5095822772278463,5.5549870684444445,0.0,0.0,0.3053390602521629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.027264309210526312,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.04720490675133567,0.0,0.04339083169884825,0.0,5554.987068444445,18.33333333333337,0.40000000000000013,0.0,5.5549870684444445,0.0,0.4,5554.987068444445,13887.467671111111,0.0,0.0,87.50855052074722,51.66666666666668,46.10666666666668,0.0,50.66309013637933,0.0,0.0,0.0,136.73211018866752,50.69577805518564,50.7121220145888,50.66309013637933,12.43753247303448,18.080747991248604,-0.045623544719917794,1.878373059333372,-1.124690877485261,2.8,9.236100170605994,4219.699391063422,878.4688012460888,1909.2770957444868,-1764.6516353386526,0.0,0.0,553.0836838786095,0.0,1.0,0.08859686426538176,0.0,0.0,0.6461431529809151,65.99961422222222,-123.71972592097983,0.20815823496417485,8.20601063553985,0.002618392473526963,-15.50201284435779,1.2301132417783456,0.7249112727551998,870.6781917593032,7.7906094867855495,0.4208208646715409,2161.9023448232665,-252.62524907878
2025-01-01 01:00:00,6.172389967978949,0.3042329069925709,0.0,6.172389967978949,0.3042329069925709,0.0,0.09042138114232716,0.5269815183921787,5.5549870684444445,0.0,0.0,0.3042329069925709,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.025219486019736836,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.057039262324530604,0.0,0.05243058830277498,0.0,5554.987068444445,18.33333333333337,0.40000000000000013,0.0,5.5549870684444445,0.0,0.4,5554.987068444445,13887.467671111111,0.0,0.0,84.91034772651739,51.66666666666668,46.10666666666668,0.0,49.58873390644253,0.0,0.0,0.0,132.67241832268343,49.62087313229035,49.636942745214256,49.58873390644253,12.43753247303448,17.974198108400696,-0.0669538053908615,2.800954282718245,0.4576051324305784,2.5,9.236100170605994,4331.126647500178,-277.5273826278912,690.4922583189568,-1656.7110826263706,0.0,0.0,549.5639896750307,0.0,1.0,0.08217721878900296,0.0,0.0,0.599324227689133,65.99961422222222,-116.71332799292712,0.20940086788198833,8.153404069947875,0.0026163131318435403,-5.805587393433983,1.23062471479306,0.7249112727551998,-285.6756112112934,8.148228583402144,0.3128209013311853,887.4809366777241,-196.98867835876723
2025-01-01 02:00:00,5.457667601233484,0.3031267537329789,0.0,5.457667601233484,0.3031267537329789,0.0,0.09042138114232716,0.5066325352022677,4.860613684888889,0.0,0.0,0.3031267537329789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.025219486019736836,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.04720490675133567,0.0,0.04339083169884825,0.0,4860.613684888889,18.33333333333337,0.35000000000000003,0.0,4.860613684888889,0.0,0.35,4860.613684888889,13887.467671111111,0.0,0.0,81.86611027866937,51.66666666666668,46.10666666666668,0.0,48.54944259982428,0.0,0.0,0.0,127.9157973104209,48.581463622685824,48.597474134116595,48.54944259982428,12.43753247303448,18.069365721778656,-0.048700543996428536,2.424609220976517,0.7537481600386647,1.6500000000000001,9.236100170605994,3633.1785461092195,-725.6847057723444,40.65190889102844,-1660.7160018720897,0.0,0.0,548.0891186622414,0.0,1.0,0.07724717795833454,0.0,0.0,0.5633690936890072,65.99961422222222,-114.80825556982084,0.2081982284077116,8.199237451190546,0.0026168781600824508,14.463286928651902,1.2302222122075828,0.7249112727551998,-735.3647320039375,9.680026231593057,0.19151050009379064,248.22343182973862,-207.57152293871016
2025-01-01 03:00:00,6.630992599529882,0.30202060047338697,0.0,6.630992599529882,0.30202060047338697,0.0,0.08905816568180085,0.5240317763666,6.017902657481481,0.0,0.0,0.30202060047338697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.023856270559210524,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.057039262324530604,0.0,0.05243058830277498,0.0,6017.902657481482,18.33333333333337,0.43333333333333346,0.0,6.017902657481481,0.0,0.43333333333333335,6017.902657481482,13887.467671111111,0.0,0.0,79.34336797273501,51.66666666666668,46.10666666666668,0.0,47.54379723321243,0.0,0.0,0.0,123.97401245739846,47.57627403191179,47.592512431261476,47.54379723321243,12.43753247303448,18.004377012530824,-0.060869167154857,2.137407806988318,0.5846255061839561,1.6500000000000001,9.236100170605994,4738.596559053065,-457.4677448570277,155.391802154576,-1717.1394641029449,0.0,0.0,545.2510321889258,0.0,1.0,0.0802839891301811,0.0,0.0,0.5855167708314738,65.99961422222222,-107.41766651439747,0.20921059191441554,8.17074820924467,0.002618892248976884,-17.002708999620875,1.230495307669687,0.7249112727551998,-467.1269286914814,9.659183834453687,0.23919568391904328,386.6324583510166,-231.24065619644063
2025-01-01 04:00:00,5.308717765243619,0.30091444721379496,0.0,5.30871776524362,0.30091444721379496,0.0,0.08905816568180085,0.5905037091914487,4.62915589037037,0.0,0.0,0.30091444721379496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.023856270559210524,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.09244294238803234,0.0,0.08497371207691116,0.0,4629.155890370371,18.33333333333337,0.33333333333333337,0.0,4.62915589037037,0.0,0.3333333333333333,4629.155890370371,13887.467671111111,0.0,0.0,76.5881288438182,51.66666666666668,46.10666666666668,0.0,46.57009036564582,0.0,0.0,0.0,119.66895131846596,46.60436799357795,46.62150680754402,46.57009036564582,12.43753247303448,18.05928169698563,-0.050197335267048795,1.9723090933192968,0.6860244607294612,0.55,9.236100170605994,3163.659860096498,-1348.5041813751097,-114.69077237201036,-1903.8493599300227,0.0,0.0,543.7761611761365,0.0,1.0,0.08275638181985503,0.0,0.0,0.6035481043460291,65.99961422222222,-105.42283151998598,0.20802732206791438,8.18771429379228,0.0026142763305494823,21.674413567866644,1.229689418905358,0.7249112727551998,-1358.6259652149117,10.121783839801777,0.23308461403562086,114.66712377557602,-229.35789614758636
2025-01-01 05:00:00,7.007145206502788,0.30091444721379496,0.03871440426507711,7.007145206502789,0.30091444721379496,0.03871440426507711,0.09178459660285349,0.6660001578999353,6.249360452,0.03871440426507711,0.0,0.30091444721379496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.026582701480263156,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.13178036468081208,0.0,0.12113273849261805,0.0,6249.360452,18.33333333333337,0.4500000000000001,0.0,6.249360452,0.0,0.45,6249.360452,13887.467671111111,879.2133333333333,0.0,91.34396324581695,51.66666666666668,46.10666666666668,0.0,51.96790409137212,0.0,0.0,879.2133333333333,142.724942571589,51.99560633885425,52.00945746259533,51.96790409137212,12.43753247303448,18.007971655638435,-0.06570044717190537,0.7066927089668193,-0.07248140057219223,-0.25000000000000006,9.236100170605994,4714.078540268977,-909.8704376907067,-258.44327329196057,-1982.2498903404362,0.0,0.0,546.5025920971891,0.0,1.0,0.08246633268160662,0.0,0.0,0.6014327556114977,65.99961422222222,-99.5346134877761,0.20941736406711964,8.171623351192723,0.0026246293118669605,34.03334716077979,1.229281264568596,0.7249112727551998,-922.4963781468147,12.6259404561079,0.18305080373759414,26.380837027795117,-284.8241103197557
2025-01-01 06:00:00,6.049923584751365,0.3031267537329789,0.0,6.049923584751365,0.3031267537329789,0.0,0.09519263525416927,0.6312016755712706,5.323529273925926,0.0,0.0,0.3031267537329789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.029990740131578944,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.1121116535344222,0.0,0.10305322528476461,0.0,5323.529273925927,18.33333333333337,0.3833333333333334,0.0,5.323529273925926,0.0,0.38333333333333336,5323.529273925927,13887.467671111111,0.0,0.0,89.77227356565203,51.66666666666668,46.10666666666668,0.0,51.4109665798038,0.0,0.0,0.0,140.2691774463313,51.44399735433548,51.46051274160133,51.4109665798038,12.43753247303448,17.985277566910955,-0.0600609426813147,1.2653719615382928,-0.374327328210973,0.3,9.236100170605994,3861.6374172516785,-909.184230600375,-48.552190862052534,-1911.2636220703853,0.0,0.0,552.8603727740835,0.0,1.0,0.08223817124688791,0.0,0.0,0.5997687582449972,65.99961422222222,-103.48860737794634,0.2095637209083358,8.158750546740913,0.0026227916010582277,-18.90668153073877,1.2293782324988125,0.7249112727551998,-919.6779066491545,10.49367604877933,0.21387548302661857,197.82413406347558,-246.3763249255281
2025-01-01 07:00:00,5.926259363217152,0.3053390602521629,0.0,5.926259363217152,0.3053390602521629,0.0,0.0931478120633798,0.5095822772278463,5.323529273925926,0.0,0.0,0.3053390602521629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.027945916940789472,0.0,0.002651982893795858,0.0,0.06254991222879447,0.0,0.011867791774778398,0.0,0.3481239064913118,0.26109292986848376,0.04720490675133567,0.0,0.04339083169884825,0.0,5323.529273925927,18.33333333333337,0.3833333333333334,0.0,5.323529273925926,0.0,0.38333333333333336,5323.529273925927,13887.467671111111,0.0,0.0,86.57765179452285,51.66666666666668,46.10666666666668,0.0,50.31237881627079,0.0,0.0,0.0,135.27758092894197,50.34457272664586,50.3606696818334,50.31237881627079,12.43753247303448,18.07649935277779,-0.04098607827018708,0.747749458820953,-0.6177920097932706,-0.55,9.236100170605994,3688.3249263362163,-1228.3160354560634,-240.95901634513638,-2083.0817434861906,0.0,0.0,553.7652916088726,6.182906649426244,1.0,0.08479508001642042,0.0,0.0,0.6184164734652733,65.99961422222222,-105.88789571239191,0.2083463960204213,8.201681857927671,0.002622528425897731,28.181404785591727,1.2289934199459407,0.7249112727551998,-1240.0959299636686,11.779894507605128,0.20739180039224647,10.360477615375764,-251.31949396051215
2025-01-01 08:00:00,7.444780630212747,0.3936697643708435,0.11614321279523132,7.4447806302127475,0.3936697643708435,0.11614321279523132,0.5036304763135944,0.6917897018991529,6.249360452,0.11614321279523132,0.0,0.3936697643708435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.021129839638157892,0.0,0.019624942377871678,0.0,0.4628756942975648,0.0,0.07630094428784413,0.0,0.46442330763676337,0.3483174807275724,0.04720490675133567,0.0,0.04339083169884825,0.0,6249.360452,18.33333333333337,0.4500000000000001,0.0,6.249360452,0.0,0.45,6249.360452,13887.467671111111,2637.64,0.0,85.28424741958891,51.66666666666668,46.10666666666668,0.0,50.60051140689468,0.8870745713089369,2362.8097087814526,2637.64,133.25663659310766,49.75028715842389,50.61624572702695,49.309440714056215,12.43753247303448,18.00795077524475,-0.0656898957280734,0.023035942158477478,-1.0894640779170406,-1.4,9.236100170605994,5133.87574820572,-1350.5990388920218,-332.36613815704027,-2250.0986446923193,0.0,0.0,1138.3144224502123,410.31119839129366,1.0,0.08767641986770107,0.0,0.0,0.6394302873485654,65.99961422222222,-3.7004815521742773,0.21019021213965622,8.185172782109372,0.0026330980649349797,109.4294309740701,1.2298523707896556,0.7249112727551998,-1363.6883538867119,13.089314994690017,0.2178705296364137,-87.30570121229204,-245.06043694474823
2025-01-01 09:00:00,4.9213176176781595,0.39761867879056256,0.0696859276771388,4.9213176176781595,0.39761867879056256,0.06968592767713878,0.5280749250084837,0.6899179803733794,3.703324712296296,0.0696859276771388,0.0,0.39761867879056256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.017040193256578944,0.0,0.020785521098635285,0.0,0.4902492106532695,0.0,0.08803811571290013,0.0,0.4696885268630554,0.3522663951472914,0.03737055117814073,0.0,0.03435107509492154,0.0,3703.324712296296,18.33333333333337,0.2666666666666667,0.0,3.703324712296296,0.0,0.26666666666666666,3703.324712296296,13887.467671111111,1582.5839999999998,0.0,86.07725825518438,51.66666666666668,46.10666666666668,0.0,51.45129467666191,0.47903234273070533,1297.4245497004808,1582.5839999999998,134.49571602372558,50.06088316262796,51.45129467666191,49.36567740561099,12.43753247303448,18.040317864780377,-0.044435790139885016,0.015086795558902657,-1.0096335457484897,-0.85,9.236100170605994,2884.3709374555515,-828.5859003884078,-68.80272174984098,-2153.4938624264337,0.0,0.0,1163.9933364622093,1112.8276371844054,0.766675,0.08627897596243783,0.0,0.0,0.629238630809164,50.60025423382222,170.54675112347948,0.21177831646407494,8.232827833834865,0.002657259855220827,179.6716492807569,1.230314774537021,0.7249112727551998,-839.669136134296,11.08323574588805,0.22951561038390614,52.70779225660339,-121.51051400644438
