Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,89.2940492217594,51.666666666666686,46.10666666666668,0.0,51.178959187783555,0.0,0.0,0.0,139.52195190899906,51.23492230212048,51.262903859288954,51.178959187783555,12.43753247303448,17.953741089624522,0.0,-1.1568802923676327,-2.3436588432259247,2.8,9.236100170605994,12617.048439670521,3754.0943841667067,2644.7521871128774,-1743.5300692820201,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08828601756924576,0.0,0,0.643876126196159,65.99961422222222,-79.9728460371783,0.20927932758435455,8.125009369181601,0.0026196315114787503,-15.589872111360172,1.2271227525681188,0.7249112727551998,3738.1387478481543,15.95563631855245,0.44114213087180953,2957.115887323691,-312.3637002108134
2025-01-01 00:01:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,88.91660857628193,51.666666666666686,46.10666666666668,0.0,51.159322286471856,0.0,0.0,0.0,138.9322009004405,51.21637213017901,51.24489705203259,51.159322286471856,12.43753247303448,18.0758284787761,0.0,-0.8720662640234899,-2.2921287242387067,2.8,9.236100170605994,12579.09795418928,3483.9798843513613,2605.8726540184484,-1763.5444838311048,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08858577593285948,0.0,0,0.6460622849931296,65.99961422222222,-97.90891696933593,0.20828158514373626,8.206017585979684,0.0026195895599422613,-15.829749802328585,1.230191432351548,0.7249112727551998,3469.069613424857,14.910270926504248,0.44030799515013236,2921.955496885489,-316.08284286704105
2025-01-01 00:02:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,88.54882010049792,51.666666666666686,46.10666666666668,0.0,51.13976922131364,0.0,0.0,0.0,138.357531407028,51.19790036871318,51.226965942412946,51.13976922131364,12.43753247303448,18.194397122397614,0.0,-0.6085084429902039,-2.242032035478614,2.8,9.236100170605994,12541.925838916075,3234.116253848001,2568.388574784607,-1783.0676912014922,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08887661247858995,0.0,0,0.6481833763457249,65.99961422222222,-115.55782487215276,0.20673199852099353,8.261616917006759,0.002619547069164529,-16.061906361273394,1.229690811984394,0.7249112727551998,3220.0816152275597,14.034638620441545,0.4394955451649513,2887.870603554142,-319.48202876953474
2025-01-01 00:03:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,88.19026070232054,51.666666666666686,46.10666666666668,0.0,51.120297862457626,0.0,0.0,0.0,137.79728234737584,51.1795050125568,51.209108587606394,51.120297862457626,12.43753247303448,18.30960269610858,0.0,-0.3645777485986852,-2.1931801480728597,2.8,9.236100170605994,12505.534233115583,3002.866992152417,2534.6699517900524,-1802.1178332723855,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08915893241911138,0.0,0,0.6502423554984349,65.99961422222222,-132.89928860175178,0.2052386123455667,8.316610549509164,0.0026195039376717506,-16.28665521872825,1.2292047826852581,0.7249112727551998,2989.635730308247,13.231261844169916,0.4387018339261474,2854.7253855555437,-320.05543376549144
2025-01-01 00:04:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,87.84054481887523,51.666666666666686,46.10666666666668,0.0,51.10090617334102,0.0,0.0,0.0,137.25085127949254,51.16118414443794,51.191323129986394,51.10090617334102,12.43753247303448,18.421586976540517,0.0,-0.13877530152122025,-2.1453621621075083,2.8,9.236100170605994,12474.406827657509,2788.8152272251523,2502.1192231066498,-1820.711404043322,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08943310503443787,0.0,0,0.6522419156363358,65.99961422222222,-145.4331232888892,0.20379844530568525,8.369035925249483,0.0026194601853616025,-16.504313674571158,1.2287327128543706,0.7249112727551998,2776.3159393589644,12.499287866187853,0.437923527585967,2822.3705510792447,-320.2513279725947
2025-01-01 00:05:00,14.489516152672074,0.3053390602521629,0.0,0.2414919358778679,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,13.88746767111111,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,On,13887.467671111111,18.33333333333337,1.0000000000000002,0.0,13.88746767111111,0.0,1,13887.467671111111,13887.467671111111,Off,0.0,0,87.49914818458785,51.666666666666686,46.10666666666668,0.0,51.08159220241822,0.0,0.0,0.0,136.7174190384185,51.14293592718242,51.17360778956453,51.08159220241822,12.43753247303448,18.530543514485398,0.0,0.0702827882995053,-2.09844133315001,2.8,9.236100170605994,12448.034788115898,2590.6477755355363,2471.129696481048,-1838.8741390847742,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08969962446093291,0.0,0,0.6541856605306284,65.99961422222222,-153.6424277890486,0.20240796500637329,8.420378436991218,0.002619415831301972,-16.7153035049457,1.2282737557112355,0.7249112727551998,2578.8148555841085,11.83291995142792,0.437158476840932,2790.7084479296896,-319.57875144864147
2025-01-01 00:06:00,0.602048481560963,0.3053390602521629,0.0,0.010034141359349383,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,0.0,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,13887.467671111111,Off,0.0,0,87.16559703786236,51.666666666666686,46.10666666666668,0.0,51.06235411371484,0.0,0.0,0.0,136.19624537165993,51.124758632528376,51.15596089193515,51.06235411371484,12.43753247303448,18.636647147220593,0.0,0.2638741322754785,-2.0522911024252948,2.8,9.236100170605994,-1463.7873452773792,2407.152374208894,2441.438614990523,-1856.6293317077314,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08995893700627254,0.0,0,0.6560768451345369,65.99961422222222,-160.2416974482575,0.20106399290273855,8.470053181968805,0.002619370893438355,-16.92000592195307,1.2278271465569741,0.7249112727551998,2395.925495610176,11.226878598717924,0.43640468247798936,2759.649340485623,-318.2107254950996
2025-01-01 00:07:00,0.602048481560963,0.3053390602521629,0.0,0.010034141359349383,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,0.0,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,13887.467671111111,Off,0.0,0,87.36685766952962,51.666666666666686,46.10666666666668,0.0,51.04319017569717,0.0,0.0,0.0,136.51071510864003,51.10665063063434,51.138380858102934,51.04319017569717,12.43753247303448,18.543498285132582,0.0,0.44317817846738805,-2.0068060790884408,2.8,9.236100170605994,-1440.5537301780746,2237.2099210663696,2412.848107480606,-1841.0383718742196,-0.0,-0.0,553.0836838786095,0.0,1.0,0.0897312974300356,0.0,0,0.6544166537185926,65.99961422222222,-152.59904218246464,0.2022368006769569,8.425992626345224,0.0026193253887015024,-16.716076482988065,1.2282192723485823,0.7249112727551998,2226.5336128158456,10.676308250524121,0.43566047709870803,2729.118644524207,-316.27053704360117
2025-01-01 00:08:00,0.602048481560963,0.3053390602521629,0.0,0.010034141359349383,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,0.0,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,13887.467671111111,Off,0.0,0,87.56010994245914,51.666666666666686,46.10666666666668,0.0,51.023982562596274,0.0,0.0,0.0,136.8126717850924,51.08850081834695,51.12075994622229,51.023982562596274,12.43753247303448,18.453292235384776,0.0,0.6092837887200994,-1.9618985856151068,2.8,9.236100170605994,-1419.564041876054,2079.787270072107,2385.191133685051,-1825.989269159824,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08951068399121442,0.0,0,0.652807704416246,65.99961422222222,-146.6584565948393,0.2033798261378328,8.383502546981559,0.0026192804467662714,-16.518264692373087,1.2285992492980324,0.7249112727551998,2069.6105390705216,10.176731001585404,0.43492447173389726,2699.054403712797,-313.8632700277457
2025-01-01 00:09:00,0.602048481560963,0.3053390602521629,0.0,0.010034141359349383,0.005088984337536048,0.0,0.09246620433311664,0.5095822772278463,0.0,0.0,0.0,0.3053390602521629,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.027264309210526312,0.0,On,0.0026519828937958574,0.0,On,0.06254991222879447,0,On,0.011867791774778398,0,On,0.3481239064913118,0.26109292986848376,On,0.04720490675133567,0,On,0.04339083169884825,0,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,13887.467671111111,Off,0.0,0,87.74595572949454,51.666666666666686,46.10666666666668,0.0,51.00473303988127,0.0,0.0,0.0,137.10305582733523,51.070310859342925,51.10309976907376,51.00473303988127,12.43753247303448,18.3658063494589,0.0,0.7631962208979077,-1.9174961603946,2.8,9.236100170605994,-1398.832672171407,1933.930605937498,2358.325429928991,-1811.4403687636518,-0.0,-0.0,553.0836838786095,0.0,1.0,0.08929656783494054,0.0,0,0.6512461402518016,65.99961422222222,-140.4759872863646,0.20449526471530188,8.342462339761198,0.0026192360503920816,-16.326118072419625,1.2289679932703383,0.7249112727551998,1924.206588486221,9.724017451276852,0.43419551748438634,2669.4054504659002,-311.0800205369093
