Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.84173028986378,51.666666666666686,46.10666666666668,0.0,50.960347063948596,0.0,0.0,0.0,132.56520357791214,50.3346180941372,50.960347063948596,50.02175360923151,12.43753247303448,18.59226633518367,0.0,4.659162881698823,0.30680007226359324,2.8,9.236100170605994,255.90741558407774,-1499.7922262772101,453.74505353242415,-322.56959761360537,-0.0,-0.0,558.110783471929,0.0,3.0,0.015673331555545802,0.0,0.0,0.11430670772591589,197.99884266666666,20.366229725754025,0.2252364284163545,8.792088035979834,0.0029361722650616848,129.74820449772338,1.2242031190086207,0.6642441708393945,-1609.3957268803993,109.60350060318932,0.14498225455103997,471.07451160353514,-17.32945807111099
2025-01-01 00:01:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.82165024346534,51.666666666666686,46.10666666666668,0.0,50.945918351866624,0.0,0.0,0.0,132.5338285054146,50.32139916718961,50.945918351866624,50.00913957485111,12.43753247303448,18.586523684042344,0.0,4.708230894140824,0.3612238877543516,2.8,9.236100170605994,250.38394023261037,-1545.1784044615029,444.87184692970504,-322.38923749972366,-0.0,-0.0,558.110783471929,0.0,3.0,0.01567026632687263,0.0,0.0,0.11428435279794057,197.99884266666666,14.662394260404973,0.22600243490180538,8.81331166029788,0.002936522243430523,129.73642813634171,1.227803083712612,0.6645456573874313,-1652.621502222094,107.44309776059126,0.14498225455103997,460.7914725192262,-15.919625589521111
2025-01-01 00:02:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.80195630994547,51.666666666666686,46.10666666666668,0.0,50.931493569705644,0.0,0.0,0.0,132.5030567342898,50.3081833688518,50.931493569705644,49.996528268424875,12.43753247303448,18.580639632604232,0.0,4.754727891498289,0.4149081572293124,2.8,9.236100170605994,244.75623495402897,-1587.7530598358808,436.10356916055895,-322.2044783434498,-0.0,-0.0,558.110783471929,0.0,3.0,0.015667125348626465,0.0,0.0,0.11426144542300977,197.99884266666666,8.849929825549708,0.226112470033483,8.810758833807109,0.0029368711639776368,129.72485127955113,1.227827589413806,0.6648312207945215,-1693.6176370151322,105.86457717925127,0.14498225455103997,450.64816602287544,-14.54459686231657
2025-01-01 00:03:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.78263069719902,51.666666666666686,46.10666666666668,0.0,50.9170726527935,0.0,0.0,0.0,132.47286046437347,50.2949706389647,50.9170726527935,49.9839196320503,12.43753247303448,18.574620781717577,0.0,4.79886651387058,0.46779908827786576,2.8,9.236100170605994,239.1188980198431,-1628.0495825536968,427.22908820729964,-322.0155304036979,-0.0,-0.0,558.110783471929,0.0,3.0,0.01566391212475228,0.0,0.0,0.11423801115564021,197.99884266666666,3.0236449516119066,0.22622446636750404,8.808132660908393,0.0029372200464259524,129.71341688987454,1.2278526634951623,0.6651021866982799,-1732.5661300513113,104.51654749761417,0.14498225455103997,440.65475585356967,-13.425667646270037
2025-01-01 00:04:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.76365568550962,51.666666666666686,46.10666666666668,0.0,50.902655539422426,0.0,0.0,0.0,132.44321200860878,50.28176092014141,50.902655539422426,49.9713136105009,12.43753247303448,18.568473707932473,0.0,4.840816258810591,0.5198415474393246,2.8,9.236100170605994,235.57648175647606,-1666.2528187171933,418.38045034622763,-321.8226030517829,-0.0,-0.0,558.110783471929,0.0,3.0,0.015660630147035642,0.0,0.0,0.11421407546166926,197.99884266666666,-0.7116986636701199,0.22633833381828958,8.80608877819985,0.002937568890998653,129.70211873428383,1.2278782783449615,0.6653596128607234,-1769.611749869082,103.35893115188856,0.14498225455103997,430.82165913340845,-12.441208787180798
2025-01-01 00:05:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.74493761012522,51.666666666666686,46.10666666666668,0.0,50.88824217083688,0.0,0.0,0.0,132.41396501582065,50.26855415775586,50.88824217083688,49.95871015121534,12.43753247303448,18.562233423495474,0.0,4.880721692888955,0.5710168520770275,2.8,9.236100170605994,234.63996350341236,-1702.5320894204137,409.6042433878897,-321.62679765972683,-0.0,-0.0,558.110783471929,0.0,3.0,0.015657298092348705,0.0,0.0,0.11418977455283717,197.99884266666666,-1.8440223087898673,0.22645357880158407,8.803341837907826,0.002937917697910041,129.6909224496288,1.227904286653943,0.6656044016324686,-1804.8779207183293,102.34583129791571,0.14498225455103997,421.1524058295808,-11.548162441691085
2025-01-01 00:06:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.72636900472631,51.666666666666686,46.10666666666668,0.0,50.87383250387746,0.0,0.0,0.0,132.38495156988486,50.25535031177559,50.87383250387746,49.94610921572466,12.43753247303448,18.555940122495624,0.0,4.918708123150957,0.6213205869635421,2.8,9.236100170605994,234.30810265709334,-1737.0262343252784,400.91315986738925,-321.42937710392613,-0.0,-0.0,558.110783471929,0.0,3.0,0.015653937411598085,0.0,0.0,0.11416526487211233,197.99884266666666,-2.373303710909582,0.22656963311544492,8.800565965108717,0.0029382664673238855,129.67978845322946,1.227930519275904,0.6658373352029957,-1838.471607054292,101.44537272901371,0.14498225455103997,411.6478301716579,-10.734670304268677
2025-01-01 00:07:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.70792212460785,51.666666666666686,46.10666666666668,0.0,50.85942651327821,0.0,0.0,0.0,132.35612831969976,50.242149358912165,50.85942651327821,49.93351078172915,12.43753247303448,18.549604168861194,0.0,4.954886106850671,0.6707521007989812,2.8,9.236100170605994,234.21261850461585,-1769.8531556152072,392.3108895459418,-321.23066761335787,-0.0,-0.0,558.110783471929,0.0,3.0,0.01565055363185911,0.0,0.0,0.11414058672884321,197.99884266666666,-2.667497353955355,0.22668635089148886,8.798418148823579,0.002938615199345575,129.66870658827838,1.2279569326109443,0.6660591036057166,-1870.4872043687997,100.6340487535925,0.14498225455103997,402.3080552186743,-9.997165672732562
2025-01-01 00:08:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.68958391083416,51.666666666666686,46.10666666666668,0.0,50.84502417839331,0.0,0.0,0.0,132.32747486067836,50.22895128019994,50.84502417839331,49.920914831103254,12.43753247303448,18.543230432689395,0.0,4.9893546271466365,0.7193120825417133,2.8,9.236100170605994,234.14025454031875,-1801.1148556591043,383.8007282138761,-321.03082286859143,-0.0,-0.0,558.110783471929,0.0,3.0,0.01564714934780814,0.0,0.0,0.11411575904618677,197.99884266666666,-2.939706063018882,0.2268036639951048,8.795598076706558,0.0029389638940655787,129.65767211324672,1.2279835061800013,0.6662703244561233,-1901.00927427843,99.89441861932563,0.14498225455103997,393.1329507962613,-9.332222582385217
2025-01-01 00:09:00,0.4950900965681486,0.2398724413984005,0.004866408050065115,0.008251501609469143,0.0039978740233066745,8.110680083441859e-05,0.03644221913851587,0.40864787742963277,0.0,0.05,0.0,0.004866408050065115,0.0,0.0,0.22528910806506716,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.004544051535087718,0.0,On,0.0008965928890522337,0.0,On,0.03100157471437592,0,On,0.03993011139781071,0,On,0.23779810215934136,0.17834857661950596,On,0.06833228861173242,0,On,0.004866408050065115,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8074.695253333333,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6441.1168800000005,Off,0.0,0,84.67134949470045,51.666666666666686,46.10666666666668,0.0,50.83062548075193,0.0,0.0,0.0,132.29898358546944,50.21575605870794,50.83062548075193,49.90832134768595,12.43753247303448,18.536820719808055,0.0,5.022203404929726,0.7670024797083957,2.8,9.236100170605994,234.0354658452522,-1830.9011286036894,375.38636410704925,-320.82990036154314,-0.0,-0.0,558.110783471929,0.0,3.0,0.015643725518182775,0.0,0.0,0.11409078881628365,197.99884266666666,-3.2454172651337316,0.22692154770360629,8.793409210302855,0.002939312551567441,129.64668331161207,1.2280102324012543,0.6664715573334229,-1930.1145320802743,99.21340347658493,0.14498225455103997,384.12214893334357,-8.735784826294333
