Metric,Value
Total Electric Energy (kWh),985.5215525286835
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.3687799340676159
Peak Electric Power (kW),8.726203943776698
Other Electric Energy (kWh),184.12411643593833
HVAC Heating Electric Energy (kWh),591.9454479753847
Lighting Electric Energy (kWh),113.96427183484201
Water Heating Electric Energy (kWh),95.48771628251853
Average Temperature - Indoor (C),23.62822122717194
Unmet Heating Load (C-hours),30.55643513229489
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
