Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.40693600156688,51.666666666666686,46.10666666666668,0.0,50.961122545844134,0.0,0.0,0.0,28.40693600156688,48.13332675011883,50.961122545844134,46.719428852256186,12.43753247303448,23.801206406274915,0.0,2.8,511.310935344932,-1200.8172812849662,-0.0,-8.742272098177159,188.1457162902475,0.0,1.0,0.04387478831109036,0.0,0.0003194202345714332,1.1273141021099586,65.99961422222222,-8.799831664736496,0.16609505402109626,11.167651202436204,0.0029811763885102664,-35.77437450406518,1.2026962325080175
2025-01-01 00:01:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.397520675201992,51.666666666666686,46.10666666666668,0.0,50.956268521341606,0.0,0.0,0.0,28.397520675201992,48.129340074641505,50.956268521341606,46.715875851291464,12.43753247303448,23.80528654619248,0.0,2.8,510.206561492384,-1201.1625640351829,-0.0,-8.777448268057176,188.1457162902475,0.0,1.0,0.0438788792165463,0.0,0.0003206431867887311,1.1274496489811163,65.99961422222222,-9.523746597187495,0.1665202547478716,11.194587668324978,0.00298083284748309,-35.73667236424602,1.2061931406785353
2025-01-01 00:02:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.388204009328447,51.666666666666686,46.10666666666668,0.0,50.95141609005869,0.0,0.0,0.0,28.388204009328447,48.12535472052636,50.95141609005869,46.7123240357602,12.43753247303448,23.809283217159926,0.0,2.8,509.0891598096712,-1201.5008215902094,-0.0,-8.811907301602302,188.1457162902475,0.0,1.0,0.043882886294172044,0.0,0.00032184075050336133,1.127582409941715,65.99961422222222,-10.268431691328807,0.16646120225374847,11.196028203547506,0.0029804906634289885,-35.698932316501526,1.2061771558929386
2025-01-01 00:03:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.37898565789357,51.666666666666686,46.10666666666668,0.0,50.94656523727057,0.0,0.0,0.0,28.37898565789357,48.12137067392722,50.94656523727057,46.70877339225554,12.43753247303448,23.813196702814746,0.0,2.8,507.97628382909693,-1201.8320755777438,-0.0,-8.845651490933825,188.1457162902475,0.0,1.0,0.043886809836933036,0.0,0.00032301303381321154,1.1277123952221533,65.99961422222222,-11.016309495036964,0.16640302225642775,11.197425852240714,0.0029801488362115806,-35.66101501762631,1.206161509148068
2025-01-01 00:04:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.369864115682052,51.666666666666686,46.10666666666668,0.0,50.94171594830406,0.0,0.0,0.0,28.369864115682052,48.11738792104646,50.94171594830406,46.70522390741766,12.43753247303448,23.817028283118578,0.0,2.8,507.1689824941284,-1202.1564320325651,-0.0,-8.878691723791462,188.1457162902475,0.0,1.0,0.04389065113641202,0.0,0.00032416044252893324,1.1278396481198583,65.99961422222222,-11.466214142326784,0.1663457010795436,11.198781287280838,0.0029798073676332764,-35.62292446179664,1.2061461952174706
2025-01-01 00:05:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.360820584159896,51.666666666666686,46.10666666666668,0.0,50.9368682087099,0.0,0.0,0.0,28.360820584159896,48.11340644829774,50.9368682087099,46.70167556809165,12.43753247303448,23.820794101610993,0.0,2.8,506.7269925293883,-1202.4752555382258,-0.0,-8.911167077626386,188.1457162902475,0.0,1.0,0.04389442638440425,0.0,0.0003252878306530473,1.1279647054749584,65.99961422222222,-11.556905247571255,0.1662890764019729,11.200102953232168,0.00297946625945653,-35.584703008569264,1.2061311485081763
2025-01-01 00:06:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.351833472643193,51.666666666666686,46.10666666666668,0.0,50.93202200683309,0.0,0.0,0.0,28.351833472643193,48.10942624473289,50.93202200683309,46.6981283636828,12.43753247303448,23.824512704482288,0.0,2.8,506.3673080293752,-1202.790114739526,-0.0,-8.943237391395607,188.1457162902475,0.0,1.0,0.043898154179035156,0.0,0.0003264007652342699,1.1280881836972168,65.99961422222222,-11.56966023251495,0.16623296210465735,11.201400550135684,0.002979125513019414,-35.54639905015466,1.2061162936765464
2025-01-01 00:07:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.342898092788822,51.666666666666686,46.10666666666668,0.0,50.927177334227814,0.0,0.0,0.0,28.342898092788822,48.10544730243386,50.927177334227814,46.694582286536885,12.43753247303448,23.828188113355555,0.0,2.8,506.0468183332839,-1203.1013489517904,-0.0,-8.97493727127735,188.1457162902475,0.0,1.0,0.043901838556206926,0.0,0.00032750046160200184,1.1282102167360262,65.99961422222222,-11.547215836459857,0.16617731749943893,11.202676182610148,0.0029787851291751544,-35.50802332923752,1.2061016143748635
2025-01-01 00:08:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.334012265587127,51.666666666666686,46.10666666666668,0.0,50.92233418314524,0.0,0.0,0.0,28.334012265587127,48.10146961414053,50.92233418314524,46.69103732963818,12.43753247303448,23.831822193908078,0.0,2.8,505.73340951438695,-1203.4091150513077,-0.0,-9.006282736902124,188.1457162902475,0.0,1.0,0.0439054813901572,0.0,0.00032858748878820916,1.1283308669147634,65.99961422222222,-11.521513090215045,0.16612212349711913,11.20393082778451,0.002978445108669357,-35.469580989603244,1.2060871030128708
2025-01-01 00:09:00,1.6666691571473984,0.06343734314211283,0.0,0.027777819285789974,0.001057289052368547,0.0,0.039024131298621395,0.0,0.08612042174621257,1.5415246041025643,0.0,0.0,0.06343734314211283,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.017112774122807015,0.0,On,0.02191135717581438,0,On,0.0015372975567287627,0,On,0.04283501395440989,0.03212626046580741,On,On,1541.5246041025641,23.888888888888914,1.0,0.0,1.4357553733333335,0.10576923076923077,1,1435.7553733333334,1435.7553733333334,Off,0.0,0.0,28.325175613696366,51.666666666666686,46.10666666666668,0.0,50.9174925461605,0.0,0.0,0.0,28.325175613696366,48.0974931728986,50.9174925461605,46.687493486267655,12.43753247303448,23.835415263372052,0.0,2.8,505.4174904214535,-1203.713438835549,-0.0,-9.037276455604287,188.1457162902475,0.0,1.0,0.043909083002742134,0.0,0.00032966195209362386,1.1284501451294253,65.99961422222222,-11.502114680205255,0.16606737650297942,11.205164653050588,0.0029781054521961017,-35.43107316650389,1.2060727582895425
