Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,73.74092338308493,51.666666666666686,46.10666666666668,0.0,48.38551648052369,0.0,0.0,0.0,115.22019278607021,47.89404478928414,48.38551648052369,47.64830894366436,12.43753247303448,20.42989863158968,0.0,-2.8,4.343349385208052,2.8,9.236100170605994,-1628.5957976826405,181.53368519538972,-319.247393760627,-1979.0212309301203,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08613566008833788,0.0,0,0.34112529169506456,131.99922844444444,-362.0580406516681,0.17831055083300376,9.261298209925236,0.002604432830974939,40.85232116806595,1.2167839269370224,0,0,181.53368519538972,0.21747338182655995,-437.4093006636119,118.16190690298485
2025-01-01 00:01:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,73.91021199117613,51.666666666666686,46.10666666666668,0.0,48.373000078122175,0.0,0.0,0.0,115.4847062362127,47.88255544464302,48.373000078122175,47.637333127903446,12.43753247303448,20.355285378498362,0.0,-2.6926191761416254,4.397825190554504,2.8,9.236100170605994,-1617.9547929511461,178.71507459080007,-334.9887778866344,-1966.8900111297396,-0.0,-0.0,712.4834738991481,0.0,2.0,0.0859715049255501,0.0,0,0.34047518374056807,131.99922844444444,-363.5482557205544,0.17966148833506176,9.250351459888122,0.00260449303383714,40.9657686811695,1.2206484934987076,0,0,178.71507459080007,0.21747338182655995,-452.84859402651193,117.85981613987752
2025-01-01 00:02:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.07567825706985,51.666666666666686,46.10666666666668,0.0,48.360455991288944,0.0,0.0,0.0,115.74324727667165,47.87103972366875,48.360455991288944,47.62633158985866,12.43753247303448,20.282070174584764,0.0,-2.586960691498156,4.450509141688562,2.8,9.236100170605994,-1608.0197313619108,176.19993079799968,-350.50474233473415,-1955.0148206348908,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08581032423015957,0.0,0,0.33983685564655547,131.99922844444444,-365.4883846261679,0.18048029123567555,9.21707673799915,0.002604553212752357,41.07693063001525,1.2209530171705003,0,0,176.19993079799968,0.21747338182655995,-467.78004794265655,117.2753056079224
2025-01-01 00:03:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.23746143183925,51.666666666666686,46.10666666666668,0.0,48.347884857038125,0.0,0.0,0.0,115.99603348724882,47.859498221908616,48.347884857038125,47.615304904343866,12.43753247303448,20.21020172222612,0.0,-2.4829060771505986,4.501455970964693,2.8,9.236100170605994,-1598.6408355764731,173.73254575097891,-365.3108226056199,-1943.3857673933994,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08565201074453462,0.0,0,0.33920988263784235,131.99922844444444,-367.7385420822217,0.18128819978799623,9.184500774448868,0.002604613539914785,41.18584332188306,1.2212520862134055,0,0,173.73254575097891,0.21747338182655995,-482.219174415433,116.9083518098131
2025-01-01 00:04:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.3956906382451,51.666666666666686,46.10666666666668,0.0,48.335287289179924,0.0,0.0,0.0,116.24326662225796,47.847931513213624,48.335287289179924,47.60425362523048,12.43753247303448,20.139632476525097,0.0,-2.380367392497591,4.550736935098356,2.8,9.236100170605994,-1586.1531882296147,171.34506379712167,-379.66344331040784,-1931.9936693608636,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08549646510538553,0.0,0,0.3385938712034119,131.99922844444444,-366.6429927678988,0.18208554516434486,9.151855329910221,0.002604674012218065,41.29258488084046,1.2215458905235836,0,0,171.34506379712167,0.21747338182655995,-496.18616871000637,116.52272539959856
2025-01-01 00:05:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.55041329149851,51.666666666666686,46.10666666666668,0.0,48.32266388000758,0.0,0.0,0.0,116.48502076796643,47.83634015131656,48.32266388000758,47.59317828697106,12.43753247303448,20.07034532231746,0.0,-2.2792740160619234,4.598412711313969,2.8,9.236100170605994,-1570.680377398103,169.03923540564676,-393.5584515266398,-1920.8343359477071,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08534365473300293,0.0,0,0.337988692316995,131.99922844444444,-362.329515349544,0.1828723263253846,9.119879561089164,0.002604734626665321,41.39718055161841,1.2218344937147048,0,0,169.03923540564676,0.21747338182655995,-509.69822769868125,116.13977617204148
2025-01-01 00:06:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.70167581849464,51.666666666666686,46.10666666666668,0.0,48.310015213901465,0.0,0.0,0.0,116.72136846639786,47.82472468256262,48.310015213901465,47.582079416893194,12.43753247303448,20.002323505364913,-0.053232050190686664,-2.179568255675334,4.644542816872505,2.8,9.236100170605994,-1554.2567939240105,166.81595385756196,-407.0105788441331,-1909.903683476554,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08519354766259632,0.0,0,0.33739421938760167,131.99922844444444,-356.83658434660447,0.18364854359740618,9.088565196901682,0.0026047953802975604,41.49965509316382,1.222117958160948,0,0,166.81595385756196,0.21747338182655995,-522.7722195020199,115.76164065788683
2025-01-01 00:07:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.84956292970412,51.666666666666686,46.10666666666668,0.0,48.29734186749386,0.0,0.0,0.0,116.9524420776627,47.813085646063314,48.29734186749386,47.57095753534805,12.43753247303448,19.93553599705937,-0.12001955849622803,-2.0812019114498397,4.689184829384765,2.8,9.236100170605994,-1538.1467796313416,164.67400691359805,-420.0385363096448,-1899.1953896306827,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08504608022630145,0.0,0,0.33681020026973546,131.99922844444444,-351.43486389980694,0.18441436580438675,9.057896105142614,0.0026048562701928854,41.600058396530805,1.2223964060287402,0,0,164.67400691359805,0.21747338182655995,-535.4244625134568,115.38592620381195
2025-01-01 00:08:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,74.99418072583286,51.666666666666686,46.10666666666668,0.0,48.284644403295445,0.0,0.0,0.0,117.17840738411384,47.801423567731746,48.284644403295445,47.559813149949896,12.43753247303448,19.86994378405263,-0.1856117715029697,-1.9841338939176225,4.732394197478182,2.8,9.236100170605994,-1522.5188692336794,162.61098903181625,-432.6588419573785,-1888.701922614121,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08490117086858356,0.0,0,0.33623631197689413,131.99922844444444,-346.3004205187064,0.1851700617709743,9.027851733292731,0.002604917293500236,41.69845455314826,1.2226699931602194,0,0,162.61098903181625,0.21747338182655995,-547.6706717393151,115.01182978193665
2025-01-01 00:09:00,0.6023395804346197,0.2797576342708651,0.0,0.01003899300724366,0.004662627237847751,0.0,0.21720030232687262,0.38513927810774706,0.0,0.0,0.0,0.0,0.2797576342708651,0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03922759320175439,0.0,On,0.003030785014354194,0.0,On,0.11918918554796043,0,On,0.0557527385628036,0.0,On,0.012129099079926845,0,On,0.31221907114166,0.2341643033562449,On,0,0,Off,Off,0.0,20.5555555555556,0.0,0.0,0.0,0.0,0,0.0,21036.937426666667,Off,0.0,0,75.13563385435252,51.666666666666686,46.10666666666668,0.0,48.27192336613447,0.0,0.0,0.0,117.39942789742581,47.78973895694973,48.27192336613447,47.54864675235737,12.43753247303448,19.805508378054196,-0.25004717750140415,-1.8883285223994133,4.774224301400677,2.8,9.236100170605994,-1507.3503532002185,160.62376925073806,-444.7874543028631,-1878.415910071111,-0.0,-0.0,712.4834738991481,0.0,2.0,0.08475873892079511,0.0,0,0.33567223503493765,131.99922844444444,-341.4179170282555,0.1859159041077848,8.9984117797441,0.002604978447458341,41.79490697829545,1.2229388736125206,0,0,160.62376925073806,0.21747338182655995,-559.5259759748875,114.73852167202439
