occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.844,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.536,0.0334,0.627,0.141,0.141,0.0,0.282,0,0,0,0
1.0,0.514,0.0488,0.807,0.221,0.221,0.0,0.197,0,0,0,0
1.0,0.514,0.0488,0.807,0.221,0.221,0.0,0.171,0,0,0,0
1.0,0.514,0.0488,0.807,0.221,0.221,0.0,0.417,0,0,0,0
0.822,0.534,0.0444,0.601,0.19,0.19,0.0,0.108,0,0,0,0
0.667,0.551,0.0406,0.421,0.163,0.163,0.0,0.0855,0,0,0,0
0.667,0.551,0.0406,0.421,0.163,0.163,0.0,0.256,0,0,0,0
0.667,0.551,0.0406,0.421,0.163,0.163,0.0,0.171,0,0,0,0
0.667,0.553,0.0442,0.421,0.162,0.162,0.0,0.0855,0,0,0,0
0.667,0.555,0.0473,0.421,0.161,0.161,0.0,0.0,0,0,0,0
0.667,0.551,0.0641,0.421,0.221,0.221,0.0,0.216,0,0,0,0
0.667,0.548,0.0788,0.421,0.273,0.273,0.0,0.171,0,0,0,0
0.489,0.552,0.0656,0.421,0.211,0.211,0.0,0.256,0,0,0,0
0.333,0.555,0.0541,0.421,0.156,0.156,0.0,0.199,0,0,0,0
0.333,0.555,0.0541,0.421,0.156,0.156,0.0,0.431,0,0,0,0
0.156,0.558,0.0337,0.421,0.0991,0.0991,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.178,0.558,0.0419,0.421,0.101,0.101,0.0,0.0,0,0,0,0
0.333,0.555,0.0646,0.421,0.147,0.147,0.0,0.0855,0,0,0,0
0.333,0.555,0.0646,0.421,0.147,0.147,0.0,0.0,0,0,0,0
0.333,0.555,0.0662,0.421,0.145,0.145,0.0,0.0,0,0,0,0
0.511,0.551,0.0952,0.421,0.193,0.193,0.0,0.0,0,0,0,0
0.667,0.552,0.0917,0.421,0.187,0.187,0.0,0.0,0,0,0,0
0.489,0.555,0.0676,0.421,0.143,0.143,0.0,0.0855,0,0,0,0
0.333,0.555,0.0716,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0771,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0789,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0789,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.156,0.558,0.0453,0.421,0.0924,0.0924,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.178,0.563,0.0539,0.421,0.0986,0.0986,0.0,0.0,0,0,0,0
0.333,0.564,0.0871,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.511,0.565,0.125,0.421,0.191,0.191,0.0,0.171,0,0,0,0
0.667,0.579,0.178,0.421,0.235,0.235,0.0,0.0,0,0,0,0
0.667,0.591,0.196,0.421,0.235,0.235,0.0,0.0855,0,0,0,0
0.667,0.591,0.196,0.421,0.235,0.235,0.0,0.0,0,0,0,0
0.667,0.591,0.196,0.421,0.235,0.235,0.0,0.0,0,0,0,0
0.667,0.605,0.219,0.421,0.238,0.238,0.0,0.0,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,0.0,0.0,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,0.0,0.256,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,0.0,0.0,0,0,0,0
0.667,0.622,0.283,0.596,0.248,0.248,0.0,0.0,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.621,0.388,0.78,0.275,0.275,0.0,0.256,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.171,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.0,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.0855,0,0,0,0
0.667,0.608,0.502,0.807,0.331,0.331,0.0,0.0,0,0,0,0
0.667,0.6,0.55,0.807,0.364,0.364,0.0,0.0,0,0,0,0
0.667,0.59,0.408,0.704,0.28,0.28,0.0,0.0,0,0,0,0
0.667,0.581,0.283,0.614,0.207,0.207,0.0,0.0,0,0,0,0
0.667,0.571,0.141,0.511,0.123,0.123,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.844,0.547,0.0491,0.524,0.0847,0.0847,0.0,0.184,0,0,0,0
1.0,0.531,0.0569,0.614,0.0935,0.0935,0.0,0.023,0,0,0,0
1.0,0.529,0.0451,0.614,0.074,0.074,0.0,0.0,0,0,0,0
1.0,0.551,0.0256,0.485,0.0576,0.0576,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.549,0.0247,0.524,0.0952,0.0952,0.0,0.256,0,0,0,0
1.0,0.538,0.0323,0.614,0.135,0.135,0.0,0.0855,0,0,0,0
1.0,0.538,0.0323,0.614,0.135,0.135,0.0,0.0,0,0,0,0
1.0,0.538,0.0323,0.614,0.135,0.135,0.0,0.0,0,0,0,0
1.0,0.539,0.0499,0.511,0.21,0.21,0.0,0.371,0,0,0,0
1.0,0.54,0.0653,0.421,0.276,0.276,0.0,0.125,0,0,0,0
0.822,0.546,0.0521,0.421,0.215,0.215,0.0,0.0,0,0,0,0
0.667,0.545,0.0538,0.421,0.223,0.223,0.0,0.244,0,0,0,0
0.667,0.544,0.0725,0.421,0.275,0.275,0.0,0.171,0,0,0,0
0.667,0.548,0.0788,0.421,0.273,0.273,0.0,0.0,0,0,0,0
0.667,0.548,0.0788,0.421,0.273,0.273,0.0,0.055,0,0,0,0
0.667,0.548,0.0788,0.421,0.273,0.273,0.0,0.171,0,0,0,0
0.667,0.548,0.086,0.421,0.268,0.268,0.0,0.116,0,0,0,0
0.667,0.548,0.0923,0.421,0.263,0.263,0.0,0.0233,0,0,0,0
0.667,0.548,0.0923,0.421,0.263,0.263,0.0,0.0,0,0,0,0
0.667,0.548,0.0923,0.421,0.263,0.263,0.0,0.235,0,0,0,0
0.667,0.548,0.0979,0.421,0.258,0.258,0.0,0.0,0,0,0,0
0.667,0.548,0.103,0.421,0.255,0.255,0.0,0.119,0,0,0,0
0.667,0.548,0.103,0.421,0.255,0.255,0.0,0.307,0,0,0,0
0.667,0.548,0.103,0.421,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.548,0.108,0.421,0.249,0.249,0.0,0.492,0,0,0,0
0.667,0.548,0.113,0.421,0.244,0.244,0.0,0.306,0,0,0,0
0.667,0.548,0.113,0.421,0.244,0.244,0.0,0.0,0,0,0,0
0.489,0.552,0.0873,0.421,0.192,0.192,0.0,0.0,0,0,0,0
0.333,0.555,0.0662,0.421,0.145,0.145,0.0,0.0,0,0,0,0
0.333,0.555,0.0676,0.421,0.143,0.143,0.0,0.0,0,0,0,0
0.333,0.555,0.0676,0.421,0.143,0.143,0.0,0.256,0,0,0,0
0.333,0.555,0.0676,0.421,0.143,0.143,0.0,0.0,0,0,0,0
0.333,0.555,0.0716,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0751,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.0771,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0789,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0789,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0789,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.56,0.0833,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.564,0.0871,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.564,0.0871,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.564,0.0871,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.57,0.0971,0.421,0.142,0.142,0.0,0.171,0,0,0,0
0.333,0.576,0.106,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.576,0.106,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.576,0.106,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.511,0.598,0.177,0.421,0.194,0.194,0.533,0.171,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,1.0,0.0855,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,0.333,0.0,0,0,0,0
0.667,0.617,0.239,0.421,0.24,0.24,0.0,0.0,0,0,0,0
0.667,0.622,0.283,0.596,0.248,0.248,0.0,0.256,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.256,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.626,0.32,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.621,0.388,0.78,0.275,0.275,0.0,0.256,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.0,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.0,0,0,0,0
0.667,0.617,0.446,0.807,0.293,0.293,0.0,0.0,0,0,0,0
0.667,0.598,0.359,0.704,0.247,0.247,0.0,0.0,0,0,0,0
0.667,0.581,0.283,0.614,0.207,0.207,0.0,0.0,0,0,0,0
0.667,0.581,0.283,0.614,0.207,0.207,0.0,0.0,0,0,0,0
0.667,0.581,0.283,0.614,0.207,0.207,0.0,0.0,0,0,0,0
0.667,0.572,0.275,0.614,0.231,0.231,0.0,0.256,0,0,0,0
0.667,0.564,0.269,0.614,0.252,0.252,0.0,0.0,0,0,0,0
0.667,0.564,0.269,0.614,0.252,0.252,0.0,0.0,0,0,0,0
0.667,0.564,0.269,0.614,0.252,0.252,0.0,0.0,0,0,0,0
0.667,0.554,0.214,0.614,0.231,0.231,0.0,0.0,0,0,0,0
0.667,0.546,0.167,0.614,0.212,0.212,0.0,0.0,0,0,0,0
0.667,0.546,0.167,0.614,0.212,0.212,0.0,0.0,0,0,0,0
0.667,0.546,0.167,0.614,0.212,0.212,0.0,0.0,0,0,0,0
0.667,0.539,0.119,0.614,0.161,0.161,0.0,0.0,0,0,0,0
0.667,0.533,0.0781,0.614,0.116,0.116,0.0,0.0855,0,0,0,0
0.844,0.533,0.0781,0.614,0.116,0.116,0.0,0.0855,0,0,0,0
1.0,0.533,0.0781,0.614,0.116,0.116,0.0,0.0,0,0,0,0
1.0,0.531,0.0605,0.614,0.0935,0.0935,0.0,0.349,0,0,0,0
1.0,0.557,0.0217,0.447,0.0526,0.0526,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.533,0.02,0.588,0.0498,0.0498,0.0,0.322,0,0,0,0
1.0,0.529,0.0203,0.614,0.0499,0.0499,0.0,0.099,0,0,0,0
1.0,0.529,0.0203,0.614,0.0499,0.0499,0.0,0.0855,0,0,0,0
1.0,0.529,0.0203,0.614,0.0499,0.0499,0.0,0.0,0,0,0,0
1.0,0.529,0.0223,0.614,0.073,0.073,0.0,0.15,0,0,0,0
1.0,0.529,0.0226,0.614,0.0765,0.0765,0.0,0.0,0,0,0,0
1.0,0.529,0.0226,0.614,0.0765,0.0765,0.0,0.0,0,0,0,0
1.0,0.529,0.0226,0.614,0.0765,0.0765,0.0,0.307,0,0,0,0
1.0,0.537,0.0291,0.614,0.128,0.128,0.0,0.256,0,0,0,0
1.0,0.538,0.0301,0.614,0.135,0.135,0.0,0.0,0,0,0,0
1.0,0.538,0.0301,0.614,0.135,0.135,0.0,0.142,0,0,0,0
1.0,0.538,0.0301,0.614,0.135,0.135,0.0,0.0,0,0,0,0
1.0,0.549,0.0425,0.447,0.159,0.159,0.0,0.117,0,0,0,0
1.0,0.551,0.0444,0.421,0.163,0.163,0.0,0.0855,0,0,0,0
1.0,0.551,0.0444,0.421,0.163,0.163,0.0,0.0,0,0,0,0
1.0,0.551,0.0444,0.421,0.163,0.163,0.0,0.0868,0,0,0,0
1.0,0.554,0.0626,0.421,0.162,0.162,0.0,0.0,0,0,0,0
1.0,0.555,0.0654,0.421,0.161,0.161,0.0,0.0,0,0,0,0
0.711,0.561,0.0244,0.421,0.0643,0.0643,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.378,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.333,0.556,0.074,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.0826,0.421,0.156,0.156,0.0,0.171,0,0,0,0
0.333,0.555,0.0943,0.421,0.153,0.153,0.0,0.0,0,0,0,0
0.0444,0.561,0.0285,0.421,0.063,0.063,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
0.289,0.556,0.0929,0.421,0.134,0.134,0.0,0.0,0,0,0,0
0.333,0.555,0.104,0.421,0.147,0.147,0.0,0.0,0,0,0,0
0.333,0.555,0.104,0.421,0.147,0.147,0.0,0.0,0,0,0,0
0.333,0.555,0.104,0.421,0.147,0.147,0.0,0.0,0,0,0,0
0.333,0.555,0.11,0.421,0.143,0.143,0.0,0.0,0,0,0,0
0.333,0.555,0.111,0.421,0.143,0.143,0.0,0.171,0,0,0,0
0.333,0.555,0.111,0.421,0.143,0.143,0.0,0.427,0,0,0,0
0.333,0.555,0.111,0.421,0.143,0.143,0.0,0.0855,0,0,0,0
0.333,0.555,0.127,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.129,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.129,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.129,0.421,0.142,0.142,0.0,0.171,0,0,0,0
0.333,0.555,0.143,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.146,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.555,0.146,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.555,0.146,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.562,0.157,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.564,0.159,0.421,0.142,0.142,0.0,0.0855,0,0,0,0
0.333,0.564,0.159,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.564,0.159,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.575,0.166,0.421,0.142,0.142,0.0,0.257,0,0,0,0
0.333,0.576,0.167,0.421,0.142,0.142,0.0,0.0,0,0,0,0
0.333,0.576,0.167,0.421,0.142,0.142,0.0,0.0751,0,0,0,0
0.333,0.576,0.167,0.421,0.142,0.142,0.0,0.271,0,0,0,0
0.622,0.612,0.304,0.421,0.227,0.227,0.0,0.0855,0,0,0,0
0.667,0.617,0.326,0.421,0.24,0.24,0.0,0.0855,0,0,0,0
0.667,0.617,0.326,0.421,0.24,0.24,0.0,0.211,0,0,0,0
0.667,0.617,0.326,0.421,0.24,0.24,0.0,0.171,0,0,0,0
0.667,0.625,0.375,0.705,0.253,0.253,0.0,0.0,0,0,0,0
0.667,0.626,0.383,0.749,0.255,0.255,0.0,0.113,0,0,0,0
0.667,0.626,0.383,0.749,0.255,0.255,0.0,0.171,0,0,0,0
0.667,0.626,0.383,0.749,0.255,0.255,0.0,0.0,0,0,0,0
0.667,0.618,0.485,0.799,0.288,0.288,0.0,0.0722,0,0,0,0
0.378,0.593,0.292,0.64,0.188,0.188,0.0,0.0,0,0,0,0
0.333,0.589,0.26,0.614,0.171,0.171,0.0,0.0,0,0,0,0
0.333,0.589,0.26,0.614,0.171,0.171,0.0,0.0,0,0,0,0
0.333,0.582,0.297,0.614,0.202,0.202,0.0,0.0,0,0,0,0
0.622,0.597,0.55,0.781,0.343,0.343,0.0,0.174,0,0,0,0
0.667,0.6,0.588,0.807,0.364,0.364,0.0,0.0,0,0,0,0
0.956,0.617,0.835,0.974,0.5,0.5,0.0,0.0,0,0,0,0
1.0,0.573,0.587,0.833,0.464,0.464,0.0,0.0,0,0,0,0
1.0,0.566,0.543,0.807,0.455,0.455,0.0,0.0,0,0,0,0
1.0,0.566,0.543,0.807,0.455,0.455,0.0,0.0,0,0,0,0
1.0,0.566,0.543,0.807,0.455,0.455,0.0,0.0,0,0,0,0
1.0,0.536,0.372,0.807,0.386,0.386,0.0,0.0,0,0,0,0
1.0,0.531,0.345,0.807,0.375,0.375,0.0,0.0,0,0,0,0
1.0,0.531,0.345,0.807,0.375,0.375,0.0,0.0,0,0,0,0
1.0,0.531,0.345,0.807,0.375,0.375,0.0,0.0,0,0,0,0
1.0,0.509,0.185,0.807,0.208,0.208,0.0,0.0,0,0,0,0
1.0,0.505,0.161,0.807,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.505,0.161,0.807,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.505,0.161,0.807,0.182,0.182,0.0,0.0,0,0,0,0
1.0,0.526,0.0605,0.64,0.0884,0.0884,0.0,0.0,0,0,0,0
1.0,0.529,0.0451,0.614,0.074,0.074,0.0,0.0,0,0,0,0
1.0,0.557,0.0217,0.447,0.0526,0.0526,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.533,0.0272,0.588,0.0565,0.0565,0.0,0.0,0,0,0,0
1.0,0.529,0.0221,0.614,0.0504,0.0504,0.0,0.0,0,0,0,0
1.0,0.529,0.0211,0.614,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.529,0.0211,0.614,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.529,0.0211,0.614,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.557,0.0185,0.447,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0493,0.0,0.0,0,0,0,0
1.0,0.541,0.0285,0.588,0.124,0.124,0.0,0.0,0,0,0,0
1.0,0.538,0.0301,0.614,0.135,0.135,0.0,0.0,0,0,0,0
1.0,0.53,0.0879,0.447,0.355,0.355,0.0,0.0855,0,0,0,0
1.0,0.529,0.0968,0.421,0.389,0.389,0.0,0.0,0,0,0,0
1.0,0.529,0.0968,0.421,0.389,0.389,0.0,0.0,0,0,0,0
1.0,0.529,0.0968,0.421,0.389,0.389,0.867,0.0855,0,0,0,0
1.0,0.54,0.151,0.421,0.386,0.386,0.0667,0.0855,0,0,0,0
1.0,0.542,0.16,0.421,0.385,0.385,0.0,0.0855,0,0,0,0
1.0,0.542,0.16,0.421,0.385,0.385,0.0,0.0,0,0,0,0
1.0,0.542,0.16,0.421,0.385,0.385,0.0,0.0,0,0,0,0
1.0,0.542,0.205,0.421,0.371,0.371,0.867,0.0,0,0,0,0
1.0,0.542,0.212,0.421,0.369,0.369,1.0,0.0855,0,0,0,0
1.0,0.542,0.212,0.421,0.369,0.369,0.933,0.0855,0,0,0,0
1.0,0.542,0.212,0.421,0.369,0.369,0.0,0.0,0,0,0,0
1.0,0.542,0.247,0.421,0.359,0.359,0.0,0.0,0,0,0,0
1.0,0.542,0.252,0.421,0.358,0.358,0.0,0.14,0,0,0,0
1.0,0.542,0.252,0.421,0.358,0.358,0.0,0.0,0,0,0,0
1.0,0.542,0.252,0.421,0.358,0.358,0.0,0.0,0,0,0,0
1.0,0.542,0.274,0.421,0.344,0.344,0.0,0.178,0,0,0,0
1.0,0.542,0.277,0.421,0.342,0.342,0.0,0.0,0,0,0,0
1.0,0.542,0.277,0.421,0.342,0.342,0.0,0.0,0,0,0,0
1.0,0.542,0.277,0.421,0.342,0.342,0.0,0.138,0,0,0,0
1.0,0.542,0.294,0.421,0.332,0.332,0.0,0.0,0,0,0,0
1.0,0.542,0.297,0.421,0.33,0.33,0.0,0.0,0,0,0,0
1.0,0.542,0.297,0.421,0.33,0.33,0.0,0.249,0,0,0,0
1.0,0.542,0.297,0.421,0.33,0.33,0.0,0.0855,0,0,0,0
1.0,0.542,0.344,0.421,0.327,0.327,0.0,0.0,0,0,0,0
1.0,0.542,0.351,0.421,0.327,0.327,0.0,0.315,0,0,0,0
0.422,0.553,0.159,0.421,0.166,0.166,0.0,0.0,0,0,0,0
0.622,0.549,0.225,0.421,0.222,0.222,0.0,0.0,0,0,0,0
0.667,0.548,0.269,0.421,0.234,0.234,0.0,0.0,0,0,0,0
0.667,0.548,0.273,0.421,0.234,0.234,0.0,0.0,0,0,0,0
0.956,0.543,0.384,0.421,0.314,0.314,0.0,0.143,0,0,0,0
1.0,0.542,0.401,0.421,0.326,0.326,0.0,0.0855,0,0,0,0
