occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.5,0.602,0.0412,0.0717,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.733,0.601,0.0387,0.0695,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.569,0.0186,0.0518,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.983,0.599,0.0373,0.0683,0.0,0.0,0.0,0.0,0.211,0,0,0,0
1.0,0.569,0.0186,0.0518,0.0,0.0,0.0,0.0,0.0302,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.599,0.0204,0.0519,0.0,0.0,0.0,0.0,0.362,0,0,0,0
1.0,0.601,0.0206,0.052,0.0,0.0,0.0,0.0,0.362,0,0,0,0
1.0,0.601,0.0206,0.052,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0206,0.052,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.634,0.0329,0.099,0.0,0.0,0.0,0.0,0.146,0,0,0,0
1.0,0.637,0.0337,0.102,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.767,0.604,0.026,0.0782,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.601,0.0255,0.0765,0.0,0.0,0.0,0.0,0.341,0,0,0,0
0.75,0.611,0.0326,0.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.611,0.0331,0.128,0.0,0.0,0.0,0.0,0.289,0,0,0,0
0.75,0.611,0.0331,0.128,0.0,0.0,0.0,0.0,0.161,0,0,0,0
0.517,0.569,0.0183,0.0558,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.622,0.0393,0.146,0.0,0.0,0.0,0.0,0.378,0,0,0,0
0.5,0.626,0.0408,0.152,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.691,0.0746,0.261,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.077,0.269,0.0,0.0,0.0,0.0,0.216,0,0,0,0
0.5,0.695,0.077,0.269,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.695,0.077,0.269,0.0,0.0,0.0,0.0,0.238,0,0,0,0
0.5,0.695,0.0888,0.275,0.0,0.0,0.0,0.0,0.362,0,0,0,0
0.5,0.695,0.0896,0.276,0.0,0.0,0.0,0.0,0.434,0,0,0,0
0.5,0.695,0.0896,0.276,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.695,0.0896,0.276,0.0,0.0,0.0,0.0,0.177,0,0,0,0
0.5,0.695,0.0987,0.269,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.5,0.695,0.0994,0.269,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.0994,0.269,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.695,0.0994,0.269,0.0,0.0,0.0,0.0,0.0983,0,0,0,0
0.5,0.695,0.109,0.26,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.267,0.635,0.0662,0.162,0.0,0.0,0.0,0.0,0.169,0,0,0,0
0.25,0.631,0.0632,0.155,0.0,0.0,0.0,0.0,0.217,0,0,0,0
0.25,0.631,0.0632,0.155,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.631,0.0658,0.152,0.0,0.0,0.0,0.0,0.171,0,0,0,0
0.25,0.631,0.066,0.152,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.631,0.066,0.152,0.0,0.0,0.0,0.0,0.122,0,0,0,0
0.25,0.631,0.066,0.152,0.0,0.0,0.0,0.0,0.0152,0,0,0,0
0.25,0.631,0.0725,0.151,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.0167,0.571,0.0209,0.0572,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0172,0.0506,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.233,0.636,0.0797,0.157,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.483,0.641,0.0841,0.165,0.0,0.0,0.0,0.0,0.217,0,0,0,0
0.733,0.738,0.179,0.329,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.75,0.745,0.186,0.341,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.517,0.745,0.186,0.341,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.745,0.186,0.341,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.772,0.224,0.437,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.774,0.226,0.444,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.267,0.677,0.129,0.26,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.67,0.122,0.247,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.675,0.157,0.288,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.25,0.675,0.16,0.291,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.25,0.675,0.16,0.291,0.0,0.0,0.0,0.0,0.434,0,0,0,0
0.25,0.675,0.16,0.291,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.483,0.767,0.402,0.51,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.774,0.419,0.526,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.774,0.419,0.526,0.0,0.0,0.0,0.0,0.0696,0,0,0,0
0.5,0.774,0.419,0.526,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.756,0.509,0.44,0.0,0.0,0.0,0.0,0.0723,0,0,0,0
0.5,0.754,0.516,0.434,0.0,0.0,0.0,0.0,0.0834,0,0,0,0
0.5,0.754,0.516,0.434,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.754,0.516,0.434,0.0,0.0,0.0,0.0,0.0,0,0,0,0
