Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2405118518254508,0.10039068253738918,0.06189837837837839,0.2405118518254508,0.10039068253738918,0.06189837837837838,0.010541806686255673,0.11734629513919513,0.06262375,0.05,0.0,0.06189837837837839,0.0,0.08580734920405585,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031326663011695902,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,1249.272767335745,17.000000000000057,0.18500000000000003,491.3589364420328,1.8140626527327328,0.06262375,0.2,1678.0079537777779,8390.03976888889,0.0,18.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,89.02995556307272,51.66666666666668,46.10666666666668,0.0,50.82938458608946,0.0,0.0,0.0,139.1093055673011,49.802542444282274,50.82938458608946,49.289121373378684,12.43753247303448,16.65253198121211,-0.05194698076095706,6.429166016412851,-1.0314639062009754,2.8,9.236100170605994,345.43594456473085,-772.1874146731819,502.9440212361195,-1149.014044907879,0.0,0.0,254.51486355506898,0.0,2.0,0.06363618607103001,0.0,0.0,1.1478783384066709,131.99922844444444,-9.337641418204168,0.2573201315091925,7.927130407601127,0.002959056645808702,-18.028099960626342,1.2359211869531044,0.2729248999480565,-1291.0809609629234,27.534609847708598,0.12074478718916247,606.3017564930194,-103.35773525689983
2025-01-01 01:00:00,0.24455404082516585,0.09968455239161625,0.06705657657657657,0.24455404082516585,0.09968455239161625,0.06705657657657658,0.010306856713667954,0.11640478827816454,0.06784239583333335,0.05,0.0,0.06705657657657657,0.0,0.08510121905828291,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.0028977163285818707,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,1353.3788312803906,17.000000000000057,0.20041666666666672,532.3055144788689,1.9652345404604605,0.06784239583333335,0.21666666666666667,1817.841949925926,8390.03976888889,0.0,18.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,86.05605146722206,51.66666666666668,46.10666666666668,0.0,49.635837823282756,0.0,0.0,0.0,134.46258041753447,48.711782380124355,49.635837823282756,48.24975465854516,12.43753247303448,16.66702425371828,-0.06098457731260313,6.777777604483321,0.7275053023558332,2.5,9.236100170605994,502.056434195333,-602.879709680839,138.32341068359165,-1090.561647363316,0.0,0.0,253.33840672145067,0.0,2.0,0.05908021551101225,0.0,0.0,1.0656971104112412,131.99922844444444,-14.099156443191902,0.25660329836650697,7.92750818026411,0.002953220433947265,-5.547448812580352,1.2359240453295495,0.2136965846811094,-1158.8176759211626,23.632451761454753,0.08889954013915814,220.71796283867164,-82.39455215507999
2025-01-01 02:00:00,0.2540498256308019,0.09897842224584333,0.07737297297297298,0.2540498256308019,0.09897842224584333,0.07737297297297298,0.010306856713667954,0.11546328141713398,0.07827968750000001,0.05,0.0,0.07737297297297298,0.0,0.08439508891250999,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0028977163285818707,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,1561.5909591696814,17.000000000000057,0.23125000000000004,614.198670552541,2.2675783159159164,0.07827968750000001,0.25,2097.5099422222224,8390.03976888889,0.0,18.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,83.17377139714239,51.66666666666668,46.10666666666668,0.0,48.484681665762444,0.0,0.0,0.0,129.959017808035,47.657443853156785,48.484681665762444,47.243824946853955,12.43753247303448,16.683970708546212,-0.06657569322779017,7.299417548868136,0.8235232304729699,1.6500000000000001,9.236100170605994,709.0949658405303,-459.5251513989716,-18.705654513081196,-1089.071657474048,0.0,0.0,252.3968998604201,0.0,2.0,0.05531486685172262,0.0,0.0,0.9977772297678159,131.99922844444444,-15.821235715523054,0.2564915428164068,7.937690596402707,0.0029550125315572994,12.818243218323149,1.2358506786028767,0.14786338847045238,-1087.9558387357813,14.232016784268552,0.05452509646852006,64.30413551629239,-83.00979002937359
2025-01-01 03:00:00,0.27904491462137954,0.0982722921000704,0.13413548737602568,0.2790449146213796,0.0982722921000704,0.13413548737602565,0.010150223398609475,0.11452177455610339,0.10437291666666669,0.05,0.030971523412061684,0.10316396396396396,0.0,0.08368895876673706,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.0027410830135233917,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,2082.121278892909,17.000000000000057,0.3083333333333334,818.9315607367213,3.0234377545545548,0.10437291666666669,0.3333333333333333,2796.6799229629632,8390.03976888889,0.0,18.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,703.3706666666666,0.0,84.81672330116577,51.66666666666668,46.10666666666668,0.0,48.77697021173699,0.0,0.0,703.3706666666666,132.5261301580715,48.266830998607276,48.78054626929838,48.00818533448104,12.43753247303448,16.71679646912058,-0.04985660091478703,7.223189185313189,0.5113118199689575,1.6500000000000001,9.236100170605994,1176.634687185644,-457.37314662984335,30.0662840204011,-1138.8175120356873,0.0,0.0,251.29875968433106,0.0,2.0,0.057797722321042536,0.0,0.0,1.042563320616279,131.99922844444444,-17.967839355907913,0.25628685364015874,7.957977996464923,0.0029589357102256728,-13.040420535688549,1.2357076155093447,0.18176873946311442,-1290.4192692117422,14.114561845177544,0.07023947342108179,120.04594968061585,-89.97966566021475
2025-01-01 04:00:00,0.24679153276034899,0.09756616195429745,0.07221477477477478,0.24679153276034896,0.09756616195429746,0.07221477477477478,0.010150223398609475,0.11358026769507283,0.07306104166666667,0.05,0.0,0.07221477477477478,0.0,0.08298282862096412,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.0027410830135233917,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,1457.4848952250359,17.000000000000057,0.21583333333333338,573.2520925157048,2.116406428188188,0.07306104166666667,0.23333333333333334,1957.6759460740743,8390.03976888889,0.0,18.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,92.21796073622363,51.66666666666668,46.10666666666668,0.0,51.08563338645946,0.0,0.0,0.0,144.09056365034942,51.1182792428709,51.134602171076615,51.08563338645946,12.43753247303448,16.748074532123603,-0.04384849145633396,7.023181746812671,0.6314063806527006,0.55,9.236100170605994,418.8345911065093,-665.8809125144282,-43.0313407293456,-1270.9488762592366,0.0,0.0,250.35725282330048,0.0,2.0,0.059694389754320364,0.0,0.0,1.0767756704794669,131.99922844444444,-18.058680682590637,0.2548969745189515,7.958936120713172,0.002950103903726736,13.437703753338736,1.2350009909583515,0.16372169736898193,-1256.1582122820744,17.025207251941218,0.06423924525755031,46.24023640879208,-89.27157713813769
2025-01-01 05:00:00,0.3932268827237993,0.09756616195429745,0.21664432432432434,0.3932268827237993,0.09756616195429746,0.21664432432432434,0.010463490028726433,0.11358026769507283,0.21918312500000006,0.05,0.0,0.21664432432432434,0.0,0.08298282862096412,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.003054349643640351,0.0,0.007409140385086083,0.0,0.002936496200453957,0.0,0.07674952449751825,0.05756214337313867,0.0,0.0,4372.454685675108,19.500000000000057,0.6475000000000002,1719.756277547115,6.3492192845645645,0.21918312500000006,0.7,5873.027838222222,8390.03976888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,83.91922450343051,51.66666666666668,46.10666666666668,0.0,49.979564360375065,0.0,0.0,0.0,131.1237882866102,50.01420548480255,50.0315260470163,49.979564360375065,12.43753247303448,18.736841952185735,-0.3915351773020799,8.420838864165798,-0.3492551553332139,-0.25000000000000006,9.236100170605994,2972.8813444497937,39.358939923841724,-71.38637091015555,-1596.5451769292188,0.0,0.0,250.67051945341743,0.0,2.0,0.0638485529396202,0.0,0.0,1.1517090413965994,131.99922844444444,-53.69868374951255,0.22625882200935876,8.907126158140692,0.0029665079620679116,14.51689674398742,1.2259665137722644,0.15018423637743997,-1671.0283465234913,-9.36899109978156,0.04967932253957849,35.00108466710332,-106.38745557725886
2025-01-01 06:00:00,0.3505551914782222,0.10412521531434905,0.14958774774774775,0.3505551914782222,0.10412521531434905,0.14958774774774775,0.023772225772724535,0.12544223653883094,0.15134072916666672,0.05,0.0,0.14958774774774775,0.0,0.08954188198101572,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.0034459329312865493,0.0,0.020326292841437988,0.0,0.006053060564143298,0.0,0.08361191525552589,0.0627089364416444,0.0,0.0,3019.075854394717,19.500000000000057,0.4470833333333334,1187.4507630682458,4.3839847441041035,0.15134072916666672,0.48333333333333334,4055.185888296297,8390.03976888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,79.03109548500676,51.66666666666668,46.10666666666668,0.0,48.9039682826107,0.07423033969749532,186.9502206764828,0.0,123.48608669532305,48.666281338213544,48.927693873249645,48.52371227537602,12.43753247303448,19.20682702105853,-0.05295788284045274,7.682812847987996,-0.5790297371065287,0.3,9.236100170605994,1652.9219831613734,-511.9959257658105,-16.864071663883205,-1605.9902640536993,0.0,0.0,275.36085668811313,0.0,2.0,0.06463510739289506,0.0,0.0,1.1658970195680713,131.99922844444444,-35.52446386775792,0.21884151478670208,9.116475231331142,0.0029581577429182307,-26.107363801856128,1.223993972203728,0.1756110795529185,-1701.3462614310176,1.8995725969610793,0.06425145344957926,76.63258617536113,-93.49665783924434
2025-01-01 07:00:00,0.38138163208444525,0.11316804443382877,0.20637259637367295,0.38138163208444525,0.11316804443382877,0.20637259637367292,0.04221041358607892,0.14304913516503295,0.14612208333333335,0.05,0.06194304682412337,0.14442954954954956,0.0,0.09858471110049544,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00321098295869883,0.0,0.038999430627380094,0.0,0.01160285369770565,0.0,0.09378600702610436,0.07033950526957826,0.0,0.0,2914.9697904500717,19.500000000000057,0.43166666666666675,1146.5041850314096,4.232812856376376,0.14612208333333335,0.4666666666666667,3915.3518921481486,8390.03976888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,1406.7413333333332,0.0,84.83962203851385,51.66666666666668,46.10666666666668,0.0,51.46298908617972,0.25267203681911643,685.6113195013053,1406.7413333333332,132.56190943517788,50.745881813054645,51.46333697303145,50.386980289640384,12.43753247303448,19.194509997949787,-0.05795286428038503,7.284749011189419,-0.8213626595798682,-0.55,9.236100170605994,1475.9949434315156,-681.3863515862572,-75.61257472272233,-1727.1584520836225,0.0,0.0,310.69375670372904,2.2444128083768997,2.0,0.06632970959581853,0.0,0.0,1.1964644888186775,131.99922844444444,-22.510151638662972,0.21864701494246744,9.105138141119198,0.002953221368848792,10.135474058263528,1.2240492158335683,0.1772059769710088,-1835.222508073723,7.331971456055991,0.06148905907369903,20.20491848126343,-95.81749320398578
2025-01-01 08:00:00,0.4438620030286528,0.1273172908033107,0.17540107296161125,0.44386200302865275,0.1273172908033107,0.17540107296161123,0.07392677253360326,0.17381314716171614,0.14612208333333335,0.05,0.030971523412061684,0.14442954954954956,0.0,0.11273395746997736,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.0024278163834064326,0.0,0.07149895615019683,0.0,0.023501203868412958,0.0,0.11171016199104969,0.08378262149328725,0.0,0.0,2914.9697904500717,19.500000000000057,0.43166666666666675,1146.5041850314096,4.232812856376376,0.14612208333333335,0.4666666666666667,3915.3518921481486,8390.03976888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,703.3706666666666,0.0,82.63553929006193,51.66666666666668,46.10666666666668,0.0,51.46411731500112,0.1798130251808741,489.3135877909982,703.3706666666666,129.11803014072177,49.93014119807071,51.46411731500112,49.163153139605505,12.43753247303448,19.19228997462593,-0.05739305577777595,6.623370708454462,-1.1798157835302405,-1.4,9.236100170605994,1435.8459613734133,-833.1478426831702,-52.19315105848791,-1866.7967871168742,0.0,0.0,371.9194368003903,143.93453440017447,2.0,0.06856721327638088,0.0,0.0,1.2368248901185912,131.99922844444444,15.753521239825519,0.21987232089192385,9.124799033652527,0.002968039564544884,68.51547227703458,1.224622561821694,0.18830549416045952,-1997.4522716488552,17.800243934275418,0.06470684164907962,43.84836587072532,-96.04151692921323
2025-01-01 09:00:00,0.43381634134930586,0.1273172908033107,0.12895495495495496,0.4338163413493059,0.1273172908033107,0.12895495495495496,0.07533545787876407,0.17801473763720843,0.13046614583333335,0.05,0.0,0.12895495495495496,0.0,0.11273395746997736,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.001957916438230994,0.0,0.07337754144053307,0.0,0.027702794343905254,0.0,0.11171016199104969,0.08378262149328725,0.0,0.0,2602.6515986161353,19.500000000000057,0.38541666666666674,1023.6644509209017,3.779297193193193,0.13046614583333335,0.4166666666666667,3495.849903703704,8390.03976888889,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4917.440173333333,0.0,0.0,83.01862198059595,51.66666666666668,46.10666666666668,0.0,51.86595479931721,0.11515130454993883,318.86458557218464,0.0,129.71659684468116,50.142155800366574,51.86595479931721,49.28025630089125,12.43753247303448,19.232963961258974,-0.04442426659947216,6.451265037443822,-0.9273347213948636,-0.85,9.236100170605994,1259.779319750158,-745.4874294042194,-39.793597513610706,-1791.7776129304887,0.0,0.0,377.5297126210435,369.8045817495137,2.0,0.06754137111967787,0.0,0.0,1.218320607209659,131.99922844444444,71.37562144346765,0.22234769266435692,9.192702786676389,0.0030077988095072966,130.92162328380874,1.2250372242887642,0.18570924152511387,-1792.3212147737997,23.169334448678637,0.0671201335288701,7.343329113830419,-47.13692662744112
