Metric,Value
Total Electric Energy (kWh),493.4230139804623
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.685309741639531
Peak Electric Power (kW),7.606879738980769
Other Electric Energy (kWh),173.07403152055804
HVAC Heating Electric Energy (kWh),183.19464920743022
Lighting Electric Energy (kWh),41.44326433114076
Water Heating Electric Energy (kWh),95.02106892133335
HVAC Cooling Electric Energy (kWh),0.6900000000000001
Average Temperature - Indoor (C),15.060859632775372
Unmet Heating Load (C-hours),29.195457794315228
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
