Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.50791018099365,51.666666666666686,46.10666666666668,0.0,51.43178617582783,0.0,0.0,0.0,39.50791018099365,51.45927350927491,51.47301717599845,51.43178617582783,12.43753247303448,17.501583126843556,0.0,5.284357109777567,2.8,9.236100170605994,-269.8938718664272,-844.1327057057811,-566.4165012578568,-0.0,-0.0,283.8657139172576,0.0,2.0,0.02956338377956848,0.0,0,0.5501281854809313,131.99922844444444,12.656915474171996,0.2623259378790306,8.581036329056575,0.0031942902255553706,25.816078720101792,1.2286057461497506,0.2618340284337165,-847.7304097799879,3.5977040742068356
2025-01-01 00:01:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.51814533563306,51.666666666666686,46.10666666666668,0.0,51.42592019460815,0.0,0.0,0.0,39.51814533563306,51.453728905074364,51.46763326030747,51.42592019460815,12.43753247303448,17.48723195947829,0.0,5.291130096165257,2.8,9.236100170605994,-269.9731787383012,-846.586043465424,-565.57140616582,-0.0,-0.0,283.8657139172576,0.0,2.0,0.02954811895614366,0.0,0,0.5498441310683851,131.99922844444444,11.732513510261153,0.2633453246055456,8.597381733095634,0.0031944672651562176,25.840152363096827,1.2322553747877385,0.2618502479432273,-850.0941939514266,3.5081504860026236
2025-01-01 00:02:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.52809112894419,51.666666666666686,46.10666666666668,0.0,51.42005276393134,0.0,0.0,0.0,39.52809112894419,51.44818286445562,51.46224791471776,51.42005276393134,12.43753247303448,17.47312806015506,0.0,5.297436911352663,2.8,9.236100170605994,-270.09501588164034,-848.9224051130069,-564.7413646474274,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029533113818048667,0.0,0,0.5495649089923657,131.99922844444444,10.780634848529488,0.2635945457674868,8.591258077721115,0.0031946439450120587,25.863584219266123,1.2323150447164453,0.26186535019284296,-852.2955380596683,3.3731329466614257
2025-01-01 00:03:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.53775498290923,51.666666666666686,46.10666666666668,0.0,51.41418392680853,0.0,0.0,0.0,39.53775498290923,51.4426354280281,51.45686117863789,51.41418392680853,12.43753247303448,17.459265090304896,0.0,5.303339606360251,2.8,9.236100170605994,-270.25851556480853,-851.0563967728806,-563.9259784383554,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029518361790774616,0.0,0,0.5492903969115785,131.99922844444444,9.801748956289275,0.2638400242593984,8.584675009772132,0.0031948207765184608,25.88634335240291,1.2323736986247147,0.2618794839504761,-854.356049536124,3.2996527632434933
2025-01-01 00:04:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.547146062684334,51.666666666666686,46.10666666666668,0.0,51.4083137251472,0.0,0.0,0.0,39.547146062684334,51.43708663535964,51.45147309046587,51.4083137251472,12.43753247303448,17.44563521226288,0.0,5.308891993914566,2.8,9.236100170605994,-269.9371373023187,-853.0080511464952,-563.1247624613846,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029503854695512047,0.0,0,0.5490204426312126,131.99922844444444,9.32191124180833,0.2640818782985568,8.578804333800205,0.0031949977552074055,25.90845160328714,1.232431369464519,0.26189277821527773,-856.2944719610936,3.2864208145984097
2025-01-01 00:05:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.55625267766283,51.666666666666686,46.10666666666668,0.0,51.40244219949207,0.0,0.0,0.0,39.55625267766283,51.43153652473182,51.446083687351695,51.40244219949207,12.43753247303448,17.43224851233581,0.0,5.314135621834775,2.8,9.236100170605994,-269.2057528256251,-854.8194211283306,-562.3382858343125,-0.0,-0.0,283.8657139172576,0.0,2.0,0.02948960342736624,0.0,0,0.548755248892082,131.99922844444444,9.266819091429783,0.26431992744291927,8.572476387427379,0.003195174876756454,25.929879901598348,1.2324880141814571,0.2619053325871258,-858.1252763440542,3.3058552157235965
2025-01-01 00:06:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.56506791225888,51.666666666666686,46.10666666666668,0.0,51.396569392124924,0.0,0.0,0.0,39.56506791225888,51.42598513606687,51.440693008037854,51.396569392124924,12.43753247303448,17.41911097446442,0.0,5.319101550671057,2.8,9.236100170605994,-268.34527755786127,-856.5084876773302,-561.5668759419984,-0.0,-0.0,283.8657139172576,0.0,2.0,0.02947561451907805,0.0,0,0.5484949372582439,131.99922844444444,9.35588446687944,0.2645540593203531,8.566868685792151,0.00319535213665158,25.9506108159457,1.232543607112007,0.2619172215328986,-859.8592789036438,3.350791226313662
2025-01-01 00:07:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.573597090469086,51.666666666666686,46.10666666666668,0.0,51.39069534635492,0.0,0.0,0.0,39.573597090469086,51.42043251025761,51.43530109220896,51.39069534635492,12.43753247303448,17.406218063636697,0.0,5.323814667859739,2.8,9.236100170605994,-267.4629406201403,-858.1242692954614,-560.8102426851661,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029461883301735558,0.0,0,0.5482394208485734,131.99922844444444,9.481588147768273,0.26478433737902257,8.560805396557058,0.0031955295302642604,25.970656822835842,1.2325981672123558,0.2619285047223844,-861.5051454060344,3.3808761105730003
2025-01-01 00:08:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.58184964554973,51.666666666666686,46.10666666666668,0.0,51.38482010469935,0.0,0.0,0.0,39.58184964554973,51.41487868744964,51.42990797882479,51.38482010469935,12.43753247303448,17.39356171218048,0.0,5.328292819703113,2.8,9.236100170605994,-266.6112088543743,-859.6228970762766,-560.0678898224326,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029448401336227323,0.0,0,0.5479885426244477,131.99922844444444,9.590967050800664,0.26501088473243,8.554869096960465,0.003195707053049494,25.99004047024878,1.232651728438244,0.26193922495519606,-863.0690866488598,3.446189572583208
2025-01-01 00:09:00,0.1591642538827255,0.10792217143198152,0.0,0.002652737564712092,0.001798702857199692,0.0,0.010881208680695042,0.0,0.14828304520203048,0.0,0.0,0.0,0.10792217143198152,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00777790093215703,0,On,0.004386816626055083,0,On,0.10425383442731968,0.07819037582048974,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,4370.56948,Off,0.0,0.0,39.589836902039266,51.666666666666686,46.10666666666668,0.0,51.3789437082729,0.0,0.0,0.0,39.589836902039266,51.409323706464704,51.42451370556061,51.3789437082729,12.43753247303448,17.381132225713625,0.0,5.332554765525903,2.8,9.236100170605994,-265.79572361012373,-861.0719696515424,-559.3392271889237,-0.0,-0.0,283.8657139172576,0.0,2.0,0.029435158440634518,0.0,0,0.5477421131163338,131.99922844444444,9.677789661542372,0.26523385247458886,8.549639845188732,0.0031958847006124352,26.008788965795183,1.2327043316641826,0.2619494272056714,-864.557635377961,3.4856657264186133
