Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.2054010300131155,0.25655602500457597,0.0,1.2054010300131157,0.25655602500457597,0.0,0.01685753549431165,0.758301961925926,0.380241532592878,0.0,0.05,0.0,0.0,0.24197269167124263,0.0,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0028521290204678363,0.0,0.014005406473843816,0.0,0.057611277031221084,0.0,0.28100574170556847,0.2107543062791763,0.0,0.0,0.0,19.500000000000032,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,20.500000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,758.301961925926,0.21666666666666667,21.17940271787148,51.66666666666668,46.10666666666668,0.0,51.6060830491065,0.2626062879818619,709.642105064297,758.301961925926,21.17940271787148,50.96271847482634,51.60933180524032,50.63778743155243,12.43753247303448,20.9102629752751,0.0,2.8,137.88609204662626,-483.12589766460326,0.0,-12.498117697168487,624.9272195011332,0.0,3.75,0.020469946453153868,0.0,0.0005294752526037011,0.5356571597066934,247.49855333333332,8.58288790726481,0.25913729508694094,10.918078115568301,0.0038955358660222343,95.20231365921671,1.2173379962180282
2025-01-01 01:00:00,0.38429625205950635,0.24517997498227032,0.0,0.3842962520595063,0.2451799749822703,0.0,0.01059978220539715,0.0,0.3236964698541092,0.0,0.05,0.0,0.0,0.23059664164893698,0.0,0.01458333333333334,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0026382193439327484,0.0,0.0079615628614644,0.0,0.01623428098885982,0.0,0.26687828785556306,0.20015871589167228,0.0,0.0,0.0,19.500000000000032,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,20.500000000000032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,0.0,0.0,21.856019558111377,51.66666666666668,46.10666666666668,0.0,51.78018211247128,0.0,0.0,0.0,21.856019558111377,51.792171581267766,51.798166315666016,51.78018211247128,12.43753247303448,20.756477037149473,0.0,2.5,121.11111667146282,-456.47235498759306,0.0,-9.071590353748967,579.6132287985058,0.0,4.0,0.019184618690290468,0.0,0.00038216098212144145,0.4991130599114141,263.9984568888889,7.0418332142990385,0.26564910938947656,10.916349659916735,0.003956008371472399,111.85683757927319,1.2179897684716856
2025-01-01 02:00:00,0.49212801673509327,0.27615395879138216,0.0,0.49212801673509327,0.27615395879138216,0.0,0.01059978220539715,0.0,0.322655857007707,0.0,0.15887237752198916,0.0,0.0,0.2298161820141353,0.0,0.046337776777246854,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0026382193439327484,0.0,0.0079615628614644,0.0,0.01623428098885982,0.0,0.26687828785556306,0.20015871589167228,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,525.8064168354371,19.666666666666686,1.4079704447089656,0.0,0.13509537752198914,0.023777,-0.06221152926070743,0.24997170380057157,0.25,549.6456283646978,2198.5825134587913,0.0,0.0,22.362977066271224,51.66666666666668,46.10666666666668,0.0,51.583200386219616,0.0,0.0,0.0,22.362977066271224,51.606022810952545,51.617434023319014,51.583200386219616,12.43753247303448,19.850133453626153,0.020095881092354873,1.6500000000000001,-362.98401464166545,-420.4677072937926,0.0,-6.475043545980167,578.5726159521037,0.0,4.0,0.01764475477435707,0.0,0.0002704252552927084,0.456983748637476,263.9984568888889,11.192537081440792,0.2856920093155541,10.592212341552187,0.004022574907872547,119.84441419263007,1.221709458604258
2025-01-01 03:00:00,0.38207241991567853,0.24361905571266698,0.0,0.3820724199156785,0.24361905571266698,0.0,0.010457175754373755,0.0,0.32161524416130477,0.0,0.05,0.0,0.0,0.22903572237933364,0.0,0.01458333333333334,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.002495612892909357,0.0,0.0079615628614644,0.0,0.01623428098885982,0.0,0.26687828785556306,0.20015871589167228,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,0.0,0.0,22.119010899887712,51.66666666666668,46.10666666666668,0.0,51.38503678444875,0.0,0.0,0.0,22.119010899887712,51.418661418565215,51.43547373562345,51.38503678444875,12.43753247303448,20.00888264999808,0.0,1.6500000000000001,129.55089025983014,-441.4736612014698,0.0,-9.085283151568445,577.389396654678,0.0,4.0,0.018387231583677912,0.0,0.000379968977560482,0.47871724703364443,263.9984568888889,2.720437958190449,0.28744553868767825,10.732679073635207,0.004088366157604279,104.8245552100187,1.2209985780170065
2025-01-01 04:00:00,0.3859160382767558,0.2458659076171522,0.0,0.3859160382767558,0.2458659076171522,0.0,0.010513698005925736,0.0,0.32540234027083004,0.0,0.05,0.0,0.0,0.23128257428381888,0.0,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.002495612892909357,0.0,0.008018085113016379,0.0,0.01702557455907154,0.0,0.2709147032412789,0.20318602743095912,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,0.0,0.0,21.885483043644566,51.66666666666668,46.10666666666668,0.0,51.16172212619779,0.06799482622767745,182.83454235573765,0.0,21.885483043644566,51.053390462470595,51.21117478853673,50.94977196826805,12.43753247303448,19.966904090611234,0.0,0.55,94.7360571788776,-480.7999866660533,0.0,-8.42161262576665,580.9504659387552,0.0,4.0,0.018848260056027112,0.0,0.00033847162577801146,0.4894187249886171,263.9984568888889,3.0071905319424195,0.2919819272343876,10.770469050921726,0.0041443524608183934,107.95971786817871,1.2205592543210662
2025-01-01 05:00:00,0.9252938481003246,0.2520095692704108,0.0,0.9252938481003246,0.2520095692704108,0.0,0.012841786571208314,0.5249782813333334,0.3374737801957829,0.0,0.05,0.0,0.0,0.23742623593707748,0.0,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0027808257949561406,0.0,0.010060960776252174,0.0,0.02090546561301288,0.0,0.27910625211229045,0.20932968908421773,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,524.9782813333334,0.15,20.693023206818527,51.66666666666668,46.10666666666668,0.0,50.662519734228816,0.2509036018235925,662.181964279742,524.9782813333334,20.693023206818527,49.15790816933595,50.662519734228816,48.40560238688951,12.43753247303448,19.80890224235528,0.0,-0.25000000000000006,97.02617271005614,-494.9506207982039,0.0,-6.289986421903916,594.7765860080198,0.0,4.0,0.01874231320939545,0.0,0.00023935367352539974,0.48418789390834693,263.9984568888889,3.490193922144152,0.29938068876296137,10.76824288788566,0.004210514274297351,108.53230208504647,1.2205561703317613
2025-01-01 06:00:00,1.8603608798404256,0.29007630416082625,0.0,1.8603608798404256,0.2900763041608262,0.0,0.043788952699434024,1.3416111634074075,0.42496076373358416,0.0,0.05,0.0,0.0,0.2754929708274929,0.0,0.01458333333333334,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0031373419225146203,0.0,0.040651610776919395,0.0,0.05763680263026017,0.0,0.32778067294003993,0.24583550470502985,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,1341.6111634074075,0.38333333333333336,21.411619829194937,51.66666666666668,46.10666666666668,0.0,51.19570537592387,0.37482374365785165,1012.2570027334352,1341.6111634074075,21.411619829194937,50.1719778925733,51.19587289554882,49.65994663127307,12.43753247303448,19.820031669217382,0.0,0.3,191.36222903313447,-479.7795909389086,0.0,-6.892008200393014,676.8037191049932,0.0,3.5,0.018705907044567486,0.0,0.00026879637188600617,0.4840102685088536,230.99864977777776,1.2301090674429196,0.3028144863926963,10.828327413782896,0.00426215109299233,68.62010924569378,1.2204719094912242
2025-01-01 07:00:00,1.7795032001645241,0.29982877230144106,0.0,1.7795032001645243,0.299828772301441,0.0,0.052218910206669356,1.2249493231111113,0.4523349668467436,0.0,0.05,0.0,0.0,0.2852454389681077,0.0,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.002923432245979533,0.0,0.049295477960689824,0.0,0.07200771488926658,0.0,0.33870273810138857,0.25402705357604133,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,1224.9493231111112,0.35,21.10353543824768,51.66666666666668,46.10666666666668,0.0,51.25889832553989,0.5098559609673017,1376.3440827520922,1224.9493231111112,21.10353543824768,49.7187075003497,51.26030985186748,48.94720056142702,12.43753247303448,19.786640531209663,0.0,-0.55,160.67043518922992,-514.0033111703007,0.0,-6.642474581138407,678.8435280529825,2.766758466867032,3.0,0.0191679235715359,0.0,0.0002479415257525744,0.49526350282352544,197.99884266666666,2.472692887686526,0.3055360828104033,10.845421483860703,0.00429174060566026,49.65090793774454,1.2205893146425488
2025-01-01 08:00:00,2.0493337786433163,0.2914382587436972,0.0,2.0493337786433163,0.2914382587436972,0.0,0.04395612006568098,1.516603923851852,0.4387737347257834,0.0,0.05,0.0,0.0,0.2768549254103639,0.0,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0022103999908625735,0.0,0.04174572007481841,0.0,0.0696338341786314,0.0,0.3264747738446613,0.24485608038349585,0.0,0.0,0.0,18.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,19.666666666666686,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,1516.603923851852,0.43333333333333335,21.28293187844033,51.66666666666668,46.10666666666668,0.0,51.33388411277071,0.43643517197947135,1181.9835062058196,1516.603923851852,21.28293187844033,49.833409150123344,51.33513924983044,49.081916531739935,12.43753247303448,19.67858562395998,0.0,-1.4,136.52527233143775,-550.1786640902168,0.0,-5.734825154206804,657.8754632890048,187.3759756673126,3.0,0.01974421887562448,0.0,0.00020586768084574186,0.508890523295294,197.99884266666666,34.56329828685647,0.30996703848318685,10.835954446610087,0.004323066281721571,62.82292442327614,1.2215902507404144
2025-01-01 09:00:00,1.6344690909892639,0.2866301757107122,0.0,1.6344690909892639,0.2866301757107122,0.0,0.04050032295089768,1.108287482814815,0.43568128522355143,0.0,0.05,0.0,0.0,0.27204684237737886,0.0,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0017825806377923979,0.0,0.03871774231310528,0.0,0.07295216205371283,0.0,0.3200639964673479,0.24004799735051086,0.0,0.0,0.0,19.222222222222253,0.0,0.0,0.0,0.0,0.0,0.0,2144.1082488888887,0.0,0.0,20.222222222222253,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2198.5825134587913,1108.287482814815,0.31666666666666665,21.198247610950748,51.66666666666668,46.10666666666668,0.0,51.51826203277586,0.561162679943896,1527.5385312514597,1108.287482814815,21.198247610950748,49.9570596384189,51.51852735495354,49.17619311906275,12.43753247303448,19.872835040781485,0.0,-0.85,194.28164520865187,-534.7499925566432,0.0,-1.7651888863815866,635.2760675328459,529.6262576635415,2.75,0.01954337121516134,0.0,6.585226146111068e-05,0.5001957243737565,181.4989391111111,95.52075911883078,0.30909021382814866,10.96510274677343,0.0043611535993849475,69.82967165380046,1.221365323187371
