Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,49.33864253579869,51.666666666666686,46.10666666666668,0.0,51.74761916791859,0.0,0.0,0.0,77.09162896218545,51.75509668142065,51.75883543817169,51.74761916791859,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2883.9545437593697,19.149398151127187,0.0,2.8,1650.8139910824016,-717.951696390726,-0.0,-0.0,161.7028583243759,0.0,1.0,0.033695802492471505,0.0,0,1.6629820363994756,65.99961422222222,16.790550516273274,0.22965394477060425,9.236359742706949,0.00310063490568291,-27.5197336451723,1.2217485610264194
2025-01-01 00:01:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,49.16005327675024,51.666666666666686,46.10666666666668,0.0,51.73675228127601,0.0,0.0,0.0,76.81258324492225,51.74484694685967,51.74889427965151,51.73675228127601,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2885.133154497161,19.257150573538684,0.0,2.8,1638.2704037445976,-724.7593308150543,-0.0,-0.0,161.7028583243759,0.0,1.0,0.033792593235077065,0.0,0,1.667758930087607,65.99961422222222,11.054597602797475,0.22874618346107845,9.308701410233201,0.003100131570745947,-27.69493682175234,1.2248662874350607
2025-01-01 00:02:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,48.98829611139465,51.666666666666686,46.10666666666668,0.0,51.72592497319756,0.0,0.0,0.0,76.54421267405414,51.734634312883685,51.73898898272675,51.72592497319756,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2885.9857587739302,19.360425178148336,0.0,2.8,1626.0541557135593,-731.3078150422274,-0.0,-0.0,161.7028583243759,0.0,1.0,0.033885280086325006,0.0,0,1.6723332852664219,65.99961422222222,5.386833798932184,0.22724285353987903,9.355220748477972,0.0030996263206746273,-27.859915892503256,1.2244342055114508
2025-01-01 00:03:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,48.8229927008484,51.666666666666686,46.10666666666668,0.0,51.71513573757635,0.0,0.0,0.0,76.28592609507562,51.72445736017624,51.72911817147619,51.71513573757635,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2886.795183294116,19.459470568486086,0.0,2.8,1614.1564646204179,-737.6099378313685,-0.0,-0.0,161.7028583243759,0.0,1.0,0.03397409617294383,0.0,0,1.6767166073915856,65.99961422222222,-0.20873450506806535,0.2258097221232796,9.400055522446566,0.003099117881466351,-28.015102442248224,1.2240201219879834
2025-01-01 00:04:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,48.66378872548791,51.666666666666686,46.10666666666668,0.0,51.70438315168962,0.0,0.0,0.0,76.03716988357486,51.71431474801797,51.71928054618214,51.70438315168962,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2887.5637885230653,19.554519553708396,0.0,2.8,1604.637869935978,-743.6778221351002,-0.0,-0.0,161.7028583243759,0.0,1.0,0.03405925935036719,0.0,0,1.680919648237679,65.99961422222222,-3.65944488577626,0.22444221133798006,9.44268114843152,0.0030986064371651967,-28.16104711143476,1.2236230272719724
2025-01-01 00:05:00,0.30984389435030196,0.06316642583907225,0.08460422453060616,0.005164064905838366,0.0010527737639845376,0.001410070408843436,0.012217850976666911,0.08704912029671198,0.21057692307692308,0.0,0.0,0.00022166471101893784,0.08438255981958723,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,On,2190.2722786324784,19.500000000000057,0.8005208676345467,0.0,2.473009056472623,0.21057692307692308,1,1979.6953555555556,1979.6953555555556,Off,0.0,0,48.51005557236875,51.666666666666686,46.10666666666668,0.0,51.6936658709053,0.0,0.0,0.0,75.79696183182617,51.70420520929675,51.70947487849248,51.6936658709053,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2888.3169914067525,19.645986283591053,0.0,2.8,1597.221324707606,-749.5355300896579,-0.0,-0.0,161.7028583243759,0.0,1.0,0.034141148751621136,0.0,0,1.6849611190792548,65.99961422222222,-5.2182821595904905,0.22313338514658634,9.483323146474657,0.0030980921616546165,-28.298679164476216,1.2232411581954927
2025-01-01 00:06:00,0.0992669712733789,0.06316642583907225,0.00022166471101893784,0.0016544495212229816,0.0010527737639845376,3.6944118503156305e-06,0.012217850976666911,0.08704912029671198,0.0,0.0,0.0,0.00022166471101893784,0.0,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1979.6953555555556,Off,0.0,0,48.36123755344186,51.666666666666686,46.10666666666668,0.0,51.68298268910943,0.0,0.0,0.0,75.56443367725291,51.69412760749013,51.69970006668048,51.68298268910943,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2889.024126401838,19.734236846327565,0.0,2.8,-599.6338693571669,-755.2044570725828,-0.0,-0.0,161.7028583243759,0.0,1.0,0.034220099097475455,0.0,0,1.6888575393218828,65.99961422222222,-6.132270608959924,0.22187717504816737,9.522849234291222,0.003097575211384791,-28.428819088100017,1.2228729578448392
2025-01-01 00:07:00,0.0992669712733789,0.06316642583907225,0.00022166471101893784,0.0016544495212229816,0.0010527737639845376,3.6944118503156305e-06,0.012217850976666911,0.08704912029671198,0.0,0.0,0.0,0.00022166471101893784,0.0,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1979.6953555555556,Off,0.0,0,48.53349767957934,51.666666666666686,46.10666666666668,0.0,51.6723325226372,0.0,0.0,0.0,75.83359012434272,51.684080921515665,51.689955120954906,51.6723325226372,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2889.7118737574465,19.610333698019424,0.0,2.8,-589.5580349773226,-747.2501110306869,-0.0,-0.0,161.7028583243759,0.0,1.0,0.03410923676964287,0.0,0,1.683386173571202,65.99961422222222,-4.010782271011575,0.22355369323673616,9.46641568807873,0.0030970557273981318,-28.11095999904531,1.2233908900277342
2025-01-01 00:08:00,0.0992669712733789,0.06316642583907225,0.00022166471101893784,0.0016544495212229816,0.0010527737639845376,3.6944118503156305e-06,0.012217850976666911,0.08704912029671198,0.0,0.0,0.0,0.00022166471101893784,0.0,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1979.6953555555556,Off,0.0,0,48.69797046175949,51.666666666666686,46.10666666666668,0.0,51.66164463446439,0.0,0.0,0.0,76.0905788464992,51.67399844978632,51.68017535744729,51.66164463446439,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2888.7299729061883,19.491540976440618,0.0,2.8,-580.2453728890681,-739.6551047816,-0.0,-0.0,161.7028583243759,0.0,1.0,0.034002838602844,0.0,0,1.6781351266453453,65.99961422222222,-2.2931264318440157,0.22517339605868691,9.411284335041094,0.0030965422691659516,-27.804634851467203,1.2238878831100535
2025-01-01 00:09:00,0.0992669712733789,0.06316642583907225,0.00022166471101893784,0.0016544495212229816,0.0010527737639845376,3.6944118503156305e-06,0.012217850976666911,0.08704912029671198,0.0,0.0,0.0,0.00022166471101893784,0.0,0.0,0.06316642583907225,0,0.0,1,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0037872532894736837,0.0,On,0.008430597687193227,0,On,0.0028272191779489518,0,On,0.05091038816036031,0.03818279112027022,On,0.00022166471101893784,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1979.6953555555556,Off,0.0,0,48.855170260126265,51.666666666666686,46.10666666666668,0.0,51.65092074094221,0.0,0.0,0.0,76.33620353144728,51.66388181006464,51.67036234462586,51.65092074094221,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,2887.7706599865805,19.37752038715373,0.0,2.8,-571.3957021758035,-732.3940361629632,-0.0,-0.0,161.7028583243759,0.0,1.0,0.03390061497524795,0.0,0,1.6730901048974347,65.99961422222222,-0.704524337216295,0.22673943051398168,9.359274872542063,0.0030960346123200936,-27.509109677169295,1.2243653016204388
