Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.09469191471671,51.666666666666686,46.10666666666668,0.0,49.119564130480256,0.0,0.0,0.0,78.27295611674487,48.70681363172406,49.119564130480256,48.50043838234597,12.43753247303448,15.614188766191935,0.0,2.8,-305.62948288831706,-539.87519564741,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03232842934451216,0.0,0.0,0.6015813449283228,65.99961422222222,26.173453579289205,0.25236308823258063,7.121434939026024,0.0027232068631223454,15.33169047313321,1.2369874944417898
2025-01-01 00:01:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.0819180228079,51.666666666666686,46.10666666666668,0.0,49.10837145386234,0.0,0.0,0.0,78.25299691063734,48.696406833550256,49.10837145386234,48.49042452339421,12.43753247303448,15.612199834295245,0.0,2.8,-308.90549186757073,-539.7588583423478,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03232648041339275,0.0,0.0,0.601545078378176,65.99961422222222,22.781107294973342,0.2531422050818167,7.1427172254523,0.002723311291233079,15.323236876048878,1.2406093619046865
2025-01-01 00:02:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.06970853504709,51.666666666666686,46.10666666666668,0.0,49.09718188921293,0.0,0.0,0.0,78.23391958601108,48.6860026890571,49.09718188921293,48.480413088979184,12.43753247303448,15.609840583088266,0.0,2.8,-312.1595010292179,-539.6208727111841,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03232416857604336,0.0,0.0,0.6015020587125102,65.99961422222222,19.389112502162483,0.25319011981757783,7.14159027444772,0.0027234153570621137,15.315246249509979,1.2406194201172829
2025-01-01 00:03:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.058037897221524,51.666666666666686,46.10666666666668,0.0,49.085995312015385,0.0,0.0,0.0,78.21568421440863,48.67560108099386,49.085995312015385,48.470403965483094,12.43753247303448,15.60712778265558,0.0,2.8,-315.39566405497413,-539.4622258259492,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03232151024825848,0.0,0.0,0.6014525914035035,65.99961422222222,15.994302591171289,0.25324377765660616,7.140264777639413,0.0027235193677805523,15.307668178568232,1.2406309975407748
2025-01-01 00:04:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.04688208863474,51.666666666666686,46.10666666666668,0.0,49.07481160338561,0.0,0.0,0.0,78.19825326349178,48.66520189741847,49.07481160338561,48.460397044434906,12.43753247303448,15.604077194909053,0.0,2.8,-317.34702801796885,-539.2838463120638,-0.0,-0.0,208.07225917980375,0.0,1.0,0.032318520856496294,0.0,0.0,0.6013969635133376,65.99961422222222,13.864559114291184,0.25330292694427553,7.1387495867025645,0.0027236233260637603,15.300484677967045,1.240644026536783
2025-01-01 00:05:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.036149516665404,51.666666666666686,46.10666666666668,0.0,49.06363064973411,0.0,0.0,0.0,78.18148361978969,48.65480503137902,49.06363064973411,48.45039222220148,12.43753247303448,15.600749241771897,0.0,2.8,-317.8422580702506,-539.089274098073,-0.0,-0.0,208.07225917980375,0.0,1.0,0.032315259591723516,0.0,0.0,0.601336276493029,65.99961422222222,13.174756848018664,0.2533665908478485,7.137667334805315,0.0027237272344707445,15.293626524237528,1.2406582475837684
2025-01-01 00:06:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.025743063201546,51.666666666666686,46.10666666666668,0.0,49.052452357652534,0.0,0.0,0.0,78.16522353625241,48.64441039495125,49.052452357652534,48.44038941360061,12.43753247303448,15.597208015669938,0.0,2.8,-318.02875609692643,-538.8822623566706,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03231178924561869,0.0,0.0,0.6012716987971918,65.99961422222222,12.781247079940448,0.2534337320897193,7.135876445661527,0.0027238310951122283,15.287020245488844,1.2406733853734193
2025-01-01 00:07:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.01563175184431,51.666666666666686,46.10666666666668,0.0,49.041276655130545,0.0,0.0,0.0,78.14942461225674,48.63401792038648,49.041276655130545,48.43038855301445,12.43753247303448,15.59347391954796,0.0,2.8,-318.0763713621206,-538.6640090551009,-0.0,-0.0,208.07225917980375,0.0,1.0,0.032308129798242054,0.0,0.0,0.6012036022233967,65.99961422222222,12.515378513176588,0.2535040223058827,7.1339772053525925,0.0027239349096230877,15.2806424780244,1.2406893523032467
2025-01-01 00:08:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,50.00579509143497,51.666666666666686,46.10666666666668,0.0,49.0301034769838,0.0,0.0,0.0,78.13405483036713,48.62362754637114,49.0301034769838,48.42038958106482,12.43753247303448,15.589560433535492,0.0,2.8,-318.0925837872841,-538.4353071774531,-0.0,-0.0,208.07225917980375,0.0,1.0,0.03230429444622099,0.0,0.0,0.6011322323401735,65.99961422222222,12.270464210365208,0.25357724538930104,7.13256551617579,0.0027240386794869062,15.274477794426918,1.2407060905125484
2025-01-01 00:09:00,0.1683798191901224,0.10314199572204864,0.0,0.0028063303198353736,0.001719033262034144,0.0,0.014983931406055542,0.13339588778406683,0.0,0.020000000000000004,0.0,0.0,0.0973086623887153,0.0,0.005833333333333337,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.010328969783248524,0,On,0.003651004599113063,0,On,0.09010248903629807,0.06757686677722353,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2369.7730044444443,Off,0.0,23.33333333333337,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,938.1206266666667,Off,0.0,0,49.996219351685234,51.666666666666686,46.10666666666668,0.0,49.01893276254377,0.0,0.0,0.0,78.11909273700817,48.61323921584855,49.01893276254377,48.41039244250094,12.43753247303448,15.585476574141012,0.0,2.8,-318.11037185082444,-538.1966886554841,-0.0,-0.0,208.07225917980375,0.0,1.0,0.032300292012246316,0.0,0.0,0.6010577533239551,65.99961422222222,12.014057624855887,0.2536532576478567,7.13046963707255,0.002724142406087372,15.268515885823152,1.2407235613180603
