Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 10:00:00,0.2341224450170939,0.11438338535026053,0.0733451627648732,0.23412244501709387,0.11438338535026053,0.0733451627648732,0.029861081364548084,0.16547931237049449,0.03878205128205128,0.0,0.0733451627648732,0.0,0.11438338535026053,0.0,1.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.0,0.0,0.0025669161184210527,0.0,0.027294165246127034,0.0,0.0129681319034804,0.0,0.10856580127219947,0.08142435095414959,1759.5295420968662,22.222222222222285,0.2935243181326671,0.0,2.149534834612668,0.03878205128205128,0.36666666666666664,1720.747490814815,4692.947702222223,0.0,0.0,40.75093806241259,51.66666666666668,46.10666666666668,0.0,50.408534487247195,0.0,0.0,0.0,63.67334072251966,48.81099377604257,50.408534487247195,48.01222342044027,12.43753247303448,21.929027172647213,-0.05212306610798472,0.85,9.236100170605994,1456.0485595472746,-541.8203497777553,0.0,0.0,204.2406912015442,381.48519368203597,0.25,0.019584704379391398,0.0,0.0,0.4995702866752623,16.499903555555555,34.098676026619565,0.18229261789996057,10.301163095406816,0.002911601281615524,39.88941391761479,1.2139147565188877
2025-01-01 11:00:00,0.19349888608626742,0.10608805594821974,0.07001129173010624,0.1934988860862674,0.10608805594821974,0.07001129173010623,0.011198104999973733,0.1452815503170629,0.03701923076923077,0.0,0.07001129173010624,0.0,0.10608805594821974,0.0,1.0,0.0,0.0,0.0,0.0,0.043945379194814636,0.03295903439611097,0.0,0.0,0.0025669161184210527,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,1679.5509265470087,22.222222222222285,0.2801823036720913,0.0,2.051828705766638,0.03701923076923077,0.35,1642.531695777778,4692.947702222223,0.0,0.0,39.99831817851114,51.66666666666668,46.10666666666668,0.0,49.83891499771987,0.0,0.0,0.0,62.49737215392367,48.30741166944285,49.83891499771987,47.54166000530434,12.43753247303448,21.92081714832016,-0.053633960596814016,1.95,9.236100170605994,1384.7841406437753,-490.0632552004191,0.0,0.0,149.65427997217316,386.02284276199333,0.0,0.01880397831465239,0.0,0.0,0.47965538081704906,0.0,45.64218932501271,0.18354444965332253,10.31540109599194,0.0029315714963449005,20.81241643427914,1.2133645112744738
2025-01-01 12:00:00,0.24516208424325,0.1077360076680253,0.16335968070358123,0.24516208424325,0.1077360076680253,0.16335968070358123,0.011305059838241276,0.14747881927680362,0.08637820512820513,0.0,0.16335968070358123,0.0,0.1077360076680253,0.0,1.0,0.0,0.0,0.0,0.0,0.04614264815455536,0.03460698611591651,0.0,0.0,0.0026738709566885965,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,3918.95216194302,25.5555555555556,0.6537587085682132,0.0,4.7876003134554885,0.08637820512820513,0.8166666666666667,3832.573956814815,4692.947702222223,0.0,0.0,35.320598922569246,51.66666666666668,46.10666666666668,0.0,49.301666058224335,0.0,0.0,0.0,55.18843581651445,47.83296668132663,49.301666058224335,47.09861699287778,12.43753247303448,24.53574637758704,-0.6380057976321368,3.05,9.236100170605994,3492.7959191337027,-558.9352112494732,0.0,-46.126551312070056,151.9585037701814,396.2416090655519,0.0,0.02001060526528337,0.0,0.0016390976132876374,0.5522446529682091,0.0,26.94701598204417,0.1575009995555493,11.45328873352622,0.0029413089629285734,13.30954890980382,1.2021099412128433
2025-01-01 13:00:00,0.21022653850164244,0.1077360076680253,0.09668226000824195,0.21022653850164244,0.1077360076680253,0.09668226000824194,0.011625924353043908,0.14747881927680362,0.05112179487179487,0.0,0.09668226000824195,0.0,0.1077360076680253,0.0,1.0,0.0,0.0,0.0,0.0,0.04614264815455536,0.03460698611591651,0.0,0.0,0.002994735471491228,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,2319.3798509458693,25.5555555555556,0.3869184193566976,0.0,2.833477736534881,0.05112179487179487,0.48333333333333334,2268.2580560740744,4692.947702222223,0.0,0.0,33.57904144129618,51.66666666666668,46.10666666666668,0.0,48.81859456573089,0.0,0.0,0.0,52.46725225202528,47.40831369418037,48.81859456573089,46.70317325840511,12.43753247303448,25.260235919597086,-0.054224254104145095,4.45,9.236100170605994,1949.3605338141542,-528.3851153811853,0.0,-60.6539730655912,152.27936828498406,435.92940133175586,0.0,0.01963066464688524,0.0,0.002250842068249566,0.5581575484013647,0.0,66.74040303007746,0.15074225918405276,11.765649082053956,0.0029472932333043243,9.737319034826045,1.1986092889547295
2025-01-01 14:00:00,0.20338916612689545,0.1077360076680253,0.08334677586917409,0.20338916612689545,0.1077360076680253,0.08334677586917409,0.011839834029578996,0.14747881927680362,0.04407051282051282,0.0,0.08334677586917409,0.0,0.1077360076680253,0.0,1.0,0.0,0.0,0.0,0.0,0.04614264815455536,0.03460698611591651,0.0,0.0,0.0032086451480263156,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,1999.4653887464387,25.5555555555556,0.33355036151439443,0.0,2.442653221150759,0.04407051282051282,0.4166666666666667,1955.394875925926,4692.947702222223,0.0,0.0,32.97702826016028,51.66666666666668,46.10666666666668,0.0,48.34735070814449,0.0,0.0,0.0,51.52660665650044,46.99358265840199,48.34735070814449,46.31669863353074,12.43753247303448,25.24163649413053,-0.061224879114886596,4.7,9.236100170605994,1678.123610287796,-511.5301229364843,0.0,-58.16976961779056,152.49327796151914,467.4735971394601,0.0,0.019285428990592282,0.0,0.002188555043353218,0.5477623839544281,0.0,95.86483613411299,0.15106812015511642,11.758109233527565,0.0029518766542505487,0.8129196954050772,1.1980784734667222
2025-01-01 15:00:00,0.2028253058383628,0.10691203180812252,0.11378798075557484,0.20282530583836278,0.10691203180812252,0.11378798075557484,0.012374608220916714,0.1463801847969333,0.04407051282051282,0.030441204886400744,0.08334677586917409,0.0,0.10691203180812252,0.0,1.0,0.0,0.0,0.0,0.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.003743419339364035,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,1999.4653887464387,25.5555555555556,0.33355036151439443,0.0,2.442653221150759,0.04407051282051282,0.4166666666666667,1955.394875925926,4692.947702222223,703.3706666666666,0.0,39.993654337525086,51.66666666666668,46.10666666666668,0.0,51.71688492648529,0.0,0.0,703.3706666666666,62.49008490238295,51.64027426110544,51.734394594409565,51.58445926049124,12.43753247303448,25.258106644092756,-0.06010811536850582,4.15,9.236100170605994,1654.4935367363364,-532.2133955761377,0.0,-57.730172252093084,151.9294176729865,393.4826091255622,0.0,0.019494233861921093,0.0,0.002112246804519198,0.5511421327316718,0.0,93.04229814514197,0.1507780511532073,11.76216683908035,0.0029490486323924497,-3.312966427751534,1.1980144637202759
2025-01-01 16:00:00,0.20884662333520232,0.10938395938783084,0.08668064690394105,0.20884662333520232,0.10938395938783084,0.08668064690394105,0.01333720176532461,0.14967608823654435,0.04583333333333333,0.0,0.08668064690394105,0.0,0.10938395938783084,0.0,1.0,0.0,0.0,0.0,0.0,0.048339917114296097,0.03625493783572206,0.0,0.0,0.00470601288377193,0.0,0.00863118888155268,0.0,0.0038308090527698724,0.0,0.0975053620694784,0.07312902155210878,2079.4440042962965,25.5555555555556,0.3468923759749702,0.0,2.54035934999679,0.04583333333333333,0.43333333333333335,2033.6106709629632,4692.947702222223,0.0,0.0,39.94177834726478,51.66666666666668,46.10666666666668,0.0,51.61143379783452,0.0,0.0,0.0,62.40902866760122,51.65266143911375,51.67327525975336,51.61143379783452,12.43753247303448,25.255865671405395,-0.06319734272802997,3.05,9.236100170605994,1630.3773796277665,-586.3102333572115,0.0,-60.63467350225608,156.18791465700548,152.04832655795954,0.0,0.020285747059055392,0.0,0.002094976972371203,0.5708916766772847,0.0,41.69036753393207,0.1506338369810852,11.757769321041108,0.0029458152691508054,-23.340607915688267,1.1980258477030223
2025-01-01 17:00:00,0.4039336173446033,0.14501538214363235,0.09334838897347499,0.4039336173446033,0.14501538214363235,0.09334838897347499,0.09822326572034536,0.2563513772652836,0.049358974358974364,0.0,0.09334838897347499,0.0,0.14501538214363235,0.0,1.0,0.0,0.0,0.0,0.0,0.05273445503377756,0.039550841275333155,0.0,0.0,0.005989470942982456,0.0,0.09223379477736288,0.0,0.06299753440710706,0.0,0.14061938782439898,0.1054645408682992,2239.4012353960115,25.5555555555556,0.37357640489612176,0.0,2.7357716076888505,0.049358974358974364,0.4666666666666667,2190.0422610370374,4692.947702222223,0.0,0.0,37.495454122160005,51.66666666666668,46.10666666666668,0.0,50.91680690336454,0.10084628260440281,270.7957375760862,0.0,58.58664706587501,50.01356517557245,50.94061316639206,49.53813804864888,12.43753247303448,25.2444488213477,-0.05541937685715333,1.95,9.236100170605994,1923.5203968769536,-638.0014852019465,0.0,-63.32030126855872,384.33105437125437,12.248219941772467,0.6,0.021002410469455876,0.0,0.0020828448219808266,0.5888629912663014,39.59976853333333,1.1098935801928695,0.14977861223056746,11.730887644416628,0.002928493808971081,-7.480353725437672,1.1975205101578124
2025-01-01 18:00:00,0.5893852087795317,0.1701505018174515,0.12045572282510877,0.5893852087795317,0.17015050181745148,0.12045572282510876,0.17933758116128867,0.3624514737720892,0.04759615384615385,0.030441204886400744,0.09001451793870802,0.0,0.1701505018174515,0.0,1.0,0.0,0.0,0.0,0.0,0.05493172399351829,0.041198792995138706,0.0,0.0,0.006845109649122807,0.0,0.17249247151216585,0.0,0.13558413801548716,0.0,0.17193561176308375,0.12895170882231277,2159.422619846154,25.5555555555556,0.360234390435546,0.0,2.63806547884282,0.04759615384615385,0.45,2111.8264660000004,4692.947702222223,703.3706666666666,0.0,38.35233167091553,51.66666666666668,46.10666666666668,0.0,51.745814385582094,0.1332300828745587,360.699380046264,703.3706666666666,59.92551823580552,50.56970584899127,51.745814385582094,49.98165158069587,12.43753247303448,25.28209731282965,-0.05077371353184231,1.15,9.236100170605994,2020.60284107768,-660.7706219543281,0.0,-58.82310908543365,595.7531763321842,0.0,1.0,0.0209420850220783,0.0,0.0018654251259804635,0.5817782164230321,65.99961422222222,-14.979224060896549,0.1497628648413238,11.7503102309743,0.002936209993923673,14.691582858454193,1.1967620268065118
2025-01-01 19:00:00,0.6306086375316452,0.16567237888989084,0.09001451793870802,0.6306086375316451,0.16567237888989084,0.09001451793870802,0.1752134550595846,0.4077990286259066,0.04759615384615385,0.0,0.09001451793870802,0.0,0.16567237888989084,0.0,1.0,0.0,0.0,0.0,0.0,0.05273445503377756,0.039550841275333155,0.0,0.0,0.007272929002192983,0.0,0.16794052605739163,0.0,0.18690252343938543,0.0,0.1681620501527436,0.1261215376145577,2159.422619846154,25.5555555555556,0.360234390435546,0.0,2.63806547884282,0.04759615384615385,0.45,2111.8264660000004,4692.947702222223,0.0,0.0,38.64257681740689,51.66666666666668,46.10666666666668,0.0,51.788701047756106,0.0,0.0,0.0,60.37902627719827,50.79025753856895,51.788701047756106,50.291035783975374,12.43753247303448,25.28348368752654,-0.05128978056835211,-0.25000000000000006,9.236100170605994,1993.003083349841,-721.3960344452405,0.0,-56.8748614966967,637.2407543970215,0.0,1.0,0.02147895012290962,0.0,0.001693215886150193,0.5910799260372861,65.99961422222222,-25.389394951397318,0.15003103782195237,11.75659686971047,0.0029417420975199273,8.23808146444704,1.1967524900848958
