Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2639601634985481,0.10608805594821974,0.20003226208601782,0.0043993360583091355,0.0017681342658036623,0.0033338710347669636,0.012909382412254432,0.1452815503170629,0.10576923076923077,0.0,0.20003226208601782,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,On,4798.716932991453,25.5555555555556,0.8005208676345467,0.0,5.8623677307618225,0.10576923076923077,1,4692.947702222223,4692.947702222223,Off,0.0,0,38.69130940213661,51.666666666666686,46.10666666666668,0.0,51.16915828500943,0.0,0.0,0.0,60.45517094083846,51.20560486402287,51.223828153529595,51.16915828500943,12.43753247303448,25.635326869023327,0.0,2.8,9.236100170605994,4181.69254232767,-679.9953064622603,-0.0,-92.5752002223591,217.36517160667606,0.0,1.0,0.022849727786791802,0.0,0.003110783419805933,0.6622055546247366,65.99961422222222,-61.819055585839564,0.14057412989934268,11.773125721706016,0.0028145492205236384,15.392317912565222,1.195433538529981
2025-01-01 00:01:00,0.2639601634985481,0.10608805594821974,0.20003226208601782,0.0043993360583091355,0.0017681342658036623,0.0033338710347669636,0.012909382412254432,0.1452815503170629,0.10576923076923077,0.0,0.20003226208601782,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,On,4798.716932991453,25.5555555555556,0.8005208676345467,0.0,5.8623677307618225,0.10576923076923077,1,4692.947702222223,4692.947702222223,Off,0.0,0,38.56746440490877,51.666666666666686,46.10666666666668,0.0,51.1606480723175,0.0,0.0,0.0,60.261663132669945,51.19756703341371,51.21602651396182,51.1606480723175,12.43753247303448,25.709117794581235,0.0,2.8,9.236100170605994,4171.820685038221,-683.2796655005912,-0.0,-95.02695196571533,217.36517160667606,0.0,1.0,0.02288613624447833,0.0,0.0031828837874042907,0.6649734179482909,65.99961422222222,-65.95480209360116,0.1403764652434916,11.830214942424202,0.0028146979308408264,15.221646952186422,1.198629421962374
2025-01-01 00:02:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,38.44718795067674,51.666666666666686,46.10666666666668,0.0,51.15216532271231,0.0,0.0,0.0,60.073731172932405,51.18955493067794,51.20824973466076,51.15216532271231,12.43753247303448,25.780576226653707,0.0,2.8,9.236100170605994,-636.5011577305759,-686.4662332672392,-0.0,-97.40410178203804,217.36517160667606,0.0,1.0,0.022921372201222315,0.0,0.003252360513416073,0.667644448561236,65.99961422222222,-69.99599428797475,0.13979035274542415,11.859795291968442,0.002814844600141833,15.056586515560614,1.1983427872394006
2025-01-01 00:03:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,38.689028139223176,51.666666666666686,46.10666666666668,0.0,51.143709249356206,0.0,0.0,0.0,60.451606467536216,51.1815678144774,51.200497097037996,51.143709249356206,12.43753247303448,25.612754689415045,0.0,2.8,9.236100170605994,-621.3791024919667,-678.9919053264797,-0.0,-91.8258322794832,217.36517160667606,0.0,1.0,0.022838586127709136,0.0,0.0030886556420067594,0.661356911632807,65.99961422222222,-67.92653649267994,0.1411957016587311,11.789358888129776,0.002814989713692624,15.404560992418968,1.1990158174550631
2025-01-01 00:04:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,38.92193076114885,51.666666666666686,46.10666666666668,0.0,51.135200074252396,0.0,0.0,0.0,60.81551681429507,51.17353045778357,51.192695649549165,51.135200074252396,12.43753247303448,25.450789221577736,0.0,2.8,9.236100170605994,-606.4334636507656,-671.8094359901365,-0.0,-86.45713947713048,217.36517160667606,0.0,1.0,0.02275857725694111,0.0,0.0029288684897740788,0.6552401500195907,65.99961422222222,-65.53205979017453,0.14256754321831056,11.721793527058855,0.002815138097641638,15.74271347680126,1.1996660738858773
2025-01-01 00:05:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,39.14647274906343,51.666666666666686,46.10666666666668,0.0,51.12663976750647,0.0,0.0,0.0,61.166363670411606,51.1654447173092,51.18484719221056,51.12663976750647,12.43753247303448,25.294300416986214,0.0,2.8,9.236100170605994,-590.9637174781112,-664.8988548306532,-0.0,-81.28393657877724,217.36517160667606,0.0,1.0,0.022681169391986254,0.0,0.00277277471753245,0.649283946771706,65.99961422222222,-62.14609767535681,0.14390769191528727,11.655165411246495,0.0028152896566395608,16.07163513371987,1.2002950071537322
2025-01-01 00:06:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,39.363099074126445,51.666666666666686,46.10666666666668,0.0,51.118030172077916,0.0,0.0,0.0,61.50484230332257,51.157312329913545,51.176953408831366,51.118030172077916,12.43753247303448,25.142995956271488,0.0,2.8,9.236100170605994,-575.7914814386455,-658.244388699959,-0.0,-76.29518436415363,217.36517160667606,0.0,1.0,0.022606228171207176,0.0,0.00262022187459398,0.6434809858269452,65.99961422222222,-58.617079981209,0.14521736480806197,11.591094642375268,0.0028154443011741905,16.391750475038418,1.2009037259758073
2025-01-01 00:07:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,39.57225749039403,51.666666666666686,46.10666666666668,0.0,51.109373032855146,0.0,0.0,0.0,61.83165232874067,51.149134940016474,51.16901589359715,51.109373032855146,12.43753247303448,24.996581588327974,-0.058973967227625934,2.8,9.236100170605994,-561.2239692201321,-651.8304738845002,-0.0,-71.47992118290114,217.36517160667606,0.0,1.0,0.022533617234817983,0.0,0.0024710430831987413,0.6378235321455157,65.99961422222222,-55.27874575940669,0.14649791612353466,11.529434892165979,0.0028156019459754504,16.703507641960737,1.2014933536781442
2025-01-01 00:08:00,0.15819093272931734,0.10608805594821974,0.0,0.002636515545488622,0.0017681342658036623,0.0,0.012909382412254432,0.1452815503170629,0.0,0.0,0.0,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,Off,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0,0.0,4692.947702222223,Off,0.0,0,39.77437115168945,51.666666666666686,46.10666666666668,0.0,51.10066999604447,0.0,0.0,0.0,62.14745492451477,51.14091409902028,51.16103615050818,51.10066999604447,12.43753247303448,24.854779225968887,-0.20077632958671288,2.8,9.236100170605994,-547.3024133944864,-645.642530360287,-0.0,-66.82784926080369,217.36517160667606,0.0,1.0,0.02246320726190864,0.0,0.0023250758093264494,0.6323041410375012,65.99961422222222,-52.197205380071765,0.14775067484093518,11.469188530877435,0.0028157625102119914,17.007337803278862,1.202064954875862
2025-01-01 00:09:00,0.2639601634985481,0.10608805594821974,0.20003226208601782,0.0043993360583091355,0.0017681342658036623,0.0033338710347669636,0.012909382412254432,0.1452815503170629,0.10576923076923077,0.0,0.20003226208601782,0.0,0.10608805594821974,0,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004278193530701754,0.0,On,0.00863118888155268,0,On,0.003830809052769873,0,On,0.0975053620694784,0.07312902155210878,On,On,4798.716932991453,25.5555555555556,0.8005208676345467,0.0,5.8623677307618225,0.10576923076923077,1,4692.947702222223,4692.947702222223,Off,0.0,0,39.96982765327791,51.666666666666686,46.10666666666668,0.0,51.09192261459194,0.0,0.0,0.0,62.45285570824673,51.132651270420176,51.153015598334306,51.09192261459194,12.43753247303448,24.717334192816825,-0.3382213627387749,2.8,9.236100170605994,4264.72578443186,-639.667248429658,-0.0,-62.329558255326184,217.36517160667606,0.0,1.0,0.02239487967244428,0.0,0.0021821704340676965,0.626915971234283,65.99961422222222,-49.35951348128491,0.14897686981520858,11.411096444138863,0.0028159259173084756,17.303637234333475,1.2026195055665407
