Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3975402947533039,0.24743839481604507,0.0,0.006625671579221731,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,0.0,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8744.362742222222,Off,0.0,0.0,32.8323850571956,51.666666666666686,46.10666666666668,0.0,50.41216643160597,0.0,0.0,0.0,32.8323850571956,48.8895796441667,50.41216643160597,48.12828625044708,12.43753247303448,20.71525565933612,0.0,-2.8,-0.29441944941552173,2.8,9.236100170605994,-764.9594267356043,80.6328629886411,202.52349919191659,-1392.1767162040683,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05962847521550659,0.0,0,1.5433092478921355,329.99807111111113,-81.85941991381492,0.24143223356696666,10.484835806714546,0.003594696786239819,26.781734334291283,1.214876747508392,0,0,80.6328629886411,0.08003412797107827,322.75431067106723,-120.23081147915063
2025-01-01 00:01:00,0.3975402947533039,0.24743839481604507,0.0,0.006625671579221731,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,0.0,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8744.362742222222,Off,0.0,0.0,32.970759952993525,51.666666666666686,46.10666666666668,0.0,50.406946287988426,0.0,0.0,0.0,32.970759952993525,48.884971893990404,50.406946287988426,48.12398469699139,12.43753247303448,20.591697195549468,-0.0194139155616746,-2.6699058105177103,-0.2224340893471664,2.8,9.236100170605994,-753.6261264324875,79.14239884321633,193.9520966121762,-1378.0721395071027,-0.0,-0.0,709.0767093822789,0.0,5.0,0.059434268544695266,0.0,0,1.5382827743829233,329.99807111111113,-84.63069630766384,0.24400589384970864,10.455231257445831,0.0035949551244608665,27.49798247944781,1.2189378843849876,0,0,79.14239884321633,0.0798750303019199,314.6194204756862,-120.66732386350998
2025-01-01 00:02:00,0.3975402947533039,0.24743839481604507,0.0,0.006625671579221731,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,0.0,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8744.362742222222,Off,0.0,0.0,33.105535689291656,51.666666666666686,46.10666666666668,0.0,50.40170571432767,0.0,0.0,0.0,33.105535689291656,48.880344724056755,50.40170571432767,48.11966422892131,12.43753247303448,20.471212744256352,-0.13989836685479062,-2.542322874143719,-0.15417905768224946,2.8,9.236100170605994,-742.8680209356913,77.8155886250926,185.84265112477263,-1364.3735884004907,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05924467159101726,0.0,0,1.5333756099631404,329.99807111111113,-87.57114191747952,0.24584426194087752,10.40293689801418,0.0035952194879302164,28.19524768700421,1.21943786890221,0,0,77.8155886250926,0.07972388393484207,306.93252716450104,-121.08987603972841
2025-01-01 00:03:00,0.3975402947533039,0.24743839481604507,0.0,0.006625671579221731,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,0.0,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8744.362742222222,Off,0.0,0.0,33.23686537610319,51.666666666666686,46.10666666666668,0.0,50.39644524579821,0.0,0.0,0.0,33.23686537610319,48.87569863947767,50.39644524579821,48.1153253363174,12.43753247303448,20.353671213997817,-0.2574398971133256,-2.4171034567353247,-0.08933349734185153,2.8,9.236100170605994,-732.7053423583897,76.51739679851362,178.40787718428453,-1351.062173770926,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05905949423464912,0.0,0,1.528582833935407,329.99807111111113,-90.71987796974248,0.24765361470195357,10.35079989777846,0.0035954904437123843,28.87417220116458,1.2199260269185421,0,0,76.51739679851362,0.0795800217018666,299.6535159081882,-121.24563872390365
2025-01-01 00:04:00,9.141903036975526,0.24743839481604507,0.0,0.15236505061625877,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,8.744362742222222,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,On,8744.362742222222,21.111111111111143,1.0,0.0,8.744362742222222,0.0,1,8744.362742222222,8744.362742222222,Off,0.0,0.0,33.3648966171954,51.666666666666686,46.10666666666668,0.0,50.391165394810855,0.0,0.0,0.0,33.3648966171954,48.871034123877294,50.391165394810855,48.11096848841052,12.43753247303448,20.238946224520987,-0.3721648865901557,-2.294133202288906,-0.027562196059564167,2.8,9.236100170605994,6274.99878036506,1824.1377298516254,171.38320631331158,-1338.1198555431477,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05887855250569832,0.0,0,1.523899684775377,329.99807111111113,-91.44826725184919,0.2494349254496051,10.300667813479649,0.0035957678129111695,29.535515087680007,1.2204028553620072,0,0,75.26518140718107,0.07944273753936731,292.741315255089,-121.3581089417774
2025-01-01 00:05:00,9.141903036975526,0.24743839481604507,0.0,0.15236505061625877,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,8.744362742222222,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,On,8744.362742222222,21.111111111111143,1.0,0.0,8.744362742222222,0.0,1,8744.362742222222,8744.362742222222,Off,0.0,0.0,33.080001094815984,51.666666666666686,46.10666666666668,0.0,50.38586665183139,0.0,0.0,0.0,33.080001094815984,48.86635164016487,50.38586665183139,48.106594134331615,12.43753247303448,20.479112013407036,-0.13199909770410656,-2.0851924746365422,0.03140252780634454,2.8,9.236100170605994,6237.775051032584,1821.917834661427,164.79055911196787,-1365.270031446182,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05925710877139529,0.0,0,1.5336975101194958,329.99807111111113,-101.52182068128985,0.2457809704681873,10.407094397155245,0.0035960514242048573,27.98951177050915,1.2194044524297905,0,0,73.0452862169824,0.07931146919736749,286.16299001706705,-121.37243090509918
2025-01-01 00:06:00,9.141903036975526,0.24743839481604507,0.0,0.15236505061625877,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,8.744362742222222,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,On,8744.362742222222,21.111111111111143,1.0,0.0,8.744362742222222,0.0,1,8744.362742222222,8744.362742222222,Off,0.0,0.0,32.803526394570795,51.666666666666686,46.10666666666668,0.0,50.38061039102367,0.0,0.0,0.0,32.803526394570795,48.86170913915218,50.38061039102367,48.10225851321645,12.43753247303448,20.712080198500345,0.0,-1.8799991908864686,0.08781405893713638,2.8,9.236100170605994,6203.558219808059,1819.8567604619786,158.57231934555656,-1391.8135119017277,-0.0,-0.0,709.0767093822789,0.0,5.0,0.059623486974177735,0.0,0,1.5431801418074047,329.99807111111113,-109.19517145027005,0.2422936194710848,10.510001188667758,0.003596320410239939,26.493635761275268,1.2184375347507346,0,0,70.98421201753429,0.07918568114225229,279.8876715461972,-121.31535220064066
2025-01-01 00:07:00,9.141903036975526,0.24743839481604507,0.0,0.15236505061625877,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,8.744362742222222,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,On,8744.362742222222,21.111111111111143,1.0,0.0,8.744362742222222,0.0,1,8744.362742222222,8744.362742222222,Off,0.0,0.0,32.53500711624589,51.666666666666686,46.10666666666668,0.0,50.375395360229106,0.0,0.0,0.0,32.53500711624589,48.8571054390474,50.375395360229106,48.09796047845656,12.43753247303448,20.93824960533852,0.0,-1.6783869265289058,0.14189900455774185,2.8,9.236100170605994,6170.369023009378,1817.8628907568998,152.67998735475385,-1417.7766876722735,-0.0,-0.0,709.0767093822789,0.0,5.0,0.05997839017182429,0.0,0,1.5523657764401009,329.99807111111113,-116.42119247840532,0.23896085705910752,10.60963411085903,0.0035965752225932683,25.045109471596188,1.2175003050685202,0,0,68.99034231245533,0.07906489306281611,273.887882186384,-121.20789483163016
2025-01-01 00:08:00,9.141903036975526,0.24743839481604507,0.0,0.15236505061625877,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,8.744362742222222,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,On,8744.362742222222,21.111111111111143,1.0,0.0,8.744362742222222,0.0,1,8744.362742222222,8744.362742222222,Off,0.0,0.0,32.274113653673574,51.666666666666686,46.10666666666668,0.0,50.37022037647799,0.0,0.0,0.0,32.274113653673574,48.852539423373706,50.37022037647799,48.09369894682157,12.43753247303448,21.157902410649843,0.0,-1.4802179737881425,0.19386039463414892,2.8,9.236100170605994,6138.08549831147,1815.9456588047403,147.11189683260574,-1443.1744300206567,-0.0,-0.0,709.0767093822789,0.0,5.0,0.06032233118800977,0.0,0,1.5612676869633877,329.99807111111113,-123.3069748279296,0.23577305763847425,10.70617643130648,0.003596816288638065,23.64190312952783,1.2165914632280403,0,0,67.07311036029581,0.07894867346767104,268.13911110767447,-121.02721427506873
2025-01-01 00:09:00,0.3975402947533039,0.24743839481604507,0.0,0.006625671579221731,0.004123973246934085,0.0,0.034144540577583066,0.0,0.36339575417572084,0.0,0.0,0.0,0.24743839481604507,0.0,1,0,0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0,0,Off,0.004263514254385964,0.0,On,0.014940513161598551,0,On,0.014940513161598551,0.0,On,0.033477894420993956,0,On,0.26373794974480247,0.1978034623086018,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,8744.362742222222,Off,0.0,0.0,32.02053866020273,51.666666666666686,46.10666666666668,0.0,50.365084305805354,0.0,0.0,0.0,32.02053866020273,48.84801002191174,50.365084305805354,48.08947287996494,12.43753247303448,21.37130170537536,0.0,-1.2853718096065925,0.2438871763518335,2.8,9.236100170605994,-888.8225447400226,65.23083260986033,141.8254669427082,-1468.020906784561,-0.0,-0.0,709.0767093822789,0.0,5.0,0.06065578716483651,0.0,0,1.5698982228095866,329.99807111111113,-129.87834733774037,0.23272141212260986,10.799135676373478,0.0035970440184332807,22.282124740858816,1.215709799112871,0,0,65.23083260986033,0.07883661904074027,262.6187089952315,-120.79324205252328
