Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,6.6364585287123505,0.16728367230023503,0.0,0.11060764214520584,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,6.3482133377777785,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,On,6348.213337777778,15.5555555555556,1.0,0.0,6.3482133377777785,0.0,1,6348.213337777778,6348.213337777778,Off,0.0,0.0,40.70644742243946,51.666666666666686,46.10666666666668,0.0,50.4969515103159,0.0,0.0,0.0,40.70644742243946,50.562364752758825,50.595071373980296,50.4969515103159,12.43753247303448,15.573416637413393,0.0,5.841059633485572,-2.3997925355022818,2.8,9.236100170605994,6565.130815616982,-1447.949956193345,1076.3478589838924,-197.34179727220246,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011854803214374966,0.0,0,0.15341351063030753,197.99884266666666,-58.82614827558839,0.2968760065513081,7.6706058636267045,0.0031976026970333385,125.89834479788713,1.2368082099260853,0.3784135892775254,-1499.7169931787216,51.76703698537621,0.1813426358304371,1228.8633506128574,-152.51549162896492
2025-01-01 00:01:00,6.6364585287123505,0.16728367230023503,0.0,0.11060764214520584,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,6.3482133377777785,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,On,6348.213337777778,15.5555555555556,1.0,0.0,6.3482133377777785,0.0,1,6348.213337777778,6348.213337777778,Off,0.0,0.0,40.59928230596408,51.666666666666686,46.10666666666668,0.0,50.49091586296508,0.0,0.0,0.0,40.59928230596408,50.55665194389768,50.589519984363974,50.49091586296508,12.43753247303448,15.659802249331799,0.0,5.876807369395417,-2.3325304504190774,2.8,9.236100170605994,6555.082902935823,-1466.4949887540934,1055.1632864560245,-199.36095825337054,-0.0,-0.0,473.0854233869934,0.0,3.0,0.01189564979681116,0.0,0,0.15394210798409474,197.99884266666666,-66.85489997557902,0.29615422367103833,7.735171462710941,0.0031981991412778294,125.76644155779726,1.2400496199052957,0.37853604796386137,-1517.8372353127888,51.34224655869534,0.18097126481099537,1210.4833168046832,-155.32003034865883
2025-01-01 00:02:00,6.6364585287123505,0.16728367230023503,0.0,0.11060764214520584,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,6.3482133377777785,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,On,6348.213337777778,15.5555555555556,1.0,0.0,6.3482133377777785,0.0,1,6348.213337777778,6348.213337777778,Off,0.0,0.0,40.49485661620612,51.666666666666686,46.10666666666668,0.0,50.48489621587151,0.0,0.0,0.0,40.49485661620612,50.5509541747628,50.58398315420845,50.48489621587151,12.43753247303448,15.74384840388689,0.0,5.910251573327899,-2.2678686714843983,2.8,9.236100170605994,6545.173476170182,-1484.1804686796086,1035.7771462331536,-201.33332814610563,-0.0,-0.0,473.0854233869934,0.0,3.0,0.01193533471471208,0.0,0,0.15445567218791664,197.99884266666666,-74.79195684848493,0.29461872778308135,7.776167034468573,0.0031987934031963657,125.6375804442184,1.2396884156098742,0.3786505797326981,-1534.800020946051,50.61955226644248,0.18061353085235304,1192.8704679040231,-157.0933216708695
2025-01-01 00:03:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.39306157316869,51.666666666666686,46.10666666666668,0.0,50.47889216165524,0.0,0.0,0.0,40.39306157316869,50.54527106089861,50.5784605105203,50.47889216165524,12.43753247303448,15.825648211914805,0.0,5.9415634787649445,-2.205556587700998,2.8,9.236100170605994,187.2071329738987,-1500.5038985148428,1017.5195201865923,-203.2604407086346,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011973906597294103,0.0,0,0.15495483255452253,197.99884266666666,-82.61784970446014,0.2931343118299032,7.815882158046103,0.003199387229201181,125.51157193129606,1.2393370556332146,0.37875777792065835,-1550.6902328272122,50.18633431236941,0.1802681246364536,1175.9503022113267,-158.43078202473438
2025-01-01 00:04:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.48141781612559,51.666666666666686,46.10666666666668,0.0,50.539602233115886,0.0,0.0,0.0,40.48141781612559,50.53960223311588,50.539602233115886,50.539602233115886,12.43753247303448,15.745998069773709,0.0,5.97092045352728,-2.1453987226495306,2.8,9.236100170605994,189.96689948947198,-1515.845850711039,999.9606220547093,-201.38387780130327,-0.0,-0.0,473.0854233869934,0.0,3.0,0.0119363490281826,0.0,0,0.15446879846151038,197.99884266666666,-81.73464609621813,0.29468695200381784,7.778280740716847,0.003199980627811397,125.58981085366925,1.2396783039136192,0.37885825573579174,-1565.5961862066158,49.750335495576785,0.1799340305500299,1159.6642595850096,-159.7036375303003
2025-01-01 00:05:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.56465630412916,51.666666666666686,46.10666666666668,0.0,50.533585416011874,0.0,0.0,0.0,40.56465630412916,50.5339210052747,50.534088799906115,50.533585416011874,12.43753247303448,15.668763808625414,0.0,5.998465977516404,-2.087237467639094,2.8,9.236100170605994,194.16031752924118,-1530.246670146505,983.2951756261125,-199.57089502256966,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011899883868865473,0.0,0,0.15399690128992763,197.99884266666666,-79.35421083518258,0.29620291747604116,7.74195288076864,0.0032005742328750746,125.66524892674376,1.2400093678728656,0.37895250941422803,-1579.5892689089408,49.342598762435884,0.1796104340298701,1143.9647856231716,-160.66960999705904
2025-01-01 00:06:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.64523373780189,51.666666666666686,46.10666666666668,0.0,50.52755630202557,0.0,0.0,0.0,40.64523373780189,50.52822809560909,50.52856399240085,50.52755630202557,12.43753247303448,15.593805012155919,0.0,6.0243301298134675,-2.030913112128924,2.8,9.236100170605994,198.76910886468104,-1543.7669376000692,967.4211312592164,-197.8176091982321,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011864448877854622,0.0,0,0.15353833557003985,197.99884266666666,-76.49870532408028,0.29768415481855975,7.706823890299251,0.0032011680359208296,125.73804768555974,1.2403308342084296,0.37904098853720863,-1592.7342878293634,48.967350229293935,0.17929650096402808,1128.804397332212,-161.38326607299555
2025-01-01 00:07:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.72330208174875,51.666666666666686,46.10666666666668,0.0,50.52151528681112,0.0,0.0,0.0,40.72330208174875,50.52252387757572,50.523028172958035,50.52151528681112,12.43753247303448,15.520991441646526,0.0,6.0486308336957135,-1.9762817539027333,2.8,9.236100170605994,203.45037524362093,-1556.4696345890447,952.2721541461619,-196.12043627489587,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011829986208302843,0.0,0,0.15309235270334665,197.99884266666666,-73.51461186847663,0.29913248810646154,7.6722966490100575,0.003201762028971068,125.80835728600097,1.2406432475843363,0.3791241004181676,-1605.0900655616156,48.62043097257116,0.17899147806740562,1114.140455792984,-161.86830164682215
2025-01-01 00:08:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.798994738109194,51.666666666666686,46.10666666666668,0.0,50.51546274343097,0.0,0.0,0.0,40.798994738109194,50.51680870330435,50.51748168324104,50.51546274343097,12.43753247303448,15.450208791271399,0.0,6.071475336536256,-1.9232122785274395,2.8,9.236100170605994,207.9238035712094,-1568.410077821515,937.7867075950013,-194.47621770201567,-0.0,-0.0,473.0854233869934,0.0,3.0,0.011796445184516396,0.0,0,0.15265829689354846,197.99884266666666,-70.68540211376836,0.30054949993192587,7.638842734347347,0.00320235620450712,125.87630899073305,1.2409470856888165,0.3792022152719809,-1616.7101624093605,48.300084587845426,0.17869467707795667,1099.9342685649667,-162.14756096996544
2025-01-01 00:09:00,0.2882451909345716,0.16728367230023503,0.0,0.004804086515576194,0.002788061205003917,0.0,0.05843914303841957,0.0,0.22980604789615205,0.0,0.0,0.0,0.16728367230023503,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.037379274617366946,0,On,0.006761151495838616,0,On,0.18798014591778425,0.14098510943833814,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,6348.213337777778,Off,0.0,0.0,40.87243356147815,51.666666666666686,46.10666666666668,0.0,50.509399025115115,0.0,0.0,0.0,40.87243356147815,50.51108290620279,50.51192484674663,50.509399025115115,12.43753247303448,15.381352661502223,0.0,6.09296177274867,-1.8715853497985733,2.8,9.236100170605994,212.20221355211467,-1579.639186642272,923.908686211274,-192.8820723411193,-0.0,-0.0,473.0854233869934,0.0,3.0,0.01176377950146048,0.0,0,0.1522355689052282,197.99884266666666,-68.00113749375946,0.3019366378410336,7.6064065455020025,0.003202950555410983,125.94202264908817,1.2412427849198475,0.3792756716491501,-1627.6436460030984,48.00445936082641,0.17840546998428947,1086.1507479976208,-162.24206178634674
