Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.18772652771211834,0.09599998125633855,0.006394874060142225,0.1877265277121183,0.09599998125633853,0.006394874060142224,0.013144648088776396,0.16929341808488044,0.005288461538461538,0.0,0.00269977987884927,0.0036950941812929545,0.0,0.09599998125633855,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004654961622807018,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.03790930311879783,0.0,0.00269977987884927,0.0,0.0,91.97889620512821,15.5555555555556,0.04002604338172733,0.0,0.10829253573717275,0.005288461538461538,0.05,86.69043466666668,1733.8086933333334,0.0,0.0,95.95734734218357,51.66666666666668,46.10666666666668,0.0,51.00825753923287,0.0,0.0,0.0,149.93335522216185,51.04245766855129,51.05955773321052,51.00825753923287,12.43753247303448,15.278553455983047,-0.018893702508945065,2.8,33.832432430122815,-264.1069654462684,0.0,0.0,204.3433466168955,0.0,1.0,0.016238223788616023,0.0,0.0,0.30216786599504136,65.99961422222222,1.6171550543675557,0.27282713056768,7.160072632695533,0.0028732301478657306,26.359755569972954,1.2418729009059806
2025-01-01 01:00:00,0.22777770696336405,0.09525668636605124,0.030359591349757867,0.22777770696336405,0.09525668636605124,0.030359591349757867,0.01279552596706587,0.1762001297142469,0.038782051282051276,0.0,0.0032622340202762014,0.027097357329481663,0.0,0.09525668636605124,0.0,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.00430583950109649,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.045807074601880715,0.0,0.0032622340202762014,0.0,0.0,674.5119055042735,15.5555555555556,0.2935243181326671,0.0,0.7941452620726002,0.038782051282051276,0.36666666666666664,635.7298542222222,1733.8086933333334,0.0,0.0,93.01308659981912,51.66666666666668,46.10666666666668,0.0,49.82527388121592,0.0,0.0,0.0,145.33294781221736,49.85914013319166,49.87607325917953,49.82527388121592,12.43753247303448,15.19255869901848,-0.09843249051280546,2.5,638.7437213423032,-237.1063575930925,0.0,0.0,203.00316464146857,0.0,1.0,0.014402106104991862,0.0,0.0,0.26800059687750205,65.99961422222222,-1.6649912103464426,0.27542609323876643,7.131372722923354,0.002884257648222462,29.51511045193437,1.2422960976878121
2025-01-01 02:00:00,0.181869644857334,0.09451339147576394,0.003931477939280255,0.18186964485733403,0.09451339147576394,0.003931477939280254,0.01279552596706587,0.1673112983774476,0.0017628205128205126,0.0,0.00269977987884927,0.001231698060430985,0.0,0.09451339147576394,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00430583950109649,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.03790930311879783,0.0,0.00269977987884927,0.0,0.0,30.65963206837607,15.5555555555556,0.013342014460575776,0.0,0.03609751191239092,0.0017628205128205126,0.016666666666666666,28.896811555555555,1733.8086933333334,0.0,0.0,90.43639116470523,51.66666666666668,46.10666666666668,0.0,48.68712365930435,0.0,0.0,0.0,141.30686119485193,48.72030095299123,48.736889599834676,48.68712365930435,12.43753247303448,15.014063104904425,-0.10036991023428951,1.6500000000000001,18.76164524518593,-219.90269076639052,0.0,0.0,202.01210478775218,0.0,1.0,0.012573294369083093,0.0,0.0,0.23396927998349235,65.99961422222222,5.992599155448195,0.2798264451258034,7.060208404781301,0.0028974405070497267,34.63290525477871,1.243054329949365
2025-01-01 03:00:00,0.2255628391747909,0.09377009658547665,0.030359591349757867,0.2255628391747909,0.09377009658547665,0.030359591349757867,0.012562777885925521,0.1742180100068141,0.038782051282051276,0.0,0.0032622340202762014,0.027097357329481663,0.0,0.09377009658547665,0.0,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.00407309141995614,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.045807074601880715,0.0,0.0032622340202762014,0.0,0.0,674.5119055042735,15.5555555555556,0.2935243181326671,0.0,0.7941452620726002,0.038782051282051276,0.36666666666666664,635.7298542222222,1733.8086933333334,0.0,0.0,86.61343265168206,51.66666666666668,46.10666666666668,0.0,47.582989800114596,0.0,0.0,0.0,135.3334885182532,47.615267888831866,47.631406933190505,47.582989800114596,12.43753247303448,15.33385660552523,-0.011615843783516025,1.6500000000000001,627.8748709427509,-244.3977096554756,0.0,0.0,200.7882968528954,0.0,1.0,0.013681060926956968,0.0,0.0,0.2545830774758072,65.99961422222222,-3.0276217589423964,0.2754291063271866,7.233217452641521,0.002911102827547305,27.25271109985539,1.2416665289707964
2025-01-01 04:00:00,0.25652939768581384,0.09302680169518936,0.05807646493880305,0.25652939768581384,0.09302680169518936,0.05807646493880305,0.012562777885925521,0.20165892749219608,0.0423076923076923,0.023228642559046265,0.005287068929413155,0.029560753450343636,0.0,0.09302680169518936,0.0,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.00407309141995614,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.07423905194097909,0.0,0.005287068929413155,0.0,0.0,735.8311696410257,15.5555555555556,0.3202083470538186,0.0,0.866340285897382,0.0423076923076923,0.4,693.5234773333334,1733.8086933333334,527.528,0.0,84.58974663848116,51.66666666666668,46.10666666666668,0.0,46.58661469377111,0.0,0.0,527.528,132.17147912262683,46.61704896724455,46.63226610398127,46.58661469377111,12.43753247303448,15.123923447646565,-0.10396268753786529,0.55,672.0876577344883,-265.9010583804375,0.0,0.0,199.79723699917903,0.0,1.0,0.013931641812983809,0.0,0.0,0.2592459945888821,65.99961422222222,2.360309474721115,0.28001649663228534,7.138829586903251,0.0029210455981540213,32.85405422158317,1.241981520888515
2025-01-01 05:00:00,0.2586180310624774,0.09302680169518936,0.031644533624168615,0.25861803106247744,0.09302680169518936,0.031644533624168615,0.013028274048206223,0.2332500134245276,0.01233974358974359,0.015485761706030842,0.00753688549512088,0.008621886423016893,0.0,0.09302680169518936,0.0,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.004538587582236842,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.10583013787331061,0.0,0.00753688549512088,0.0,0.0,214.61742447863247,15.5555555555556,0.09339410122403044,0.0,0.25268258338673644,0.01233974358974359,0.11666666666666667,202.2776808888889,1733.8086933333334,351.6853333333333,0.0,100.09391072598682,51.66666666666668,46.10666666666668,0.0,52.31431490260664,0.0,0.0,351.6853333333333,156.3967355093544,52.34422600800818,52.359181560708954,52.31431490260664,12.43753247303448,15.0614472503628,-0.09242327450327327,-0.25000000000000006,148.35575610857757,-274.3448993252314,0.0,0.0,200.26273316145975,0.0,1.0,0.01361801947192897,0.0,0.0,0.2534099749134206,65.99961422222222,7.820497793716739,0.2825474491576332,7.12460291819965,0.002937448784108039,35.27863875018908,1.2416136386335734
2025-01-01 06:00:00,0.2630146831348005,0.09451339147576394,0.02735084423959376,0.2630146831348004,0.09451339147576394,0.02735084423959376,0.0136101442510571,0.21943659016579467,0.029967948717948716,0.0,0.0064119772122670175,0.02093886702732674,0.0,0.09451339147576394,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00512045778508772,0.0,0.008489686465969381,0.0,0.003384139957631153,0.0,0.08835758085979571,0.06626818564484677,0.09003459490714485,0.0,0.0064119772122670175,0.0,0.0,521.2137451623931,15.5555555555556,0.22681424582978818,0.0,0.6136577025106456,0.029967948717948716,0.2833333333333333,491.24579644444447,1733.8086933333334,0.0,0.0,96.22074608941604,51.66666666666668,46.10666666666668,0.0,51.15818430783108,0.0,0.0,0.0,150.34491576471257,51.18951434136086,51.205179358125754,51.15818430783108,12.43753247303448,15.327529397494699,-0.011769991867033121,0.3,450.39454188366557,-273.86489133067,0.0,0.0,202.8267230717434,0.0,1.0,0.013870695528373169,0.0,0.0,0.25811187986051914,65.99961422222222,0.2189649801990045,0.27879911144345365,7.267967358921526,0.002948519979280221,25.52058592554815,1.2404602569612893
2025-01-01 07:00:00,0.2872066327852193,0.11035612289737072,0.03102883526876192,0.2872066327852193,0.11035612289737072,0.03102883526876192,0.04864906612035485,0.19801269486999262,0.04054487179487179,0.0,0.00269977987884927,0.02832905538991265,0.0,0.11035612289737072,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004771335663377193,0.0,0.04387773045697766,0.0,0.012961894554700452,0.0,0.10749910304783865,0.08062432728587894,0.03790930311879783,0.0,0.00269977987884927,0.0,0.0,705.1715375726495,15.5555555555556,0.30686633259324286,0.0,0.8302427739849911,0.04054487179487179,0.38333333333333336,664.6266657777778,1733.8086933333334,0.0,0.0,93.27472072294911,51.66666666666668,46.10666666666668,0.0,49.971413566661084,0.0,0.0,0.0,145.741751129608,50.004170447508486,50.02054888793218,49.971413566661084,12.43753247303448,15.240112704823979,-0.07427135336193266,-0.55,678.2695941870957,-297.2032817735449,0.0,0.0,267.2271348804232,3.370969406013195,1.0,0.014247072616851004,0.0,0.0,0.2651156669196989,65.99961422222222,3.0742035075678666,0.2814875332678613,7.238996177913425,0.002960096430497357,33.044161110059264,1.2408283203310837
2025-01-01 08:00:00,0.25418637932644284,0.10372973522039303,0.03102883526876192,0.25418637932644284,0.10372973522039303,0.03102883526876192,0.029322046201506635,0.18431946133006444,0.04054487179487179,0.0,0.00269977987884927,0.02832905538991265,0.0,0.10372973522039303,0.0,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0036075952576754386,0.0,0.025714450943831197,0.0,0.008103844584075858,0.0,0.09767285962481866,0.07325464471861397,0.03790930311879783,0.0,0.00269977987884927,0.0,0.0,705.1715375726495,15.5555555555556,0.30686633259324286,0.0,0.8302427739849911,0.04054487179487179,0.38333333333333336,664.6266657777778,1733.8086933333334,0.0,0.0,90.2788506573633,51.66666666666668,46.10666666666668,0.0,48.8018124034325,0.03826934452606655,95.7173951427933,0.0,141.06070415213014,48.77098275477656,48.84478918037817,48.71259115350292,12.43753247303448,15.11919505782279,-0.07532580129259353,-1.4,611.1913483544463,-324.227124152277,0.0,0.0,185.3900578235248,223.45083199425866,0.249925,0.014842379088020172,0.0,0.0,0.2761933862779168,16.49495358448889,44.8568771105488,0.2847281603843076,7.1954360088174525,0.0029698284037062966,6.951136397639932,1.2419238659716025
2025-01-01 09:00:00,0.31457765661534187,0.1269294959421432,0.002137325737422339,0.3145776566153419,0.1269294959421432,0.002137325737422339,0.08595501629242343,0.22862264032291846,0.0,0.0,0.002137325737422339,0.0,0.0,0.1269294959421432,0.0,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002909351014254386,0.0,0.08304566527816905,0.0,0.029371780764345854,0.0,0.12860587392048556,0.09645440544036414,0.03001153163571495,0.0,0.002137325737422339,0.0,0.0,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1733.8086933333334,0.0,0.0,84.94707598057043,51.66666666666668,46.10666666666668,0.0,47.53422319420982,0.0,0.0,0.0,132.72980621964132,47.00771877245874,47.53422319420982,46.744466561583195,12.43753247303448,15.364248783602342,0.0,-0.85,131.5440644019115,-314.87637497736125,0.0,0.0,341.56332802741514,565.6972463282339,1.0,0.014689721859254667,0.0,0.0,0.27335267477860076,65.99961422222222,104.85711135185753,0.2815102149692279,7.333338897010409,0.002981740158098394,60.77916165110199,1.2414822503907528
