,start_time,end_time,power,duration,energy
0,2025-01-01 19:15:00,2025-01-01 20:00:00,0.6883136146551299,0 days 00:45:00,0.5162352109913474
1,2025-01-01 20:30:00,2025-01-01 21:00:00,0.5162352109913474,0 days 00:30:00,0.2581176054956737
